site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
平湖幼儿园,嘉兴市,22,7,14,63,19,15,0.4,69,24,19,2026-05-24 19:00:00
茅盾小学,嘉兴市,24,3,21,71,24,16,0.4,73,26,17,2026-05-24 19:00:00
嘉善监测大楼,嘉兴市,38,4,24,59,36,26,0.4,70,35,27,2026-05-24 19:00:00
海盐商贸学校,嘉兴市,35,5,19,111,18,16,0.4,92,16,17,2026-05-24 19:00:00
气象观测台,嘉兴市,26,6,21,56,26,17,0.5,66,22,15,2026-05-24 19:00:00
文化中心,嘉兴市,26,10,12,61,26,17,0.7,64,26,19,2026-05-24 19:00:00
硖石街道,嘉兴市,28,7,10,62,28,18,0.5,70,24,18,2026-05-24 19:00:00
胜利社区,嘉兴市,28,6,16,58,28,16,0.6,70,28,17,2026-05-24 19:00:00
海宁监测大楼,嘉兴市,29,5,18,66,26,20,0.3,75,29,19,2026-05-24 19:00:00
植材小学,嘉兴市,29,7,12,70,28,20,0.7,71,26,19,2026-05-24 19:00:00
振东新六中站,嘉兴市,37,4,24,72,37,19,0.5,75,41,19,2026-05-24 19:00:00
陆家桥村,嘉兴市,23,7,9,63,19,16,0.7,68,25,20,2026-05-24 19:00:00
石浦新港小学,宁波市,58,8,18,67,43,39,0.5,90,22,19,2026-05-24 19:00:00
慈溪环保大楼,宁波市,61,5,37,29,65,32,0.7,64,45,22,2026-05-24 19:00:00
文峰小学,宁波市,38,8,8,74,31,26,0.5,79,23,18,2026-05-24 19:00:00
宁海城南站,宁波市,39,6,15,88,38,27,0.4,98,33,24,2026-05-24 19:00:00
钱湖水厂,宁波市,22,4,6,69,7,3,0.6,85,21,16,2026-05-24 19:00:00
龙山公园,宁波市,40,5,26,40,37,28,0.6,64,31,23,2026-05-24 19:00:00
溪口政府大楼,宁波市,19,6,13,60,17,10,0.5,84,29,18,2026-05-24 19:00:00
慈溪实验小学,宁波市,55,5,29,37,57,33,0.6,75,43,24,2026-05-24 19:00:00
奉化教育局,宁波市,20,6,13,63,11,9,0.5,88,26,19,2026-05-24 19:00:00
大桥市场,宁波市,22,5,13,69,12,9,0.6,91,33,24,2026-05-24 19:00:00
姚江小学,宁波市,45,4,29,41,31,31,0.6,70,34,22,2026-05-24 19:00:00
宁海水利局,宁波市,46,7,19,78,44,32,0.7,95,36,27,2026-05-24 19:00:00
建德监测大楼,杭州市,19,6,8,42,19,6,0.6,38,31,15,2026-05-24 19:00:00
老年活动中心,杭州市,19,11,6,59,12,6,0.5,43,20,8,2026-05-24 19:00:00
第二中学,杭州市,26,4,15,60,26,7,0.5,53,33,16,2026-05-24 19:00:00
淳安环保大楼,杭州市,18,9,4,55,10,5,0.7,39,20,10,2026-05-24 19:00:00
桐庐江北,杭州市,18,4,16,57,7,4,0.6,51,30,16,2026-05-24 19:00:00
海辰小学,杭州市,24,8,47,31,18,14,1.0,36,35,24,2026-05-24 19:00:00
桐庐江南,杭州市,19,5,14,60,8,4,0.5,54,39,22,2026-05-24 19:00:00
大峃,温州市,23,8,17,34,23,13,0.3,56,23,9,2026-05-24 19:00:00
安阳新区,温州市,34,7,23,46,34,11,0.7,84,--,16,2026-05-24 19:00:00
平阳监测站,温州市,60,8,14,47,55,40,0.7,83,27,15,2026-05-24 19:00:00
文成中学,温州市,36,7,7,39,36,14,0.3,63,23,9,2026-05-24 19:00:00
罗阳,温州市,24,6,9,58,24,12,0.5,68,18,11,2026-05-24 19:00:00
柳市,温州市,60,4,15,79,63,35,0.5,104,63,35,2026-05-24 19:00:00
龙港实验中学,温州市,70,6,26,85,59,45,0.7,116,27,19,2026-05-24 19:00:00
苍南中学,温州市,63,8,23,75,67,38,0.7,104,28,15,2026-05-24 19:00:00
乐成,温州市,54,5,16,82,47,37,0.4,109,41,29,2026-05-24 19:00:00
花园桥,温州市,45,5,19,44,45,28,0.6,81,30,18,2026-05-24 19:00:00
泰顺实验中学,温州市,20,6,5,58,20,11,0.3,62,16,9,2026-05-24 19:00:00
灵溪,温州市,37,9,12,73,37,24,0.5,105,27,13,2026-05-24 19:00:00
瓯北,温州市,53,6,24,68,53,30,0.7,104,51,25,2026-05-24 19:00:00
上塘,温州市,53,8,18,85,54,35,0.7,120,46,28,2026-05-24 19:00:00
平阳县政府,温州市,49,6,18,54,48,34,0.7,87,24,14,2026-05-24 19:00:00
龙港,温州市,58,8,28,64,60,38,0.6,96,30,22,2026-05-24 19:00:00
洞头气象局,温州市,25,6,21,50,25,17,0.5,71,31,25,2026-05-24 19:00:00
安吉城东,湖州市,10,5,14,26,7,7,0.4,41,18,15,2026-05-24 19:00:00
龙山新区,湖州市,20,4,23,51,19,14,0.3,49,27,20,2026-05-24 19:00:00
安吉实验小学,湖州市,16,7,17,36,12,11,0.5,46,22,19,2026-05-24 19:00:00
职教中心,湖州市,25,3,26,38,25,12,0.4,40,35,20,2026-05-24 19:00:00
春晖小学,湖州市,20,7,25,35,18,14,0.6,38,24,16,2026-05-24 19:00:00
地信科创园,湖州市,20,7,24,39,19,14,0.5,39,25,19,2026-05-24 19:00:00
城新小学,绍兴市,86,7,31,88,70,53,0.4,94,47,33,2026-05-24 19:00:00
丽湖小区,绍兴市,60,6,17,79,43,40,0.6,98,20,--,2026-05-24 19:00:00
钟楼站,绍兴市,41,4,16,45,41,28,0.6,79,27,17,2026-05-24 19:00:00
马寅初初中,绍兴市,44,6,15,65,44,28,0.6,93,26,18,2026-05-24 19:00:00
城东站,绍兴市,49,4,18,57,49,33,0.7,85,32,18,2026-05-24 19:00:00
青少年宫,绍兴市,88,6,42,32,64,54,0.8,48,49,36,2026-05-24 19:00:00
杨树畈,绍兴市,92,5,30,35,62,56,0.9,56,38,31,2026-05-24 19:00:00
嵊泗菜园,舟山市,23,7,3,72,6,4,0.5,74,9,7,2026-05-24 19:00:00
岱山高亭,舟山市,19,8,20,43,14,13,0.8,68,19,15,2026-05-24 19:00:00
岱山环保大楼,舟山市,16,4,31,47,13,10,0.5,59,14,12,2026-05-24 19:00:00
人民医院,衢州市,49,9,16,80,37,34,0.8,77,26,17,2026-05-24 19:00:00
江山环保大楼,衢州市,34,2,15,62,34,22,0.9,66,26,12,2026-05-24 19:00:00
龙游二高,衢州市,21,5,8,67,1,5,0.3,86,29,20,2026-05-24 19:00:00
图书馆大楼,衢州市,21,4,12,66,21,6,0.3,75,23,7,2026-05-24 19:00:00
开化气象局,衢州市,19,6,5,59,12,2,0.3,51,22,5,2026-05-24 19:00:00
常山环保大楼,衢州市,22,5,10,69,15,6,0.6,77,20,5,2026-05-24 19:00:00
衢州三中（市）,衢州市,27,4,11,46,27,7,0.6,48,31,15,2026-05-24 19:00:00
建设大楼,衢州市,27,5,12,85,13,6,0.4,93,32,--,2026-05-24 19:00:00
开化监测大楼,衢州市,17,7,7,53,14,7,0.4,45,24,10,2026-05-24 19:00:00
第五中学,金华市,16,7,16,51,13,7,0.7,67,32,16,2026-05-24 19:00:00
浦江中学,金华市,17,2,8,54,12,5,0.4,74,32,19,2026-05-24 19:00:00
兰溪监测站,金华市,16,6,5,50,11,3,0.6,61,33,20,2026-05-24 19:00:00
浦江实验中学,金华市,17,5,5,50,17,6,0.7,62,23,14,2026-05-24 19:00:00
西城供电所,金华市,32,7,7,36,32,16,0.5,46,35,15,2026-05-24 19:00:00
江东,金华市,18,6,4,57,16,7,0.6,63,23,11,2026-05-24 19:00:00
武义县政府,金华市,20,7,10,45,20,12,0.5,56,27,15,2026-05-24 19:00:00
儿童公园,金华市,20,3,10,63,19,8,0.4,78,35,20,2026-05-24 19:00:00
兰溪八中,金华市,21,8,7,66,7,5,0.4,69,32,21,2026-05-24 19:00:00
广厦学院,金华市,21,5,7,66,9,6,1.0,66,26,12,2026-05-24 19:00:00
永康一中,金华市,22,6,9,45,21,15,0.6,54,25,13,2026-05-24 19:00:00
武义北岭幼儿园,金华市,22,7,12,51,20,15,0.6,65,27,17,2026-05-24 19:00:00
国税大楼,金华市,23,7,13,72,19,5,0.6,61,27,10,2026-05-24 19:00:00
南园初中,金华市,24,6,5,75,21,8,0.4,62,25,11,2026-05-24 19:00:00
北苑,金华市,18,4,12,57,13,7,0.6,72,28,16,2026-05-24 19:00:00
东阳环保大楼,金华市,20,5,5,64,11,8,0.7,65,27,14,2026-05-24 19:00:00
