,O3H8_level,regioncode,O3,latitude,CO_level,SYWRW,PM10H24,NO2,O3H8,O3_level,PM10_color,PM25_color,SO2,sitename,O3H8_color,AQI,NO2_level,AQI_level,PM10H24_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,PM25H24_color,sitecode,PM25H24_level,AQI_color,districtname,O3_color,SO2_level,PM10,PM25H24,PM10H24_color,sort,time
0,优,330329,34,27.557,优,--,5,11,50,优,#00E400,#00E400,5,罗阳,#00E400,13,优,优,优,330300,#00E400,119.7084,#00E400,8,优,0.4,优,#00E400,#00E400,330329001,优,#00E400,温州市,#00E400,优,13,4,#00E400,1,2026-06-26 23:00:00
1,优,331125,27,28.1173,优,--,12,11,54,优,#00E400,#00E400,5,云和监测楼,#00E400,15,优,优,优,331100,#00E400,119.5626,#00E400,9,优,0.3,优,#00E400,#00E400,331125001,优,#00E400,丽水市,#00E400,优,15,8,#00E400,2,2026-06-26 23:00:00
2,优,331126,55,27.629585,优,--,10,3,50,优,#00E400,#00E400,4,庆元监测楼,#00E400,18,优,优,优,331100,#00E400,119.054809,#00E400,4,优,0.4,优,#00E400,#00E400,331126001,优,#00E400,丽水市,#00E400,优,8,4,#00E400,3,2026-06-26 23:00:00
3,优,331126,57,27.6211,优,--,9,2,53,优,#00E400,#00E400,5,庆元气象局,#00E400,18,优,优,优,331100,#00E400,119.0788,#00E400,4,优,0.5,优,#00E400,#00E400,331126002,优,#00E400,丽水市,#00E400,优,9,4,#00E400,3,2026-06-26 23:00:00
4,优,331181,45,28.076,优,--,13,6,61,优,#00E400,#00E400,7,粮食大楼,#00E400,18,优,优,优,331100,#00E400,119.1217,#00E400,12,优,0.5,优,#00E400,#00E400,331181002,优,#00E400,丽水市,#00E400,优,16,7,#00E400,3,2026-06-26 23:00:00
5,优,331127,21,27.9772,优,--,12,15,48,优,#00E400,#00E400,4,景宁县政府,#00E400,19,优,优,优,331100,#00E400,119.6311,#00E400,3,优,0.5,优,#00E400,#00E400,331127002,优,#00E400,丽水市,#00E400,优,19,6,#00E400,6,2026-06-26 23:00:00
6,优,331125,26,28.1062,优,--,11,7,57,优,#00E400,#00E400,6,云和三中,#00E400,22,优,优,优,331100,#00E400,119.5728,#00E400,15,优,0.5,优,#00E400,#00E400,331125002,优,#00E400,丽水市,#00E400,优,9,8,#00E400,7,2026-06-26 23:00:00
7,轻度污染,330281,74,30.0358,优,--,25,30,161,优,#00E400,#00E400,7,姚江小学,#FF7E00,24,优,优,优,330200,#00E400,121.1221,#00E400,14,优,0.5,优,#00E400,#00E400,330281002,优,#00E400,宁波市,#00E400,优,24,17,#00E400,8,2026-06-26 23:00:00
8,优,330329,35,27.5438,优,--,7,6,46,优,#00E400,#00E400,6,泰顺实验中学,#00E400,24,优,优,优,330300,#00E400,119.716111,#00E400,14,优,0.4,优,#00E400,#00E400,330329002,优,#00E400,温州市,#00E400,优,24,4,#00E400,8,2026-06-26 23:00:00
9,良,330921,76,30.2669,优,--,15,26,107,优,#00E400,#00E400,6,岱山环保大楼,#FFFF00,24,优,优,优,330900,#00E400,122.2199,#00E400,12,优,0.4,优,#00E400,#00E400,330921001,优,#00E400,舟山市,#00E400,优,22,8,#00E400,8,2026-06-26 23:00:00
