timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-04-12T1300,1958A,86.236,41.7172,巴音郭楞蒙古自治州,经济开发区,颗粒物(PM10),52,52,107,3,31,87,87,79,74,6,5,8,7,0.3,0.3
2026-04-12T1300,3181A,106.776805,31.852614,巴中市,市五中,,23,18,26,8,11,73,73,29,29,8,10,8,8,0.6,0.7
2026-04-12T1300,3183A,106.7419,31.8654,巴中市,圣泉水务公司,,24,16,19,6,10,76,76,40,40,6,11,8,8,0.5,0.6
2026-04-12T1300,3616A,106.7617,31.8343,巴中市,市中心医院,,27,13,20,7,12,86,86,36,36,5,10,8,8,0.5,0.5
2026-04-12T1300,2235A,122.7909,45.608,白城市,洮北区环保局,NA,NA,52,43,23,22,115,115,77,77,NA,42,6,6,0.1,0.2
2026-04-12T1300,2236A,122.8741,45.5725,白城市,市环保局,,46,46,46,20,21,99,99,66,66,11,15,5,4,0.0,0.1
2026-04-12T1300,2231A,126.4219,41.9172,白山市,喜丰,,50,50,73,16,21,124,124,69,69,5,19,8,8,0.6,0.6
2026-04-12T1300,2232A,126.4082,41.9416,白山市,环保局,,45,45,50,17,16,130,130,75,75,8,14,9,9,0.6,0.6
2026-04-12T1300,2647A,104.1727,36.5448,白银市,第三小学,颗粒物(PM10),59,62,99,18,28,102,102,86,83,1,6,9,7,0.4,0.4
2026-04-12T1300,2648A,104.1467,36.5482,白银市,动力公司,颗粒物(PM10),59,62,86,16,25,101,101,87,87,2,5,4,4,0.2,0.2
2026-04-12T1300,2512A,106.6102,23.901,百色市,市监测站,颗粒物(PM10),52,52,49,25,30,126,126,68,68,8,22,12,10,0.4,0.4
2026-04-12T1300,2513A,106.6524,23.8842,百色市,市中心血站,颗粒物(PM10),80,91,62,44,34,148,148,70,70,6,26,11,15,0.7,0.8
2026-04-12T1300,4133A,106.6273,23.8798,百色市,龙景西路,颗粒物(PM10),59,62,61,33,36,145,145,71,71,12,23,13,13,0.5,0.5
2026-04-12T1300,2270A,117.396,32.9389,蚌埠市,工人疗养院,,47,47,77,24,41,91,91,68,68,12,25,4,6,0.4,0.6
2026-04-12T1300,2271A,117.3606,32.9428,蚌埠市,百货大楼,,37,37,66,24,37,86,86,66,66,10,22,5,7,0.5,0.7
2026-04-12T1300,2273A,117.4183,32.8909,蚌埠市,蚌埠学院,,36,29,61,25,43,80,80,57,57,20,32,6,7,0.5,0.6
2026-04-12T1300,2274A,117.3534,32.9672,蚌埠市,淮上区政府,,41,41,68,24,40,97,97,70,70,10,22,5,6,0.5,0.6
