timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-04-12T1800,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,44,26,20,7,7,139,139,111,111,4,6,6,6,0.3,0.3
2026-04-12T1800,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,40,16,11,8,6,126,126,108,108,7,5,5,5,0.3,0.3
2026-04-12T1800,2695A,80.2899,41.1684,阿克苏地区,电视台,细颗粒物(PM2.5),92,86,279,56,97,110,110,108,108,4,6,2,2,0.5,0.5
2026-04-12T1800,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),90,106,236,51,90,117,117,115,115,5,7,5,4,0.3,0.3
2026-04-12T1800,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),128,192,130,47,37,116,116,106,106,6,5,10,9,0.6,0.5
2026-04-12T1800,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),123,178,128,50,38,115,115,103,103,6,4,10,8,0.6,0.5
2026-04-12T1800,2708A,88.1266,47.8515,阿勒泰地区,市站,,30,13,26,3,3,95,95,83,83,3,6,5,5,0.2,0.2
2026-04-12T1800,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,29,24,32,3,4,92,92,84,84,4,4,6,6,0.2,0.2
2026-04-12T1800,2630A,80.1171,32.4999,阿里地区,阿里监测站,,44,15,19,3,10,138,138,131,131,2,4,6,6,0.4,0.4
2026-04-12T1800,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,45,11,18,3,5,143,143,137,137,1,3,6,7,0.4,0.4
2026-04-12T1800,2644A,109.0088,32.6974,安康市,汉滨区检察院,,30,30,29,14,16,82,82,80,80,9,10,4,4,0.4,0.4
2026-04-12T1800,4054A,109.0324,32.6913,安康市,市邮政管理局,,31,31,32,16,18,78,78,85,85,8,9,4,4,0.6,0.6
2026-04-12T1800,2291A,117.0806,30.5181,安庆市,环科院,,30,27,19,14,9,96,96,102,102,12,7,5,5,0.5,0.5
2026-04-12T1800,2292A,117.0331,30.5118,安庆市,马山宾馆,,33,33,22,16,10,91,91,98,98,7,3,4,4,0.5,0.4
2026-04-12T1800,2294A,116.9897,30.6146,安庆市,安庆大学,,30,22,22,15,9,93,93,103,103,6,3,2,2,0.5,0.4
2026-04-12T1800,3173A,117.0598,30.5351,安庆市,市人大,,29,24,21,13,7,91,91,99,99,10,5,6,6,0.5,0.5
2026-04-12T1800,3123A,105.9408,26.2431,安顺市,凤凰山,,48,38,48,33,31,133,133,118,118,8,7,8,7,0.4,0.5
2026-04-12T1800,3124A,105.9443,26.2567,安顺市,金钟山,细颗粒物(PM2.5),52,NA,43,36,32,122,122,105,105,5,5,8,7,0.5,0.5
2026-04-12T1800,3125A,105.8983,26.248,安顺市,娄家坡,,45,36,40,31,31,123,123,108,108,5,6,15,17,0.6,0.6
2026-04-12T1800,1819A,114.3552,36.1017,安阳市,红庙街,细颗粒物(PM2.5),54,52,67,37,45,140,140,132,132,9,16,3,5,0.2,0.3
2026-04-12T1800,1820A,114.361,36.0681,安阳市,银杏小区,颗粒物(PM10),55,57,73,36,46,138,138,131,131,7,14,4,5,0.1,0.2
2026-04-12T1800,3141A,114.3921,36.0879,安阳市,信访局,颗粒物(PM10),59,62,68,38,46,148,148,137,137,7,13,1,4,0.4,0.5
2026-04-12T1800,3669A,114.4706,36.0634,安阳市,左辅环卫站,颗粒物(PM10),57,59,82,31,48,132,132,129,129,11,17,3,2,0.4,0.4
2026-04-12T1800,4117A,114.2918,36.0769,安阳市,钢三路198号,细颗粒物(PM2.5),64,65,73,42,46,131,131,124,124,9,14,2,4,0.4,0.5
2026-04-12T1800,1748A,123.0441,41.1201,鞍山市,深沟寺,细颗粒物(PM2.5),127,159,76,89,33,148,148,160,160,33,16,16,12,1.4,0.7
2026-04-12T1800,1749A,123.011,41.0931,鞍山市,太阳城,细颗粒物(PM2.5),136,156,70,99,36,146,146,153,153,25,12,13,10,1.3,0.7
2026-04-12T1800,1750A,123.0483,41.1445,鞍山市,太平,细颗粒物(PM2.5),135,179,80,98,35,130,130,142,142,35,17,21,12,1.7,0.8
2026-04-12T1800,1751A,122.964,41.0968,鞍山市,铁西三道街,细颗粒物(PM2.5),137,166,88,100,45,141,141,151,151,34,28,13,9,1.3,0.9
2026-04-12T1800,1753A,123.0219,41.0822,鞍山市,明达新区,细颗粒物(PM2.5),126,153,69,88,33,150,150,152,152,24,14,14,11,1.1,0.7
2026-04-12T1800,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,细颗粒物(PM2.5),141,187,103,105,43,149,149,152,152,34,30,14,10,1.0,0.7
2026-04-12T1800,2195A,107.4206,40.7609,巴彦淖尔市,附二中,颗粒物(PM10),67,73,350,16,78,108,108,105,105,6,7,11,10,0.4,0.3
2026-04-12T1800,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,颗粒物(PM10),58,60,288,13,67,107,107,106,106,6,6,7,6,0.3,0.3
2026-04-12T1800,1956A,86.1476,41.7529,巴音郭楞蒙古自治州,孔雀公园,,39,39,98,23,36,92,92,93,93,7,7,10,10,0.2,0.2
2026-04-12T1800,1957A,86.1971,41.7166,巴音郭楞蒙古自治州,棉纺厂,,40,40,122,12,32,98,98,92,92,3,6,/,/,/,/
2026-04-12T1800,1958A,86.236,41.7172,巴音郭楞蒙古自治州,经济开发区,,44,44,101,8,30,88,88,85,85,9,6,7,7,0.3,0.3
2026-04-12T1800,3181A,106.776805,31.852614,巴中市,市五中,NA,NA,17,24,3,10,72,72,70,70,10,10,NA,8,0.6,0.7
2026-04-12T1800,3183A,106.7419,31.8654,巴中市,圣泉水务公司,,25,18,18,7,9,80,80,74,74,7,10,9,8,0.6,0.6
2026-04-12T1800,3616A,106.7617,31.8343,巴中市,市中心医院,,29,9,18,3,10,91,91,84,84,7,10,8,8,0.5,0.5
2026-04-12T1800,2235A,122.7909,45.608,白城市,洮北区环保局,颗粒物(PM10),90,106,61,18,25,86,86,104,104,9,38,5,6,0.0,0.2
2026-04-12T1800,2236A,122.8741,45.5725,白城市,市环保局,颗粒物(PM10),68,75,59,19,22,78,78,91,91,10,15,3,5,0,0.1
