timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-04-12T2000,1867A,109.1435,21.4085,北海市,海滩公园,细颗粒物(PM2.5),72,65,55,46,36,113,113,104,104,9,10,6,7,0.6,0.6
2026-04-12T2000,1868A,109.0983,21.466,北海市,新市环保局,,46,46,53,30,30,111,111,112,112,10,11,10,11,0.6,0.6
2026-04-12T2000,1869A,109.1775,21.5232,北海市,北海工业园,细颗粒物(PM2.5),60,57,64,40,36,109,109,110,110,9,14,6,8,0.8,0.8
2026-04-12T2000,3400A,109.1844,21.4396,北海市,龙潭自来水厂,颗粒物(PM10),54,55,49,34,29,108,108,100,100,6,9,5,6,0.7,0.7
2026-04-12T2000,1001A,116.3611,39.8786,北京市,万寿西宫,颗粒物(PM10),103,126,101,45,34,88,88,122,120,52,30,4,5,0.7,0.5
2026-04-12T2000,1003A,116.4174,39.9289,北京市,东四,颗粒物(PM10),88,103,104,34,30,114,114,134,134,37,27,3,5,0.5,0.4
2026-04-12T2000,1004A,116.4073,39.8858,北京市,天坛,颗粒物(PM10),61,65,90,26,31,73,73,107,104,23,25,4,5,0.7,0.7
2026-04-12T2000,1005A,116.4622,39.9364,北京市,农展馆,颗粒物(PM10),63,68,95,24,30,87,87,129,126,34,30,4,6,0.7,0.6
2026-04-12T2000,1006A,116.3399,39.9293,北京市,官园,细颗粒物(PM2.5),98,106,104,59,31,98,98,111,111,41,28,4,5,0.6,0.4
2026-04-12T2000,1007A,116.2879,39.9613,北京市,海淀万柳,颗粒物(PM10),83,95,95,38,30,50,50,94,90,66,36,5,5,0.8,0.5
2026-04-12T2000,1008A,116.6635,40.1349,北京市,顺义新城,颗粒物(PM10),76,86,101,28,28,69,69,128,121,39,20,5,7,0.6,0.6
2026-04-12T2000,1009A,116.6275,40.327,北京市,怀柔镇,颗粒物(PM10),67,73,90,27,29,94,94,123,121,16,15,6,7,0.7,0.7
2026-04-12T2000,1010A,116.2295,40.217,北京市,昌平镇,颗粒物(PM10),71,79,89,24,26,93,93,110,110,29,28,4,4,0.6,0.6
2026-04-12T2000,1011A,116.3968,39.982,北京市,奥体中心,颗粒物(PM10),65,71,94,22,26,55,55,115,109,65,36,5,6,0.8,0.6
2026-04-12T2000,3418A,116.8336,40.4095,北京市,密云新城,,44,44,91,11,26,73,73,122,112,16,18,3,5,0.3,0.4
2026-04-12T2000,3671A,116.0879,39.9725,北京市,门头沟三家店,NA,NA,NA,109,43,33,66,66,100,99,42,34,3,3,0.6,0.4
2026-04-12T2000,3672A,116.1507,39.8246,北京市,丰台云岗,颗粒物(PM10),108,139,100,61,32,79,79,120,118,57,32,3,3,0.6,0.5
2026-04-12T2000,3674A,115.9578,39.7602,北京市,房山燕山,颗粒物(PM10),85,99,102,33,33,108,108,114,114,24,28,5,4,0.6,0.5
2026-04-12T2000,3675A,116.4669,39.7734,北京市,大兴旧宫,颗粒物(PM10),83,95,105,31,32,94,94,120,120,30,29,4,6,0.7,0.7
2026-04-12T2000,3694A,115.9859,40.4562,北京市,延庆石河营,颗粒物(PM10),52,52,78,17,22,87,87,102,102,20,17,1,2,0.3,0.4
2026-04-12T2000,3695A,116.6151,40.3052,北京市,怀柔新城,颗粒物(PM10),58,61,80,17,22,109,109,124,122,11,14,5,6,0.5,0.6
2026-04-12T2000,3696A,116.2542,39.8764,北京市,丰台小屯,颗粒物(PM10),89,104,93,44,31,76,76,115,114,60,36,4,4,0.5,0.4
2026-04-12T2000,3697A,116.8399,40.3843,北京市,密云镇,颗粒物(PM10),62,66,87,19,27,55,55,122,110,42,23,5,6,0.5,0.5
2026-04-12T2000,4057A,115.9423,40.4431,北京市,延庆百泉,颗粒物(PM10),55,57,86,25,25,91,91,97,97,16,17,1,2,0.3,0.4
2026-04-12T2000,4058A,116.6598,39.9164,北京市,通州新华,颗粒物(PM10),99,118,110,45,35,106,106,122,122,31,27,5,6,0.6,0.6
2026-04-12T2000,4182A,116.1942,39.9158,北京市,石景山八角,颗粒物(PM10),110,145,108,49,31,84,84,104,104,58,41,1,3,0.7,0.5
2026-04-12T2000,4194A,117.078628,40.151726,北京市,平谷新城,颗粒物(PM10),109,141,101,64,33,127,127,132,132,24,19,6,6,0.7,0.5
2026-04-12T2000,1761A,123.8274146,41.31234549,本溪市,大峪,颗粒物(PM10),68,74,60,33,22,102,102,144,140,16,16,7,8,0.7,0.7
2026-04-12T2000,1353A,113.5618,23.3119,广州市,九龙镇镇龙,,34,34,38,17,20,33,33,40,40,18,22,6,5,0.4,0.4
2026-04-12T2000,1354A,113.2764,23.1544,广州市,麓湖,,30,30,32,15,17,37,37,46,46,16,14,4,4,0.5,0.5
2026-04-12T2000,2846A,113.3209,23.1323,广州市,体育西,,36,36,35,15,16,30,30,38,38,21,19,5,4,0.5,0.5
2026-04-12T2000,3298A,113.5718,23.5493,广州市,从化街口,,37,37,39,19,22,46,46,50,50,12,13,7,7,0.6,0.6
2026-04-12T2000,3299A,113.3463,23.369,广州市,白云竹料,,46,46,40,19,21,30,30,42,40,25,21,3,3,0.6,0.6
2026-04-12T2000,3300A,113.2981,23.2365,广州市,白云嘉禾,,32,32,33,13,18,30,30,39,38,26,25,10,10,/,/
2026-04-12T2000,3301A,113.4256,23.1716,广州市,黄埔科学城,,30,30,34,12,17,26,26,35,35,27,27,5,6,0.5,0.5
2026-04-12T2000,3302A,113.3942,23.0485,广州市,番禺大学城,,24,24,26,10,11,41,41,50,50,19,16,5,4,0.5,0.5
2026-04-12T2000,3303A,113.4923,22.8169,广州市,南沙黄阁,,32,32,30,11,13,45,45,52,52,9,8,5,6,/,/
2026-04-12T2000,3304A,113.534,22.7893,广州市,南沙街,,33,33,29,10,12,39,39,48,47,15,12,5,5,0.3,0.3
2026-04-12T2000,3443A,113.2905,23.5541,广州市,花都梯面,,30,30,33,15,19,38,38,47,46,19,16,8,7,/,/
2026-04-12T2000,3445A,113.786,23.7479,广州市,从化良口,,32,32,33,19,23,66,66,75,75,17,11,4,4,/,/
2026-04-12T2000,3446A,113.805,23.2614,广州市,增城荔城,,34,34,43,17,23,44,44,57,57,14,21,4,5,0.4,0.5
2026-04-12T2000,2506A,109.604387,23.066791,贵港市,江南子站,细颗粒物(PM2.5),90,83,77,55,45,97,97,105,105,14,18,9,13,0.9,0.9
2026-04-12T2000,2508A,109.5669,23.1065,贵港市,荷城子站,细颗粒物(PM2.5),101,78,65,61,44,93,93,100,100,16,18,10,14,1.1,1
2026-04-12T2000,3405A,109.5886,23.1172,贵港市,新世纪学校,细颗粒物(PM2.5),90,90,66,55,45,87,87,99,99,24,19,/,/,0.9,0.8
2026-04-12T2000,4260A,109.5933,23.095,贵港市,中山路155-3号,细颗粒物(PM2.5),84,93,80,52,48,95,95,104,104,17,16,/,/,1.0,0.9
2026-04-12T2000,1439A,106.6863,26.6035,贵阳市,马鞍山,,46,46,29,29,22,78,78,96,96,13,9,3,3,/,/
2026-04-12T2000,1441A,106.6241,26.6266,贵阳市,鉴湖路,颗粒物(PM10),53,53,41,23,22,88,88,106,106,10,9,6,5,0.8,0.7
2026-04-12T2000,1442A,106.7468,26.6344,贵阳市,燕子冲,颗粒物(PM10),53,53,37,27,21,82,82,91,91,9,8,2,4,1.1,1.1
2026-04-12T2000,1443A,106.6556,26.4362,贵阳市,碧云窝,颗粒物(PM10),56,58,51,32,26,88,88,116,116,11,8,7,7,/,/
2026-04-12T2000,1445A,106.6963,26.6063,贵阳市,红边门,NA,NA,58,38,40,24,NA,NA,99,99,10,8,3,6,/,/
2026-04-12T2000,1446A,106.7162383,26.56964667,贵阳市,新华路,颗粒物(PM10),53,53,40,33,25,81,81,99,99,11,9,16,17,0.0,0.3
2026-04-12T2000,1447A,106.6742,26.542,贵阳市,太慈桥,,48,46,34,33,24,80,80,97,97,10,9,2,3,/,/
2026-04-12T2000,4230A,106.688212,26.56952,贵阳市,花果园大街66号,,49,36,24,34,23,81,81,100,100,11,8,2,2,/,/
2026-04-12T2000,4231A,106.687268,26.516892,贵阳市,漓江路57号,,49,NA,26,34,25,78,78,102,102,12,9,6,6,0.8,0.7
2026-04-12T2000,1864A,110.3091,25.2705,桂林市,龙隐路小学,,23,20,35,16,21,49,49,58,49,10,11,3,3,0.7,0.8
2026-04-12T2000,1865A,110.2849361,25.22909545,桂林市,八中,,26,26,35,10,17,42,42,57,46,15,14,3,4,0.7,0.7
2026-04-12T2000,3531A,110.296,25.1254,桂林市,旅游学院,,37,37,40,22,30,38,38,51,49,15,13,6,7,0.8,0.7
2026-04-12T2000,4222A,110.1835,25.2444,桂林市,环湖路276号,,21,12,26,8,24,66,66,63,60,7,10,3,13,0.5,0.5
2026-04-12T2000,4301A,110.2803,25.2773,桂林市,信义路13号,,23,23,30,11,22,51,51,68,55,13,13,4,4,0.8,0.8
2026-04-12T2000,2674A,100.2262,34.4854,果洛藏族自治州,玛沁县大武镇,,34,30,21,18,10,107,107,114,109,2,3,19,20,0.4,0.5
2026-04-12T2000,1130A,126.5557,45.8109,哈尔滨市,松北商大,颗粒物(PM10),60,63,37,33,22,12,12,81,67,60,21,7,8,0.5,0.4
2026-04-12T2000,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,28,25,20,6,7,87,87,117,117,6,6,6,6,0.3,0.3
2026-04-12T2000,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,28,7,10,7,6,87,87,114,114,6,6,5,5,0.3,0.3
2026-04-12T2000,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),128,192,212,57,87,111,111,111,111,6,6,2,2,0.5,0.5
2026-04-12T2000,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),112,149,183,50,77,117,117,118,118,5,7,5,4,0.3,0.3
2026-04-12T2000,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),124,180,140,46,40,109,109,111,111,7,4,11,9,0.6,0.5
2026-04-12T2000,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),121,173,138,50,40,111,111,109,109,6,4,10,9,0.6,0.5
2026-04-12T2000,2708A,88.1266,47.8515,阿勒泰地区,市站,,29,10,26,7,3,91,91,91,91,2,6,5,5,0.2,0.2
2026-04-12T2000,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,50,50,33,6,4,88,88,90,90,3,4,6,6,0.2,0.2
2026-04-12T2000,2630A,80.1171,32.4999,阿里地区,阿里监测站,,46,13,17,3,9,145,145,139,139,2,4,6,6,0.4,0.4
2026-04-12T2000,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,48,12,15,3,4,152,152,144,144,1,3,6,7,0.4,0.4
2026-04-12T2000,2644A,109.0088,32.6974,安康市,汉滨区检察院,,38,38,28,17,16,40,40,81,79,14,10,5,4,0.5,0.4
2026-04-12T2000,4054A,109.0324,32.6913,安康市,市邮政管理局,,39,39,31,19,17,42,42,86,82,15,9,4,4,0.7,0.6
2026-04-12T2000,2291A,117.0806,30.5181,安庆市,环科院,,33,27,20,23,10,73,73,102,98,18,8,6,5,0.5,0.5
2026-04-12T2000,2292A,117.0331,30.5118,安庆市,马山宾馆,,35,25,22,24,11,76,76,98,94,10,4,4,4,0.5,0.4
2026-04-12T2000,2294A,116.9897,30.6146,安庆市,安庆大学,,28,23,22,19,9,76,76,103,99,8,3,2,2,0.5,0.4
2026-04-12T2000,3173A,117.0598,30.5351,安庆市,市人大,,32,29,22,22,8,70,70,99,94,16,6,6,6,0.5,0.5
2026-04-12T2000,3123A,105.9408,26.2431,安顺市,凤凰山,颗粒物(PM10),58,60,49,38,32,120,120,127,127,10,7,13,7,0.5,0.5
2026-04-12T2000,3124A,105.9443,26.2567,安顺市,金钟山,细颗粒物(PM2.5),66,49,44,43,33,105,105,113,113,10,5,10,7,0.5,0.5
2026-04-12T2000,3125A,105.8983,26.248,安顺市,娄家坡,细颗粒物(PM2.5),60,47,40,40,32,109,109,116,116,9,6,18,17,0.6,0.6
2026-04-12T2000,1819A,114.3552,36.1017,安阳市,红庙街,细颗粒物(PM2.5),64,60,66,42,44,121,121,136,136,15,16,4,5,0.2,0.3
2026-04-12T2000,1820A,114.361,36.0681,安阳市,银杏小区,细颗粒物(PM2.5),58,58,71,39,46,117,117,135,135,14,14,4,5,0.1,0.2
2026-04-12T2000,3141A,114.3921,36.0879,安阳市,信访局,颗粒物(PM10),55,56,67,37,46,125,125,141,141,12,13,2,4,0.4,0.5
2026-04-12T2000,3669A,114.4706,36.0634,安阳市,左辅环卫站,颗粒物(PM10),60,64,81,35,48,95,95,132,128,21,17,3,2,0.4,0.4
2026-04-12T2000,4117A,114.2918,36.0769,安阳市,钢三路198号,细颗粒物(PM2.5),88,73,74,54,48,114,114,127,127,14,14,3,4,0.5,0.5
2026-04-12T2000,1748A,123.0441,41.1201,鞍山市,深沟寺,细颗粒物(PM2.5),142,173,86,106,41,116,116,160,154,35,17,12,12,1.4,0.8
2026-04-12T2000,1749A,123.011,41.0931,鞍山市,太阳城,细颗粒物(PM2.5),145,170,82,109,44,104,104,153,147,29,13,10,10,1.4,0.8
2026-04-12T2000,1750A,123.0483,41.1445,鞍山市,太平,细颗粒物(PM2.5),180,244,93,136,42,22,22,142,122,103,21,14,12,3.2,0.9
2026-04-12T2000,1751A,122.964,41.0968,鞍山市,铁西三道街,细颗粒物(PM2.5),166,207,100,126,53,42,42,151,136,98,31,11,9,1.8,1
2026-04-12T2000,1753A,123.0219,41.0822,鞍山市,明达新区,细颗粒物(PM2.5),140,171,80,104,41,81,81,152,142,32,15,10,11,1.3,0.7
2026-04-12T2000,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,细颗粒物(PM2.5),183,237,116,138,52,91,91,152,145,60,29,13,10,1.4,0.8
2026-04-12T2000,2195A,107.4206,40.7609,巴彦淖尔市,附二中,颗粒物(PM10),91,107,350,22,78,92,92,107,106,13,6,10,10,0.4,0.3
2026-04-12T2000,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,颗粒物(PM10),58,60,287,17,68,90,90,107,105,14,7,7,6,0.3,0.3
2026-04-12T2000,1956A,86.1476,41.7529,巴音郭楞蒙古自治州,孔雀公园,颗粒物(PM10),58,60,94,30,36,84,84,93,93,9,8,9,10,0.2,0.2
2026-04-12T2000,1957A,86.1971,41.7166,巴音郭楞蒙古自治州,棉纺厂,颗粒物(PM10),55,57,118,20,28,91,91,96,96,4,6,/,/,/,/
2026-04-12T2000,1958A,86.236,41.7172,巴音郭楞蒙古自治州,经济开发区,颗粒物(PM10),52,52,97,16,28,84,84,89,89,9,6,7,7,0.3,0.3
2026-04-12T2000,3181A,106.776805,31.852614,巴中市,市五中,NA,NA,19,23,8,10,62,62,75,75,11,10,NA,8,0.6,0.7
2026-04-12T2000,3183A,106.7419,31.8654,巴中市,圣泉水务公司,,21,19,18,9,9,66,66,81,81,15,10,9,8,0.6,0.6
2026-04-12T2000,3616A,106.7617,31.8343,巴中市,市中心医院,,23,16,18,7,10,71,71,89,89,11,10,8,8,0.5,0.5
2026-04-12T2000,2235A,122.7909,45.608,白城市,洮北区环保局,,48,48,63,24,26,81,81,104,100,10,32,5,6,0.1,0.2
2026-04-12T2000,2236A,122.8741,45.5725,白城市,市环保局,,36,36,59,10,22,74,74,91,89,9,14,3,4,0,0.1
2026-04-12T2000,2231A,126.4219,41.9172,白山市,喜丰,颗粒物(PM10),98,117,80,17,24,112,112,124,123,9,19,9,9,0.5,0.6
2026-04-12T2000,2232A,126.4082,41.9416,白山市,环保局,颗粒物(PM10),76,86,56,14,19,118,118,131,130,10,15,9,8,0.5,0.6
