timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-21T2000,3429A,119.8595,31.706,常州市,武进经发区,细颗粒物(PM2.5),70,67,64,45,44,120,120,117,117,30,38,8,11,0.6,0.6
2026-03-21T2000,3430A,119.5812,31.7256,常州市,金坛城区,细颗粒物(PM2.5),96,80,69,58,48,128,128,126,126,18,19,7,8,0.5,0.5
2026-03-21T2000,4089A,119.9551,31.863,常州市,崇义南街5-H号,细颗粒物(PM2.5),74,72,76,47,45,111,111,99,99,23,37,5,6,0.6,0.5
2026-03-21T2000,2220A,120.4318,41.588,朝阳市,西梁,细颗粒物(PM2.5),147,138,77,111,53,129,129,131,131,25,18,19,11,1.6,0.8
2026-03-21T2000,2221A,120.452,41.565,朝阳市,河畔小区,细颗粒物(PM2.5),125,102,64,87,45,131,131,136,136,22,17,14,11,1.0,0.6
2026-03-21T2000,2222A,120.4176,41.5648,朝阳市,八里堡,细颗粒物(PM2.5),140,119,65,104,50,119,119,128,128,31,20,24,10,1.8,0.7
2026-03-21T2000,3026A,116.6179,23.6608,潮州市,市政府,,33,33,50,20,35,96,96,120,120,16,14,4,4,0.5,0.5
2026-03-21T2000,4036A,116.646,23.676,潮州市,金山,,42,42,45,22,36,101,101,126,126,18,15,5,5,0.5,0.5
2026-03-21T2000,2473A,113.0116,25.8228,郴州市,市职中,细颗粒物(PM2.5),74,48,23,47,18,26,26,49,47,25,15,7,4,1.1,0.8
2026-03-21T2000,2475A,113.0381,25.8074,郴州市,市审计局,细颗粒物(PM2.5),80,63,23,50,18,20,20,39,37,21,12,12,7,/,/
2026-03-21T2000,2476A,113.0348,25.7757,郴州市,市环保局,细颗粒物(PM2.5),72,59,24,46,18,24,24,42,40,22,20,9,7,0.5,0.5
2026-03-21T2000,4252A,113.0138,25.8011,郴州市,好美居路49号,细颗粒物(PM2.5),96,NA,21,58,18,32,32,47,46,23,16,19,5,/,/
2026-03-21T2000,1431A,103.9727,30.7242,成都市,金泉两河,NA,NA,NA,64,NA,40,NA,NA,109,106,NA,26,NA,1,NA,0.4
2026-03-21T2000,1432A,104.1423,30.6765,成都市,十里店,颗粒物(PM10),69,76,59,41,33,78,78,107,106,18,19,4,4,0.4,0.4
2026-03-21T2000,1433A,104.0594,30.5765,成都市,三瓦窑,颗粒物(PM10),63,68,57,40,35,83,83,110,110,12,19,2,2,0.6,0.6
2026-03-21T2000,1434A,104.1122,30.6306,成都市,沙河铺,颗粒物(PM10),77,87,57,38,34,75,75,101,100,30,28,5,5,0.5,0.4
2026-03-21T2000,2880A,104.0219,30.6561,成都市,大石西路,颗粒物(PM10),73,82,63,46,38,82,82,107,107,17,20,7,7,0.6,0.6
2026-03-21T2000,3136A,104.2724,30.559,成都市,龙泉驿区区政府,颗粒物(PM10),53,53,51,29,29,84,84,102,101,14,12,7,7,0.6,0.5
2026-03-21T2000,3357A,104.0028,30.6891,成都市,金博路,细颗粒物(PM2.5),58,57,51,39,36,86,86,110,110,22,27,6,6,0.6,0.6
2026-03-21T2000,3359A,104.056,30.5228,成都市,华阳,颗粒物(PM10),56,58,58,34,34,84,84,110,109,21,22,4,4,0.5,0.5
2026-03-21T2000,3488A,104.387954,30.746684,成都市,青石路225号,颗粒物(PM10),58,60,50,34,34,84,84,104,103,16,14,6,5,0.6,0.6
2026-03-21T2000,3489A,104.0788,30.4054,成都市,科学城,,46,46,51,26,32,88,88,109,108,14,13,8,8,0.7,0.7
2026-03-21T2000,4011A,103.8505,30.6946,成都市,光华大道三段,颗粒物(PM10),74,83,65,39,41,89,89,107,107,23,32,4,4,0.6,0.6
2026-03-21T2000,4144A,104.3257,30.6406,成都市,八角井街185号,颗粒物(PM10),61,65,59,25,36,74,74,90,88,16,13,4,4,0.7,0.6
2026-03-21T2000,4224A,104.2433276,30.53529463,成都市,鲸龙路1057号,,49,49,57,28,32,81,81,105,104,21,19,6,6,0.5,0.5
2026-03-21T2000,1062A,117.9531,40.908,承德市,铁路,细颗粒物(PM2.5),112,138,72,73,38,112,112,116,116,28,20,8,5,0.8,0.5
2026-03-21T2000,1063A,117.9397,40.9763,承德市,中国银行,细颗粒物(PM2.5),128,152,76,90,39,113,113,116,116,24,18,6,4,0.8,0.6
2026-03-21T2000,4073A,117.9462,40.95,承德市,杏林街1号,细颗粒物(PM2.5),120,136,76,82,48,124,124,127,127,20,16,8,6,0.8,0.6
2026-03-21T2000,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,NA,NA,58,24,9,9,78,78,89,89,NA,8,6,5,0.2,0.3
2026-03-21T2000,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,26,16,17,12,8,82,82,89,89,7,9,3,3,0.3,0.3
2026-03-21T2000,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),116,161,202,68,86,95,95,88,88,4,18,2,3,0.6,0.8
2026-03-21T2000,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),120,170,209,60,73,99,99,94,94,6,23,3,4,0.2,0.6
2026-03-21T2000,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),116,161,164,52,38,99,99,101,101,4,6,7,7,0.5,0.5
