timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-21T0400,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,17,17,23,6,8,35,35,NA,NA,7,9,5,5,0.3,0.3
2026-03-21T0400,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,19,19,22,6,8,37,37,NA,NA,10,9,3,3,0.3,0.3
2026-03-21T0400,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),135,209,211,84,95,43,43,NA,NA,24,18,3,3,1.1,0.8
2026-03-21T0400,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),145,236,207,80,78,48,48,NA,NA,29,26,4,4,0.9,0.6
2026-03-21T0400,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),87,101,222,27,51,96,96,NA,NA,3,6,8,8,0.5,0.5
2026-03-21T0400,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),99,118,210,26,51,98,98,NA,NA,4,5,8,8,0.5,0.5
2026-03-21T0400,2708A,88.1266,47.8515,阿勒泰地区,市站,,24,24,23,16,8,33,33,NA,NA,23,14,5,6,0.3,0.2
2026-03-21T0400,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,16,10,18,7,5,50,50,NA,NA,7,7,4,5,0.3,0.2
2026-03-21T0400,2630A,80.1171,32.4999,阿里地区,阿里监测站,,31,NA,12,6,2,99,99,NA,NA,2,4,9,9,0.3,0.3
2026-03-21T0400,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,34,6,7,3,3,106,106,NA,NA,1,1,5,9,0.2,0.3
2026-03-21T0400,2644A,109.0088,32.6974,安康市,汉滨区检察院,颗粒物(PM10),53,53,66,21,27,29,29,NA,NA,13,18,4,5,0.4,0.5
2026-03-21T0400,4054A,109.0324,32.6913,安康市,市邮政管理局,颗粒物(PM10),63,67,70,26,28,27,27,NA,NA,14,18,20,15,0.5,0.7
2026-03-21T0400,2291A,117.0806,30.5181,安庆市,环科院,细颗粒物(PM2.5),116,93,86,77,78,37,37,NA,NA,31,25,9,8,0.9,1
2026-03-21T0400,2292A,117.0331,30.5118,安庆市,马山宾馆,细颗粒物(PM2.5),132,99,81,95,81,39,39,NA,NA,33,29,5,6,1.1,1.2
2026-03-21T0400,2294A,116.9897,30.6146,安庆市,安庆大学,细颗粒物(PM2.5),88,100,90,54,63,46,46,NA,NA,17,13,4,4,0.8,0.8
2026-03-21T0400,3173A,117.0598,30.5351,安庆市,市人大,细颗粒物(PM2.5),92,91,92,56,68,32,32,NA,NA,36,31,6,7,0.8,0.9
2026-03-21T0400,3123A,105.9408,26.2431,安顺市,凤凰山,,33,33,24,23,16,57,57,NA,NA,9,11,11,15,0.7,0.7
2026-03-21T0400,3124A,105.9443,26.2567,安顺市,金钟山,,32,NA,11,22,17,51,51,NA,NA,8,9,10,13,0.8,0.7
