,O3H8_level,regioncode,O3,latitude,CO_level,SYWRW,PM10H24,NO2,O3H8,O3_level,PM10_color,PM25_color,SO2,sitename,O3H8_color,AQI,NO2_level,AQI_level,PM10H24_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,PM25H24_color,sitecode,PM25H24_level,AQI_color,districtname,O3_color,SO2_level,PM10,PM25H24,PM10H24_color,sort,time
0,优,331126,45,27.629585,优,--,15,9,34,优,#00E400,#00E400,6,庆元监测楼,#00E400,18,优,优,优,331100,#00E400,119.054809,#00E400,12,优,0.5,优,#00E400,#00E400,331126001,优,#00E400,丽水市,#00E400,优,15,9,#00E400,1,2026-05-06 08:00:00
1,优,330727,60,29.051486,优,--,18,17,53,优,#00E400,#00E400,7,国税大楼,#00E400,20,优,优,优,330700,#00E400,120.438346,#00E400,10,优,0.5,优,#00E400,#00E400,330727002,优,#00E400,金华市,#00E400,优,20,8,#00E400,2,2026-05-06 08:00:00
2,优,331024,63,28.7403,优,--,18,9,53,优,#00E400,#00E400,5,新生中学,#00E400,20,优,优,优,331000,#00E400,120.4728,#00E400,11,优,0.3,优,#00E400,#00E400,331024002,优,#00E400,台州市,#00E400,优,17,10,#00E400,2,2026-05-06 08:00:00
3,优,330727,66,29.039869,优,--,22,14,42,优,#00E400,#00E400,6,南园初中,#00E400,21,优,优,优,330700,#00E400,120.440622,#00E400,11,优,0.5,优,#00E400,#00E400,330727003,优,#00E400,金华市,#00E400,优,20,11,#00E400,4,2026-05-06 08:00:00
4,优,330127,70,29.605,优,--,23,5,67,优,#00E400,#00E400,12,老年活动中心,#00E400,22,优,优,优,330100,#00E400,119.0372,#00E400,12,优,0.5,优,#00E400,#00E400,330127T_4,优,#00E400,杭州市,#00E400,优,21,13,#00E400,5,2026-05-06 08:00:00
5,优,330824,29,29.1478,优,--,21,10,22,优,#00E400,#00E400,9,开化监测大楼,#00E400,22,优,优,优,330800,#00E400,118.4108,#00E400,15,优,0.4,优,#00E400,#00E400,330824002,优,#00E400,衢州市,#00E400,优,21,12,#00E400,5,2026-05-06 08:00:00
6,优,331082,65,28.873,优,--,26,16,50,优,#00E400,#00E400,6,临海环保大楼,#00E400,23,优,优,优,331000,#00E400,121.1769,#00E400,13,优,0.4,优,#00E400,#00E400,331082001,优,#00E400,台州市,#00E400,优,23,14,#00E400,7,2026-05-06 08:00:00
7,优,330213,52,29.693,优,--,24,19,44,优,#00E400,#00E400,5,溪口政府大楼,#00E400,25,优,优,优,330200,#00E400,121.2774,#00E400,16,优,0.3,优,#00E400,#00E400,330283T_1,优,#00E400,宁波市,#00E400,优,25,14,#00E400,8,2026-05-06 08:00:00
8,优,330226,73,29.3125,优,--,25,14,52,优,#00E400,#00E400,6,宁海水利局,#00E400,25,优,优,优,330200,#00E400,121.4306,#00E400,16,优,0.4,优,#00E400,#00E400,330226001,优,#00E400,宁波市,#00E400,优,25,14,#00E400,8,2026-05-06 08:00:00
9,优,330382,80,28.1209,优,--,17,12,71,优,#00E400,#00E400,5,乐成,#00E400,25,优,优,优,330300,#00E400,120.9659,#00E400,10,优,0.5,优,#00E400,#00E400,330382001,优,#00E400,温州市,#00E400,优,14,9,#00E400,8,2026-05-06 08:00:00
10,优,330329,38,27.5438,优,--,18,6,39,优,#00E400,#00E400,7,泰顺实验中学,#00E400,25,优,优,优,330300,#00E400,119.716111,#00E400,17,优,0.3,优,#00E400,#00E400,330329002,优,#00E400,温州市,#00E400,优,23,12,#00E400,8,2026-05-06 08:00:00
11,优,330523,69,30.5974,优,--,28,18,75,优,#00E400,#00E400,7,安吉城东,#00E400,25,优,优,优,330500,#00E400,119.6953,#00E400,16,优,0.4,优,#00E400,#00E400,330523002,优,#00E400,湖州市,#00E400,优,25,15,#00E400,8,2026-05-06 08:00:00
12,优,330624,50,29.4938,优,--,24,16,37,优,#00E400,#00E400,5,城东站,#00E400,25,优,优,优,330600,#00E400,120.9109,#00E400,16,优,0.5,优,#00E400,#00E400,330624002,优,#00E400,绍兴市,#00E400,优,25,14,#00E400,8,2026-05-06 08:00:00
13,优,331122,78,28.6574,优,--,20,14,65,优,#00E400,#00E400,7,缙云中学,#00E400,25,优,优,优,331100,#00E400,120.0696,#00E400,12,优,0.5,优,#00E400,#00E400,331122001,优,#00E400,丽水市,#00E400,优,18,12,#00E400,8,2026-05-06 08:00:00
14,优,330226,58,29.2878,优,--,24,12,40,优,#00E400,#00E400,6,宁海城南站,#00E400,26,优,优,优,330200,#00E400,121.4201,#00E400,16,优,0.4,优,#00E400,#00E400,330226002,优,#00E400,宁波市,#00E400,优,26,14,#00E400,15,2026-05-06 08:00:00
15,优,330324,56,28.044335,优,--,25,27,48,优,#00E400,#00E400,7,瓯北,#00E400,26,优,优,优,330300,#00E400,120.654963,#00E400,18,优,0.5,优,#00E400,#00E400,330324002,优,#00E400,温州市,#00E400,优,26,14,#00E400,15,2026-05-06 08:00:00
16,优,330329,59,27.557,优,--,18,11,52,优,#00E400,#00E400,5,罗阳,#00E400,26,优,优,优,330300,#00E400,119.7084,#00E400,18,优,0.5,优,#00E400,#00E400,330329001,优,#00E400,温州市,#00E400,优,23,14,#00E400,15,2026-05-06 08:00:00
17,优,330624,58,29.5036,优,--,24,17,50,优,#00E400,#00E400,5,钟楼站,#00E400,26,优,优,优,330600,#00E400,120.8938,#00E400,15,优,0.6,优,#00E400,#00E400,330624001,优,#00E400,绍兴市,#00E400,优,26,13,#00E400,15,2026-05-06 08:00:00
18,优,331083,82,28.12715,优,--,18,10,73,优,#00E400,#00E400,10,玉环环监站,#00E400,26,优,优,优,331000,#00E400,121.2339,#00E400,12,优,0.6,优,#00E400,#00E400,331021001,优,#00E400,台州市,#00E400,优,16,12,#00E400,15,2026-05-06 08:00:00
19,优,331081,58,28.39136,优,--,17,13,47,优,#00E400,#00E400,4,之江高级中学,#00E400,26,优,优,优,331000,#00E400,121.37696,#00E400,18,优,0.5,优,#00E400,#00E400,331081002,优,#00E400,台州市,#00E400,优,24,10,#00E400,15,2026-05-06 08:00:00
20,优,331127,41,27.9772,优,--,25,6,37,优,#00E400,#00E400,4,景宁县政府,#00E400,26,优,优,优,331100,#00E400,119.6311,#00E400,18,优,0.4,优,#00E400,#00E400,331127002,优,#00E400,丽水市,#00E400,优,6,14,#00E400,15,2026-05-06 08:00:00
21,优,330482,86,30.6937,优,--,28,17,82,优,#00E400,#00E400,9,平湖幼儿园,#00E400,27,优,优,优,330400,#00E400,121.0259,#00E400,13,优,0.4,优,#00E400,#00E400,330482001,优,#00E400,嘉兴市,#00E400,优,24,15,#00E400,22,2026-05-06 08:00:00
22,优,330421,85,30.8307,优,--,29,14,78,优,#00E400,#00E400,8,气象观测台,#00E400,27,优,优,优,330400,#00E400,120.9356,#00E400,13,优,0.4,优,#00E400,#00E400,330421002,优,#00E400,嘉兴市,#00E400,优,27,15,#00E400,22,2026-05-06 08:00:00
23,优,331023,38,29.1342,优,--,27,19,50,优,#00E400,#00E400,6,天台实验中学,#00E400,27,优,优,优,331000,#00E400,121.0349,#00E400,15,优,0.5,优,#00E400,#00E400,331023002,优,#00E400,台州市,#00E400,优,27,14,#00E400,22,2026-05-06 08:00:00
24,优,330482,87,30.7292,优,--,28,16,85,优,#00E400,#00E400,9,陆家桥村,#00E400,28,优,优,优,330400,#00E400,120.9953,#00E400,15,优,0.5,优,#00E400,#00E400,330482002,优,#00E400,嘉兴市,#00E400,优,26,15,#00E400,25,2026-05-06 08:00:00
25,优,330681,59,29.6818,优,--,24,16,40,优,#00E400,#00E400,5,杨树畈,#00E400,28,优,优,优,330600,#00E400,120.2359,#00E400,19,优,0.4,优,#00E400,#00E400,330681001,优,#00E400,绍兴市,#00E400,优,23,15,#00E400,25,2026-05-06 08:00:00
26,优,330784,75,28.8854,优,--,23,17,84,优,#00E400,#00E400,7,永康一中,#00E400,28,优,优,优,330700,#00E400,120.0439,#00E400,14,优,0.5,优,#00E400,#00E400,330784001,优,#00E400,金华市,#00E400,优,28,11,#00E400,25,2026-05-06 08:00:00
27,优,331024,59,28.8589,优,--,21,18,60,优,#00E400,#00E400,9,仙居环监站,#00E400,28,优,优,优,331000,#00E400,120.7248,#00E400,13,优,0.4,优,#00E400,#00E400,331024001,优,#00E400,台州市,#00E400,优,28,10,#00E400,25,2026-05-06 08:00:00
28,优,331023,53,29.1504,优,--,25,16,49,优,#00E400,#00E400,4,育青中学,#00E400,28,优,优,优,331000,#00E400,121.0091,#00E400,15,优,0.4,优,#00E400,#00E400,331023001,优,#00E400,台州市,#00E400,优,28,14,#00E400,25,2026-05-06 08:00:00
29,优,330281,91,30.0497,优,--,27,13,88,优,#00E400,#00E400,5,龙山公园,#00E400,29,优,优,优,330200,#00E400,121.1475,#00E400,16,优,0.4,优,#00E400,#00E400,330281001,优,#00E400,宁波市,#00E400,优,27,15,#00E400,30,2026-05-06 08:00:00
30,优,330324,58,28.158269,优,--,26,16,40,优,#00E400,#00E400,5,上塘,#00E400,29,优,优,优,330300,#00E400,120.694244,#00E400,17,优,0.4,优,#00E400,#00E400,330324001,优,#00E400,温州市,#00E400,优,29,13,#00E400,30,2026-05-06 08:00:00
31,优,330328,41,27.804722,优,--,17,6,32,优,#00E400,#00E400,7,文成中学,#00E400,29,优,优,优,330300,#00E400,120.077222,#00E400,20,优,0.3,优,#00E400,#00E400,330328002,优,#00E400,温州市,#00E400,优,27,10,#00E400,30,2026-05-06 08:00:00
32,优,330326,55,27.6593,优,--,16,17,50,优,#00E400,#00E400,9,平阳监测站,#00E400,29,优,优,优,330300,#00E400,120.5705,#00E400,20,优,0.6,优,#00E400,#00E400,330326001,优,#00E400,温州市,#00E400,优,27,12,#00E400,30,2026-05-06 08:00:00
33,优,330421,85,30.836,优,--,32,17,77,优,#00E400,#00E400,6,嘉善监测大楼,#00E400,29,优,优,优,330400,#00E400,120.9226,#00E400,16,优,0.5,优,#00E400,#00E400,330421001,优,#00E400,嘉兴市,#00E400,优,29,16,#00E400,30,2026-05-06 08:00:00
34,优,330922,90,30.7269,优,--,17,15,90,优,#00E400,#00E400,9,嵊泗菜园,#00E400,29,优,优,优,330900,#00E400,122.4464,#00E400,11,优,0.5,优,#00E400,#00E400,330922001,优,#00E400,舟山市,#00E400,优,17,9,#00E400,30,2026-05-06 08:00:00
35,优,331082,55,28.84326,优,--,29,20,60,优,#00E400,#00E400,5,巾山实验小学,#00E400,29,优,优,优,331000,#00E400,121.136,#00E400,18,优,0.4,优,#00E400,#00E400,331082002,优,#00E400,台州市,#00E400,优,29,15,#00E400,30,2026-05-06 08:00:00
36,优,331081,60,28.37558,优,--,17,17,58,优,#00E400,#00E400,5,温岭环监站,#00E400,29,优,优,优,331000,#00E400,121.36579,#00E400,20,优,0.4,优,#00E400,#00E400,331081001,优,#00E400,台州市,#00E400,优,28,15,#00E400,30,2026-05-06 08:00:00
37,优,331123,33,28.5991,优,--,22,15,30,优,#00E400,#00E400,5,遂昌民政局,#00E400,29,优,优,优,331100,#00E400,119.2622,#00E400,17,优,0.4,优,#00E400,#00E400,331123001,优,#00E400,丽水市,#00E400,优,29,12,#00E400,30,2026-05-06 08:00:00
38,优,331126,41,27.6211,优,--,16,12,40,优,#00E400,#00E400,4,庆元气象局,#00E400,29,优,优,优,331100,#00E400,119.0788,#00E400,20,优,0.6,优,#00E400,#00E400,331126002,优,#00E400,丽水市,#00E400,优,27,11,#00E400,30,2026-05-06 08:00:00
39,优,330305,96,27.8342,优,--,24,11,98,优,#00E400,#00E400,7,洞头气象局,#00E400,30,优,优,优,330300,#00E400,121.1502,#00E400,19,优,0.4,优,#00E400,#00E400,330305001,优,#00E400,温州市,#00E400,优,19,18,#00E400,40,2026-05-06 08:00:00
40,优,330683,52,29.5663,优,--,28,31,60,优,#00E400,#00E400,7,丽湖小区,#00E400,30,优,优,优,330600,#00E400,120.8173,#00E400,21,优,0.5,优,#00E400,#00E400,330683002,优,#00E400,绍兴市,#00E400,优,29,15,#00E400,40,2026-05-06 08:00:00
41,优,330781,49,29.216166,优,--,24,20,50,优,#00E400,#00E400,7,兰溪监测站,#00E400,30,优,优,优,330700,#00E400,119.459992,#00E400,16,优,0.5,优,#00E400,#00E400,330781001,优,#00E400,金华市,#00E400,优,30,15,#00E400,40,2026-05-06 08:00:00
42,优,330782,77,29.335473,优,--,27,20,74,优,#00E400,#00E400,6,北苑,#00E400,30,优,优,优,330700,#00E400,120.078609,#00E400,19,优,0.4,优,#00E400,#00E400,330782001,优,#00E400,金华市,#00E400,优,30,16,#00E400,40,2026-05-06 08:00:00
43,优,330783,69,29.27739,优,--,25,17,60,优,#00E400,#00E400,9,东阳环保大楼,#00E400,30,优,优,优,330700,#00E400,120.23692,#00E400,20,优,0.7,优,#00E400,#00E400,330783002,优,#00E400,金华市,#00E400,优,30,17,#00E400,40,2026-05-06 08:00:00
