,O3H8_level,regioncode,O3,latitude,CO_level,SYWRW,PM10H24,NO2,O3H8,O3_level,PM10_color,PM25_color,SO2,sitename,O3H8_color,AQI,NO2_level,AQI_level,PM10H24_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,PM25H24_color,sitecode,PM25H24_level,AQI_color,districtname,O3_color,SO2_level,PM10,PM25H24,PM10H24_color,sort,time
0,优,330726,22,29.465746,优,--,13,9,36,优,#00E400,#00E400,7,浦江实验中学,#00E400,8,优,优,优,330700,#00E400,119.875227,#00E400,4,优,0.6,优,#00E400,#00E400,330726001,优,#00E400,金华市,#00E400,优,8,11,#00E400,1,2026-07-20
1,优,330727,19,29.051486,优,--,15,15,43,优,#00E400,#00E400,7,国税大楼,#00E400,8,优,优,优,330700,#00E400,120.438346,#00E400,1,优,0.6,优,#00E400,#00E400,330727002,优,#00E400,金华市,#00E400,优,5,11,#00E400,1,2026-07-20
2,优,331123,20,28.5839,优,--,13,14,36,优,#00E400,#00E400,7,遂昌中学,#00E400,9,优,优,优,331100,#00E400,119.2656,#00E400,2,优,0.6,优,#00E400,#00E400,331123002,优,#00E400,丽水市,#00E400,优,9,7,#00E400,3,2026-07-20
3,优,331024,25,28.7403,优,--,14,18,49,优,#00E400,#00E400,6,新生中学,#00E400,10,优,优,优,331000,#00E400,120.4728,#00E400,4,优,0.5,优,#00E400,#00E400,331024002,优,#00E400,台州市,#00E400,优,10,9,#00E400,4,2026-07-20
4,优,331023,14,29.1504,优,--,22,19,37,优,#00E400,#00E400,6,育青中学,#00E400,10,优,优,优,331000,#00E400,121.0091,#00E400,4,优,0.4,优,#00E400,#00E400,331023001,优,#00E400,台州市,#00E400,优,9,15,#00E400,4,2026-07-20
5,优,330213,35,29.6506,优,--,22,8,49,优,#00E400,#00E400,8,奉化教育局,#00E400,11,优,优,优,330200,#00E400,121.4042,#00E400,2,优,0.5,优,#00E400,#00E400,330283005,优,#00E400,宁波市,#00E400,优,7,14,#00E400,6,2026-07-20
6,优,330523,30,30.5974,优,--,11,10,36,优,#00E400,#00E400,4,安吉城东,#00E400,11,优,优,优,330500,#00E400,119.6953,#00E400,5,优,0.3,优,#00E400,#00E400,330523002,优,#00E400,湖州市,#00E400,优,11,7,#00E400,6,2026-07-20
7,优,330213,23,29.693,优,--,19,23,46,优,#00E400,#00E400,5,溪口政府大楼,#00E400,12,优,优,优,330200,#00E400,121.2774,#00E400,2,优,0.3,优,#00E400,#00E400,330283T_1,优,#00E400,宁波市,#00E400,优,7,12,#00E400,8,2026-07-20
8,优,330281,34,30.0358,优,--,31,15,50,优,#00E400,#00E400,6,姚江小学,#00E400,12,优,优,优,330200,#00E400,121.1221,#00E400,2,优,0.5,优,#00E400,#00E400,330281002,优,#00E400,宁波市,#00E400,优,12,17,#00E400,8,2026-07-20
9,优,330226,38,29.3125,优,--,26,13,56,优,#00E400,#00E400,5,宁海水利局,#00E400,12,优,优,优,330200,#00E400,121.4306,#00E400,4,优,0.5,优,#00E400,#00E400,330226001,优,#00E400,宁波市,#00E400,优,11,18,#00E400,8,2026-07-20
10,优,330523,17,30.6422,优,--,17,15,36,优,#00E400,#00E400,7,安吉实验小学,#00E400,12,优,优,优,330500,#00E400,119.6768,#00E400,8,优,0.3,优,#00E400,#00E400,330523001,优,#00E400,湖州市,#00E400,优,12,11,#00E400,8,2026-07-20
11,优,330624,25,29.4938,优,--,22,17,51,优,#00E400,#00E400,5,城东站,#00E400,12,优,优,优,330600,#00E400,120.9109,#00E400,4,优,0.5,优,#00E400,#00E400,330624002,优,#00E400,绍兴市,#00E400,优,12,14,#00E400,8,2026-07-20
12,优,331023,37,29.1342,优,--,24,15,56,优,#00E400,#00E400,5,天台实验中学,#00E400,12,优,优,优,331000,#00E400,121.0349,#00E400,7,优,0.5,优,#00E400,#00E400,331023002,优,#00E400,台州市,#00E400,优,10,16,#00E400,8,2026-07-20
13,优,330803,40,28.9844,优,--,27,8,39,优,#00E400,#00E400,7,衢州三中（市）,#00E400,13,优,优,优,330800,#00E400,118.9628,#00E400,5,优,0.5,优,#00E400,#00E400,330803704,优,#00E400,衢州市,#00E400,优,11,15,#00E400,14,2026-07-20
14,优,330328,38,27.804722,优,--,19,2,33,优,#00E400,#00E400,8,文成中学,#00E400,13,优,优,优,330300,#00E400,120.077222,#00E400,6,优,0.4,优,#00E400,#00E400,330328002,优,#00E400,温州市,#00E400,优,13,8,#00E400,14,2026-07-20
15,优,330522,41,31.0143,优,--,14,9,43,优,#00E400,#00E400,3,职教中心,#00E400,13,优,优,优,330500,#00E400,119.8935,#00E400,3,优,0.5,优,#00E400,#00E400,330522001,优,#00E400,湖州市,#00E400,优,6,7,#00E400,14,2026-07-20
16,优,330624,22,29.5036,优,--,24,18,48,优,#00E400,#00E400,4,钟楼站,#00E400,13,优,优,优,330600,#00E400,120.8938,#00E400,5,优,0.5,优,#00E400,#00E400,330624001,优,#00E400,绍兴市,#00E400,优,13,15,#00E400,14,2026-07-20
17,优,330824,37,29.1478,优,--,15,8,36,优,#00E400,#00E400,6,开化监测大楼,#00E400,13,优,优,优,330800,#00E400,118.4108,#00E400,8,优,0.5,优,#00E400,#00E400,330824002,优,#00E400,衢州市,#00E400,优,13,9,#00E400,14,2026-07-20
18,优,331022,38,29.11779,优,--,29,24,56,优,#00E400,#00E400,4,三门环监楼,#00E400,13,优,优,优,331000,#00E400,121.382189,#00E400,7,优,0.6,优,#00E400,#00E400,331022001,优,#00E400,台州市,#00E400,优,13,20,#00E400,14,2026-07-20
19,优,330782,41,29.2637,优,--,28,13,57,优,#00E400,#00E400,6,儿童公园,#00E400,13,优,优,优,330700,#00E400,120.0321,#00E400,3,优,0.5,优,#00E400,#00E400,330782004,优,#00E400,金华市,#00E400,优,12,15,#00E400,14,2026-07-20
20,优,330281,35,30.0497,优,--,27,17,57,优,#00E400,#00E400,5,龙山公园,#00E400,14,优,优,优,330200,#00E400,121.1475,#00E400,7,优,0.5,优,#00E400,#00E400,330281001,优,#00E400,宁波市,#00E400,优,14,18,#00E400,21,2026-07-20
21,优,330328,44,27.7838,优,--,19,4,31,优,#00E400,#00E400,7,大峃,#00E400,14,优,优,优,330300,#00E400,120.085,#00E400,5,优,0.4,优,#00E400,#00E400,330328001,优,#00E400,温州市,#00E400,优,8,9,#00E400,21,2026-07-20
22,优,330421,35,30.8307,优,--,19,20,57,优,#00E400,#00E400,8,气象观测台,#00E400,14,优,优,优,330400,#00E400,120.9356,#00E400,7,优,0.6,优,#00E400,#00E400,330421002,优,#00E400,嘉兴市,#00E400,优,14,12,#00E400,21,2026-07-20
23,优,330522,44,31.0263,优,--,15,10,48,优,#00E400,#00E400,4,龙山新区,#00E400,14,优,优,优,330500,#00E400,119.9046,#00E400,4,优,0.4,优,#00E400,#00E400,330522002,优,#00E400,湖州市,#00E400,优,8,10,#00E400,21,2026-07-20
24,优,330683,40,29.5901,优,--,24,14,60,优,#00E400,#00E400,6,马寅初初中,#00E400,14,优,优,优,330600,#00E400,120.8249,#00E400,5,优,0.5,优,#00E400,#00E400,330683001,优,#00E400,绍兴市,#00E400,优,14,13,#00E400,21,2026-07-20
25,优,330683,43,29.5663,优,--,24,19,67,优,#00E400,#00E400,3,丽湖小区,#00E400,14,优,优,优,330600,#00E400,120.8173,#00E400,4,优,0.5,优,#00E400,#00E400,330683002,优,#00E400,绍兴市,#00E400,优,13,14,#00E400,21,2026-07-20
26,优,330726,19,29.439787,优,--,22,12,34,优,#00E400,#00E400,4,浦江中学,#00E400,14,优,优,优,330700,#00E400,119.924638,#00E400,6,优,0.4,优,#00E400,#00E400,330726002,优,#00E400,金华市,#00E400,优,14,12,#00E400,21,2026-07-20
