timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-05-14T1800,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,35,12,23,10,9,110,110,100,100,5,9,6,6,0.3,0.3
2026-05-14T1800,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,33,NA,13,11,10,105,105,98,98,6,7,5,4,0.2,0.2
2026-05-14T1800,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),437,537,521,243,186,NA,NA,79,NA,3,5,4,2,0.5,0.5
2026-05-14T1800,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),279,405,413,227,194,105,105,96,96,3,6,3,3,0.4,0.4
2026-05-14T1800,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),312,429,332,111,118,90,90,98,96,9,8,10,11,0.5,0.4
2026-05-14T1800,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),220,364,279,120,109,89,89,95,92,3,4,8,9,0.4,0.4
2026-05-14T1800,2708A,88.1266,47.8515,阿勒泰地区,市站,,22,6,15,3,3,69,69,81,79,10,8,5,5,0.3,0.3
2026-05-14T1800,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,22,13,16,3,2,70,70,86,82,12,6,5,5,0.2,0.2
2026-05-14T1800,2630A,80.1171,32.4999,阿里地区,阿里监测站,,44,14,18,7,4,139,139,129,129,1,3,7,8,0.3,0.3
2026-05-14T1800,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,45,14,15,8,3,142,142,132,132,1,1,4,5,0.2,0.3
2026-05-14T1800,2644A,109.0088,32.6974,安康市,汉滨区检察院,,32,17,39,9,20,100,100,83,83,5,10,4,11,0.4,0.4
2026-05-14T1800,4054A,109.0324,32.6913,安康市,市邮政管理局,,30,17,34,11,21,95,95,86,86,5,9,4,12,0.4,0.5
2026-05-14T1800,2291A,117.0806,30.5181,安庆市,环科院,,32,32,65,9,54,99,99,106,106,7,21,7,8,0.4,0.6
2026-05-14T1800,2292A,117.0331,30.5118,安庆市,马山宾馆,,33,33,61,12,56,96,96,105,105,5,22,4,6,0.5,0.8
2026-05-14T1800,2294A,116.9897,30.6146,安庆市,安庆大学,,35,21,48,13,38,111,111,104,104,6,11,4,5,0.4,0.6
2026-05-14T1800,3173A,117.0598,30.5351,安庆市,市人大,,33,33,61,10,50,96,96,107,107,8,15,4,7,0.4,0.6
2026-05-14T1800,3123A,105.9408,26.2431,安顺市,凤凰山,,34,NA,52,18,36,106,106,103,103,6,13,6,12,0.5,0.6
2026-05-14T1800,3124A,105.9443,26.2567,安顺市,金钟山,,35,NA,48,24,34,95,95,91,91,5,9,8,13,0.5,0.6
2026-05-14T1800,3125A,105.8983,26.248,安顺市,娄家坡,,32,25,41,22,36,97,97,95,95,4,10,7,12,0.4,0.7
2026-05-14T1800,1819A,114.3552,36.1017,安阳市,红庙街,臭氧1小时(O3_1h),65,59,81,39,54,172,172,169,169,11,17,3,5,0.5,0.7
2026-05-14T1800,1820A,114.361,36.0681,安阳市,银杏小区,细颗粒物(PM2.5),74,50,83,47,61,176,176,170,170,7,29,5,9,0.4,0.5
2026-05-14T1800,3141A,114.3921,36.0879,安阳市,信访局,臭氧1小时(O3_1h),73,58,73,41,55,178,178,174,174,4,15,1,2,0.5,0.6
2026-05-14T1800,3669A,114.4706,36.0634,安阳市,左辅环卫站,颗粒物(PM10),61,65,87,32,52,161,161,164,164,10,15,1,3,0.5,0.5
2026-05-14T1800,4117A,114.2918,36.0769,安阳市,钢三路198号,细颗粒物(PM2.5),74,57,80,47,56,166,166,164,164,5,12,2,3,0.5,0.6
2026-05-14T1800,1748A,123.0441,41.1201,鞍山市,深沟寺,,45,25,23,10,13,143,143,142,142,7,7,7,7,0.5,0.6
2026-05-14T1800,1749A,123.011,41.0931,鞍山市,太阳城,,43,16,23,10,15,135,135,134,134,8,7,8,7,0.5,0.5
2026-05-14T1800,1750A,123.0483,41.1445,鞍山市,太平,,45,45,33,13,14,138,138,137,137,10,10,8,7,0.4,0.4
2026-05-14T1800,1751A,122.964,41.0968,鞍山市,铁西三道街,,46,46,36,14,17,133,133,135,135,14,11,6,6,0.6,0.6
