,O3H8_level,regioncode,O3,latitude,CO_level,SYWRW,PM10H24,NO2,O3H8,O3_level,PM10_color,PM25_color,SO2,sitename,O3H8_color,AQI,NO2_level,AQI_level,PM10H24_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,PM25H24_color,sitecode,PM25H24_level,AQI_color,districtname,O3_color,SO2_level,PM10,PM25H24,PM10H24_color,sort,time
0,优,330727,12,29.051486,优,--,13,14,6,优,#00E400,#00E400,7,国税大楼,#00E400,11,优,优,优,330700,#00E400,120.438346,#00E400,7,优,0.4,优,#00E400,#00E400,330727002,优,#00E400,金华市,#00E400,优,11,9,#00E400,1,2026-06-21 08:00:00
1,优,330822,36,28.901,优,--,14,17,35,优,#00E400,#00E400,5,常山环保大楼,#00E400,12,优,优,优,330800,#00E400,118.5196,#00E400,4,优,0.5,优,#00E400,#00E400,330822001,优,#00E400,衢州市,#00E400,优,9,5,#00E400,2,2026-06-21 08:00:00
2,优,330824,17,29.1343,优,--,19,6,10,优,#00E400,#00E400,6,开化气象局,#00E400,12,优,优,优,330800,#00E400,118.402,#00E400,1,优,0.4,优,#00E400,#00E400,330824001,优,#00E400,衢州市,#00E400,优,12,4,#00E400,2,2026-06-21 08:00:00
3,优,330522,42,31.0143,优,--,11,11,35,优,#00E400,#00E400,3,职教中心,#00E400,14,优,优,优,330500,#00E400,119.8935,#00E400,8,优,0.6,优,#00E400,#00E400,330522001,优,#00E400,湖州市,#00E400,优,12,8,#00E400,4,2026-06-21 08:00:00
4,优,330522,42,31.0263,优,--,12,12,37,优,#00E400,#00E400,7,龙山新区,#00E400,14,优,优,优,330500,#00E400,119.9046,#00E400,8,优,0.5,优,#00E400,#00E400,330522002,优,#00E400,湖州市,#00E400,优,13,8,#00E400,4,2026-06-21 08:00:00
5,优,330523,47,30.6422,优,--,9,5,40,优,#00E400,#00E400,7,安吉实验小学,#00E400,15,优,优,优,330500,#00E400,119.6768,#00E400,9,优,0.6,优,#00E400,#00E400,330523001,优,#00E400,湖州市,#00E400,优,12,8,#00E400,6,2026-06-21 08:00:00
6,优,330523,50,30.5974,优,--,10,9,45,优,#00E400,#00E400,4,安吉城东,#00E400,16,优,优,优,330500,#00E400,119.6953,#00E400,8,优,0.3,优,#00E400,#00E400,330523002,优,#00E400,湖州市,#00E400,优,12,5,#00E400,7,2026-06-21 08:00:00
7,优,331024,24,28.7403,优,--,14,5,15,优,#00E400,#00E400,6,新生中学,#00E400,16,优,优,优,331000,#00E400,120.4728,#00E400,10,优,0.5,优,#00E400,#00E400,331024002,优,#00E400,台州市,#00E400,优,16,8,#00E400,7,2026-06-21 08:00:00
8,优,331126,15,27.629585,优,--,15,4,10,优,#00E400,#00E400,4,庆元监测楼,#00E400,16,优,优,优,331100,#00E400,119.054809,#00E400,7,优,0.4,优,#00E400,#00E400,331126001,优,#00E400,丽水市,#00E400,优,16,7,#00E400,7,2026-06-21 08:00:00
9,优,330521,51,30.548493,优,--,9,7,50,优,#00E400,#00E400,8,春晖小学,#00E400,16,优,优,优,330500,#00E400,119.9505,#00E400,8,优,0.6,优,#00E400,#00E400,330521003,优,#00E400,湖州市,#00E400,优,13,5,#00E400,7,2026-06-21 08:00:00
10,优,330723,20,28.896108,优,--,19,11,19,优,#00E400,#00E400,7,武义县政府,#00E400,17,优,优,优,330700,#00E400,119.811352,#00E400,5,优,0.6,优,#00E400,#00E400,330723001,优,#00E400,金华市,#00E400,优,17,10,#00E400,11,2026-06-21 08:00:00
11,优,330781,13,29.216166,优,--,18,14,10,优,#00E400,#00E400,7,兰溪监测站,#00E400,17,优,优,优,330700,#00E400,119.459992,#00E400,10,优,0.9,优,#00E400,#00E400,330781001,优,#00E400,金华市,#00E400,优,17,8,#00E400,11,2026-06-21 08:00:00
12,优,331023,28,29.1342,优,--,17,9,25,优,#00E400,#00E400,6,天台实验中学,#00E400,17,优,优,优,331000,#00E400,121.0349,#00E400,10,优,0.6,优,#00E400,#00E400,331023002,优,#00E400,台州市,#00E400,优,17,7,#00E400,11,2026-06-21 08:00:00
13,优,330213,50,29.6506,优,--,28,15,38,优,#00E400,#00E400,7,奉化教育局,#00E400,18,优,优,优,330200,#00E400,121.4042,#00E400,11,优,0.7,优,#00E400,#00E400,330283005,优,#00E400,宁波市,#00E400,优,18,15,#00E400,14,2026-06-21 08:00:00
14,优,330281,57,30.0497,优,--,18,12,55,优,#00E400,#00E400,5,龙山公园,#00E400,18,优,优,优,330200,#00E400,121.1475,#00E400,11,优,0.7,优,#00E400,#00E400,330281001,优,#00E400,宁波市,#00E400,优,16,9,#00E400,14,2026-06-21 08:00:00
15,优,330624,21,29.4938,优,--,18,11,18,优,#00E400,#00E400,4,城东站,#00E400,18,优,优,优,330600,#00E400,120.9109,#00E400,9,优,0.5,优,#00E400,#00E400,330624002,优,#00E400,绍兴市,#00E400,优,18,8,#00E400,14,2026-06-21 08:00:00
16,优,330825,56,29.0392,优,--,18,12,44,优,#00E400,#00E400,8,建设大楼,#00E400,18,优,优,优,330800,#00E400,119.1675,#00E400,8,优,0.6,优,#00E400,#00E400,330825001,优,#00E400,衢州市,#00E400,优,15,11,#00E400,14,2026-06-21 08:00:00
17,优,330824,11,29.1478,优,--,18,6,4,优,#00E400,#00E400,7,开化监测大楼,#00E400,18,优,优,优,330800,#00E400,118.4108,#00E400,11,优,0.4,优,#00E400,#00E400,330824002,优,#00E400,衢州市,#00E400,优,18,8,#00E400,14,2026-06-21 08:00:00
18,优,330681,36,29.6818,优,--,26,9,18,优,#00E400,#00E400,6,杨树畈,#00E400,19,优,优,优,330600,#00E400,120.2359,#00E400,13,优,0.5,优,#00E400,#00E400,330681001,优,#00E400,绍兴市,#00E400,优,15,19,#00E400,19,2026-06-21 08:00:00
19,优,330781,17,29.229931,优,--,16,14,14,优,#00E400,#00E400,8,兰溪八中,#00E400,19,优,优,优,330700,#00E400,119.475172,#00E400,11,优,0.6,优,#00E400,#00E400,330781002,优,#00E400,金华市,#00E400,优,19,9,#00E400,19,2026-06-21 08:00:00
20,优,331023,22,29.1504,优,--,18,7,16,优,#00E400,#00E400,5,育青中学,#00E400,19,优,优,优,331000,#00E400,121.0091,#00E400,7,优,0.6,优,#00E400,#00E400,331023001,优,#00E400,台州市,#00E400,优,19,8,#00E400,19,2026-06-21 08:00:00
21,优,331123,6,28.5839,优,--,19,5,3,优,#00E400,#00E400,7,遂昌中学,#00E400,19,优,优,优,331100,#00E400,119.2656,#00E400,13,优,0.5,优,#00E400,#00E400,331123002,优,#00E400,丽水市,#00E400,优,18,11,#00E400,19,2026-06-21 08:00:00
22,优,331127,15,27.9772,优,--,17,4,6,优,#00E400,#00E400,4,景宁县政府,#00E400,19,优,优,优,331100,#00E400,119.6311,#00E400,6,优,0.5,优,#00E400,#00E400,331127002,优,#00E400,丽水市,#00E400,优,19,5,#00E400,19,2026-06-21 08:00:00
23,优,331127,12,28.002222,优,--,20,6,6,优,#00E400,#00E400,5,红星小学,#00E400,20,优,优,优,331100,#00E400,119.636389,#00E400,9,优,0.4,优,#00E400,#00E400,331127003,优,#00E400,丽水市,#00E400,优,20,8,#00E400,24,2026-06-21 08:00:00
24,优,330381,40,27.782284,优,--,21,12,30,优,#00E400,#00E400,9,安阳新区,#00E400,20,优,优,优,330300,#00E400,120.650915,#00E400,12,优,0.6,优,#00E400,#00E400,330381002,优,#00E400,温州市,#00E400,优,20,17,#00E400,24,2026-06-21 08:00:00
25,优,330328,12,27.804722,优,--,17,4,6,优,#00E400,#00E400,8,文成中学,#00E400,20,优,优,优,330300,#00E400,120.077222,#00E400,11,优,0.4,优,#00E400,#FFFF00,330328002,良,#00E400,温州市,#00E400,优,20,48,#00E400,24,2026-06-21 08:00:00
26,优,330624,15,29.5036,优,--,20,15,15,优,#00E400,#00E400,4,钟楼站,#00E400,20,优,优,优,330600,#00E400,120.8938,#00E400,9,优,0.4,优,#00E400,#00E400,330624001,优,#00E400,绍兴市,#00E400,优,20,9,#00E400,24,2026-06-21 08:00:00
27,优,330881,21,28.7465,优,--,18,11,24,优,#00E400,#00E400,5,江山环保大楼,#00E400,20,优,优,优,330800,#00E400,118.6301,#00E400,9,优,0.6,优,#00E400,#00E400,330881001,优,#00E400,衢州市,#00E400,优,20,9,#00E400,24,2026-06-21 08:00:00
28,优,330881,30,28.7282,优,--,19,17,36,优,#00E400,#00E400,10,人民医院,#00E400,20,优,优,优,330800,#00E400,118.6227,#00E400,12,优,0.5,优,#00E400,#00E400,330881002,优,#00E400,衢州市,#00E400,优,20,9,#00E400,24,2026-06-21 08:00:00
29,优,331082,40,28.873,优,--,19,15,30,优,#00E400,#00E400,4,临海环保大楼,#00E400,20,优,优,优,331000,#00E400,121.1769,#00E400,13,优,0.5,优,#00E400,#00E400,331082001,优,#00E400,台州市,#00E400,优,20,11,#00E400,24,2026-06-21 08:00:00
30,优,331022,42,29.1028,优,--,23,8,47,优,#00E400,#00E400,5,心湖站,#00E400,20,优,优,优,331000,#00E400,121.3918,#00E400,13,优,0.5,优,#00E400,#00E400,331022002,优,#00E400,台州市,#00E400,优,20,12,#00E400,24,2026-06-21 08:00:00
31,优,331022,48,29.11779,优,--,20,11,49,优,#00E400,#00E400,6,三门环监楼,#00E400,20,优,优,优,331000,#00E400,121.382189,#00E400,12,优,0.5,优,#00E400,#00E400,331022001,优,#00E400,台州市,#00E400,优,20,12,#00E400,24,2026-06-21 08:00:00
32,优,331181,15,28.076,优,--,17,7,8,优,#00E400,#00E400,10,粮食大楼,#00E400,20,优,优,优,331100,#00E400,119.1217,#00E400,13,优,0.6,优,#00E400,#00E400,331181002,优,#00E400,丽水市,#00E400,优,20,9,#00E400,24,2026-06-21 08:00:00
33,优,330381,29,27.791645,优,--,26,12,22,优,#00E400,#00E400,6,花园桥,#00E400,21,优,优,优,330300,#00E400,120.62372,#00E400,10,优,0.5,优,#00E400,#00E400,330381001,优,#00E400,温州市,#00E400,优,21,13,#00E400,34,2026-06-21 08:00:00
34,优,330727,14,29.039869,优,--,19,5,4,优,#00E400,#00E400,5,南园初中,#00E400,21,优,优,优,330700,#00E400,120.440622,#00E400,8,优,0.5,优,#00E400,#00E400,330727003,优,#00E400,金华市,#00E400,优,21,9,#00E400,34,2026-06-21 08:00:00
35,优,330825,22,29.0464,优,--,19,8,17,优,#00E400,#00E400,6,龙游二高,#00E400,21,优,优,优,330800,#00E400,119.204,#00E400,12,优,0.6,优,#00E400,#00E400,330825002,优,#00E400,衢州市,#00E400,优,21,11,#00E400,34,2026-06-21 08:00:00
36,优,331121,19,28.1094,优,--,24,6,9,优,#00E400,#00E400,5,青田中学,#00E400,21,优,优,优,331100,#00E400,120.3161,#00E400,10,优,0.4,优,#00E400,#00E400,331121002,优,#00E400,丽水市,#00E400,优,21,11,#00E400,34,2026-06-21 08:00:00
37,优,331122,66,28.6574,优,--,16,21,56,优,#00E400,#00E400,7,缙云中学,#00E400,21,优,优,优,331100,#00E400,120.0696,#00E400,12,优,0.6,优,#00E400,#00E400,331122001,优,#00E400,丽水市,#00E400,优,19,9,#00E400,34,2026-06-21 08:00:00
38,优,331123,8,28.5991,优,--,17,6,5,优,#00E400,#00E400,5,遂昌民政局,#00E400,21,优,优,优,331100,#00E400,119.2622,#00E400,12,优,0.5,优,#00E400,#00E400,331123001,优,#00E400,丽水市,#00E400,优,21,8,#00E400,34,2026-06-21 08:00:00
39,优,331125,17,28.1062,优,--,23,5,7,优,#00E400,#00E400,6,云和三中,#00E400,21,优,优,优,331100,#00E400,119.5728,#00E400,7,优,0.5,优,#00E400,#00E400,331125002,优,#00E400,丽水市,#00E400,优,21,8,#00E400,34,2026-06-21 08:00:00
40,优,331126,13,27.6211,优,--,16,3,10,优,#00E400,#00E400,5,庆元气象局,#00E400,21,优,优,优,331100,#00E400,119.0788,#00E400,12,优,0.6,优,#00E400,#00E400,331126002,优,#00E400,丽水市,#00E400,优,21,8,#00E400,34,2026-06-21 08:00:00
41,优,330681,55,29.7257,优,--,27,10,29,优,#00E400,#00E400,7,城新小学,#00E400,22,优,优,优,330600,#00E400,120.272,#00E400,15,优,0.6,优,#00E400,#00E400,330681505,优,#00E400,绍兴市,#00E400,优,21,19,#00E400,42,2026-06-21 08:00:00
42,优,330122,69,29.7955,优,--,27,17,41,优,#00E400,#00E400,8,桐庐江南,#00E400,22,优,优,优,330100,#00E400,119.6874,#00E400,12,优,0.8,优,#00E400,#00E400,330122001,优,#00E400,杭州市,#00E400,优,20,16,#00E400,42,2026-06-21 08:00:00
43,优,330281,55,30.0358,优,--,16,15,47,优,#00E400,#00E400,5,姚江小学,#00E400,22,优,优,优,330200,#00E400,121.1221,#00E400,15,优,0.6,优,#00E400,#00E400,330281002,优,#00E400,宁波市,#00E400,优,20,11,#00E400,42,2026-06-21 08:00:00
44,优,330329,39,27.5438,优,--,16,7,24,优,#00E400,#00E400,10,泰顺实验中学,#00E400,22,优,优,优,330300,#00E400,119.716111,#00E400,14,优,0.5,优,#00E400,#00E400,330329002,优,#00E400,温州市,#00E400,优,22,10,#00E400,42,2026-06-21 08:00:00
45,优,330521,69,30.5231,优,--,8,2,54,优,#00E400,#00E400,8,地信科创园,#00E400,22,优,优,优,330500,#00E400,119.9781,#00E400,8,优,0.5,优,#00E400,#00E400,330521001,优,#00E400,湖州市,#00E400,优,14,5,#00E400,42,2026-06-21 08:00:00
46,优,331082,29,28.84326,优,--,22,12,23,优,#00E400,#00E400,3,巾山实验小学,#00E400,22,优,优,优,331000,#00E400,121.136,#00E400,12,优,0.5,优,#00E400,#00E400,331082002,优,#00E400,台州市,#00E400,优,22,12,#00E400,42,2026-06-21 08:00:00
