timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-23T1600,1120A,125.2874,43.9024,长春市,客车厂,颗粒物(PM10),51,51,169,23,127,99,99,90,90,16,62,7,10,0.5,1.2
2026-03-23T1600,1121A,125.2943,43.8508,长春市,邮电学院,颗粒物(PM10),57,59,153,22,114,105,105,94,94,12,46,8,10,0.5,1
2026-03-23T1600,1122A,125.3648,43.8745,长春市,劳动公园,颗粒物(PM10),57,59,167,23,127,107,107,90,90,10,44,8,9,0.4,1.1
2026-03-23T1600,1123A,125.3233,43.8781,长春市,园林处,,46,46,147,24,116,105,105,93,93,9,38,6,9,0.2,0.9
2026-03-23T1600,1124A,125.4604,43.7904,长春市,净月潭,颗粒物(PM10),65,70,144,38,112,116,116,103,103,11,29,7,7,0.4,0.8
2026-03-23T1600,1126A,125.38,43.8422,长春市,经开区环卫处,颗粒物(PM10),56,58,185,26,143,108,108,94,94,11,50,5,7,0.5,1.2
2026-03-23T1600,1127A,125.234,43.7761,长春市,高新区管委会,颗粒物(PM10),52,52,148,28,113,112,112,93,93,16,47,7,8,0.5,1.1
2026-03-23T1600,1128A,125.1695,43.83,长春市,岱山公园,,46,46,139,25,103,105,105,95,95,14,53,5,7,0.2,0.7
2026-03-23T1600,4281A,125.334645,43.916281,长春市,北亚泰大街1068号,,46,46,170,24,122,93,93,82,82,15,56,7,10,0.3,1
2026-03-23T1600,1335A,113.082,28.2421,长沙市,经开区环保局,,16,16,23,8,16,34,34,24,24,24,28,3,3,0.7,0.7
2026-03-23T1600,1336A,112.8873,28.2202,长沙市,高开区环保局,,32,22,26,22,20,28,28,28,28,26,28,4,4,0.9,1
2026-03-23T1600,1337A,113.0785,28.2012,长沙市,马坡岭,,19,19,24,11,18,24,24,21,21,26,30,4,4,0.7,0.8
2026-03-23T1600,1338A,112.9448,28.1894,长沙市,湖南师范大学,,22,22,27,11,17,43,43,31,31,16,27,4,4,1.1,1.2
2026-03-23T1600,1339A,113.0177,28.1322,长沙市,雨花区环保局,,20,20,29,11,21,38,38,24,24,21,33,3,3,0.9,1.2
2026-03-23T1600,1340A,112.9795,28.2593,长沙市,伍家岭,,24,24,28,14,20,32,32,28,28,23,29,3,3,0.7,0.8
2026-03-23T1600,1341A,113.002,28.1944,长沙市,火车新站,,21,21,30,14,24,37,37,26,26,22,31,3,3,0.8,0.9
2026-03-23T1600,1342A,112.9846,28.1177,长沙市,天心区环保局,,25,24,26,17,23,38,38,26,26,26,35,5,5,1.0,1.1
2026-03-23T1600,1343A,112.8906,28.1307,长沙市,湖南中医药大学,,23,22,22,16,18,44,44,33,33,17,26,5,5,0.8,0.9
2026-03-23T1600,1727A,113.1146,36.1547,长治市,清华站,颗粒物(PM10),58,60,64,38,23,128,128,80,80,10,22,7,9,0.5,0.6
2026-03-23T1600,1730A,113.0887,36.2126,长治市,审计局,颗粒物(PM10),55,56,52,31,19,130,130,102,102,10,16,8,10,0.4,0.5
2026-03-23T1600,1731A,113.0845,36.1856,长治市,长治八中,颗粒物(PM10),63,67,82,28,28,127,127,81,81,5,17,9,11,0.5,0.6
2026-03-23T1600,2845A,113.1561,36.1912,长治市,德盛苑,颗粒物(PM10),60,64,51,36,19,137,137,106,106,10,11,8,9,0.5,0.5
2026-03-23T1600,3568A,113.0603,36.0464,长治市,向阳小学,颗粒物(PM10),88,103,108,37,31,138,138,96,96,19,30,13,16,0.3,0.4
2026-03-23T1600,3569A,112.8788,36.315,长治市,屯留一中,颗粒物(PM10),60,64,74,27,24,127,127,92,92,11,27,8,11,0.6,0.7
2026-03-23T1600,4189A,113.113092,36.199482,长治市,英华南巷50号,颗粒物(PM10),64,69,62,41,21,133,133,103,103,14,18,6,8,0.9,0.6
2026-03-23T1600,4190A,113.23666,36.33435,长治市,学府街1号,细颗粒物(PM2.5),64,65,52,42,15,136,136,106,106,9,14,4,5,0.6,0.5
2026-03-23T1600,1854A,111.696,28.9725,常德市,市二中,,36,28,27,25,22,87,87,73,73,9,10,7,6,1.1,1.1
2026-03-23T1600,3138A,111.7152,29.0288,常德市,武陵区永安,NA,NA,26,26,24,20,88,88,75,75,10,10,NA,3,0.8,0.9
2026-03-23T1600,3139A,111.6891,28.9881,常德市,鼎城区玉霞,,33,26,19,23,20,91,91,76,76,12,12,7,7,0.9,1
