timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-23T2200,1746A,118.8792,42.2551,赤峰市,天义路,细颗粒物(PM2.5),106,88,63,66,47,120,120,116,116,NA,22,5,9,0.6,0.6
2026-03-23T2200,3058A,119.2656,42.0356,赤峰市,银河街,细颗粒物(PM2.5),129,122,135,91,88,100,100,132,118,20,26,11,21,0.8,0.9
2026-03-23T2200,3286A,118.9359,42.3146,赤峰市,桥北物流园区,细颗粒物(PM2.5),107,102,60,67,41,113,113,111,111,19,27,4,4,0.8,0.6
2026-03-23T2200,2521A,107.3473,22.4137,崇左市,市环保局江州分局,颗粒物(PM10),63,68,101,41,76,34,34,68,62,22,17,9,9,0.6,0.8
2026-03-23T2200,4256A,107.375,22.3736,崇左市,石景林东路7号,颗粒物(PM10),108,139,65,41,50,38,38,73,66,18,18,4,4,0.7,0.7
2026-03-23T2200,3207A,118.31131,32.3033,滁州市,市政府原办公楼,细颗粒物(PM2.5),82,52,58,51,52,93,93,110,100,15,18,5,5,0.3,0.4
2026-03-23T2200,3331A,118.3268,32.2633,滁州市,图书馆,颗粒物(PM10),52,52,66,32,38,91,91,110,100,16,19,9,9,0.3,0.4
2026-03-23T2200,4101A,118.3196,32.3335,滁州市,银山路666号,细颗粒物(PM2.5),68,53,59,44,48,94,94,117,106,16,18,9,9,0.5,0.6
2026-03-23T2200,4102A,118.3426,32.2979,滁州市,黄山路555号,细颗粒物(PM2.5),64,67,74,42,48,92,92,113,102,29,32,6,6,0.6,0.7
2026-03-23T2200,2606A,101.5379,25.0492,楚雄彝族自治州,市经济开发区,,32,32,27,22,19,98,98,111,106,11,15,4,14,0.5,0.5
2026-03-23T2200,4153A,101.5536,25.0343,楚雄彝族自治州,团结路562号,,35,25,21,24,15,104,104,119,115,6,9,2,4,0.3,0.3
2026-03-23T2200,2549A,107.5087,31.2186,达州市,市环境监测站,,17,17,34,6,16,34,34,49,46,21,27,7,6,0.3,0.3
2026-03-23T2200,2550A,107.4988,31.2132,达州市,凤凰小区,,14,14,33,6,17,40,40,51,48,19,26,6,5,0.3,0.3
2026-03-23T2200,2551A,107.5081,31.1987,达州市,达县机关宾馆,,21,17,33,14,23,12,12,44,39,42,34,7,5,0.5,0.5
2026-03-23T2200,2552A,107.4644,31.2124,达州市,市政中心,,20,20,39,6,18,40,40,41,37,18,28,7,6,0.4,0.5
2026-03-23T2200,2614A,100.2168,25.5818,大理白族自治州,大理市环境监测站,,29,15,11,11,11,90,90,96,78,4,5,7,7,0.5,0.5
2026-03-23T2200,2615A,100.1542,25.7055,大理白族自治州,大理古城,,32,24,14,20,11,100,100,109,104,7,8,5,5,0.3,0.3
2026-03-23T2200,1109A,121.6119,38.974,大连市,甘井子,细颗粒物(PM2.5),182,172,121,137,95,157,157,153,153,36,34,9,8,1.0,0.7
2026-03-23T2200,1110A,121.565,38.9509,大连市,周水子,细颗粒物(PM2.5),199,172,119,149,96,97,97,127,121,62,43,9,8,1.4,1
2026-03-23T2200,1111A,121.5637,38.8849,大连市,星海三站,细颗粒物(PM2.5),145,127,131,109,110,62,62,154,129,52,32,10,8,1.6,1.1
2026-03-23T2200,1112A,121.6301,38.9117,大连市,青泥洼桥,细颗粒物(PM2.5),198,185,137,148,112,106,106,156,132,51,41,6,6,1.6,1.1
2026-03-23T2200,1113A,121.6248,38.8643,大连市,傅家庄,细颗粒物(PM2.5),145,135,139,109,111,119,119,161,148,23,34,6,8,1.0,1.1
2026-03-23T2200,1114A,121.5117,38.8636,大连市,七贤岭,细颗粒物(PM2.5),120,91,127,82,104,113,113,156,139,23,24,7,8,0.9,0.9
2026-03-23T2200,1116A,121.7507,39.1339,大连市,金州,细颗粒物(PM2.5),140,120,119,104,93,138,138,112,88,22,32,10,10,1.0,1.1
2026-03-23T2200,1117A,121.7811,39.0495,大连市,开发区,细颗粒物(PM2.5),155,137,119,118,101,125,125,134,128,35,37,9,8,1.2,1.1
2026-03-23T2200,1118A,121.9762,39.0631,大连市,双D港,细颗粒物(PM2.5),127,118,140,89,105,99,99,161,131,36,26,5,6,1.0,1.1
2026-03-23T2200,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,17,14,18,3,7,52,52,68,54,7,9,5,5,0.4,0.4
2026-03-23T2200,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,23,23,15,7,7,56,56,71,61,8,8,3,3,0.3,0.3
2026-03-23T2200,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),129,195,141,69,58,54,54,118,111,61,28,4,3,1.2,0.9
2026-03-23T2200,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),137,216,147,74,61,41,41,121,112,71,38,5,5,0.6,0.6
2026-03-23T2200,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),63,68,63,31,16,90,90,100,98,5,6,7,8,0.5,0.5
2026-03-23T2200,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),68,74,59,19,15,94,94,95,94,4,6,7,8,0.3,0.4
2026-03-23T2200,2708A,88.1266,47.8515,阿勒泰地区,市站,,27,27,23,9,4,74,74,102,88,16,8,6,6,0.3,0.2
2026-03-23T2200,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,25,25,23,6,3,70,70,97,92,22,7,6,6,0.3,0.2
2026-03-23T2200,2630A,80.1171,32.4999,阿里地区,阿里监测站,,33,10,9,3,2,103,103,105,104,1,5,9,9,0.2,0.3
2026-03-23T2200,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,34,7,7,3,3,108,108,111,110,1,4,5,6,0.1,0.2
2026-03-23T2200,2644A,109.0088,32.6974,安康市,汉滨区检察院,颗粒物(PM10),70,78,68,40,34,44,44,70,70,18,21,4,4,0.5,0.5
2026-03-23T2200,4054A,109.0324,32.6913,安康市,市邮政管理局,颗粒物(PM10),69,76,81,40,40,53,53,72,72,16,24,4,10,0.7,0.8
2026-03-23T2200,2291A,117.0806,30.5181,安庆市,环科院,细颗粒物(PM2.5),96,NA,54,58,54,106,106,108,108,14,37,9,9,0.8,1
2026-03-23T2200,2292A,117.0331,30.5118,安庆市,马山宾馆,细颗粒物(PM2.5),104,NA,52,64,56,100,100,102,102,15,34,6,6,0.9,1.1
2026-03-23T2200,2294A,116.9897,30.6146,安庆市,安庆大学,细颗粒物(PM2.5),60,57,57,40,46,103,103,117,116,11,19,4,4,0.8,0.9
2026-03-23T2200,3173A,117.0598,30.5351,安庆市,市人大,细颗粒物(PM2.5),82,61,57,51,48,95,95,99,99,24,36,7,8,0.8,0.9
2026-03-23T2200,3123A,105.9408,26.2431,安顺市,凤凰山,,39,28,27,27,19,46,46,102,78,11,7,14,11,0.7,0.5
2026-03-23T2200,3124A,105.9443,26.2567,安顺市,金钟山,,38,NA,23,26,20,43,43,94,72,8,6,10,8,0.8,0.6
2026-03-23T2200,3125A,105.8983,26.248,安顺市,娄家坡,,43,NA,24,30,21,44,44,99,76,10,6,15,8,0.9,0.7
2026-03-23T2200,1819A,114.3552,36.1017,安阳市,红庙街,细颗粒物(PM2.5),178,NA,112,134,71,104,104,120,120,18,33,5,6,0.7,0.6
2026-03-23T2200,1820A,114.361,36.0681,安阳市,银杏小区,细颗粒物(PM2.5),178,NA,120,134,78,98,98,121,119,25,33,5,6,0.5,0.4
2026-03-23T2200,3141A,114.3921,36.0879,安阳市,信访局,细颗粒物(PM2.5),169,134,111,128,74,112,112,128,128,23,30,4,6,0.4,0.3
2026-03-23T2200,3669A,114.4706,36.0634,安阳市,左辅环卫站,细颗粒物(PM2.5),166,163,132,126,75,106,106,124,119,15,27,5,6,0.7,0.5
2026-03-23T2200,4117A,114.2918,36.0769,安阳市,钢三路198号,细颗粒物(PM2.5),198,198,157,148,78,88,88,110,108,25,33,6,6,0.8,0.7
2026-03-23T2200,1748A,123.0441,41.1201,鞍山市,深沟寺,细颗粒物(PM2.5),116,99,137,77,99,65,65,104,95,30,34,8,12,1.5,1.4
2026-03-23T2200,1749A,123.011,41.0931,鞍山市,太阳城,细颗粒物(PM2.5),121,100,146,83,117,80,80,105,101,30,41,11,14,1.4,1.8
2026-03-23T2200,1750A,123.0483,41.1445,鞍山市,太平,细颗粒物(PM2.5),124,118,151,86,110,76,76,109,98,34,41,12,13,1.8,1.7
