timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-23T1500,1051A,115.4803,38.8568,保定市,游泳馆,细颗粒物(PM2.5),114,98,104,75,67,146,146,110,110,13,31,9,9,0.6,0.7
2026-03-23T1500,1052A,115.509,38.8895,保定市,华电二区,细颗粒物(PM2.5),107,95,88,67,62,147,147,106,106,14,28,5,3,0.7,0.7
2026-03-23T1500,1053A,115.4588,38.9037,保定市,接待中心,细颗粒物(PM2.5),111,96,97,72,66,148,148,111,111,15,29,4,4,0.5,0.5
2026-03-23T1500,1054A,115.4484,38.8344,保定市,地表水厂,细颗粒物(PM2.5),98,100,106,59,56,150,150,114,114,16,32,6,6,0.5,0.5
2026-03-23T1500,3581A,115.3136,38.9511,保定市,满城区生态环境分局,细颗粒物(PM2.5),98,112,115,59,56,157,157,116,116,13,32,7,7,0.6,0.5
2026-03-23T1500,3582A,115.4709,38.7628,保定市,清苑区第二中学,颗粒物(PM10),90,105,111,52,62,142,142,108,108,12,29,6,7,0.5,0.5
2026-03-23T1500,3583A,115.6231,39.0223,保定市,徐水物探局,细颗粒物(PM2.5),120,126,125,81,72,152,152,114,114,14,31,2,3,0.6,0.6
2026-03-23T1500,4004A,115.4199,38.8665,保定市,双鹰农机,细颗粒物(PM2.5),110,122,119,71,69,155,155,119,119,15,27,5,5,0.5,0.5
2026-03-23T1500,4034A,115.515,38.8589,保定市,植保所站,细颗粒物(PM2.5),107,98,116,67,66,147,147,109,109,16,36,2,4,0.4,0.4
2026-03-23T1500,2594A,99.1589,25.1137,保山市,市环境监测站,,35,27,18,16,12,109,109,66,66,6,10,5,5,0.2,0.3
2026-03-23T1500,2595A,99.1616,25.1381,保山市,市环保局,,34,25,19,15,15,107,107,72,72,5,7,5,5,0.3,0.4
2026-03-23T1500,1867A,109.1435,21.4085,北海市,海滩公园,,29,26,31,10,14,92,92,72,72,5,8,7,7,0.5,0.5
2026-03-23T1500,1868A,109.0983,21.466,北海市,新市环保局,,28,23,30,11,14,88,88,69,69,7,8,7,8,0.5,0.5
2026-03-23T1500,1869A,109.1775,21.5232,北海市,北海工业园,,27,27,29,9,15,76,76,62,62,3,4,6,6,0.6,0.6
2026-03-23T1500,3400A,109.1844,21.4396,北海市,龙潭自来水厂,NA,NA,53,29,NA,15,82,82,60,60,4,5,5,4,0.4,0.6
2026-03-23T1500,1001A,116.3611,39.8786,北京市,万寿西宫,细颗粒物(PM2.5),114,100,114,75,73,149,149,127,127,15,24,4,4,0.7,0.8
2026-03-23T1500,1003A,116.4174,39.9289,北京市,东四,细颗粒物(PM2.5),111,104,119,72,76,149,149,122,122,14,24,7,7,0.6,0.7
2026-03-23T1500,1004A,116.4073,39.8858,北京市,天坛,细颗粒物(PM2.5),106,103,117,66,67,136,136,105,105,11,21,5,4,0.9,1
2026-03-23T1500,1005A,116.4622,39.9364,北京市,农展馆,细颗粒物(PM2.5),109,98,112,69,72,146,146,112,112,13,26,6,6,0.7,0.8
2026-03-23T1500,1006A,116.3399,39.9293,北京市,官园,细颗粒物(PM2.5),113,102,114,74,74,129,129,111,111,18,25,4,4,0.5,0.6
2026-03-23T1500,1007A,116.2879,39.9613,北京市,海淀万柳,细颗粒物(PM2.5),107,96,107,67,68,113,113,98,98,11,23,4,4,0.5,0.6
2026-03-23T1500,1008A,116.6635,40.1349,北京市,顺义新城,细颗粒物(PM2.5),114,107,123,75,78,149,149,122,122,11,14,7,7,0.5,0.6
2026-03-23T1500,1009A,116.6275,40.327,北京市,怀柔镇,细颗粒物(PM2.5),114,105,105,75,69,142,142,112,112,17,19,6,6,0.8,0.8
2026-03-23T1500,1010A,116.2295,40.217,北京市,昌平镇,细颗粒物(PM2.5),112,109,101,73,67,146,146,115,115,14,17,4,4,0.7,0.7
2026-03-23T1500,1011A,116.3968,39.982,北京市,奥体中心,细颗粒物(PM2.5),110,101,114,70,72,129,129,100,100,13,32,6,5,0.7,0.8
2026-03-23T1500,3418A,116.8336,40.4095,北京市,密云新城,细颗粒物(PM2.5),120,122,97,82,60,146,146,105,105,13,21,6,4,0.9,0.7
2026-03-23T1500,3468A,115.79,32.8614,阜阳市,市规划展馆,细颗粒物(PM2.5),107,108,103,67,59,144,144,118,118,13,18,8,9,0.5,0.6
2026-03-23T1500,3469A,115.835101,32.918568,阜阳市,枣园社区,细颗粒物(PM2.5),111,92,110,72,68,133,133,100,100,12,26,6,6,0.5,0.5
2026-03-23T1500,2669A,102.9097,34.9841,甘南藏族自治州,州政府,,38,38,93,14,42,97,97,58,58,2,9,4,5,0.3,0.4
2026-03-23T1500,3380A,102.8915,34.9618,甘南藏族自治州,甘肃民族师范学院,颗粒物(PM10),57,59,102,12,36,115,115,72,72,5,13,1,2,0.7,0.6
2026-03-23T1500,2570A,101.96,30.048,甘孜藏族自治州,水桥子,,24,8,12,3,4,74,74,59,59,4,9,7,6,0.2,0.2
2026-03-23T1500,3065A,101.9534,29.9976,甘孜藏族自治州,州环保局,NA,NA,6,11,3,6,76,76,62,62,NA,12,4,5,0.3,0.3
2026-03-23T1500,2363A,114.9368,25.8663,赣州市,地委,,48,48,36,29,25,130,130,62,62,15,13,5,4,1.0,1
2026-03-23T1500,2364A,114.946,25.8483,赣州市,气象台,细颗粒物(PM2.5),52,46,39,36,29,143,143,73,73,15,15,7,5,0.8,0.8
2026-03-23T1500,2365A,114.932,25.8332,赣州市,市图书馆,,50,47,35,35,26,123,123,66,66,13,13,5,4,0.8,0.9
2026-03-23T1500,2366A,114.8905,25.8472,赣州市,华坚鞋城,细颗粒物(PM2.5),60,48,43,40,26,141,141,71,71,16,14,7,7,0.5,0.5
2026-03-23T1500,3109A,115.0094,25.8614,赣州市,赣县区卫计委,NA,NA,85,36,36,25,102,102,58,58,NA,17,3,3,0.7,0.8
2026-03-23T1500,2684A,106.2753,36.0057,固原市,监测站,颗粒物(PM10),74,83,93,27,25,106,106,84,84,9,12,10,9,0.3,0.3
2026-03-23T1500,2685A,106.2384,36.0189,固原市,新区,颗粒物(PM10),89,104,103,32,29,115,115,93,93,8,12,8,8,0.3,0.3
2026-03-23T1500,2544A,106.6307,30.4577,广安市,市委,,23,23,39,11,29,47,47,48,43,11,14,6,7,0.6,0.6
2026-03-23T1500,2545A,106.6266,30.4662,广安市,友谊中学,,19,19,38,13,25,53,53,51,48,9,13,6,6,0.8,0.8
2026-03-23T1500,2547A,106.6386,30.4551,广安市,广电花园,,20,20,46,14,30,50,50,46,44,10,15,4,5,0.6,0.7
2026-03-23T1500,2902A,106.6347,30.4868,广安市,北辰小学,,23,22,37,16,29,49,49,45,44,8,11,5,6,0.6,0.7
2026-03-23T1500,2524A,105.8211,32.4444,广元市,老城,,48,48,58,16,19,93,93,40,40,10,37,8,10,0.5,0.8
2026-03-23T1500,2526A,105.8629,32.429,广元市,监测站,,45,45,57,17,20,90,90,48,48,11,30,5,5,0.5,0.7
2026-03-23T1500,3617A,105.8047,32.4167,广元市,经开区,颗粒物(PM10),53,54,65,21,23,86,86,36,36,13,38,3,4,0.5,0.7
2026-03-23T1500,1345A,113.2346,23.1423,广州市,广雅中学,颗粒物(PM10),56,58,45,37,25,157,157,81,81,16,26,2,4,0.9,0.7
2026-03-23T1500,1346A,113.2611,23.105,广州市,市五中,臭氧1小时(O3_1h),88,56,43,43,29,190,190,101,101,18,27,7,9,/,/
2026-03-23T1500,1348A,113.3477,23.0916,广州市,广东商学院,颗粒物(PM10),53,54,45,35,27,158,158,78,78,15,31,5,6,0.8,0.8
2026-03-23T1500,1349A,113.4332,23.105,广州市,市八十六中,臭氧1小时(O3_1h),57,48,38,30,22,165,165,93,93,20,35,4,5,/,/
2026-03-23T1500,1350A,113.3506,22.9488,广州市,番禺中学,臭氧1小时(O3_1h),82,59,47,38,27,185,185,97,97,14,21,4,4,0.8,0.8
2026-03-23T1500,1351A,113.2147,23.3918,广州市,花都师范,颗粒物(PM10),54,55,49,33,29,146,146,78,78,20,31,7,7,0.8,0.8
2026-03-23T1500,1352A,113.2599,23.1329,广州市,市监测站,NA,NA,NA,44,NA,24,NA,NA,102,NA,NA,23,NA,3,NA,NA
2026-03-23T1500,1353A,113.5618,23.3119,广州市,九龙镇镇龙,细颗粒物(PM2.5),60,62,51,40,29,152,152,74,74,21,38,6,6,0.5,0.5
2026-03-23T1500,1354A,113.2764,23.1544,广州市,麓湖,臭氧1小时(O3_1h),64,66,44,40,26,171,171,90,90,15,25,3,4,0.7,0.8
2026-03-23T1500,2846A,113.3209,23.1323,广州市,体育西,颗粒物(PM10),57,59,47,35,26,159,159,88,88,19,26,6,7,0.8,0.8
2026-03-23T1500,4295A,113.2722,35.2121,焦作市,人民路3066号,细颗粒物(PM2.5),121,147,113,83,40,128,128,84,84,17,22,13,11,0.4,0.3
2026-03-23T1500,1708A,116.3701,23.5345,揭阳市,新兴,颗粒物(PM10),52,52,58,26,38,154,154,108,108,13,25,8,10,0.8,1
2026-03-23T1500,1709A,116.3261,23.5442,揭阳市,西马,NA,NA,53,61,26,38,160,160,116,116,15,21,NA,9,NA,1
2026-03-23T1500,1710A,116.361,23.5627,揭阳市,东兴,颗粒物(PM10),63,68,65,27,41,166,166,120,120,12,24,6,9,/,/
2026-03-23T1500,1711A,116.4151,23.5295,揭阳市,渔湖,臭氧1小时(O3_1h),80,45,58,25,44,184,184,134,134,10,22,5,6,/,/
2026-03-23T1500,3320A,116.4028,23.5699,揭阳市,曲溪,臭氧1小时(O3_1h),69,42,56,22,38,175,175,129,129,10,20,6,11,0.6,0.9
2026-03-23T1500,1944A,102.1691,38.5166,金昌市,天庆家园,颗粒物(PM10),60,63,132,9,42,112,112,99,99,1,7,3,2,0.6,0.7
2026-03-23T1500,4022A,102.1648,38.5369,金昌市,金川区人防中心,NA,NA,73,142,18,45,106,106,92,92,NA,11,6,7,0.3,0.5
2026-03-23T1500,4239A,102.193042,38.531887,金昌市,长春路96号,颗粒物(PM10),64,69,132,19,40,105,105,90,90,2,9,5,9,0.6,0.7
2026-03-23T1500,1262A,119.6478,29.0773,金华市,十五中,,34,34,49,22,30,76,76,60,60,22,32,3,4,0.7,0.8
2026-03-23T1500,1263A,119.6859,29.1032,金华市,监测站,,43,40,45,30,32,64,64,46,46,32,43,4,4,0.6,0.7
2026-03-23T1500,3659A,119.656,29.1132,金华市,气象局,,39,36,49,27,33,46,46,31,31,26,41,2,2,0.7,0.8
2026-03-23T1500,1767A,121.1114,41.0879,锦州市,南山,细颗粒物(PM2.5),103,90,150,63,133,127,127,101,101,20,44,16,14,0.6,1.2
2026-03-23T1500,1768A,121.060361,40.842794,锦州市,开发区,细颗粒物(PM2.5),169,NA,178,128,134,131,131,93,93,31,56,37,26,0.9,1.2
2026-03-23T1500,1769A,121.1836,41.1118,锦州市,百股街道,细颗粒物(PM2.5),103,88,155,63,140,131,131,94,94,20,39,18,17,0.7,1.3
2026-03-23T1500,1770A,121.1176,41.1224,锦州市,天安街道,细颗粒物(PM2.5),80,84,170,50,137,116,116,80,80,18,54,11,15,0.5,1.6
2026-03-23T1500,1771A,121.1303,41.1385,锦州市,北湖公园,细颗粒物(PM2.5),76,65,142,48,120,126,126,95,95,14,34,12,15,0.5,1.2
2026-03-23T1500,2160A,112.8496,35.5051,晋城市,自来水公司,颗粒物(PM10),72,80,100,37,21,143,143,85,85,12,19,5,6,0.3,0.4
2026-03-23T1500,2162A,112.8509,35.4886,晋城市,市环保局,颗粒物(PM10),95,113,98,47,30,140,140,82,82,7,14,6,7,0.5,0.5
2026-03-23T1500,3620A,112.8258,35.4804,晋城市,泽州一中,颗粒物(PM10),73,81,103,40,29,143,143,82,82,9,17,4,5,0.7,0.8
2026-03-23T1500,4078A,112.8246,35.5152,晋城市,前书院路,颗粒物(PM10),88,102,105,34,27,137,137,52,NA,6,17,7,7,0.6,0.8
2026-03-23T1500,4079A,112.8864,35.4773,晋城市,祥云街666号,颗粒物(PM10),90,106,87,48,32,141,141,77,77,10,17,7,8,0.5,0.4
2026-03-23T1500,2174A,112.6992,37.6984,晋中市,榆次区政府,颗粒物(PM10),53,53,55,11,19,105,105,62,62,10,27,10,10,0.5,0.5
2026-03-23T1500,2865A,112.7195,37.683,晋中市,榆次三中,,48,48,56,16,17,109,109,60,60,6,27,11,10,0.4,0.3
2026-03-23T1500,4080A,112.7375,37.7215,晋中市,广安街188号,,39,39,53,13,17,104,104,70,70,6,22,11,12,0.3,0.3
2026-03-23T1500,4200A,112.7478,37.6954,晋中市,迎宾街26号,颗粒物(PM10),51,51,52,16,18,112,112,66,66,8,23,10,10,0.5,0.4
2026-03-23T1500,2439A,112.2012,31.048,荆门市,竹园小学,细颗粒物(PM2.5),100,115,88,60,49,80,80,61,60,17,18,1,1,1.6,1.4
2026-03-23T1500,2440A,112.1968,30.9892,荆门市,掇刀,细颗粒物(PM2.5),105,110,89,65,53,80,80,74,72,16,16,4,6,0.8,0.8
2026-03-23T1500,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,24,14,16,3,7,75,75,64,64,5,9,5,5,0.4,0.4
2026-03-23T1500,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,24,21,14,3,9,75,75,68,68,6,8,3,3,0.3,0.3
2026-03-23T1500,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),102,125,125,47,64,124,124,75,75,10,25,4,3,0.7,0.9
2026-03-23T1500,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),101,122,133,53,61,122,122,75,75,11,37,5,5,0.4,0.7
2026-03-23T1500,2205A,105.699,38.8409,阿拉善盟,蒙二幼,颗粒物(PM10),85,99,66,21,16,106,106,81,81,4,6,9,8,0.5,0.5
2026-03-23T1500,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,颗粒物(PM10),73,81,61,26,14,99,99,82,82,6,6,8,8,0.3,0.4
2026-03-23T1500,2708A,88.1266,47.8515,阿勒泰地区,市站,,29,28,21,3,3,92,92,102,95,9,8,7,5,0.2,0.2
2026-03-23T1500,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,31,18,21,3,2,97,97,97,93,4,8,7,6,0.1,0.2
2026-03-23T1500,2630A,80.1171,32.4999,阿里地区,阿里监测站,,34,6,9,3,2,106,106,92,92,2,5,8,10,0.2,0.3
2026-03-23T1500,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,36,6,7,3,3,114,114,90,90,1,4,4,6,0.1,0.2
2026-03-23T1500,2644A,109.0088,32.6974,安康市,汉滨区检察院,颗粒物(PM10),78,88,65,48,31,44,44,12,12,31,25,4,4,0.7,0.6
2026-03-23T1500,4054A,109.0324,32.6913,安康市,市邮政管理局,颗粒物(PM10),83,95,80,51,38,40,40,13,13,30,30,5,11,0.9,0.9
2026-03-23T1500,2291A,117.0806,30.5181,安庆市,环科院,细颗粒物(PM2.5),100,NA,48,60,43,103,103,59,59,19,44,9,9,1.0,1
2026-03-23T1500,2292A,117.0331,30.5118,安庆市,马山宾馆,细颗粒物(PM2.5),107,NA,44,67,44,99,99,63,63,17,37,6,6,1.2,1
2026-03-23T1500,2294A,116.9897,30.6146,安庆市,安庆大学,细颗粒物(PM2.5),100,NA,50,60,38,114,114,70,70,13,28,4,4,1.0,0.9
2026-03-23T1500,3173A,117.0598,30.5351,安庆市,市人大,细颗粒物(PM2.5),94,NA,49,57,38,102,102,62,62,23,37,8,8,1.0,0.9
2026-03-23T1500,3123A,105.9408,26.2431,安顺市,凤凰山,,36,17,23,12,17,113,113,86,86,5,8,9,11,0.5,0.6
2026-03-23T1500,3124A,105.9443,26.2567,安顺市,金钟山,,33,14,19,14,19,105,105,80,80,4,6,6,9,0.5,0.6
2026-03-23T1500,3125A,105.8983,26.248,安顺市,娄家坡,,34,20,21,17,19,108,108,84,84,5,6,7,8,0.6,0.7
2026-03-23T1500,1819A,114.3552,36.1017,安阳市,红庙街,细颗粒物(PM2.5),158,160,93,120,41,104,104,67,67,35,32,8,5,0.7,0.5
2026-03-23T1500,1820A,114.361,36.0681,安阳市,银杏小区,细颗粒物(PM2.5),166,160,97,126,46,101,101,74,74,35,33,8,5,0.5,0.3
2026-03-23T1500,3141A,114.3921,36.0879,安阳市,信访局,细颗粒物(PM2.5),158,158,88,120,43,109,109,78,78,34,29,7,5,0.4,0.2
2026-03-23T1500,3669A,114.4706,36.0634,安阳市,左辅环卫站,细颗粒物(PM2.5),158,192,106,120,44,112,112,78,78,23,25,8,5,0.7,0.4
2026-03-23T1500,4117A,114.2918,36.0769,安阳市,钢三路198号,细颗粒物(PM2.5),160,218,108,122,41,100,100,64,64,37,31,9,5,0.7,0.5
2026-03-23T1500,1748A,123.0441,41.1201,鞍山市,深沟寺,细颗粒物(PM2.5),111,88,153,72,109,126,126,72,72,21,37,11,12,1.4,1.5
