site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,9,4,5,26,9,3,0.4,50,18,9,2026-06-23 21:00:00
塔山小学,丽水市,38,8,18,73,38,20,0.5,77,36,23,2026-06-23 21:00:00
龙泉环保大楼,丽水市,37,8,11,25,37,25,0.5,50,20,12,2026-06-23 21:00:00
青田中学,丽水市,50,5,27,37,50,25,0.4,45,40,24,2026-06-23 21:00:00
遂昌民政局,丽水市,23,6,20,20,23,13,0.6,51,17,8,2026-06-23 21:00:00
粮食大楼,丽水市,22,6,10,28,22,12,0.6,50,19,11,2026-06-23 21:00:00
缙云中学,丽水市,22,8,19,70,12,7,0.4,93,22,13,2026-06-23 21:00:00
遂昌中学,丽水市,21,7,16,21,21,12,0.6,44,17,8,2026-06-23 21:00:00
信访大楼,丽水市,21,7,16,65,12,8,0.5,96,22,12,2026-06-23 21:00:00
云和三中,丽水市,20,6,7,48,20,7,0.3,55,26,11,2026-06-23 21:00:00
和平水厂,丽水市,20,5,36,28,20,9,0.5,60,20,9,2026-06-23 21:00:00
松阳监测楼,丽水市,20,4,39,27,20,11,0.6,56,21,11,2026-06-23 21:00:00
景宁县政府,丽水市,18,4,9,38,18,9,0.5,54,18,11,2026-06-23 21:00:00
红星小学,丽水市,24,5,9,38,24,14,0.4,49,22,14,2026-06-23 21:00:00
云和监测楼,丽水市,13,5,16,39,12,5,0.3,57,15,10,2026-06-23 21:00:00
庆元气象局,丽水市,12,5,5,30,12,5,0.6,53,19,13,2026-06-23 21:00:00
临海环保大楼,台州市,31,7,35,42,31,18,0.6,60,17,11,2026-06-23 21:00:00
巾山实验小学,台州市,20,4,29,39,20,12,0.5,55,18,12,2026-06-23 21:00:00
之江高级中学,台州市,30,3,19,50,25,21,0.4,76,25,15,2026-06-23 21:00:00
仙居环监站,台州市,15,9,12,47,14,7,0.6,60,13,5,2026-06-23 21:00:00
心湖站,台州市,30,4,11,78,26,21,0.5,74,17,11,2026-06-23 21:00:00
温岭环监站,台州市,52,5,9,71,42,36,0.4,67,28,21,2026-06-23 21:00:00
天台实验中学,台州市,32,6,16,31,32,12,0.6,57,15,8,2026-06-23 21:00:00
楚门中心小学,台州市,27,7,11,76,27,16,0.8,84,23,14,2026-06-23 21:00:00
三门环监楼,台州市,26,5,10,79,26,13,0.5,75,--,--,2026-06-23 21:00:00
育青中学,台州市,26,6,15,30,26,16,0.7,55,16,9,2026-06-23 21:00:00
玉环环监站,台州市,26,9,3,77,26,12,0.6,77,24,13,2026-06-23 21:00:00
新生中学,台州市,14,6,10,42,13,9,0.5,58,13,7,2026-06-23 21:00:00
文化中心,嘉兴市,28,8,18,51,22,19,0.9,73,11,10,2026-06-23 21:00:00
茅盾小学,嘉兴市,22,3,26,63,17,15,0.6,80,13,8,2026-06-23 21:00:00
硖石街道,嘉兴市,--,--,24,48,25,18,0.6,61,14,10,2026-06-23 21:00:00
平湖幼儿园,嘉兴市,18,7,20,56,18,12,0.4,70,15,11,2026-06-23 21:00:00
气象观测台,嘉兴市,15,6,30,48,12,8,0.6,64,13,9,2026-06-23 21:00:00
胜利社区,嘉兴市,33,6,21,60,33,18,0.7,76,18,11,2026-06-23 21:00:00
海宁监测大楼,嘉兴市,34,5,27,50,34,20,0.4,68,18,11,2026-06-23 21:00:00
振东新六中站,嘉兴市,34,4,27,63,34,15,0.8,79,21,10,2026-06-23 21:00:00
嘉善监测大楼,嘉兴市,20,6,30,61,16,14,0.4,72,20,16,2026-06-23 21:00:00
植材小学,嘉兴市,19,3,20,59,14,12,0.6,84,15,8,2026-06-23 21:00:00
海盐商贸学校,嘉兴市,40,3,26,66,34,28,0.5,78,17,20,2026-06-23 21:00:00
陆家桥村,嘉兴市,18,6,20,56,10,9,0.5,71,14,14,2026-06-23 21:00:00
高级中学,嘉兴市,32,5,24,59,30,22,0.6,79,16,15,2026-06-23 21:00:00
宁海城南站,宁波市,56,6,22,63,56,38,0.7,74,26,17,2026-06-23 21:00:00
慈溪环保大楼,宁波市,39,4,21,72,39,18,0.7,71,27,14,2026-06-23 21:00:00
奉化教育局,宁波市,41,7,21,57,41,27,0.7,61,23,13,2026-06-23 21:00:00
钱湖水厂,宁波市,42,4,15,74,38,29,0.8,80,27,18,2026-06-23 21:00:00
文峰小学,宁波市,59,8,21,72,62,37,0.7,94,26,18,2026-06-23 21:00:00
溪口政府大楼,宁波市,60,4,18,51,64,39,0.5,68,28,16,2026-06-23 21:00:00
慈溪实验小学,宁波市,33,5,19,75,33,21,0.6,73,22,13,2026-06-23 21:00:00
石浦新港小学,宁波市,50,9,14,91,50,34,0.5,104,25,17,2026-06-23 21:00:00
龙山公园,宁波市,17,4,21,54,17,11,0.7,78,24,17,2026-06-23 21:00:00
宁海水利局,宁波市,78,5,23,60,89,48,0.7,71,31,--,2026-06-23 21:00:00
大桥市场,宁波市,72,6,27,76,57,46,0.7,76,29,20,2026-06-23 21:00:00
姚江小学,宁波市,18,5,21,57,13,9,0.7,80,19,13,2026-06-23 21:00:00
建德监测大楼,杭州市,16,7,15,51,14,7,0.6,52,16,7,2026-06-23 21:00:00
第二中学,杭州市,23,4,14,72,17,10,0.6,75,15,8,2026-06-23 21:00:00
