timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-18T1800,4077A,113.588,37.8712,阳泉市,宁波路,,29,22,63,9,20,91,91,93,93,10,18,5,10,0.3,0.4
2026-03-18T1800,2252A,128.8663,47.7199,伊春市,环保局,,24,24,39,16,28,75,75,83,77,13,9,5,5,0.4,0.5
2026-03-18T1800,2253A,128.9014,47.732,伊春市,电力嘉园,,28,28,50,18,30,79,79,80,76,6,10,7,8,0.4,0.4
2026-03-18T1800,3342A,128.7948,47.7291,伊春市,中心小学,,25,25,37,16,28,78,78,80,80,9,9,4,4,0.3,0.4
2026-03-18T1800,3343A,128.6736,47.729,伊春市,检察院,,32,32,43,18,24,78,78,75,75,3,9,8,8,0.5,0.5
2026-03-18T1800,4284A,128.8325,47.8447,伊春市,永安路4-1号,,27,NA,32,17,25,86,86,92,84,4,7,6,10,0.4,0.4
2026-03-18T1800,2704A,81.3002,43.9177,伊犁哈萨克自治州,新政府片区,颗粒物(PM10),58,60,62,23,29,97,97,74,74,12,15,10,7,0.3,0.5
2026-03-18T1800,2705A,81.3364,43.9409,伊犁哈萨克自治州,第二水厂,颗粒物(PM10),54,55,66,24,25,97,97,76,76,11,16,10,7,0.3,0.4
2026-03-18T1800,4273A,81.2737,43.9337,伊犁哈萨克自治州,安徽路800号,颗粒物(PM10),53,54,55,25,26,100,100,78,78,11,13,10,8,0.4,0.5
2026-03-18T1800,1883A,104.6204,28.7728,宜宾市,市委,NA,NA,17,25,8,16,73,73,74,74,14,15,NA,6,0.7,0.8
2026-03-18T1800,1884A,104.6056,28.7931,宜宾市,宜宾四中,,22,19,23,12,16,68,68,76,76,24,15,5,5,0.7,0.7
2026-03-18T1800,1886A,104.5743,28.7199,宜宾市,黄金嘴,,29,29,22,17,16,81,81,79,79,18,15,9,8,0.6,0.7
2026-03-18T1800,3728A,104.6701,28.8053,宜宾市,白酒学院,,26,17,22,8,15,83,83,78,78,12,16,6,6,0.6,0.7
2026-03-18T1800,4149A,104.6146,28.7422,宜宾市,宜宾市职业技术学校,,23,15,21,11,19,73,73,74,74,18,14,6,6,0.6,0.6
2026-03-18T1800,1840A,111.2991,30.6981,宜昌市,白龙岗,,39,34,21,27,18,79,79,51,51,22,28,4,2,0.5,0.7
2026-03-18T1800,1842A,111.263451,30.696754,宜昌市,点军区,,28,28,18,16,10,75,75,45,45,27,24,6,6,0.4,0.6
2026-03-18T1800,1843A,111.3276,30.782,宜昌市,夷陵区,NA,NA,27,25,20,19,NA,NA,50,50,20,22,7,7,0.6,0.8
2026-03-18T1800,3546A,111.4606,30.5519,宜昌市,猇亭区张家湾站,,44,44,29,23,14,84,84,60,60,24,24,10,11,0.5,0.6
2026-03-18T1800,4203A,111.3168,30.7203,宜昌市,西陵二路116号,,30,26,22,16,15,94,94,65,65,11,22,7,6,0.5,0.8
2026-03-18T1800,4204A,111.3526,30.6374,宜昌市,沈家店路6号,,32,32,18,16,10,72,72,50,50,22,25,8,7,0.4,0.5
2026-03-18T1800,2373A,114.3954,27.7843,宜春市,市石油公司,,16,16,41,8,32,36,36,29,29,22,23,6,9,1.1,1.3
2026-03-18T1800,2374A,114.37,27.7916,宜春市,市气象局,NA,NA,NA,43,NA,29,34,34,26,26,NA,23,NA,9,1.1,1.3
2026-03-18T1800,2375A,114.401,27.8059,宜春市,市广电局,,20,18,40,14,30,35,35,30,30,27,26,7,8,0.9,1
2026-03-18T1800,3151A,114.375,27.8096,宜春市,宜春学院北校区,,25,18,39,17,29,34,34,29,29,25,25,7,9,1.2,1.4
2026-03-18T1800,2468A,112.3458,28.581,益阳市,市环保局,,30,26,23,20,20,95,95,84,84,15,12,5,4,0.7,0.8
2026-03-18T1800,4181A,112.3571,28.5588,益阳市,龙洲站,,31,30,27,20,17,99,99,87,87,11,13,6,5,0.7,0.8
2026-03-18T1800,4187A,112.3425,28.611,益阳市,幸福渠东路223号,,31,25,26,20,21,97,97,84,84,14,15,4,4,0.6,0.8
2026-03-18T1800,4188A,112.3712,28.5764,益阳市,益鑫泰路85号,,32,24,20,22,18,91,91,85,85,14,12,4,4,0.8,0.9
2026-03-18T1800,1489A,106.1361,38.5039,银川市,学院路,颗粒物(PM10),66,72,128,11,22,100,100,83,83,17,17,6,5,0.4,0.3
2026-03-18T1800,2924A,106.2266,38.4417,银川市,水乡路,颗粒物(PM10),68,74,122,22,26,107,107,94,94,20,13,11,7,0.4,0.3
2026-03-18T1800,2925A,106.2758,38.4841,银川市,上海东路,,49,49,109,16,23,106,106,91,91,14,9,9,4,0.3,0.3
2026-03-18T1800,2926A,106.1016,38.4971,银川市,文昌北街,颗粒物(PM10),57,59,133,15,23,104,104,84,84,15,14,7,6,0.2,0.3
2026-03-18T1800,3523A,106.5105,38.3857,银川市,滨河新区,,43,43,139,8,20,97,97,89,89,11,10,9,10,0.4,0.4
2026-03-18T1800,4242A,106.226373,38.491976,银川市,广场西路,颗粒物(PM10),59,62,131,14,17,119,119,104,104,11,8,7,5,0.7,0.6
2026-03-18T1800,2358A,117.0561,28.2641,鹰潭市,新监测站,,12,8,22,3,26,21,21,51,40,23,12,4,4,0.9,0.8
2026-03-18T1800,2359A,117.0312,28.2474,鹰潭市,财苑宾馆,,12,8,23,8,24,29,29,47,36,14,11,4,6,/,/
2026-03-18T1800,2360A,117.0221,28.2263,鹰潭市,体育馆,,9,NA,21,6,25,21,21,40,33,7,6,4,6,0.8,0.8
2026-03-18T1800,1597A,122.2704,40.7093,营口市,大庆路,,30,21,49,8,28,93,93,94,94,14,17,2,6,0.2,0.3
2026-03-18T1800,1598A,122.215,40.6511,营口市,镜湖西路,,30,24,59,8,33,94,94,92,92,12,14,3,5,0,0.6
2026-03-18T1800,1599A,122.1667,40.665,营口市,西炮台,,32,16,42,7,28,100,100,87,87,10,15,7,7,0.5,0.5
2026-03-18T1800,3379A,122.1122,40.2275,营口市,鲅鱼圈市民活动中心,,36,36,53,6,20,82,82,80,80,22,20,8,8,0.8,0.8
2026-03-18T1800,3866A,122.2469,40.663,营口市,三高中,,31,31,57,7,26,85,85,86,85,13,15,4,4,0.2,0.4
2026-03-18T1800,4006A,122.3622,40.6762,营口市,老边实验小学,,34,34,56,9,30,84,84,93,93,28,28,13,10,0.9,0.7
2026-03-18T1800,2478A,111.6126,26.4266,永州市,市环境监测站,,19,13,26,9,18,58,58,55,55,16,19,3,3,0.5,0.6
2026-03-18T1800,2480A,111.6248,26.3803,永州市,永州市环保局,,18,11,28,8,22,57,57,58,58,11,16,4,4,0.7,0.9
2026-03-18T1800,2481A,111.5989,26.4523,永州市,冷水滩区环保局,,20,8,27,3,14,64,64,62,62,12,16,4,4,0.9,1
2026-03-18T1800,4299A,111.6195,26.2253,永州市,徐家井路86号,,24,6,30,3,21,74,74,72,72,13,18,4,4,0.7,0.9
2026-03-18T1800,2639A,109.7445,38.2919,榆林市,世纪广场,,34,34,86,10,14,78,78,82,82,23,16,8,4,0.4,0.2
2026-03-18T1800,2640A,109.729,38.2837,榆林市,实验中学,,36,36,104,10,15,72,72,78,78,26,14,9,5,0.7,0.5
2026-03-18T1800,2641A,109.7347,38.2491,榆林市,环保监测大楼,,26,26,91,3,8,79,79,80,80,22,13,8,5,0.5,0.3
2026-03-18T1800,2511A,110.1433,22.6162,玉林市,南江一中,,42,42,35,23,18,73,73,66,66,7,13,6,12,0.6,0.6
2026-03-18T1800,3532A,110.1951,22.6832,玉林市,玉林师范学院东校区,,36,36,35,22,18,90,90,77,77,9,12,6,13,0.4,0.4
2026-03-18T1800,3533A,110.0527,22.5894,玉林市,福绵环保局,NA,NA,32,34,24,19,78,78,77,77,NA,11,NA,9,0.5,0.4
2026-03-18T1800,4255A,110.16795,22.640993,玉林市,人民东路196号,NA,NA,36,34,29,19,82,82,71,71,7,8,NA,10,0.4,0.4
2026-03-18T1800,2675A,97.0386,33.0138,玉树藏族自治州,玉树县结古镇,,45,16,25,3,9,143,143,129,129,3,18,9,12,0.3,0.5
