timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-18T1100,1341A,113.002,28.1944,长沙市,火车新站,,18,NA,18,12,14,57,57,47,47,13,16,2,3,0.7,0.7
2026-03-18T1100,1342A,112.9846,28.1177,长沙市,天心区环保局,,19,15,21,11,18,58,58,48,48,21,24,5,5,0.7,0.8
2026-03-18T1100,1343A,112.8906,28.1307,长沙市,湖南中医药大学,,24,24,19,13,13,63,63,52,52,9,10,5,5,0.7,0.8
2026-03-18T1100,1727A,113.1146,36.1547,长治市,清华站,颗粒物(PM10),51,51,64,10,37,79,79,56,56,11,20,8,9,0.3,0.7
2026-03-18T1100,1730A,113.0887,36.2126,长治市,审计局,,45,45,62,3,43,76,76,56,56,8,19,9,11,0.4,0.7
2026-03-18T1100,1731A,113.0845,36.1856,长治市,长治八中,颗粒物(PM10),54,55,71,7,44,76,76,57,57,7,16,10,12,0.3,0.7
2026-03-18T1100,2845A,113.1561,36.1912,长治市,德盛苑,,47,47,66,3,44,85,85,58,58,10,18,12,12,0.4,0.7
2026-03-18T1100,3568A,113.0603,36.0464,长治市,向阳小学,NA,NA,77,81,3,36,NA,NA,48,48,10,25,9,11,0.3,0.7
2026-03-18T1100,3569A,112.8788,36.315,长治市,屯留一中,,43,43,69,3,34,82,82,61,61,11,25,6,6,0.2,0.6
2026-03-18T1100,4189A,113.113092,36.199482,长治市,英华南巷50号,颗粒物(PM10),68,74,70,8,43,81,81,56,56,11,21,9,12,0.5,0.7
2026-03-18T1100,4190A,113.23666,36.33435,长治市,学府街1号,,43,43,73,3,45,76,76,51,51,13,21,7,6,0.3,0.8
2026-03-18T1100,1854A,111.696,28.9725,常德市,市二中,,26,26,27,13,16,68,68,54,54,11,13,6,6,0.9,1
2026-03-18T1100,3138A,111.7152,29.0288,常德市,武陵区永安,,33,23,18,23,19,69,69,56,56,19,18,4,3,0.9,0.9
2026-03-18T1100,3139A,111.6891,28.9881,常德市,鼎城区玉霞,,22,18,22,14,18,69,69,53,53,16,18,7,6,0.8,0.9
2026-03-18T1100,3140A,111.6651,29.0526,常德市,武陵区长庚,,26,26,19,16,19,68,68,57,57,15,14,8,6,1.0,1
2026-03-18T1100,1196A,119.9524,31.7586,常州市,市监测站,,46,46,72,29,42,62,62,35,35,19,37,7,8,0.7,0.8
2026-03-18T1100,1200A,119.9351,31.703,常州市,武进监测站,,40,40,64,21,37,65,65,37,37,18,30,7,7,0.5,0.6
2026-03-18T1100,3002A,119.9701,31.813,常州市,行政中心,,48,48,60,25,37,56,56,33,33,29,41,5,5,0.5,0.5
2026-03-18T1100,3003A,120.0434,31.7726,常州市,经开区,,44,44,76,22,36,62,62,38,38,20,35,7,8,0.8,0.9
2026-03-18T1100,3010A,119.8919,31.7892,常州市,钟楼,,44,44,60,26,34,65,65,36,36,25,38,6,6,0.5,0.6
2026-03-18T1100,3429A,119.8595,31.706,常州市,武进经发区,,40,29,46,28,38,64,64,36,36,20,35,7,7,0.7,0.8
2026-03-18T1100,3430A,119.5812,31.7256,常州市,金坛城区,,43,NA,34,30,37,72,72,42,42,10,26,7,7,0.6,0.7
2026-03-18T1100,4089A,119.9551,31.863,常州市,崇义南街5-H号,,38,37,49,26,37,59,59,38,38,20,34,4,4,0.6,0.7
2026-03-18T1100,2220A,120.4318,41.588,朝阳市,西梁,,28,17,56,3,31,87,87,81,81,6,12,4,8,0.3,0.5
2026-03-18T1100,2221A,120.452,41.565,朝阳市,河畔小区,,29,24,50,3,27,90,90,86,86,10,14,7,9,0.3,0.5
2026-03-18T1100,2222A,120.4176,41.5648,朝阳市,八里堡,NA,NA,24,54,3,30,87,87,79,79,NA,16,5,8,0.4,0.5
2026-03-18T1100,3026A,116.6179,23.6608,潮州市,市政府,颗粒物(PM10),76,86,58,25,32,102,102,35,35,15,18,12,7,0.6,0.5
2026-03-18T1100,4036A,116.646,23.676,潮州市,金山,NA,NA,48,43,19,25,91,91,35,35,8,13,NA,4,0.6,0.5
2026-03-18T1100,2473A,113.0116,25.8228,郴州市,市职中,,34,34,52,20,31,13,13,16,14,17,17,2,4,0.8,0.7
2026-03-18T1100,2475A,113.0381,25.8074,郴州市,市审计局,,43,43,46,18,31,10,10,22,11,12,13,4,5,/,/
2026-03-18T1100,2476A,113.0348,25.7757,郴州市,市环保局,颗粒物(PM10),58,60,54,26,31,13,13,24,15,19,19,5,6,0.7,0.5
2026-03-18T1100,4252A,113.0138,25.8011,郴州市,好美居路49号,NA,NA,16,38,NA,36,18,18,28,18,17,18,4,5,/,/
2026-03-18T1100,1431A,103.9727,30.7242,成都市,金泉两河,NA,NA,42,20,15,13,NA,NA,32,32,NA,18,NA,2,0.3,0.4
2026-03-18T1100,1432A,104.1423,30.6765,成都市,十里店,,45,45,22,16,14,46,46,37,37,28,18,4,4,0.5,0.5
2026-03-18T1100,1433A,104.0594,30.5765,成都市,三瓦窑,,44,44,27,22,19,40,40,28,28,31,24,2,2,0.7,0.7
2026-03-18T1100,3474A,114.2616,35.6824,鹤壁市,大新区,颗粒物(PM10),81,93,80,36,79,61,61,43,43,13,25,4,5,0.5,0.9
2026-03-18T1100,3596A,114.1573,35.9607,鹤壁市,南山宾馆,颗粒物(PM10),66,72,104,12,71,71,71,59,59,5,14,6,8,0.2,0.5
2026-03-18T1100,2244A,130.2537,47.3416,鹤岗市,哈啤分公司,细颗粒物(PM2.5),66,45,26,43,17,46,46,65,56,20,14,14,13,0.5,0.4
