timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-04-10T1000,4164A,87.2057,43.9289,昌吉回族自治州,财政所,颗粒物(PM10),252,386,144,40,20,51,51,52,52,11,10,7,7,0.2,0.3
2026-04-10T1000,1120A,125.2874,43.9024,长春市,客车厂,细颗粒物(PM2.5),74,NA,57,47,54,49,49,55,53,36,36,8,8,0.6,0.6
2026-04-10T1000,1121A,125.2943,43.8508,长春市,邮电学院,细颗粒物(PM2.5),60,NA,59,40,54,61,61,57,57,28,26,9,9,0.4,0.6
2026-04-10T1000,1122A,125.3648,43.8745,长春市,劳动公园,细颗粒物(PM2.5),76,NA,63,48,54,55,55,50,50,26,30,8,8,0.8,0.8
2026-04-10T1000,1123A,125.3233,43.8781,长春市,园林处,细颗粒物(PM2.5),56,NA,58,38,53,63,63,62,62,24,27,7,8,0.5,0.6
2026-04-10T1000,1124A,125.4604,43.7904,长春市,净月潭,细颗粒物(PM2.5),66,NA,51,43,43,66,66,60,59,15,17,7,9,0.5,0.6
2026-04-10T1000,1126A,125.38,43.8422,长春市,经开区环卫处,细颗粒物(PM2.5),90,62,63,55,55,49,49,49,49,30,31,6,7,0.7,0.7
2026-04-10T1000,1127A,125.234,43.7761,长春市,高新区管委会,细颗粒物(PM2.5),58,NA,58,39,54,56,56,51,51,34,33,11,9,0.8,0.8
2026-04-10T1000,1128A,125.1695,43.83,长春市,岱山公园,NA,NA,NA,59,59,58,NA,NA,48,48,44,43,6,6,0.5,0.5
2026-04-10T1000,4281A,125.334645,43.916281,长春市,北亚泰大街1068号,细颗粒物(PM2.5),64,NA,69,42,54,69,69,60,60,21,33,9,9,0.5,0.6
2026-04-10T1000,1335A,113.082,28.2421,长沙市,经开区环保局,,36,28,42,25,25,34,34,30,29,10,10,3,4,0.6,0.6
2026-04-10T1000,1336A,112.8873,28.2202,长沙市,高开区环保局,,45,35,42,31,28,39,39,30,30,11,5,6,6,0.7,0.6
2026-04-10T1000,1337A,113.0785,28.2012,长沙市,马坡岭,,42,38,43,29,29,46,46,29,28,9,6,6,5,0.8,0.8
2026-04-10T1000,1338A,112.9448,28.1894,长沙市,湖南师范大学,细颗粒物(PM2.5),56,42,50,38,26,35,35,34,32,17,7,4,5,0.9,0.7
2026-04-10T1000,1339A,113.0177,28.1322,长沙市,雨花区环保局,,43,39,39,30,27,41,41,38,32,11,5,3,4,0.9,0.8
2026-04-10T1000,1340A,112.9795,28.2593,长沙市,伍家岭,,39,38,48,27,26,25,25,28,27,18,11,3,3,0.5,0.4
2026-04-10T1000,1341A,113.002,28.1944,长沙市,火车新站,细颗粒物(PM2.5),54,38,42,37,28,27,27,31,27,20,7,3,4,0.7,0.6
2026-04-10T1000,1342A,112.9846,28.1177,长沙市,天心区环保局,细颗粒物(PM2.5),58,NA,42,39,29,50,50,39,36,13,8,5,5,0.8,0.7
2026-04-10T1000,1343A,112.8906,28.1307,长沙市,湖南中医药大学,,48,48,42,33,27,33,33,29,28,16,8,5,5,0.9,0.7
