timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-17T1200,1934A,107.1172,34.3759,宝鸡市,技工学校,NA,NA,NA,59,21,40,NA,NA,42,41,12,18,3,3,0.8,0.7
2026-03-17T1200,1936A,107.2025,34.3518,宝鸡市,文理学院,,23,NA,58,16,42,38,38,34,34,21,17,4,4,0.6,0.5
2026-03-17T1200,1937A,107.2396,34.3626,宝鸡市,三迪小学,,23,16,58,16,39,46,46,40,40,25,18,4,4,0.6,0.6
2026-03-17T1200,4155A,107.1721,34.3558,宝鸡市,滨河北路,,25,21,70,17,38,44,44,37,37,20,16,5,5,0.6,0.5
2026-03-17T1200,4308A,107.3898,34.3601,宝鸡市,陈仓区北开路21号,,25,NA,57,17,37,50,50,39,39,23,20,6,6,0.5,0.5
2026-03-17T1200,1051A,115.4803,38.8568,保定市,游泳馆,细颗粒物(PM2.5),202,NA,99,152,92,81,81,53,47,30,30,11,8,0.6,0.6
2026-03-17T1200,1052A,115.509,38.8895,保定市,华电二区,细颗粒物(PM2.5),168,128,90,127,81,81,81,60,53,22,20,7,4,0.7,0.5
2026-03-17T1200,1053A,115.4588,38.9037,保定市,接待中心,细颗粒物(PM2.5),169,131,95,128,83,82,82,54,54,27,23,6,5,0.6,0.4
2026-03-17T1200,1054A,115.4484,38.8344,保定市,地表水厂,细颗粒物(PM2.5),172,152,112,130,83,78,78,45,45,31,31,8,7,0.6,0.5
2026-03-17T1200,3581A,115.3136,38.9511,保定市,满城区生态环境分局,细颗粒物(PM2.5),149,151,113,113,77,89,89,44,44,24,28,10,7,0.7,0.5
2026-03-17T1200,3582A,115.4709,38.7628,保定市,清苑区第二中学,细颗粒物(PM2.5),152,144,118,116,85,81,81,38,38,23,34,8,7,0.6,0.5
2026-03-17T1200,3583A,115.6231,39.0223,保定市,徐水物探局,细颗粒物(PM2.5),201,185,123,151,87,80,80,49,49,24,29,5,4,0.7,0.6
2026-03-17T1200,4004A,115.4199,38.8665,保定市,双鹰农机,细颗粒物(PM2.5),185,184,118,139,89,83,83,53,53,30,28,6,5,0.7,0.5
2026-03-17T1200,4034A,115.515,38.8589,保定市,植保所站,细颗粒物(PM2.5),156,142,112,119,97,77,77,50,44,27,30,5,3,0.6,0.5
2026-03-17T1200,2594A,99.1589,25.1137,保山市,市环境监测站,,46,36,31,32,26,115,115,81,81,8,9,12,12,0.2,0.2
2026-03-17T1200,2595A,99.1616,25.1381,保山市,市环保局,细颗粒物(PM2.5),54,43,35,37,30,115,115,83,83,7,6,5,5,0.5,0.5
2026-03-17T1200,1867A,109.1435,21.4085,北海市,海滩公园,,35,35,37,8,14,96,96,94,94,6,8,8,8,0.6,0.6
2026-03-17T1200,1868A,109.0983,21.466,北海市,新市环保局,,34,34,32,8,13,85,85,88,86,6,8,7,7,0.5,0.5
2026-03-17T1200,1869A,109.1775,21.5232,北海市,北海工业园,,38,38,42,7,16,88,88,86,84,4,4,6,6,0.5,0.4
2026-03-17T1200,3400A,109.1844,21.4396,北海市,龙潭自来水厂,,34,34,31,16,11,91,91,89,87,1,2,5,6,0.3,0.3
2026-03-17T1200,1001A,116.3611,39.8786,北京市,万寿西宫,细颗粒物(PM2.5),169,169,110,128,78,52,52,32,22,53,40,6,4,1.1,0.7
2026-03-17T1200,1003A,116.4174,39.9289,北京市,东四,细颗粒物(PM2.5),176,178,111,133,80,59,59,26,22,45,39,9,8,1.0,0.7
2026-03-17T1200,1004A,116.4073,39.8858,北京市,天坛,细颗粒物(PM2.5),172,177,106,130,73,51,51,24,20,51,38,5,4,1.4,1.1
