site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元气象局,丽水市,22,4,6,69,6,5,0.4,62,6,4,2026-04-30 12:00:00
信访大楼,丽水市,33,7,10,105,10,6,0.5,93,6,7,2026-04-30 12:00:00
庆元监测楼,丽水市,--,6,7,68,--,3,0.5,60,5,3,2026-04-30 12:00:00
和平水厂,丽水市,34,9,13,106,11,5,0.4,86,9,5,2026-04-30 12:00:00
青田中学,丽水市,34,4,5,107,10,6,0.4,87,7,3,2026-04-30 12:00:00
景宁县政府,丽水市,29,4,6,90,14,8,0.5,80,6,4,2026-04-30 12:00:00
塔山小学,丽水市,35,6,5,109,11,7,0.3,94,7,5,2026-04-30 12:00:00
遂昌中学,丽水市,32,5,6,100,5,4,0.3,82,4,--,2026-04-30 12:00:00
云和三中,丽水市,29,7,7,92,3,4,0.3,75,5,4,2026-04-30 12:00:00
红星小学,丽水市,28,5,7,89,8,5,0.5,80,4,3,2026-04-30 12:00:00
缙云中学,丽水市,--,6,26,82,--,--,0.5,76,9,4,2026-04-30 12:00:00
遂昌民政局,丽水市,--,4,5,85,5,3,--,87,2,2,2026-04-30 12:00:00
龙泉环保大楼,丽水市,26,7,5,83,5,4,0.4,63,4,2,2026-04-30 12:00:00
云和监测楼,丽水市,26,7,9,81,11,8,0.4,65,5,4,2026-04-30 12:00:00
粮食大楼,丽水市,28,8,7,88,6,4,0.4,66,4,3,2026-04-30 12:00:00
松阳监测楼,丽水市,35,9,12,110,8,8,0.5,82,8,7,2026-04-30 12:00:00
天台实验中学,台州市,32,5,14,101,22,20,0.4,88,10,8,2026-04-30 12:00:00
育青中学,台州市,32,4,14,99,23,22,0.3,87,11,9,2026-04-30 12:00:00
玉环环监站,台州市,34,9,9,107,11,6,0.5,89,5,--,2026-04-30 12:00:00
新生中学,台州市,32,5,10,100,13,9,0.4,85,7,4,2026-04-30 12:00:00
之江高级中学,台州市,34,3,6,106,19,13,0.4,88,3,4,2026-04-30 12:00:00
温岭环监站,台州市,31,5,12,97,15,7,0.3,80,6,5,2026-04-30 12:00:00
楚门中心小学,台州市,35,4,14,111,16,8,0.5,93,4,3,2026-04-30 12:00:00
临海环保大楼,台州市,33,5,11,105,18,14,0.3,94,8,6,2026-04-30 12:00:00
三门环监楼,台州市,30,5,10,93,19,19,0.5,87,8,6,2026-04-30 12:00:00
心湖站,台州市,30,5,7,96,21,17,0.4,82,8,5,2026-04-30 12:00:00
仙居环监站,台州市,29,8,10,90,21,5,0.4,85,6,3,2026-04-30 12:00:00
巾山实验小学,台州市,37,3,10,117,17,10,0.3,96,9,6,2026-04-30 12:00:00
文化中心,嘉兴市,37,11,8,118,29,23,0.6,70,21,20,2026-04-30 12:00:00
平湖幼儿园,嘉兴市,38,9,14,121,35,25,0.4,72,27,23,2026-04-30 12:00:00
振东新六中站,嘉兴市,38,6,13,120,32,26,0.6,96,27,21,2026-04-30 12:00:00
硖石街道,嘉兴市,35,8,11,110,26,20,0.3,70,21,17,2026-04-30 12:00:00
海宁监测大楼,嘉兴市,39,6,6,124,30,20,0.3,78,30,18,2026-04-30 12:00:00
嘉善监测大楼,嘉兴市,39,8,9,117,36,27,0.2,74,33,25,2026-04-30 12:00:00
茅盾小学,嘉兴市,39,6,12,123,35,24,0.5,75,24,20,2026-04-30 12:00:00
海盐商贸学校,嘉兴市,39,5,9,124,35,23,0.3,82,33,21,2026-04-30 12:00:00
陆家桥村,嘉兴市,40,10,13,119,31,28,0.5,68,26,26,2026-04-30 12:00:00
植材小学,嘉兴市,42,9,7,132,28,24,0.6,77,21,16,2026-04-30 12:00:00
气象观测台,嘉兴市,--,9,--,123,--,--,0.4,66,37,26,2026-04-30 12:00:00
高级中学,嘉兴市,38,6,9,119,29,22,0.4,85,27,21,2026-04-30 12:00:00
胜利社区,嘉兴市,--,7,9,121,27,23,--,68,25,23,2026-04-30 12:00:00
大桥市场,宁波市,43,5,16,109,34,30,0.4,98,17,13,2026-04-30 12:00:00
文峰小学,宁波市,32,7,15,102,32,22,0.5,86,13,10,2026-04-30 12:00:00
宁海水利局,宁波市,35,5,14,110,26,19,0.3,104,12,8,2026-04-30 12:00:00
姚江小学,宁波市,40,7,17,128,28,23,0.5,89,18,16,2026-04-30 12:00:00
溪口政府大楼,宁波市,38,4,13,100,34,26,0.3,90,12,10,2026-04-30 12:00:00
钱湖水厂,宁波市,38,4,12,119,34,23,0.5,90,19,13,2026-04-30 12:00:00
慈溪实验小学,宁波市,48,5,15,132,38,33,0.5,93,23,19,2026-04-30 12:00:00
宁海城南站,宁波市,43,5,11,113,40,30,0.4,103,10,7,2026-04-30 12:00:00
奉化教育局,宁波市,58,7,13,110,40,39,0.3,98,16,13,2026-04-30 12:00:00
石浦新港小学,宁波市,34,5,14,108,29,18,0.5,104,10,5,2026-04-30 12:00:00
龙山公园,宁波市,37,5,14,116,28,24,0.5,81,21,19,2026-04-30 12:00:00
慈溪环保大楼,宁波市,49,5,17,132,35,34,0.6,94,24,20,2026-04-30 12:00:00
建德监测大楼,杭州市,32,7,2,102,14,9,0.5,70,10,7,2026-04-30 12:00:00
桐庐江北,杭州市,39,5,8,122,30,23,0.5,95,14,12,2026-04-30 12:00:00
海辰小学,杭州市,41,7,14,129,32,17,0.2,89,21,15,2026-04-30 12:00:00
淳安环保大楼,杭州市,34,10,4,106,16,9,0.4,85,8,7,2026-04-30 12:00:00
老年活动中心,杭州市,36,12,3,113,17,12,0.2,96,9,6,2026-04-30 12:00:00
第二中学,杭州市,36,4,4,115,12,10,0.4,82,11,10,2026-04-30 12:00:00
桐庐江南,杭州市,39,6,6,124,28,22,0.6,92,14,12,2026-04-30 12:00:00
平阳监测站,温州市,33,9,4,105,6,10,0.5,77,6,4,2026-04-30 12:00:00
苍南中学,温州市,31,7,8,98,7,4,0.4,68,9,5,2026-04-30 12:00:00
罗阳,温州市,31,6,7,97,13,9,0.4,79,--,--,2026-04-30 12:00:00
瓯北,温州市,30,7,15,95,12,6,0.4,72,10,6,2026-04-30 12:00:00
上塘,温州市,31,5,6,97,6,2,0.4,79,7,3,2026-04-30 12:00:00
乐成,温州市,29,5,13,91,15,8,0.4,68,8,--,2026-04-30 12:00:00
文成中学,温州市,--,7,4,99,4,--,0.2,83,4,--,2026-04-30 12:00:00
灵溪,温州市,28,9,1,89,10,4,0.4,63,19,5,2026-04-30 12:00:00
泰顺实验中学,温州市,27,5,4,86,6,2,0.3,70,--,--,2026-04-30 12:00:00
安阳新区,温州市,33,10,8,105,10,4,0.3,83,5,4,2026-04-30 12:00:00
龙港实验中学,温州市,36,8,9,115,9,6,0.3,82,6,3,2026-04-30 12:00:00
大峃,温州市,31,3,4,98,6,3,0.3,81,3,2,2026-04-30 12:00:00
平阳县政府,温州市,36,6,7,113,14,11,0.6,83,7,4,2026-04-30 12:00:00
洞头气象局,温州市,33,7,9,105,7,5,0.5,88,7,--,2026-04-30 12:00:00
龙港,温州市,32,8,14,102,12,7,0.3,73,8,4,2026-04-30 12:00:00
花园桥,温州市,32,7,9,101,15,5,0.3,82,5,2,2026-04-30 12:00:00
柳市,温州市,32,4,12,102,18,7,0.3,96,7,3,2026-04-30 12:00:00
职教中心,湖州市,35,7,11,104,32,24,0.5,64,29,13,2026-04-30 12:00:00
安吉实验小学,湖州市,38,8,10,121,24,15,0.4,84,22,16,2026-04-30 12:00:00
安吉城东,湖州市,38,6,6,121,20,17,0.3,85,14,13,2026-04-30 12:00:00
地信科创园,湖州市,38,7,11,120,25,11,0.2,77,32,13,2026-04-30 12:00:00
