site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
景宁县政府,丽水市,--,4,6,75,2,--,0.4,76,12,9,2026-04-30
红星小学,丽水市,24,5,6,75,3,1,0.4,81,15,9,2026-04-30
塔山小学,丽水市,24,5,17,74,5,3,0.3,78,29,15,2026-04-30
和平水厂,丽水市,24,6,19,76,16,9,0.4,90,17,8,2026-04-30
庆元气象局,丽水市,25,4,5,79,2,2,0.2,68,19,12,2026-04-30
信访大楼,丽水市,30,7,9,96,4,7,0.4,96,12,8,2026-04-30
粮食大楼,丽水市,21,8,7,67,2,1,0.3,76,21,8,2026-04-30
云和三中,丽水市,23,7,12,73,5,4,0.2,81,17,10,2026-04-30
青田中学,丽水市,21,3,13,67,3,1,0.4,70,25,14,2026-04-30
缙云中学,丽水市,26,5,13,81,7,3,0.5,74,14,6,2026-04-30
遂昌民政局,丽水市,21,4,9,67,2,2,0.3,74,10,7,2026-04-30
云和监测楼,丽水市,18,6,10,57,4,3,0.3,72,16,9,2026-04-30
遂昌中学,丽水市,--,4,11,55,3,--,0.3,72,13,--,2026-04-30
庆元监测楼,丽水市,18,6,5,56,3,1,0.4,60,16,9,2026-04-30
松阳监测楼,丽水市,23,4,20,71,10,8,0.4,83,18,11,2026-04-30
龙泉环保大楼,丽水市,--,7,5,73,2,--,0.4,75,15,8,2026-04-30
天台实验中学,台州市,29,5,12,91,5,5,0.4,84,10,8,2026-04-30
玉环环监站,台州市,30,9,10,96,5,2,0.3,97,12,6,2026-04-30
育青中学,台州市,30,4,12,93,3,3,0.3,85,8,6,2026-04-30
临海环保大楼,台州市,29,5,15,90,6,4,0.3,94,--,--,2026-04-30
温岭环监站,台州市,25,6,13,79,4,7,0.3,74,13,6,2026-04-30
仙居环监站,台州市,31,9,9,99,1,1,0.3,88,12,6,2026-04-30
三门环监楼,台州市,31,5,9,99,5,4,0.4,100,11,5,2026-04-30
之江高级中学,台州市,28,3,8,89,4,3,0.4,83,7,6,2026-04-30
楚门中心小学,台州市,--,4,14,95,3,--,0.5,96,10,5,2026-04-30
新生中学,台州市,21,5,16,66,7,4,0.4,77,13,6,2026-04-30
心湖站,台州市,33,5,7,103,7,4,0.3,100,10,5,2026-04-30
巾山实验小学,台州市,26,3,15,83,7,6,0.3,88,16,9,2026-04-30
文化中心,嘉兴市,30,9,9,76,23,21,0.5,83,13,11,2026-04-30
