site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
奉化教育局,宁波市,30,7,9,96,15,12,0.3,99,11,7,2026-04-30 04:00:00
大桥市场,宁波市,30,5,10,95,18,11,0.4,98,13,7,2026-04-30 04:00:00
宁海水利局,宁波市,30,6,13,94,11,7,0.3,106,10,5,2026-04-30 04:00:00
宁海城南站,宁波市,30,5,10,93,8,5,0.3,107,8,5,2026-04-30 04:00:00
姚江小学,宁波市,36,7,23,71,27,25,0.4,88,12,10,2026-04-30 04:00:00
钱湖水厂,宁波市,30,3,14,91,28,21,0.4,102,13,7,2026-04-30 04:00:00
文峰小学,宁波市,32,7,8,102,9,6,0.4,98,9,4,2026-04-30 04:00:00
石浦新港小学,宁波市,34,5,9,106,7,3,0.4,110,8,3,2026-04-30 04:00:00
老年活动中心,杭州市,--,--,2,91,11,9,0.2,105,5,4,2026-04-30 04:00:00
建德监测大楼,杭州市,19,6,4,58,13,8,0.4,72,5,4,2026-04-30 04:00:00
淳安环保大楼,杭州市,26,9,2,82,11,10,0.5,86,5,4,2026-04-30 04:00:00
第二中学,杭州市,22,4,21,48,16,15,0.3,90,6,5,2026-04-30 04:00:00
海辰小学,杭州市,26,6,13,73,25,18,0.5,87,15,12,2026-04-30 04:00:00
桐庐江北,杭州市,28,7,7,89,15,13,0.5,108,7,6,2026-04-30 04:00:00
桐庐江南,杭州市,30,9,9,94,21,18,0.6,103,10,7,2026-04-30 04:00:00
泰顺实验中学,温州市,--,5,4,74,--,--,0.5,75,--,--,2026-04-30 04:00:00
大峃,温州市,--,6,5,73,3,--,0.3,70,13,8,2026-04-30 04:00:00
文成中学,温州市,--,7,4,71,2,--,0.2,76,15,--,2026-04-30 04:00:00
洞头气象局,温州市,29,7,8,92,4,2,0.4,98,13,--,2026-04-30 04:00:00
罗阳,温州市,--,5,7,81,--,--,0.3,83,11,6,2026-04-30 04:00:00
柳市,温州市,30,3,6,94,3,1,0.2,87,11,5,2026-04-30 04:00:00
瓯北,温州市,17,9,31,52,10,7,0.4,58,14,7,2026-04-30 04:00:00
龙港,温州市,21,7,12,65,5,2,0.3,68,15,6,2026-04-30 04:00:00
灵溪,温州市,17,8,2,52,10,3,0.4,59,30,9,2026-04-30 04:00:00
花园桥,温州市,23,6,6,72,2,1,0.3,66,8,4,2026-04-30 04:00:00
平阳监测站,温州市,18,9,4,55,5,2,0.5,60,12,6,2026-04-30 04:00:00
苍南中学,温州市,20,7,9,61,5,2,0.4,63,20,11,2026-04-30 04:00:00
乐成,温州市,21,5,10,67,12,3,0.4,71,8,--,2026-04-30 04:00:00
安阳新区,温州市,21,9,8,67,4,4,0.3,65,8,7,2026-04-30 04:00:00
龙港实验中学,温州市,25,8,9,77,3,2,0.3,80,12,6,2026-04-30 04:00:00
上塘,温州市,21,5,13,67,7,3,0.4,63,11,5,2026-04-30 04:00:00
平阳县政府,温州市,22,7,8,68,7,4,0.6,68,14,7,2026-04-30 04:00:00
职教中心,湖州市,45,5,12,60,45,19,0.7,66,18,8,2026-04-30 04:00:00
地信科创园,湖州市,25,6,9,60,25,13,0.2,72,23,11,2026-04-30 04:00:00
春晖小学,湖州市,23,4,6,63,18,16,0.6,66,11,10,2026-04-30 04:00:00
安吉实验小学,湖州市,28,7,7,72,22,19,0.4,72,14,12,2026-04-30 04:00:00
安吉城东,湖州市,22,5,5,69,18,15,0.3,72,9,9,2026-04-30 04:00:00
龙山新区,湖州市,33,6,23,65,31,23,0.8,72,10,8,2026-04-30 04:00:00
杨树畈,绍兴市,21,4,6,66,11,11,0.4,69,10,6,2026-04-30 04:00:00
城东站,绍兴市,24,4,10,75,17,15,0.5,78,11,9,2026-04-30 04:00:00
青少年宫,绍兴市,23,6,9,71,17,9,0.3,76,11,6,2026-04-30 04:00:00
丽湖小区,绍兴市,28,4,11,88,11,12,0.4,96,7,5,2026-04-30 04:00:00
马寅初初中,绍兴市,25,4,11,75,20,17,0.6,80,12,9,2026-04-30 04:00:00
城新小学,绍兴市,29,6,7,76,26,20,0.4,80,11,8,2026-04-30 04:00:00
钟楼站,绍兴市,26,4,10,83,14,13,0.4,86,11,8,2026-04-30 04:00:00
嵊泗菜园,舟山市,35,7,5,112,8,6,0.3,114,12,7,2026-04-30 04:00:00
岱山高亭,舟山市,31,6,6,98,12,7,0.3,101,11,5,2026-04-30 04:00:00
岱山环保大楼,舟山市,34,5,9,107,11,7,0.4,110,12,5,2026-04-30 04:00:00
江山环保大楼,衢州市,28,10,5,87,13,11,0.4,76,7,5,2026-04-30 04:00:00
人民医院,衢州市,29,11,8,91,15,9,0.4,84,8,4,2026-04-30 04:00:00
龙游二高,衢州市,29,5,9,76,29,19,0.3,84,8,5,2026-04-30 04:00:00
开化气象局,衢州市,20,5,3,64,10,2,0.2,74,6,--,2026-04-30 04:00:00
衢州三中（市）,衢州市,28,7,11,87,25,19,0.4,84,8,5,2026-04-30 04:00:00
图书馆大楼,衢州市,25,5,9,77,18,3,0.2,66,9,--,2026-04-30 04:00:00
常山环保大楼,衢州市,25,4,9,79,12,2,0.4,70,8,--,2026-04-30 04:00:00
建设大楼,衢州市,31,6,11,98,17,13,0.4,101,7,3,2026-04-30 04:00:00
开化监测大楼,衢州市,21,7,7,66,6,3,0.3,78,3,2,2026-04-30 04:00:00
南园初中,金华市,24,5,9,76,10,7,0.4,89,6,--,2026-04-30 04:00:00
兰溪监测站,金华市,25,6,7,79,8,12,0.5,84,5,4,2026-04-30 04:00:00
广厦学院,金华市,45,6,14,67,20,31,0.5,71,10,8,2026-04-30 04:00:00
东阳环保大楼,金华市,21,6,12,66,14,9,0.7,71,7,6,2026-04-30 04:00:00
永康一中,金华市,25,6,9,79,14,17,0.4,74,12,9,2026-04-30 04:00:00
儿童公园,金华市,24,5,12,76,20,11,0.6,79,11,6,2026-04-30 04:00:00
第五中学,金华市,22,7,16,68,22,9,0.6,77,10,5,2026-04-30 04:00:00
武义北岭幼儿园,金华市,24,7,12,74,20,15,0.4,78,103,8,2026-04-30 04:00:00
江东,金华市,24,6,10,75,7,12,0.5,77,7,7,2026-04-30 04:00:00
西城供电所,金华市,38,6,6,76,21,26,0.3,70,15,11,2026-04-30 04:00:00
浦江中学,金华市,20,4,8,63,14,5,0.4,78,8,4,2026-04-30 04:00:00
国税大楼,金华市,23,8,15,73,4,3,0.4,89,5,2,2026-04-30 04:00:00
兰溪八中,金华市,23,8,10,71,17,6,0.4,75,6,3,2026-04-30 04:00:00
浦江实验中学,金华市,24,5,7,74,7,4,0.3,78,5,4,2026-04-30 04:00:00
北苑,金华市,22,4,12,70,9,7,0.4,77,6,4,2026-04-30 04:00:00
武义县政府,金华市,27,8,10,86,14,5,0.4,81,10,5,2026-04-30 04:00:00
