site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,--,6,6,61,--,2,0.5,60,12,8,2026-04-30 04:00:00
和平水厂,丽水市,27,6,13,85,8,5,0.4,84,9,4,2026-04-30 04:00:00
缙云中学,丽水市,27,5,12,84,12,5,0.5,78,10,4,2026-04-30 04:00:00
松阳监测楼,丽水市,25,5,14,77,9,8,0.4,78,9,6,2026-04-30 04:00:00
青田中学,丽水市,25,3,8,79,7,4,0.4,70,16,8,2026-04-30 04:00:00
信访大楼,丽水市,30,7,6,93,5,10,0.4,92,8,6,2026-04-30 04:00:00
景宁县政府,丽水市,24,4,5,75,6,5,0.5,70,7,6,2026-04-30 04:00:00
红星小学,丽水市,24,5,6,76,7,4,0.5,76,9,5,2026-04-30 04:00:00
遂昌中学,丽水市,23,4,7,72,5,2,0.3,64,5,--,2026-04-30 04:00:00
遂昌民政局,丽水市,23,4,6,73,4,3,0.4,70,3,2,2026-04-30 04:00:00
云和三中,丽水市,22,7,8,69,8,7,0.3,70,9,7,2026-04-30 04:00:00
庆元气象局,丽水市,21,4,5,65,6,4,0.2,71,13,8,2026-04-30 04:00:00
塔山小学,丽水市,28,5,9,88,7,5,0.3,77,19,10,2026-04-30 04:00:00
龙泉环保大楼,丽水市,18,7,5,56,4,1,0.4,68,8,5,2026-04-30 04:00:00
粮食大楼,丽水市,18,8,7,56,5,3,0.3,66,8,5,2026-04-30 04:00:00
云和监测楼,丽水市,20,6,11,61,5,5,0.4,59,8,6,2026-04-30 04:00:00
育青中学,台州市,25,3,13,78,10,12,0.3,84,6,5,2026-04-30 04:00:00
天台实验中学,台州市,25,5,12,77,9,7,0.4,83,8,6,2026-04-30 04:00:00
心湖站,台州市,25,5,5,79,6,4,0.3,96,7,4,2026-04-30 04:00:00
三门环监楼,台州市,25,6,13,78,14,11,0.4,97,8,4,2026-04-30 04:00:00
楚门中心小学,台州市,30,4,11,95,1,1,0.5,97,7,3,2026-04-30 04:00:00
巾山实验小学,台州市,29,3,14,90,9,7,0.3,87,11,7,2026-04-30 04:00:00
新生中学,台州市,26,5,10,82,5,2,0.4,71,10,4,2026-04-30 04:00:00
温岭环监站,台州市,26,5,9,82,2,2,0.3,78,9,5,2026-04-30 04:00:00
玉环环监站,台州市,--,9,8,92,4,--,0.4,98,8,--,2026-04-30 04:00:00
临海环保大楼,台州市,27,4,11,86,6,4,0.3,94,--,--,2026-04-30 04:00:00
仙居环监站,台州市,29,9,11,91,2,1,0.3,92,9,4,2026-04-30 04:00:00
之江高级中学,台州市,29,3,5,91,1,2,0.4,88,4,5,2026-04-30 04:00:00
陆家桥村,嘉兴市,52,8,27,50,36,36,0.5,72,18,17,2026-04-30 04:00:00
胜利社区,嘉兴市,50,7,23,48,36,35,0.5,70,17,16,2026-04-30 04:00:00
硖石街道,嘉兴市,35,8,16,52,27,24,0.4,67,15,12,2026-04-30 04:00:00
茅盾小学,嘉兴市,38,4,40,52,31,26,0.4,75,17,14,2026-04-30 04:00:00
海盐商贸学校,嘉兴市,53,5,20,66,53,35,0.3,82,22,14,2026-04-30 04:00:00
振东新六中站,嘉兴市,46,8,35,68,41,32,0.6,92,19,15,2026-04-30 04:00:00
高级中学,嘉兴市,49,7,18,70,44,34,0.4,87,19,15,2026-04-30 04:00:00
平湖幼儿园,嘉兴市,46,9,22,55,37,32,0.4,75,17,15,2026-04-30 04:00:00
气象观测台,嘉兴市,54,9,28,50,54,37,0.4,74,25,18,2026-04-30 04:00:00
植材小学,嘉兴市,35,7,21,40,31,24,0.6,69,15,12,2026-04-30 04:00:00
海宁监测大楼,嘉兴市,44,7,23,56,44,24,0.4,73,21,13,2026-04-30 04:00:00
文化中心,嘉兴市,42,9,21,50,27,29,0.6,68,15,14,2026-04-30 04:00:00
嘉善监测大楼,嘉兴市,49,4,29,52,46,34,0.3,74,24,18,2026-04-30 04:00:00
龙山公园,宁波市,48,5,13,74,32,33,0.5,86,15,11,2026-04-30 04:00:00
溪口政府大楼,宁波市,27,4,11,86,9,8,0.2,82,8,6,2026-04-30 04:00:00
慈溪实验小学,宁波市,46,5,14,82,36,32,0.5,94,15,11,2026-04-30 04:00:00
慈溪环保大楼,宁波市,45,4,15,83,36,31,0.5,94,17,11,2026-04-30 04:00:00
