site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
高级中学,嘉兴市,48,7,18,75,42,33,0.4,90,18,14,2026-04-30 03:00:00
嘉善监测大楼,嘉兴市,48,5,25,60,45,33,0.3,79,22,17,2026-04-30 03:00:00
海盐商贸学校,嘉兴市,52,5,20,68,52,35,0.3,85,20,13,2026-04-30 03:00:00
文化中心,嘉兴市,46,9,21,47,29,32,0.6,71,15,14,2026-04-30 03:00:00
海宁监测大楼,嘉兴市,45,6,23,60,45,26,0.3,76,20,12,2026-04-30 03:00:00
平湖幼儿园,嘉兴市,45,8,21,60,36,31,0.4,80,16,14,2026-04-30 03:00:00
茅盾小学,嘉兴市,43,4,37,51,35,30,0.4,79,17,14,2026-04-30 03:00:00
植材小学,嘉兴市,32,8,15,54,26,22,0.6,75,15,11,2026-04-30 03:00:00
陆家桥村,嘉兴市,54,8,28,53,36,37,0.5,78,17,16,2026-04-30 03:00:00
硖石街道,嘉兴市,36,8,13,56,28,25,0.4,70,14,11,2026-04-30 03:00:00
奉化教育局,宁波市,30,7,9,94,7,6,0.3,101,12,7,2026-04-30 03:00:00
慈溪实验小学,宁波市,42,4,13,85,33,29,0.5,98,15,10,2026-04-30 03:00:00
姚江小学,宁波市,39,6,20,77,29,27,0.5,91,12,9,2026-04-30 03:00:00
慈溪环保大楼,宁波市,45,4,14,84,36,31,0.5,97,16,11,2026-04-30 03:00:00
文峰小学,宁波市,31,7,9,98,9,6,0.4,98,9,5,2026-04-30 03:00:00
溪口政府大楼,宁波市,19,4,26,59,10,9,0.2,86,9,6,2026-04-30 03:00:00
石浦新港小学,宁波市,34,6,10,106,7,4,0.4,111,9,3,2026-04-30 03:00:00
龙山公园,宁波市,48,5,12,80,32,33,0.4,89,14,11,2026-04-30 03:00:00
宁海水利局,宁波市,32,6,12,100,8,5,0.3,108,11,6,2026-04-30 03:00:00
宁海城南站,宁波市,32,5,8,102,4,3,0.3,109,9,5,2026-04-30 03:00:00
大桥市场,宁波市,30,5,11,94,13,7,0.4,98,13,7,2026-04-30 03:00:00
钱湖水厂,宁波市,32,3,13,100,20,14,0.4,104,12,6,2026-04-30 03:00:00
桐庐江北,杭州市,31,6,7,98,16,15,0.5,112,7,6,2026-04-30 03:00:00
老年活动中心,杭州市,--,--,2,104,10,10,0.2,106,4,3,2026-04-30 03:00:00
桐庐江南,杭州市,30,8,9,94,22,18,0.6,106,9,7,2026-04-30 03:00:00
海辰小学,杭州市,26,6,12,82,23,17,0.7,91,15,11,2026-04-30 03:00:00
建德监测大楼,杭州市,20,6,2,61,9,6,0.4,75,5,4,2026-04-30 03:00:00
淳安环保大楼,杭州市,23,9,2,73,11,10,0.5,86,4,3,2026-04-30 03:00:00
第二中学,杭州市,26,4,14,83,20,18,0.3,96,6,5,2026-04-30 03:00:00
大峃,温州市,--,7,5,75,3,--,0.3,71,15,9,2026-04-30 03:00:00
龙港实验中学,温州市,25,8,10,77,3,2,0.3,82,14,6,2026-04-30 03:00:00
文成中学,温州市,--,7,4,74,2,--,0.2,77,18,11,2026-04-30 03:00:00
洞头气象局,温州市,32,7,8,101,4,2,0.4,100,14,--,2026-04-30 03:00:00
花园桥,温州市,24,6,6,76,2,1,0.3,68,9,4,2026-04-30 03:00:00
苍南中学,温州市,18,7,10,56,6,3,0.4,65,21,11,2026-04-30 03:00:00
瓯北,温州市,17,10,33,52,11,8,0.4,62,15,7,2026-04-30 03:00:00
平阳监测站,温州市,20,9,3,63,3,1,0.4,64,13,6,2026-04-30 03:00:00
龙港,温州市,20,8,13,64,5,2,0.3,70,16,6,2026-04-30 03:00:00
泰顺实验中学,温州市,--,5,4,75,--,--,0.5,75,13,--,2026-04-30 03:00:00
平阳县政府,温州市,23,6,6,73,4,2,0.6,71,15,8,2026-04-30 03:00:00
上塘,温州市,23,6,14,71,8,4,0.4,65,12,6,2026-04-30 03:00:00
安阳新区,温州市,23,9,7,71,4,4,0.3,67,9,7,2026-04-30 03:00:00
柳市,温州市,27,3,8,86,6,2,0.2,86,12,6,2026-04-30 03:00:00
灵溪,温州市,18,8,4,48,18,5,0.4,62,32,10,2026-04-30 03:00:00
罗阳,温州市,--,5,7,81,--,--,0.3,83,13,7,2026-04-30 03:00:00
乐成,温州市,19,5,10,58,10,2,0.4,75,8,--,2026-04-30 03:00:00
安吉城东,湖州市,25,5,5,65,19,17,0.3,74,9,8,2026-04-30 03:00:00
职教中心,湖州市,31,6,9,59,31,13,0.5,70,17,8,2026-04-30 03:00:00
春晖小学,湖州市,22,4,5,65,17,15,0.6,68,11,10,2026-04-30 03:00:00
安吉实验小学,湖州市,26,7,9,60,23,18,0.3,76,13,11,2026-04-30 03:00:00
龙山新区,湖州市,26,6,20,64,23,18,0.6,77,9,7,2026-04-30 03:00:00
地信科创园,湖州市,26,6,10,60,26,13,0.2,74,22,11,2026-04-30 03:00:00
城新小学,绍兴市,28,7,8,75,26,19,0.4,82,11,8,2026-04-30 03:00:00
城东站,绍兴市,23,4,11,73,18,15,0.5,79,11,9,2026-04-30 03:00:00
杨树畈,绍兴市,22,4,8,68,10,8,0.4,70,11,6,2026-04-30 03:00:00
钟楼站,绍兴市,25,4,12,80,14,14,0.4,88,11,8,2026-04-30 03:00:00
丽湖小区,绍兴市,30,4,10,93,8,9,0.4,99,7,5,2026-04-30 03:00:00
马寅初初中,绍兴市,24,4,14,76,18,15,0.6,83,12,9,2026-04-30 03:00:00
青少年宫,绍兴市,24,6,10,74,19,10,0.3,78,11,6,2026-04-30 03:00:00
岱山高亭,舟山市,32,7,6,101,12,7,0.3,102,11,5,2026-04-30 03:00:00
嵊泗菜园,舟山市,36,7,4,114,9,7,0.3,114,12,7,2026-04-30 03:00:00
岱山环保大楼,舟山市,34,4,9,107,11,6,0.4,111,12,6,2026-04-30 03:00:00
建设大楼,衢州市,33,6,11,103,13,6,0.3,101,7,3,2026-04-30 03:00:00
常山环保大楼,衢州市,23,4,13,72,10,4,0.4,71,8,--,2026-04-30 03:00:00
人民医院,衢州市,29,9,8,90,15,10,0.4,83,8,4,2026-04-30 03:00:00
龙游二高,衢州市,28,5,6,87,21,13,0.3,85,8,5,2026-04-30 03:00:00
衢州三中（市）,衢州市,28,7,12,87,19,14,0.4,84,8,4,2026-04-30 03:00:00
图书馆大楼,衢州市,22,5,14,70,12,5,0.2,67,9,--,2026-04-30 03:00:00
开化气象局,衢州市,25,5,3,78,5,2,0.2,76,5,--,2026-04-30 03:00:00
开化监测大楼,衢州市,27,7,5,85,5,2,0.3,80,3,1,2026-04-30 03:00:00
江山环保大楼,衢州市,26,8,6,82,16,14,0.4,75,7,5,2026-04-30 03:00:00
东阳环保大楼,金华市,22,6,12,68,16,10,0.6,71,7,6,2026-04-30 03:00:00
兰溪监测站,金华市,26,6,7,81,8,10,0.5,84,5,4,2026-04-30 03:00:00
浦江实验中学,金华市,23,6,8,71,5,4,0.3,80,5,4,2026-04-30 03:00:00
兰溪八中,金华市,23,9,11,73,12,5,0.4,75,6,3,2026-04-30 03:00:00
广厦学院,金华市,36,5,16,67,20,25,0.5,72,10,7,2026-04-30 03:00:00
北苑,金华市,23,4,12,73,10,7,0.4,79,7,4,2026-04-30 03:00:00
第五中学,金华市,23,6,14,72,23,11,0.5,79,10,5,2026-04-30 03:00:00
浦江中学,金华市,25,3,4,78,10,3,0.4,81,8,4,2026-04-30 03:00:00
国税大楼,金华市,25,8,13,79,3,2,0.4,92,5,2,2026-04-30 03:00:00
江东,金华市,25,6,10,78,10,13,0.4,78,8,7,2026-04-30 03:00:00
儿童公园,金华市,25,5,12,80,20,11,0.6,79,11,6,2026-04-30 03:00:00
武义北岭幼儿园,金华市,28,7,11,88,16,12,0.4,80,119,9,2026-04-30 03:00:00
武义县政府,金华市,28,8,10,89,14,6,0.4,81,12,5,2026-04-30 03:00:00
南园初中,金华市,26,5,8,81,8,6,0.4,92,6,--,2026-04-30 03:00:00
西城供电所,金华市,43,6,6,77,22,30,0.3,69,15,11,2026-04-30 03:00:00
永康一中,金华市,33,6,10,80,17,23,0.4,73,12,9,2026-04-30 03:00:00
