site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,--,5,5,64,3,--,0.4,60,13,8,2026-04-30 03:00:00
塔山小学,丽水市,26,5,10,82,7,5,0.3,77,21,11,2026-04-30 03:00:00
信访大楼,丽水市,29,7,7,92,5,10,0.4,93,9,6,2026-04-30 03:00:00
和平水厂,丽水市,25,7,14,80,11,6,0.4,84,11,5,2026-04-30 03:00:00
松阳监测楼,丽水市,25,6,15,77,7,8,0.4,78,11,7,2026-04-30 03:00:00
遂昌民政局,丽水市,25,4,6,77,4,4,0.4,70,4,3,2026-04-30 03:00:00
景宁县政府,丽水市,24,4,6,74,5,4,0.5,70,8,6,2026-04-30 03:00:00
缙云中学,丽水市,24,5,12,76,11,5,0.5,75,11,4,2026-04-30 03:00:00
红星小学,丽水市,24,5,6,76,5,3,0.5,77,10,6,2026-04-30 03:00:00
遂昌中学,丽水市,22,5,8,69,5,2,0.3,64,6,--,2026-04-30 03:00:00
庆元气象局,丽水市,21,4,4,67,3,1,0.2,70,14,9,2026-04-30 03:00:00
青田中学,丽水市,23,4,10,72,7,3,0.4,70,18,10,2026-04-30 03:00:00
云和监测楼,丽水市,18,7,14,57,5,5,0.4,62,10,6,2026-04-30 03:00:00
龙泉环保大楼,丽水市,17,7,5,54,5,1,0.4,70,10,6,2026-04-30 03:00:00
云和三中,丽水市,20,7,11,64,5,5,0.3,72,11,8,2026-04-30 03:00:00
粮食大楼,丽水市,18,8,7,56,3,2,0.4,69,10,6,2026-04-30 03:00:00
临海环保大楼,台州市,31,4,9,98,6,3,0.3,95,--,--,2026-04-30 03:00:00
之江高级中学,台州市,30,3,6,96,1,2,0.4,86,5,5,2026-04-30 03:00:00
育青中学,台州市,25,3,13,77,4,6,0.3,85,6,5,2026-04-30 03:00:00
天台实验中学,台州市,25,5,12,77,6,5,0.4,84,8,7,2026-04-30 03:00:00
新生中学,台州市,26,5,9,82,3,2,0.3,71,10,5,2026-04-30 03:00:00
玉环环监站,台州市,--,9,7,98,4,--,0.5,99,9,--,2026-04-30 03:00:00
三门环监楼,台州市,29,5,9,92,6,4,0.4,100,8,4,2026-04-30 03:00:00
心湖站,台州市,29,5,5,90,5,4,0.4,99,8,4,2026-04-30 03:00:00
巾山实验小学,台州市,29,3,13,92,9,7,0.3,87,12,7,2026-04-30 03:00:00
仙居环监站,台州市,28,8,8,89,1,1,0.3,91,10,5,2026-04-30 03:00:00
楚门中心小学,台州市,--,4,11,98,2,--,0.5,97,7,4,2026-04-30 03:00:00
温岭环监站,台州市,26,5,10,81,2,2,0.3,77,10,6,2026-04-30 03:00:00
气象观测台,嘉兴市,53,9,23,58,54,35,0.4,79,24,17,2026-04-30 03:00:00
胜利社区,嘉兴市,50,7,18,55,35,35,0.5,74,16,15,2026-04-30 03:00:00
振东新六中站,嘉兴市,42,6,27,98,36,29,0.5,94,18,14,2026-04-30 03:00:00
