site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
钱湖水厂,宁波市,33,4,18,88,28,23,0.4,88,16,11,2026-04-30 09:00:00
溪口政府大楼,宁波市,33,4,12,102,31,23,0.3,79,9,7,2026-04-30 09:00:00
石浦新港小学,宁波市,31,5,11,99,22,13,0.4,103,9,4,2026-04-30 09:00:00
奉化教育局,宁波市,38,7,11,101,32,26,0.3,94,13,9,2026-04-30 09:00:00
龙山公园,宁波市,38,5,17,69,27,26,0.5,72,18,16,2026-04-30 09:00:00
姚江小学,宁波市,35,8,22,82,26,24,0.5,75,16,13,2026-04-30 09:00:00
慈溪实验小学,宁波市,40,6,17,96,28,28,0.6,80,20,16,2026-04-30 09:00:00
文峰小学,宁波市,29,8,16,77,25,20,0.4,89,11,8,2026-04-30 09:00:00
宁海水利局,宁波市,35,6,13,112,23,17,0.3,100,10,6,2026-04-30 09:00:00
淳安环保大楼,杭州市,26,10,6,82,10,11,0.5,75,7,6,2026-04-30 09:00:00
建德监测大楼,杭州市,24,6,6,74,16,11,0.5,56,8,6,2026-04-30 09:00:00
桐庐江南,杭州市,29,6,9,92,17,16,0.5,88,12,10,2026-04-30 09:00:00
老年活动中心,杭州市,30,13,3,94,15,10,0.3,91,7,5,2026-04-30 09:00:00
第二中学,杭州市,30,4,15,93,13,12,0.4,68,9,8,2026-04-30 09:00:00
桐庐江北,杭州市,30,5,11,93,18,14,0.5,87,10,9,2026-04-30 09:00:00
海辰小学,杭州市,29,7,13,91,17,12,0.3,74,18,13,2026-04-30 09:00:00
罗阳,温州市,--,5,7,75,--,--,--,77,--,--,2026-04-30 09:00:00
灵溪,温州市,20,8,3,62,10,4,0.4,51,22,6,2026-04-30 09:00:00
龙港,温州市,20,9,16,63,8,4,0.4,65,8,4,2026-04-30 09:00:00
平阳县政府,温州市,23,6,9,73,9,6,0.6,72,8,4,2026-04-30 09:00:00
龙港实验中学,温州市,22,8,11,69,7,4,0.3,74,6,3,2026-04-30 09:00:00
柳市,温州市,31,3,8,98,5,2,0.2,91,6,3,2026-04-30 09:00:00
文成中学,温州市,27,7,5,84,4,2,0.3,74,6,--,2026-04-30 09:00:00
安阳新区,温州市,--,10,8,78,5,--,0.3,71,5,5,2026-04-30 09:00:00
乐成,温州市,19,5,23,59,11,4,0.5,59,7,--,2026-04-30 09:00:00
瓯北,温州市,22,7,28,68,11,7,0.4,58,10,6,2026-04-30 09:00:00
苍南中学,温州市,21,7,11,65,7,4,0.4,56,11,7,2026-04-30 09:00:00
平阳监测站,温州市,21,9,6,65,7,8,0.5,66,7,4,2026-04-30 09:00:00
泰顺实验中学,温州市,21,5,5,66,5,2,0.6,69,--,--,2026-04-30 09:00:00
大峃,温州市,25,4,6,80,6,3,0.3,75,4,3,2026-04-30 09:00:00
上塘,温州市,25,5,12,77,6,2,0.4,68,7,3,2026-04-30 09:00:00
洞头气象局,温州市,--,7,12,81,--,1,0.5,90,9,--,2026-04-30 09:00:00
花园桥,温州市,25,7,8,79,7,2,0.3,74,4,2,2026-04-30 09:00:00
安吉实验小学,湖州市,25,7,10,72,25,17,0.4,68,19,15,2026-04-30 09:00:00
安吉城东,湖州市,23,5,5,72,17,13,0.3,71,12,11,2026-04-30 09:00:00
春晖小学,湖州市,25,5,3,80,20,17,0.6,64,13,12,2026-04-30 09:00:00
职教中心,湖州市,45,6,12,65,45,16,0.6,54,26,10,2026-04-30 09:00:00
龙山新区,湖州市,28,5,25,72,24,19,0.9,62,14,10,2026-04-30 09:00:00
地信科创园,湖州市,36,7,14,74,36,15,0.3,58,28,12,2026-04-30 09:00:00
城新小学,绍兴市,28,7,8,89,13,11,0.4,72,15,11,2026-04-30 09:00:00
青少年宫,绍兴市,30,7,11,93,12,10,0.3,75,12,7,2026-04-30 09:00:00
丽湖小区,绍兴市,30,5,14,92,20,21,0.5,90,7,7,2026-04-30 09:00:00
钟楼站,绍兴市,33,5,13,85,27,23,0.5,80,12,11,2026-04-30 09:00:00
杨树畈,绍兴市,26,5,7,82,8,7,0.4,65,10,6,2026-04-30 09:00:00
城东站,绍兴市,38,5,15,77,31,26,0.6,74,14,12,2026-04-30 09:00:00
马寅初初中,绍兴市,40,5,18,73,33,28,0.6,74,14,12,2026-04-30 09:00:00
嵊泗菜园,舟山市,35,7,7,109,22,18,0.4,112,12,8,2026-04-30 09:00:00
岱山高亭,舟山市,30,7,13,94,23,17,0.3,98,11,6,2026-04-30 09:00:00
岱山环保大楼,舟山市,32,5,16,102,23,14,0.4,106,12,6,2026-04-30 09:00:00
开化气象局,衢州市,22,5,6,68,11,2,0.2,68,7,--,2026-04-30 09:00:00
江山环保大楼,衢州市,26,8,13,80,20,18,0.6,79,10,8,2026-04-30 09:00:00
开化监测大楼,衢州市,23,7,10,72,7,4,0.4,66,4,2,2026-04-30 09:00:00
龙游二高,衢州市,31,5,7,98,12,9,0.3,80,11,7,2026-04-30 09:00:00
图书馆大楼,衢州市,26,7,16,81,14,8,0.3,73,11,--,2026-04-30 09:00:00
人民医院,衢州市,27,8,14,86,20,14,0.5,87,11,5,2026-04-30 09:00:00
常山环保大楼,衢州市,24,8,20,76,12,8,0.4,76,9,4,2026-04-30 09:00:00
建设大楼,衢州市,34,5,11,108,11,7,0.4,97,10,5,2026-04-30 09:00:00
衢州三中（市）,衢州市,29,7,14,90,17,13,0.4,87,11,7,2026-04-30 09:00:00
广厦学院,金华市,26,6,14,82,15,17,0.5,68,11,11,2026-04-30 09:00:00
兰溪监测站,金华市,26,7,9,82,9,11,0.5,79,6,6,2026-04-30 09:00:00
浦江中学,金华市,27,4,7,84,14,10,0.4,64,11,5,2026-04-30 09:00:00
永康一中,金华市,25,7,12,78,18,16,0.4,76,12,11,2026-04-30 09:00:00
西城供电所,金华市,28,5,7,73,22,19,0.3,72,16,14,2026-04-30 09:00:00
武义县政府,金华市,25,9,10,78,15,6,0.5,77,9,4,2026-04-30 09:00:00
浦江实验中学,金华市,29,6,7,91,13,4,0.3,75,6,4,2026-04-30 09:00:00
国税大楼,金华市,29,8,12,92,6,6,0.4,79,4,3,2026-04-30 09:00:00
南园初中,金华市,29,5,8,92,16,11,0.4,81,6,--,2026-04-30 09:00:00
北苑,金华市,29,5,12,92,17,10,0.4,74,8,5,2026-04-30 09:00:00
东阳环保大楼,金华市,24,7,15,76,10,9,0.6,66,8,6,2026-04-30 09:00:00
兰溪八中,金华市,24,7,11,76,13,9,0.4,69,8,4,2026-04-30 09:00:00
第五中学,金华市,31,7,10,98,18,6,0.5,74,13,6,2026-04-30 09:00:00
儿童公园,金华市,31,6,12,97,17,11,0.6,79,14,7,2026-04-30 09:00:00
武义北岭幼儿园,金华市,24,7,12,76,18,14,0.5,75,16,9,2026-04-30 09:00:00
江东,金华市,31,6,9,97,14,9,0.4,78,8,9,2026-04-30 09:00:00
