site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,--,5,4,65,3,--,0.4,59,14,8,2026-04-30 02:00:00
塔山小学,丽水市,23,5,15,72,7,5,0.3,77,24,12,2026-04-30 02:00:00
缙云中学,丽水市,23,5,12,73,9,4,0.5,75,12,5,2026-04-30 02:00:00
和平水厂,丽水市,23,7,20,72,15,9,0.4,85,13,6,2026-04-30 02:00:00
庆元气象局,丽水市,23,4,3,73,2,1,0.2,70,16,10,2026-04-30 02:00:00
遂昌民政局,丽水市,25,4,7,77,3,3,0.4,71,5,4,2026-04-30 02:00:00
景宁县政府,丽水市,20,4,8,62,5,4,0.5,71,10,7,2026-04-30 02:00:00
遂昌中学,丽水市,20,5,10,64,5,2,0.3,66,8,--,2026-04-30 02:00:00
青田中学,丽水市,20,4,12,64,5,2,0.4,71,20,11,2026-04-30 02:00:00
红星小学,丽水市,23,6,7,72,4,3,0.4,78,12,7,2026-04-30 02:00:00
松阳监测楼,丽水市,22,6,21,70,11,13,0.5,80,14,8,2026-04-30 02:00:00
信访大楼,丽水市,29,7,7,91,4,9,0.4,94,10,7,2026-04-30 02:00:00
粮食大楼,丽水市,19,8,6,59,4,2,0.3,72,14,6,2026-04-30 02:00:00
龙泉环保大楼,丽水市,19,7,5,58,4,1,0.4,72,12,7,2026-04-30 02:00:00
云和三中,丽水市,18,7,13,56,4,4,0.3,74,13,9,2026-04-30 02:00:00
云和监测楼,丽水市,16,7,12,50,5,5,0.3,64,12,7,2026-04-30 02:00:00
仙居环监站,台州市,29,9,9,90,4,4,0.3,90,11,5,2026-04-30 02:00:00
三门环监楼,台州市,30,5,8,96,4,3,0.4,100,9,5,2026-04-30 02:00:00
天台实验中学,台州市,28,5,11,88,9,7,0.4,85,9,7,2026-04-30 02:00:00
育青中学,台州市,28,4,12,87,6,5,0.3,86,7,5,2026-04-30 02:00:00
楚门中心小学,台州市,--,5,12,105,2,--,0.5,97,8,4,2026-04-30 02:00:00
临海环保大楼,台州市,31,4,9,99,5,3,0.3,94,--,--,2026-04-30 02:00:00
之江高级中学,台州市,31,3,7,98,2,4,0.4,84,6,5,2026-04-30 02:00:00
玉环环监站,台州市,--,9,7,105,4,--,0.5,98,10,--,2026-04-30 02:00:00
温岭环监站,台州市,29,5,10,90,4,4,0.3,76,11,6,2026-04-30 02:00:00
巾山实验小学,台州市,28,3,14,88,8,6,0.3,87,13,8,2026-04-30 02:00:00
心湖站,台州市,27,5,7,86,14,9,0.4,99,9,5,2026-04-30 02:00:00
新生中学,台州市,22,5,11,70,5,3,0.4,72,11,5,2026-04-30 02:00:00
文化中心,嘉兴市,46,9,19,51,28,32,0.6,76,14,13,2026-04-30 02:00:00
平湖幼儿园,嘉兴市,43,8,25,58,35,30,0.5,83,15,13,2026-04-30 02:00:00
海盐商贸学校,嘉兴市,43,4,17,76,42,30,0.3,88,19,12,2026-04-30 02:00:00
嘉善监测大楼,嘉兴市,45,5,22,65,44,31,0.3,82,21,16,2026-04-30 02:00:00
振东新六中站,嘉兴市,45,5,27,64,38,31,0.5,93,17,13,2026-04-30 02:00:00
茅盾小学,嘉兴市,46,4,36,53,36,32,0.4,83,16,13,2026-04-30 02:00:00
胜利社区,嘉兴市,46,7,17,63,32,32,0.4,78,16,14,2026-04-30 02:00:00
植材小学,嘉兴市,23,8,12,66,23,16,0.6,79,14,11,2026-04-30 02:00:00
海宁监测大楼,嘉兴市,37,6,21,70,37,23,0.3,80,19,12,2026-04-30 02:00:00
高级中学,嘉兴市,40,7,15,86,34,28,0.4,93,17,13,2026-04-30 02:00:00
陆家桥村,嘉兴市,60,8,31,55,37,40,0.5,83,16,15,2026-04-30 02:00:00
硖石街道,嘉兴市,33,8,14,61,25,23,0.4,73,14,11,2026-04-30 02:00:00
气象观测台,嘉兴市,53,9,22,62,53,35,0.4,83,23,16,2026-04-30 02:00:00
石浦新港小学,宁波市,33,5,10,105,6,3,0.4,112,10,3,2026-04-30 02:00:00
宁海水利局,宁波市,33,6,10,105,6,3,0.3,109,12,6,2026-04-30 02:00:00
大桥市场,宁波市,31,5,10,99,11,7,0.4,99,14,7,2026-04-30 02:00:00
宁海城南站,宁波市,35,5,8,109,3,2,0.3,109,10,5,2026-04-30 02:00:00
文峰小学,宁波市,30,7,10,93,10,6,0.5,99,10,5,2026-04-30 02:00:00
姚江小学,宁波市,30,7,19,86,23,21,0.4,94,11,9,2026-04-30 02:00:00
钱湖水厂,宁波市,35,3,13,110,15,10,0.4,106,12,6,2026-04-30 02:00:00
奉化教育局,宁波市,30,7,9,95,7,5,0.3,102,13,7,2026-04-30 02:00:00
慈溪实验小学,宁波市,42,5,14,87,35,29,0.5,101,14,9,2026-04-30 02:00:00
龙山公园,宁波市,43,5,12,84,29,30,0.5,92,14,10,2026-04-30 02:00:00
慈溪环保大楼,宁波市,45,4,14,87,39,31,0.5,100,16,10,2026-04-30 02:00:00
溪口政府大楼,宁波市,20,4,22,64,11,9,0.2,92,10,6,2026-04-30 02:00:00
第二中学,杭州市,30,4,10,94,16,16,0.3,95,6,5,2026-04-30 02:00:00
海辰小学,杭州市,28,6,14,89,20,15,0.7,94,15,11,2026-04-30 02:00:00
淳安环保大楼,杭州市,23,9,2,71,10,7,0.5,88,4,3,2026-04-30 02:00:00
建德监测大楼,杭州市,21,7,4,66,11,7,0.4,76,5,4,2026-04-30 02:00:00
桐庐江南,杭州市,31,8,8,99,21,18,0.6,108,8,6,2026-04-30 02:00:00
桐庐江北,杭州市,31,6,8,99,17,16,0.5,115,7,6,2026-04-30 02:00:00
老年活动中心,杭州市,--,--,2,100,9,8,0.2,106,4,3,2026-04-30 02:00:00
上塘,温州市,18,6,19,56,18,10,0.4,67,13,6,2026-04-30 02:00:00
瓯北,温州市,19,11,38,44,15,12,0.4,65,16,7,2026-04-30 02:00:00
文成中学,温州市,--,7,4,77,2,--,0.2,77,21,13,2026-04-30 02:00:00
泰顺实验中学,温州市,--,5,4,76,--,--,0.5,75,14,--,2026-04-30 02:00:00
大峃,温州市,--,7,5,77,3,--,0.3,71,18,10,2026-04-30 02:00:00
洞头气象局,温州市,33,7,8,104,4,2,0.4,100,15,--,2026-04-30 02:00:00
乐成,温州市,17,5,9,52,8,2,0.4,81,9,--,2026-04-30 02:00:00
罗阳,温州市,--,5,6,83,--,2,0.3,83,14,8,2026-04-30 02:00:00
平阳监测站,温州市,20,9,5,62,4,2,0.5,66,15,7,2026-04-30 02:00:00
苍南中学,温州市,16,7,13,51,6,3,0.4,66,23,12,2026-04-30 02:00:00
龙港,温州市,21,8,14,65,6,2,0.3,72,18,7,2026-04-30 02:00:00
柳市,温州市,27,3,8,86,4,2,0.2,87,13,6,2026-04-30 02:00:00
花园桥,温州市,23,6,7,72,2,1,0.3,68,11,5,2026-04-30 02:00:00
龙港实验中学,温州市,23,8,12,72,6,3,0.3,83,15,7,2026-04-30 02:00:00
平阳县政府,温州市,21,6,9,67,5,2,0.6,72,17,8,2026-04-30 02:00:00
灵溪,温州市,22,8,5,49,22,7,0.4,64,34,10,2026-04-30 02:00:00
安阳新区,温州市,21,9,10,65,5,5,0.3,68,10,8,2026-04-30 02:00:00
职教中心,湖州市,27,5,9,60,27,14,0.4,74,16,7,2026-04-30 02:00:00
安吉实验小学,湖州市,32,6,17,52,32,20,0.4,81,13,11,2026-04-30 02:00:00
龙山新区,湖州市,20,6,18,64,18,14,0.6,81,9,6,2026-04-30 02:00:00
地信科创园,湖州市,30,6,10,63,30,13,0.2,78,21,11,2026-04-30 02:00:00
春晖小学,湖州市,20,4,8,60,15,14,0.6,71,11,10,2026-04-30 02:00:00
安吉城东,湖州市,22,5,5,68,18,14,0.3,78,8,8,2026-04-30 02:00:00
城东站,绍兴市,23,4,13,69,19,16,0.5,81,12,8,2026-04-30 02:00:00
马寅初初中,绍兴市,23,4,14,73,15,13,0.6,85,13,9,2026-04-30 02:00:00
青少年宫,绍兴市,24,6,10,74,19,9,0.3,80,12,6,2026-04-30 02:00:00
杨树畈,绍兴市,20,5,11,63,12,8,0.4,73,12,7,2026-04-30 02:00:00
丽湖小区,绍兴市,29,4,10,91,6,6,0.4,101,7,5,2026-04-30 02:00:00
钟楼站,绍兴市,24,4,13,74,14,14,0.4,90,11,8,2026-04-30 02:00:00
城新小学,绍兴市,25,6,8,76,24,17,0.4,84,11,8,2026-04-30 02:00:00
岱山高亭,舟山市,32,6,6,101,9,5,0.3,103,12,5,2026-04-30 02:00:00
岱山环保大楼,舟山市,35,5,10,109,8,5,0.4,112,13,6,2026-04-30 02:00:00
嵊泗菜园,舟山市,36,7,5,114,9,7,0.3,115,12,7,2026-04-30 02:00:00
开化气象局,衢州市,25,5,3,77,5,2,0.2,77,5,--,2026-04-30 02:00:00
常山环保大楼,衢州市,22,4,20,70,13,6,0.5,73,9,--,2026-04-30 02:00:00
人民医院,衢州市,27,8,12,85,18,11,0.6,83,9,4,2026-04-30 02:00:00
衢州三中（市）,衢州市,29,6,12,92,19,14,0.4,83,8,4,2026-04-30 02:00:00
龙游二高,衢州市,28,5,7,88,18,11,0.3,83,9,5,2026-04-30 02:00:00
建设大楼,衢州市,33,5,10,103,12,4,0.3,100,8,3,2026-04-30 02:00:00
开化监测大楼,衢州市,27,7,5,84,4,2,0.3,81,3,1,2026-04-30 02:00:00
江山环保大楼,衢州市,26,8,8,81,17,15,0.7,75,7,5,2026-04-30 02:00:00
图书馆大楼,衢州市,18,4,23,57,11,6,0.2,68,10,--,2026-04-30 02:00:00
东阳环保大楼,金华市,22,6,13,68,10,5,0.6,70,7,6,2026-04-30 02:00:00
南园初中,金华市,30,5,7,93,7,5,0.3,94,7,--,2026-04-30 02:00:00
广厦学院,金华市,22,5,18,67,16,15,0.5,72,10,6,2026-04-30 02:00:00
儿童公园,金华市,27,5,12,85,19,11,0.6,79,12,7,2026-04-30 02:00:00
西城供电所,金华市,50,5,7,73,26,35,0.3,68,16,11,2026-04-30 02:00:00
兰溪监测站,金华市,26,6,8,82,9,10,0.5,83,5,4,2026-04-30 02:00:00
浦江中学,金华市,27,3,3,86,11,3,0.4,81,9,4,2026-04-30 02:00:00
浦江实验中学,金华市,24,5,9,75,3,4,0.3,80,5,4,2026-04-30 02:00:00
兰溪八中,金华市,24,9,10,75,8,5,0.4,74,6,3,2026-04-30 02:00:00
第五中学,金华市,24,7,13,76,24,12,0.5,81,11,5,2026-04-30 02:00:00
武义县政府,金华市,25,9,13,78,13,6,0.4,80,13,6,2026-04-30 02:00:00
北苑,金华市,25,4,11,78,14,7,0.4,80,8,4,2026-04-30 02:00:00
永康一中,金华市,42,7,12,76,20,29,0.4,72,13,8,2026-04-30 02:00:00
江东,金华市,25,6,11,80,8,12,0.4,78,9,7,2026-04-30 02:00:00
武义北岭幼儿园,金华市,25,7,14,77,18,11,0.4,78,133,10,2026-04-30 02:00:00
国税大楼,金华市,29,8,13,92,3,2,0.4,94,6,3,2026-04-30 02:00:00
