site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
缙云中学,丽水市,28,5,11,87,11,5,0.5,80,9,3,2026-04-30 05:00:00
遂昌中学,丽水市,22,5,7,68,5,2,0.3,64,4,--,2026-04-30 05:00:00
景宁县政府,丽水市,25,4,5,78,8,6,0.5,70,6,5,2026-04-30 05:00:00
青田中学,丽水市,26,4,6,83,9,5,0.4,71,14,7,2026-04-30 05:00:00
庆元气象局,丽水市,20,4,5,63,6,4,0.2,71,12,7,2026-04-30 05:00:00
云和监测楼,丽水市,20,6,10,62,5,5,0.4,58,6,5,2026-04-30 05:00:00
信访大楼,丽水市,29,7,6,92,5,10,0.4,92,7,6,2026-04-30 05:00:00
遂昌民政局,丽水市,23,4,5,73,4,3,0.4,70,2,2,2026-04-30 05:00:00
塔山小学,丽水市,29,5,6,91,9,7,0.3,79,16,9,2026-04-30 05:00:00
和平水厂,丽水市,23,6,18,73,16,9,0.4,81,8,4,2026-04-30 05:00:00
粮食大楼,丽水市,18,8,6,55,4,2,0.4,63,6,4,2026-04-30 05:00:00
庆元监测楼,丽水市,18,6,7,56,6,3,0.5,60,12,7,2026-04-30 05:00:00
龙泉环保大楼,丽水市,17,7,5,54,4,1,0.4,64,7,4,2026-04-30 05:00:00
云和三中,丽水市,23,7,8,71,8,6,0.3,69,8,6,2026-04-30 05:00:00
松阳监测楼,丽水市,23,6,20,71,12,13,0.4,77,8,6,2026-04-30 05:00:00
红星小学,丽水市,25,5,6,78,7,5,0.5,75,7,4,2026-04-30 05:00:00
心湖站,台州市,23,5,5,71,5,4,0.4,92,7,4,2026-04-30 05:00:00
温岭环监站,台州市,26,5,9,82,3,3,0.3,80,8,5,2026-04-30 05:00:00
三门环监楼,台州市,24,5,11,74,9,7,0.4,93,7,4,2026-04-30 05:00:00
楚门中心小学,台州市,30,4,11,93,1,2,0.5,97,6,3,2026-04-30 05:00:00
仙居环监站,台州市,28,9,7,89,1,1,0.3,93,8,4,2026-04-30 05:00:00
天台实验中学,台州市,26,5,11,81,9,7,0.4,82,8,6,2026-04-30 05:00:00
之江高级中学,台州市,28,3,5,89,2,2,0.4,89,4,4,2026-04-30 05:00:00
新生中学,台州市,25,6,9,79,6,3,0.4,72,9,4,2026-04-30 05:00:00
育青中学,台州市,26,4,12,81,10,9,0.3,84,6,5,2026-04-30 05:00:00
玉环环监站,台州市,--,9,9,91,4,--,0.4,97,7,--,2026-04-30 05:00:00
巾山实验小学,台州市,26,3,13,82,7,5,0.3,86,11,7,2026-04-30 05:00:00
临海环保大楼,台州市,26,4,10,82,8,5,0.3,93,7,4,2026-04-30 05:00:00
振东新六中站,嘉兴市,45,8,39,87,40,31,0.6,92,20,15,2026-04-30 05:00:00
高级中学,嘉兴市,46,7,19,70,42,32,0.4,82,20,16,2026-04-30 05:00:00
海宁监测大楼,嘉兴市,47,6,25,49,47,24,0.4,70,22,14,2026-04-30 05:00:00
茅盾小学,嘉兴市,38,4,36,50,30,26,0.4,69,18,15,2026-04-30 05:00:00
植材小学,嘉兴市,33,7,26,31,30,23,0.6,62,16,12,2026-04-30 05:00:00
平湖幼儿园,嘉兴市,50,8,26,46,40,35,0.5,69,18,16,2026-04-30 05:00:00
海盐商贸学校,嘉兴市,51,5,24,56,51,34,0.3,76,23,15,2026-04-30 05:00:00
嘉善监测大楼,嘉兴市,56,4,36,44,53,38,0.4,69,25,19,2026-04-30 05:00:00
陆家桥村,嘉兴市,58,8,28,46,41,39,0.5,66,19,18,2026-04-30 05:00:00
气象观测台,嘉兴市,62,9,31,41,56,41,0.4,67,27,19,2026-04-30 05:00:00
文化中心,嘉兴市,39,9,16,51,25,27,0.5,64,16,15,2026-04-30 05:00:00
硖石街道,嘉兴市,33,8,17,48,27,23,0.4,64,15,12,2026-04-30 05:00:00
胜利社区,嘉兴市,48,7,21,52,35,33,0.5,67,18,17,2026-04-30 05:00:00
宁海水利局,宁波市,31,6,13,99,9,6,0.3,104,9,5,2026-04-30 05:00:00
大桥市场,宁波市,29,5,10,91,21,15,0.4,97,13,7,2026-04-30 05:00:00
宁海城南站,宁波市,30,5,12,93,9,6,0.3,104,7,4,2026-04-30 05:00:00
文峰小学,宁波市,30,7,9,95,14,10,0.4,98,8,4,2026-04-30 05:00:00
石浦新港小学,宁波市,34,6,9,108,8,4,0.4,110,8,3,2026-04-30 05:00:00
姚江小学,宁波市,38,7,17,78,28,26,0.5,85,13,10,2026-04-30 05:00:00
钱湖水厂,宁波市,38,3,15,84,34,26,0.4,99,13,8,2026-04-30 05:00:00
龙山公园,宁波市,45,5,12,78,30,31,0.5,84,15,12,2026-04-30 05:00:00
慈溪实验小学,宁波市,48,5,14,77,37,33,0.5,91,16,12,2026-04-30 05:00:00
