site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
慈溪环保大楼,宁波市,50,5,16,76,40,35,0.5,91,18,12,2026-04-30 05:00:00
奉化教育局,宁波市,29,7,9,92,18,13,0.3,98,11,7,2026-04-30 05:00:00
溪口政府大楼,宁波市,26,4,9,83,10,8,0.3,79,8,6,2026-04-30 05:00:00
桐庐江南,杭州市,28,8,8,87,20,18,0.5,100,10,8,2026-04-30 05:00:00
老年活动中心,杭州市,--,--,2,89,10,8,0.2,104,5,4,2026-04-30 05:00:00
海辰小学,杭州市,--,6,14,--,25,18,0.4,86,16,12,2026-04-30 05:00:00
第二中学,杭州市,23,4,20,49,17,16,0.3,84,7,6,2026-04-30 05:00:00
建德监测大楼,杭州市,16,6,6,50,15,10,0.4,68,6,5,2026-04-30 05:00:00
桐庐江北,杭州市,25,7,9,78,18,15,0.5,103,8,7,2026-04-30 05:00:00
淳安环保大楼,杭州市,24,10,2,74,10,10,0.5,84,5,4,2026-04-30 05:00:00
灵溪,温州市,15,8,4,45,10,3,0.4,56,29,8,2026-04-30 05:00:00
泰顺实验中学,温州市,22,5,4,69,3,2,0.5,74,--,--,2026-04-30 05:00:00
平阳县政府,温州市,22,7,8,68,5,3,0.6,66,12,6,2026-04-30 05:00:00
花园桥,温州市,22,7,6,70,3,2,0.3,66,7,4,2026-04-30 05:00:00
文成中学,温州市,24,7,4,74,4,2,0.3,76,13,--,2026-04-30 05:00:00
上塘,温州市,21,5,14,67,7,3,0.4,61,10,5,2026-04-30 05:00:00
大峃,温州市,23,4,5,73,2,3,0.3,71,11,7,2026-04-30 05:00:00
安阳新区,温州市,21,9,6,67,4,4,0.3,65,8,6,2026-04-30 05:00:00
苍南中学,温州市,20,7,9,62,5,2,0.4,61,18,10,2026-04-30 05:00:00
洞头气象局,温州市,27,7,9,86,4,1,0.4,96,12,--,2026-04-30 05:00:00
平阳监测站,温州市,20,9,4,64,3,3,0.5,58,11,5,2026-04-30 05:00:00
龙港实验中学,温州市,24,8,10,75,5,3,0.3,78,11,5,2026-04-30 05:00:00
乐成,温州市,20,5,12,64,11,4,0.4,68,7,--,2026-04-30 05:00:00
瓯北,温州市,19,7,26,60,8,5,0.4,56,13,7,2026-04-30 05:00:00
罗阳,温州市,--,5,6,78,--,--,0.4,82,--,6,2026-04-30 05:00:00
龙港,温州市,20,9,13,63,7,3,0.3,66,13,5,2026-04-30 05:00:00
柳市,温州市,30,3,6,93,4,1,0.2,87,10,5,2026-04-30 05:00:00
职教中心,湖州市,49,5,12,56,49,22,0.6,62,20,9,2026-04-30 05:00:00
地信科创园,湖州市,22,6,10,56,22,12,0.2,68,24,11,2026-04-30 05:00:00
安吉实验小学,湖州市,32,7,7,70,27,22,0.4,70,15,13,2026-04-30 05:00:00
龙山新区,湖州市,31,5,25,64,31,21,0.8,68,11,8,2026-04-30 05:00:00
安吉城东,湖州市,23,5,5,71,19,12,0.3,70,10,9,2026-04-30 05:00:00
春晖小学,湖州市,23,4,7,60,18,16,0.6,64,12,11,2026-04-30 05:00:00
杨树畈,绍兴市,19,4,7,59,11,11,0.4,67,10,6,2026-04-30 05:00:00
青少年宫,绍兴市,23,6,12,71,18,11,0.3,76,11,6,2026-04-30 05:00:00
丽湖小区,绍兴市,27,4,11,85,10,17,0.4,93,6,5,2026-04-30 05:00:00
城新小学,绍兴市,30,6,8,69,28,21,0.4,78,12,9,2026-04-30 05:00:00
城东站,绍兴市,29,4,10,77,23,20,0.5,77,11,9,2026-04-30 05:00:00
钟楼站,绍兴市,28,5,10,84,20,19,0.4,85,10,8,2026-04-30 05:00:00
马寅初初中,绍兴市,35,5,14,71,27,24,0.6,78,12,9,2026-04-30 05:00:00
岱山高亭,舟山市,30,6,6,96,13,8,0.3,100,11,5,2026-04-30 05:00:00
岱山环保大楼,舟山市,33,5,9,104,12,7,0.4,108,12,5,2026-04-30 05:00:00
嵊泗菜园,舟山市,35,7,6,112,9,7,0.3,114,11,7,2026-04-30 05:00:00
江山环保大楼,衢州市,27,10,6,84,12,10,0.4,77,7,5,2026-04-30 05:00:00
衢州三中（市）,衢州市,27,7,11,85,24,17,0.4,86,9,5,2026-04-30 05:00:00
开化气象局,衢州市,21,5,3,66,14,3,0.2,73,6,--,2026-04-30 05:00:00
龙游二高,衢州市,26,5,8,76,26,17,0.3,84,9,6,2026-04-30 05:00:00
开化监测大楼,衢州市,17,7,10,54,6,3,0.3,75,3,2,2026-04-30 05:00:00
人民医院,衢州市,29,9,8,91,12,7,0.4,84,8,4,2026-04-30 05:00:00
建设大楼,衢州市,29,6,11,92,19,13,0.4,101,7,3,2026-04-30 05:00:00
常山环保大楼,衢州市,26,5,8,83,12,1,0.4,70,8,--,2026-04-30 05:00:00
图书馆大楼,衢州市,25,5,7,77,22,3,0.2,66,9,--,2026-04-30 05:00:00
儿童公园,金华市,24,5,10,74,16,10,0.6,78,10,6,2026-04-30 05:00:00
兰溪监测站,金华市,25,6,6,77,10,13,0.5,84,5,5,2026-04-30 05:00:00
浦江实验中学,金华市,25,5,7,77,8,5,0.3,78,5,4,2026-04-30 05:00:00
第五中学,金华市,24,7,12,67,24,9,0.5,75,10,5,2026-04-30 05:00:00
浦江中学,金华市,23,4,20,45,23,8,0.4,74,9,4,2026-04-30 05:00:00
武义县政府,金华市,24,9,10,76,9,3,0.4,79,10,4,2026-04-30 05:00:00
兰溪八中,金华市,21,8,10,65,18,7,0.4,74,6,3,2026-04-30 05:00:00
北苑,金华市,21,4,11,66,13,9,0.4,75,6,4,2026-04-30 05:00:00
武义北岭幼儿园,金华市,23,7,13,73,16,12,0.4,76,85,8,2026-04-30 05:00:00
广厦学院,金华市,29,5,11,65,17,20,0.5,70,9,8,2026-04-30 05:00:00
江东,金华市,22,6,11,69,8,10,0.5,77,7,7,2026-04-30 05:00:00
永康一中,金华市,29,6,9,76,16,20,0.4,74,11,9,2026-04-30 05:00:00
南园初中,金华市,23,5,10,72,13,9,0.4,87,5,--,2026-04-30 05:00:00
国税大楼,金华市,23,8,16,71,5,4,0.4,86,4,2,2026-04-30 05:00:00
东阳环保大楼,金华市,20,6,12,63,11,7,0.7,69,7,6,2026-04-30 05:00:00
西城供电所,金华市,39,5,6,74,21,27,0.3,71,14,12,2026-04-30 05:00:00
