site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,19,6,9,60,6,3,0.6,59,7,4,2026-04-30 10:00:00
景宁县政府,丽水市,26,4,6,82,11,5,0.5,77,5,3,2026-04-30 10:00:00
缙云中学,丽水市,26,5,16,82,17,10,0.5,76,9,4,2026-04-30 10:00:00
塔山小学,丽水市,30,5,8,95,9,5,0.3,88,8,5,2026-04-30 10:00:00
云和三中,丽水市,25,7,9,77,3,3,0.3,70,5,4,2026-04-30 10:00:00
信访大楼,丽水市,30,7,10,94,8,9,0.5,91,5,7,2026-04-30 10:00:00
和平水厂,丽水市,30,6,15,95,11,6,0.4,81,8,5,2026-04-30 10:00:00
松阳监测楼,丽水市,28,5,20,87,10,10,0.5,76,8,7,2026-04-30 10:00:00
红星小学,丽水市,25,5,7,80,6,4,0.5,78,4,2,2026-04-30 10:00:00
青田中学,丽水市,28,4,8,88,10,5,0.4,80,6,3,2026-04-30 10:00:00
粮食大楼,丽水市,23,8,10,72,12,8,0.4,59,4,3,2026-04-30 10:00:00
云和监测楼,丽水市,23,8,10,72,7,6,0.4,60,4,3,2026-04-30 10:00:00
遂昌民政局,丽水市,--,4,4,102,3,--,0.4,80,2,2,2026-04-30 10:00:00
遂昌中学,丽水市,--,5,6,95,4,3,--,73,4,--,2026-04-30 10:00:00
龙泉环保大楼,丽水市,22,9,6,69,4,2,0.4,57,4,2,2026-04-30 10:00:00
庆元气象局,丽水市,--,4,10,57,12,11,--,62,7,5,2026-04-30 10:00:00
巾山实验小学,台州市,34,3,11,106,15,9,0.3,89,9,6,2026-04-30 10:00:00
三门环监楼,台州市,34,5,7,107,14,14,0.4,83,7,5,2026-04-30 10:00:00
楚门中心小学,台州市,30,5,14,96,7,5,0.5,89,4,2,2026-04-30 10:00:00
之江高级中学,台州市,29,3,9,91,3,5,0.4,85,3,4,2026-04-30 10:00:00
天台实验中学,台州市,29,5,14,90,18,19,0.4,83,9,7,2026-04-30 10:00:00
新生中学,台州市,29,5,10,91,10,8,0.4,81,7,4,2026-04-30 10:00:00
育青中学,台州市,33,4,14,90,22,23,0.3,82,9,7,2026-04-30 10:00:00
临海环保大楼,台州市,32,5,11,101,15,11,0.4,91,8,5,2026-04-30 10:00:00
心湖站,台州市,31,5,7,98,17,14,0.4,78,6,4,2026-04-30 10:00:00
温岭环监站,台州市,27,5,13,85,8,4,0.3,77,6,5,2026-04-30 10:00:00
