site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,--,5,5,57,3,--,0.4,59,15,8,2026-04-30 01:00:00
遂昌民政局,丽水市,24,4,7,75,2,2,0.3,73,7,5,2026-04-30 01:00:00
松阳监测楼,丽水市,24,5,21,74,11,12,0.5,82,16,10,2026-04-30 01:00:00
红星小学,丽水市,22,5,7,69,4,2,0.4,80,13,8,2026-04-30 01:00:00
云和三中,丽水市,21,7,11,65,4,5,0.3,78,15,10,2026-04-30 01:00:00
青田中学,丽水市,21,3,13,65,4,2,0.4,72,23,12,2026-04-30 01:00:00
庆元气象局,丽水市,24,4,4,74,2,2,0.2,69,18,11,2026-04-30 01:00:00
云和监测楼,丽水市,--,6,12,54,4,--,0.3,69,14,8,2026-04-30 01:00:00
景宁县政府,丽水市,20,4,9,64,5,4,0.5,74,11,8,2026-04-30 01:00:00
粮食大楼,丽水市,20,8,7,62,3,2,0.3,74,17,7,2026-04-30 01:00:00
龙泉环保大楼,丽水市,20,7,5,62,3,1,0.4,74,13,8,2026-04-30 01:00:00
塔山小学,丽水市,24,5,14,76,5,3,0.3,78,26,13,2026-04-30 01:00:00
遂昌中学,丽水市,20,5,10,64,4,2,0.3,69,10,--,2026-04-30 01:00:00
缙云中学,丽水市,28,5,14,88,8,3,0.5,75,13,6,2026-04-30 01:00:00
信访大楼,丽水市,29,7,10,92,3,8,0.4,95,11,7,2026-04-30 01:00:00
和平水厂,丽水市,23,6,20,73,18,10,0.4,88,15,7,2026-04-30 01:00:00
巾山实验小学,台州市,29,3,12,90,4,3,0.3,88,14,8,2026-04-30 01:00:00
天台实验中学,台州市,28,5,11,88,10,7,0.4,85,10,7,2026-04-30 01:00:00
心湖站,台州市,30,5,6,96,9,6,0.4,101,9,5,2026-04-30 01:00:00
之江高级中学,台州市,30,3,7,96,3,3,0.4,83,6,6,2026-04-30 01:00:00
三门环监楼,台州市,31,5,8,98,6,4,0.4,100,10,5,2026-04-30 01:00:00
临海环保大楼,台州市,32,5,10,102,4,2,0.3,94,--,--,2026-04-30 01:00:00
仙居环监站,台州市,33,8,9,103,1,2,0.3,90,11,6,2026-04-30 01:00:00
玉环环监站,台州市,--,9,7,104,4,--,0.4,98,11,5,2026-04-30 01:00:00
楚门中心小学,台州市,--,5,13,100,2,--,0.5,96,9,4,2026-04-30 01:00:00
温岭环监站,台州市,28,6,11,87,3,5,0.3,75,12,6,2026-04-30 01:00:00
育青中学,台州市,28,3,12,89,6,5,0.3,85,7,5,2026-04-30 01:00:00
新生中学,台州市,21,5,16,65,9,6,0.4,74,12,6,2026-04-30 01:00:00
植材小学,嘉兴市,22,7,14,67,22,14,0.6,82,14,11,2026-04-30 01:00:00
平湖幼儿园,嘉兴市,36,8,16,77,28,25,0.5,87,15,13,2026-04-30 01:00:00
文化中心,嘉兴市,36,9,11,70,25,25,0.5,80,14,12,2026-04-30 01:00:00
振东新六中站,嘉兴市,38,8,22,105,32,26,0.5,98,17,12,2026-04-30 01:00:00
硖石街道,嘉兴市,32,8,11,70,24,22,0.4,76,13,10,2026-04-30 01:00:00
茅盾小学,嘉兴市,40,4,27,71,30,28,0.4,89,15,12,2026-04-30 01:00:00
海宁监测大楼,嘉兴市,33,6,20,73,33,21,0.3,83,18,11,2026-04-30 01:00:00
陆家桥村,嘉兴市,49,8,21,70,33,34,0.5,88,15,14,2026-04-30 01:00:00
气象观测台,嘉兴市,48,9,22,70,46,33,0.4,87,21,15,2026-04-30 01:00:00
海盐商贸学校,嘉兴市,42,5,18,79,42,28,0.4,91,18,12,2026-04-30 01:00:00
高级中学,嘉兴市,43,7,17,86,34,30,0.4,95,16,12,2026-04-30 01:00:00
胜利社区,嘉兴市,45,7,17,73,31,31,0.4,82,15,14,2026-04-30 01:00:00
嘉善监测大楼,嘉兴市,45,4,23,71,40,31,0.3,85,20,16,2026-04-30 01:00:00
奉化教育局,宁波市,31,7,9,99,5,4,0.3,104,14,8,2026-04-30 01:00:00
宁海水利局,宁波市,34,6,12,107,9,6,0.3,108,12,6,2026-04-30 01:00:00
慈溪实验小学,宁波市,33,5,13,95,30,23,0.4,104,14,8,2026-04-30 01:00:00
姚江小学,宁波市,32,7,15,100,17,16,0.4,96,11,8,2026-04-30 01:00:00
大桥市场,宁波市,31,5,10,97,8,5,0.3,99,15,7,2026-04-30 01:00:00
溪口政府大楼,宁波市,20,4,27,62,12,9,0.2,98,10,6,2026-04-30 01:00:00
宁海城南站,宁波市,34,5,10,106,7,4,0.3,108,10,6,2026-04-30 01:00:00
石浦新港小学,宁波市,34,5,10,108,5,2,0.4,114,11,3,2026-04-30 01:00:00
慈溪环保大楼,宁波市,36,4,13,95,32,25,0.5,103,15,9,2026-04-30 01:00:00
钱湖水厂,宁波市,35,4,15,110,12,8,0.4,106,13,6,2026-04-30 01:00:00
文峰小学,宁波市,30,7,11,93,11,7,0.5,99,11,5,2026-04-30 01:00:00
龙山公园,宁波市,30,4,11,95,23,20,0.4,94,14,9,2026-04-30 01:00:00
建德监测大楼,杭州市,23,7,6,73,9,7,0.4,77,6,4,2026-04-30 01:00:00
老年活动中心,杭州市,--,--,2,107,8,7,0.2,106,4,3,2026-04-30 01:00:00
桐庐江北,杭州市,33,6,8,105,15,15,0.5,116,7,5,2026-04-30 01:00:00
淳安环保大楼,杭州市,27,9,2,84,9,6,0.4,91,4,3,2026-04-30 01:00:00
桐庐江南,杭州市,32,7,9,101,17,15,0.5,108,8,6,2026-04-30 01:00:00
第二中学,杭州市,31,4,9,97,13,13,0.3,94,6,4,2026-04-30 01:00:00
海辰小学,杭州市,30,6,13,95,19,14,0.7,96,14,11,2026-04-30 01:00:00
文成中学,温州市,--,7,3,79,1,--,0.2,75,24,14,2026-04-30 01:00:00
上塘,温州市,19,5,19,48,19,9,0.4,72,15,7,2026-04-30 01:00:00
罗阳,温州市,--,5,7,83,--,2,0.4,83,15,9,2026-04-30 01:00:00
瓯北,温州市,19,9,37,51,15,11,0.4,70,17,8,2026-04-30 01:00:00
洞头气象局,温州市,31,7,9,98,5,2,0.4,99,16,--,2026-04-30 01:00:00
苍南中学,温州市,18,8,16,55,7,4,0.4,68,26,13,2026-04-30 01:00:00
平阳县政府,温州市,18,6,16,57,9,6,0.6,74,19,9,2026-04-30 01:00:00
泰顺实验中学,温州市,--,5,4,76,--,--,0.5,76,16,--,2026-04-30 01:00:00
平阳监测站,温州市,18,9,9,55,9,6,0.5,68,16,8,2026-04-30 01:00:00
灵溪,温州市,24,8,4,53,24,7,0.4,67,35,11,2026-04-30 01:00:00
花园桥,温州市,24,6,8,75,2,1,0.3,68,12,6,2026-04-30 01:00:00
柳市,温州市,27,3,9,85,6,3,0.2,89,15,7,2026-04-30 01:00:00
乐成,温州市,20,5,9,63,8,4,0.4,86,9,--,2026-04-30 01:00:00
龙港实验中学,温州市,23,8,16,73,6,4,0.3,85,17,8,2026-04-30 01:00:00
大峃,温州市,25,7,5,77,3,1,0.3,69,21,11,2026-04-30 01:00:00
龙港,温州市,20,9,17,62,8,4,0.3,73,20,8,2026-04-30 01:00:00
安阳新区,温州市,21,9,10,66,4,4,0.3,69,11,9,2026-04-30 01:00:00
安吉城东,湖州市,19,5,5,59,18,13,0.3,82,8,8,2026-04-30 01:00:00
地信科创园,湖州市,34,6,11,66,34,14,0.2,83,20,11,2026-04-30 01:00:00
安吉实验小学,湖州市,33,6,13,69,33,23,0.4,88,12,11,2026-04-30 01:00:00
职教中心,湖州市,28,5,10,57,28,14,0.3,77,16,7,2026-04-30 01:00:00
龙山新区,湖州市,22,5,16,69,15,11,0.5,84,8,6,2026-04-30 01:00:00
春晖小学,湖州市,19,4,12,59,15,13,0.6,75,11,9,2026-04-30 01:00:00
钟楼站,绍兴市,25,4,12,80,14,14,0.4,92,12,8,2026-04-30 01:00:00
杨树畈,绍兴市,21,6,12,65,14,11,0.4,76,12,7,2026-04-30 01:00:00
城新小学,绍兴市,26,6,11,74,24,18,0.4,86,12,8,2026-04-30 01:00:00
马寅初初中,绍兴市,23,4,11,73,14,11,0.6,87,13,9,2026-04-30 01:00:00
城东站,绍兴市,23,4,12,73,17,15,0.5,82,12,8,2026-04-30 01:00:00
青少年宫,绍兴市,24,6,13,75,21,10,0.3,82,12,7,2026-04-30 01:00:00
丽湖小区,绍兴市,29,4,10,92,6,5,0.4,102,8,5,2026-04-30 01:00:00
岱山高亭,舟山市,31,7,6,99,8,4,0.3,104,12,5,2026-04-30 01:00:00
嵊泗菜园,舟山市,36,7,6,115,8,6,0.3,116,12,7,2026-04-30 01:00:00
岱山环保大楼,舟山市,34,5,10,107,6,3,0.4,112,13,6,2026-04-30 01:00:00
建设大楼,衢州市,35,5,10,111,14,5,0.3,100,8,4,2026-04-30 01:00:00
江山环保大楼,衢州市,24,8,12,75,15,13,0.8,76,7,5,2026-04-30 01:00:00
常山环保大楼,衢州市,18,4,25,56,14,3,0.4,74,9,--,2026-04-30 01:00:00
开化监测大楼,衢州市,--,7,5,76,3,--,0.3,82,3,1,2026-04-30 01:00:00
开化气象局,衢州市,23,5,4,72,4,1,0.2,78,6,--,2026-04-30 01:00:00
人民医院,衢州市,27,7,14,86,15,8,0.6,83,9,4,2026-04-30 01:00:00
衢州三中（市）,衢州市,28,6,14,89,21,15,0.4,83,8,4,2026-04-30 01:00:00
龙游二高,衢州市,28,5,8,87,17,11,0.3,83,9,6,2026-04-30 01:00:00
图书馆大楼,衢州市,19,4,28,60,13,4,0.2,71,10,--,2026-04-30 01:00:00
兰溪八中,金华市,24,8,12,74,10,6,0.4,72,6,3,2026-04-30 01:00:00
国税大楼,金华市,--,8,12,100,2,--,0.3,94,6,3,2026-04-30 01:00:00
第五中学,金华市,26,6,13,82,22,12,0.5,82,12,5,2026-04-30 01:00:00
西城供电所,金华市,43,6,9,68,26,30,0.3,68,17,10,2026-04-30 01:00:00
武义县政府,金华市,25,9,14,77,10,4,0.4,80,14,6,2026-04-30 01:00:00
浦江实验中学,金华市,26,5,8,81,5,8,0.3,80,6,4,2026-04-30 01:00:00
永康一中,金华市,36,7,13,70,18,25,0.4,73,14,8,2026-04-30 01:00:00
北苑,金华市,26,4,12,83,12,6,0.4,80,8,5,2026-04-30 01:00:00
江东,金华市,26,6,10,82,10,11,0.4,77,10,8,2026-04-30 01:00:00
