site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
青田中学,丽水市,25,3,8,77,8,5,0.4,73,10,5,2026-04-30 07:00:00
信访大楼,丽水市,28,7,6,89,6,9,0.5,92,5,6,2026-04-30 07:00:00
塔山小学,丽水市,27,5,11,85,6,4,0.3,82,12,7,2026-04-30 07:00:00
遂昌民政局,丽水市,--,4,6,--,3,3,0.4,73,2,2,2026-04-30 07:00:00
红星小学,丽水市,25,5,6,78,6,3,0.5,75,4,2,2026-04-30 07:00:00
景宁县政府,丽水市,24,4,7,76,8,5,0.5,72,4,3,2026-04-30 07:00:00
和平水厂,丽水市,24,7,18,74,16,9,0.5,76,8,4,2026-04-30 07:00:00
云和三中,丽水市,22,7,8,69,5,3,0.3,67,6,4,2026-04-30 07:00:00
松阳监测楼,丽水市,22,8,28,70,13,14,0.5,72,8,6,2026-04-30 07:00:00
缙云中学,丽水市,22,5,10,70,11,5,0.5,80,8,3,2026-04-30 07:00:00
遂昌中学,丽水市,--,5,8,59,5,--,0.3,64,4,--,2026-04-30 07:00:00
庆元气象局,丽水市,19,4,8,58,11,9,0.3,67,10,6,2026-04-30 07:00:00
云和监测楼,丽水市,16,6,12,50,7,6,0.4,55,4,3,2026-04-30 07:00:00
庆元监测楼,丽水市,17,6,9,54,6,4,0.6,59,10,6,2026-04-30 07:00:00
龙泉环保大楼,丽水市,17,7,6,53,6,3,0.4,58,4,2,2026-04-30 07:00:00
粮食大楼,丽水市,17,8,8,53,6,4,0.4,58,4,2,2026-04-30 07:00:00
巾山实验小学,台州市,26,3,14,83,10,7,0.3,86,9,6,2026-04-30 07:00:00
楚门中心小学,台州市,26,5,14,82,3,4,0.5,95,5,2,2026-04-30 07:00:00
玉环环监站,台州市,26,9,15,81,7,1,0.4,95,6,--,2026-04-30 07:00:00
新生中学,台州市,25,6,12,78,4,4,0.4,75,8,4,2026-04-30 07:00:00
临海环保大楼,台州市,29,5,13,90,9,6,0.3,92,7,4,2026-04-30 07:00:00
之江高级中学,台州市,24,3,10,74,2,3,0.4,89,3,4,2026-04-30 07:00:00
三门环监楼,台州市,24,5,12,74,8,7,0.5,86,7,4,2026-04-30 07:00:00
育青中学,台州市,30,3,14,79,29,21,0.3,83,7,6,2026-04-30 07:00:00
仙居环监站,台州市,26,8,11,81,4,2,0.4,91,6,3,2026-04-30 07:00:00
温岭环监站,台州市,22,5,14,70,5,3,0.3,80,7,5,2026-04-30 07:00:00
天台实验中学,台州市,26,5,12,82,15,13,0.5,83,8,6,2026-04-30 07:00:00
心湖站,台州市,21,5,9,67,9,7,0.4,82,6,4,2026-04-30 07:00:00
高级中学,嘉兴市,45,7,27,55,40,31,0.4,73,22,18,2026-04-30 07:00:00
振东新六中站,嘉兴市,--,6,35,--,40,30,0.6,89,22,17,2026-04-30 07:00:00
气象观测台,嘉兴市,66,10,40,34,65,43,0.5,54,31,22,2026-04-30 07:00:00
植材小学,嘉兴市,28,8,17,49,26,19,0.7,52,18,14,2026-04-30 07:00:00
陆家桥村,嘉兴市,66,8,47,25,47,43,0.6,51,22,21,2026-04-30 07:00:00
平湖幼儿园,嘉兴市,60,9,35,35,46,40,0.5,56,21,19,2026-04-30 07:00:00
胜利社区,嘉兴市,56,7,36,30,42,38,0.6,55,20,19,2026-04-30 07:00:00
海盐商贸学校,嘉兴市,50,4,34,47,50,31,0.4,66,26,17,2026-04-30 07:00:00
海宁监测大楼,嘉兴市,50,7,29,35,50,25,0.4,60,25,15,2026-04-30 07:00:00
嘉善监测大楼,嘉兴市,64,5,40,41,56,42,0.4,57,29,23,2026-04-30 07:00:00
文化中心,嘉兴市,42,10,32,34,30,29,0.6,51,17,17,2026-04-30 07:00:00
硖石街道,嘉兴市,35,8,24,40,30,24,0.5,56,17,14,2026-04-30 07:00:00
茅盾小学,嘉兴市,39,4,51,39,32,27,0.4,54,20,16,2026-04-30 07:00:00
姚江小学,宁波市,35,9,24,66,27,24,0.5,81,14,12,2026-04-30 07:00:00
宁海水利局,宁波市,29,6,18,92,15,10,0.3,100,9,5,2026-04-30 07:00:00
宁海城南站,宁波市,29,6,14,91,10,7,0.3,99,7,4,2026-04-30 07:00:00
钱湖水厂,宁波市,42,4,19,77,34,29,0.5,94,15,10,2026-04-30 07:00:00
溪口政府大楼,宁波市,25,4,21,64,21,17,0.3,72,8,6,2026-04-30 07:00:00
龙山公园,宁波市,45,5,16,61,30,31,0.5,79,17,14,2026-04-30 07:00:00
慈溪实验小学,宁波市,50,5,20,63,38,35,0.5,82,18,14,2026-04-30 07:00:00
文峰小学,宁波市,40,7,12,81,32,28,0.4,93,9,6,2026-04-30 07:00:00
慈溪环保大楼,宁波市,52,5,20,66,40,36,0.6,83,20,15,2026-04-30 07:00:00
大桥市场,宁波市,30,5,13,87,24,21,0.4,94,14,8,2026-04-30 07:00:00
奉化教育局,宁波市,36,6,11,88,27,25,0.3,94,12,8,2026-04-30 07:00:00
石浦新港小学,宁波市,31,5,10,99,25,14,0.4,107,8,3,2026-04-30 07:00:00
老年活动中心,杭州市,--,--,3,82,11,8,0.2,96,6,5,2026-04-30 07:00:00
建德监测大楼,杭州市,19,7,7,46,18,13,0.5,58,7,6,2026-04-30 07:00:00
桐庐江北,杭州市,27,6,10,84,18,15,0.5,92,9,8,2026-04-30 07:00:00
海辰小学,杭州市,23,6,18,53,21,16,0.3,77,17,13,2026-04-30 07:00:00
第二中学,杭州市,25,4,32,48,19,17,0.4,72,8,7,2026-04-30 07:00:00
淳安环保大楼,杭州市,23,9,4,72,10,11,0.5,78,6,5,2026-04-30 07:00:00
桐庐江南,杭州市,27,6,8,84,16,15,0.5,92,11,9,2026-04-30 07:00:00
苍南中学,温州市,16,7,14,50,7,3,0.4,56,15,8,2026-04-30 07:00:00
洞头气象局,温州市,--,7,10,86,--,1,0.4,94,10,--,2026-04-30 07:00:00
罗阳,温州市,--,5,8,76,--,--,0.4,80,--,--,2026-04-30 07:00:00
柳市,温州市,29,3,10,92,4,1,0.2,88,7,4,2026-04-30 07:00:00
乐成,温州市,20,5,15,62,7,4,0.4,62,7,--,2026-04-30 07:00:00
灵溪,温州市,15,8,6,48,11,3,0.4,50,26,7,2026-04-30 07:00:00
文成中学,温州市,23,7,6,71,4,2,0.3,74,9,--,2026-04-30 07:00:00
大峃,温州市,24,4,5,74,3,3,0.3,74,7,5,2026-04-30 07:00:00
平阳监测站,温州市,24,9,4,75,4,1,0.5,62,9,4,2026-04-30 07:00:00
花园桥,温州市,25,7,6,79,4,1,0.3,74,6,3,2026-04-30 07:00:00
安阳新区,温州市,25,9,6,77,4,4,0.3,68,6,5,2026-04-30 07:00:00
龙港实验中学,温州市,25,8,11,77,5,3,0.3,75,8,4,2026-04-30 07:00:00
平阳县政府,温州市,25,6,9,78,6,4,0.6,68,10,5,2026-04-30 07:00:00
瓯北,温州市,22,7,25,68,8,5,0.4,56,11,6,2026-04-30 07:00:00
龙港,温州市,22,8,13,69,6,3,0.3,64,11,4,2026-04-30 07:00:00
上塘,温州市,22,5,13,69,4,1,0.4,62,8,4,2026-04-30 07:00:00
泰顺实验中学,温州市,21,5,5,65,4,2,0.5,72,--,--,2026-04-30 07:00:00
龙山新区,湖州市,19,5,33,59,16,9,0.7,64,12,9,2026-04-30 07:00:00
职教中心,湖州市,38,5,19,44,38,12,0.6,54,22,9,2026-04-30 07:00:00
春晖小学,湖州市,22,4,9,59,17,15,0.6,60,13,11,2026-04-30 07:00:00
安吉城东,湖州市,28,5,4,74,20,19,0.3,68,11,10,2026-04-30 07:00:00
安吉实验小学,湖州市,29,7,8,72,29,19,0.4,68,17,14,2026-04-30 07:00:00
地信科创园,湖州市,22,6,13,47,22,13,0.2,60,26,11,2026-04-30 07:00:00
钟楼站,绍兴市,33,5,13,78,25,23,0.5,81,10,9,2026-04-30 07:00:00
城东站,绍兴市,39,4,13,72,30,27,0.5,74,12,10,2026-04-30 07:00:00
青少年宫,绍兴市,22,6,11,69,18,11,0.3,74,12,7,2026-04-30 07:00:00
丽湖小区,绍兴市,29,4,10,90,11,16,0.4,90,6,6,2026-04-30 07:00:00
城新小学,绍兴市,29,7,12,59,26,20,0.4,71,14,10,2026-04-30 07:00:00
杨树畈,绍兴市,20,4,7,62,10,7,0.4,63,10,6,2026-04-30 07:00:00
马寅初初中,绍兴市,35,5,14,72,27,24,0.6,74,13,10,2026-04-30 07:00:00
嵊泗菜园,舟山市,35,7,8,111,14,11,0.3,113,11,7,2026-04-30 07:00:00
岱山环保大楼,舟山市,34,5,11,108,14,8,0.3,107,11,6,2026-04-30 07:00:00
岱山高亭,舟山市,31,6,8,98,15,10,0.3,99,11,5,2026-04-30 07:00:00
江山环保大楼,衢州市,23,7,15,69,19,16,0.5,78,8,6,2026-04-30 07:00:00
人民医院,衢州市,25,7,14,79,20,13,0.4,86,9,4,2026-04-30 07:00:00
开化气象局,衢州市,20,5,4,61,15,8,0.2,69,6,--,2026-04-30 07:00:00
图书馆大楼,衢州市,25,5,11,78,19,7,0.2,69,10,--,2026-04-30 07:00:00
龙游二高,衢州市,27,5,12,69,27,18,0.3,81,10,6,2026-04-30 07:00:00
开化监测大楼,衢州市,16,7,12,50,8,4,0.4,67,3,2,2026-04-30 07:00:00
建设大楼,衢州市,28,6,14,87,23,14,0.4,99,9,4,2026-04-30 07:00:00
常山环保大楼,衢州市,25,5,13,77,11,6,0.4,72,8,--,2026-04-30 07:00:00
衢州三中（市）,衢州市,27,7,12,86,20,14,0.4,88,10,6,2026-04-30 07:00:00
兰溪八中,金华市,19,7,14,60,12,8,0.4,70,7,4,2026-04-30 07:00:00
北苑,金华市,22,4,14,69,12,9,0.4,73,7,4,2026-04-30 07:00:00
江东,金华市,23,5,10,72,9,13,0.4,76,7,8,2026-04-30 07:00:00
武义北岭幼儿园,金华市,22,7,16,70,20,15,0.5,75,35,8,2026-04-30 07:00:00
南园初中,金华市,25,5,9,78,18,12,0.4,83,6,--,2026-04-30 07:00:00
永康一中,金华市,28,7,10,76,16,19,0.4,75,11,10,2026-04-30 07:00:00
儿童公园,金华市,23,5,13,73,19,11,0.7,78,11,6,2026-04-30 07:00:00
广厦学院,金华市,39,5,18,61,24,27,0.6,66,10,10,2026-04-30 07:00:00
第五中学,金华市,21,7,15,62,21,10,0.5,72,12,5,2026-04-30 07:00:00
浦江实验中学,金华市,21,5,9,65,5,4,0.3,75,5,4,2026-04-30 07:00:00
武义县政府,金华市,23,8,12,71,13,6,0.5,78,9,4,2026-04-30 07:00:00
西城供电所,金华市,38,6,8,70,25,26,0.3,72,14,12,2026-04-30 07:00:00
东阳环保大楼,金华市,20,7,14,61,16,12,0.7,66,7,6,2026-04-30 07:00:00
国税大楼,金华市,23,8,17,71,7,7,0.4,81,4,2,2026-04-30 07:00:00
兰溪监测站,金华市,25,6,7,77,11,16,0.5,81,5,5,2026-04-30 07:00:00
浦江中学,金华市,22,4,14,49,22,9,0.4,67,10,4,2026-04-30 07:00:00
