site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
花园桥,温州市,30,6,9,94,10,3,0.3,79,4,2,2026-04-30 11:00:00
柳市,温州市,--,3,8,102,9,4,--,95,6,3,2026-04-30 11:00:00
春晖小学,湖州市,36,5,3,113,23,18,0.5,75,15,13,2026-04-30 11:00:00
职教中心,湖州市,36,7,13,87,36,24,0.5,59,28,12,2026-04-30 11:00:00
地信科创园,湖州市,36,7,11,113,35,14,0.2,70,31,13,2026-04-30 11:00:00
安吉实验小学,湖州市,33,8,12,105,29,18,0.4,78,21,16,2026-04-30 11:00:00
安吉城东,湖州市,34,6,6,108,23,18,0.3,78,14,12,2026-04-30 11:00:00
龙山新区,湖州市,35,7,20,89,30,24,0.7,67,16,12,2026-04-30 11:00:00
青少年宫,绍兴市,--,7,10,108,20,--,0.3,83,13,8,2026-04-30 11:00:00
丽湖小区,绍兴市,33,5,14,105,23,22,0.5,92,8,8,2026-04-30 11:00:00
城东站,绍兴市,42,4,13,90,31,29,0.6,77,16,14,2026-04-30 11:00:00
城新小学,绍兴市,34,7,8,107,14,12,0.4,78,15,12,2026-04-30 11:00:00
钟楼站,绍兴市,36,4,12,98,30,25,0.5,84,14,12,2026-04-30 11:00:00
马寅初初中,绍兴市,40,4,16,89,33,28,0.6,78,15,13,2026-04-30 11:00:00
杨树畈,绍兴市,32,5,7,101,11,9,0.4,73,10,7,2026-04-30 11:00:00
嵊泗菜园,舟山市,42,9,11,117,39,29,0.6,112,14,9,2026-04-30 11:00:00
岱山高亭,舟山市,45,5,13,103,41,31,0.4,98,14,8,2026-04-30 11:00:00
岱山环保大楼,舟山市,46,5,15,108,46,28,0.4,106,14,8,2026-04-30 11:00:00
江山环保大楼,衢州市,34,8,9,107,20,14,0.7,84,11,9,2026-04-30 11:00:00
开化气象局,衢州市,29,5,3,90,10,3,0.2,69,8,--,2026-04-30 11:00:00
人民医院,衢州市,35,7,10,109,13,8,0.5,90,11,6,2026-04-30 11:00:00
龙游二高,衢州市,35,5,8,112,13,9,0.2,86,12,8,2026-04-30 11:00:00
开化监测大楼,衢州市,--,7,--,96,4,2,--,65,4,2,2026-04-30 11:00:00
图书馆大楼,衢州市,28,5,11,88,13,4,0.2,80,11,--,2026-04-30 11:00:00
建设大楼,衢州市,37,5,10,117,18,11,0.3,101,10,6,2026-04-30 11:00:00
常山环保大楼,衢州市,--,--,--,--,8,4,--,80,10,5,2026-04-30 11:00:00
衢州三中（市）,衢州市,34,7,14,108,15,13,0.4,92,12,8,2026-04-30 11:00:00
永康一中,金华市,--,--,10,91,17,5,--,78,13,11,2026-04-30 11:00:00
兰溪八中,金华市,25,9,12,78,16,7,0.4,69,9,5,2026-04-30 11:00:00
南园初中,金华市,33,5,7,103,12,9,0.4,84,7,--,2026-04-30 11:00:00
西城供电所,金华市,27,6,9,84,20,11,0.2,74,16,15,2026-04-30 11:00:00
国税大楼,金华市,33,8,13,103,7,6,0.4,83,4,3,2026-04-30 11:00:00
广厦学院,金华市,30,5,11,95,16,16,0.5,74,12,12,2026-04-30 11:00:00
东阳环保大楼,金华市,30,6,9,93,13,13,0.6,72,8,7,2026-04-30 11:00:00
武义北岭幼儿园,金华市,30,7,13,95,18,15,0.5,78,16,9,2026-04-30 11:00:00
浦江实验中学,金华市,31,6,7,99,21,9,0.3,81,7,5,2026-04-30 11:00:00
第五中学,金华市,35,6,9,110,19,10,0.5,82,14,7,2026-04-30 11:00:00
浦江中学,金华市,32,4,7,100,19,12,0.4,67,12,6,2026-04-30 11:00:00
北苑,金华市,32,5,11,102,18,12,0.4,80,9,6,2026-04-30 11:00:00
儿童公园,金华市,33,6,13,104,15,13,0.6,84,14,8,2026-04-30 11:00:00
江东,金华市,33,6,10,103,19,16,0.4,83,9,10,2026-04-30 11:00:00
兰溪监测站,金华市,27,7,10,85,13,14,0.5,80,6,7,2026-04-30 11:00:00
武义县政府,金华市,30,9,11,93,21,13,0.5,79,10,4,2026-04-30 11:00:00
