site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,22,6,5,68,3,1,0.4,59,6,3,2026-04-30 11:00:00
和平水厂,丽水市,32,8,16,101,17,8,0.5,84,9,5,2026-04-30 11:00:00
青田中学,丽水市,32,4,6,100,10,6,0.4,84,6,3,2026-04-30 11:00:00
遂昌中学,丽水市,35,5,5,112,3,2,0.3,78,4,--,2026-04-30 11:00:00
信访大楼,丽水市,31,7,15,97,10,7,0.5,92,6,7,2026-04-30 11:00:00
松阳监测楼,丽水市,30,7,18,93,13,14,0.5,78,8,7,2026-04-30 11:00:00
景宁县政府,丽水市,27,4,6,85,12,6,0.5,78,5,4,2026-04-30 11:00:00
云和三中,丽水市,27,7,8,84,3,3,0.3,72,5,4,2026-04-30 11:00:00
塔山小学,丽水市,33,5,7,105,10,6,0.3,91,7,5,2026-04-30 11:00:00
云和监测楼,丽水市,24,7,9,76,10,8,0.4,63,4,4,2026-04-30 11:00:00
遂昌民政局,丽水市,--,--,--,106,3,--,0.3,85,2,2,2026-04-30 11:00:00
庆元气象局,丽水市,--,4,5,67,5,5,--,62,6,4,2026-04-30 11:00:00
红星小学,丽水市,26,5,7,83,7,5,0.5,78,4,2,2026-04-30 11:00:00
粮食大楼,丽水市,25,8,8,80,6,4,0.4,62,4,3,2026-04-30 11:00:00
龙泉环保大楼,丽水市,25,7,5,77,4,2,0.4,60,4,2,2026-04-30 11:00:00
缙云中学,丽水市,25,5,22,80,20,12,0.5,76,9,4,2026-04-30 11:00:00
天台实验中学,台州市,--,5,15,94,--,--,0.5,85,9,8,2026-04-30 11:00:00
温岭环监站,台州市,30,5,11,95,12,6,0.3,79,6,5,2026-04-30 11:00:00
玉环环监站,台州市,31,9,9,98,8,4,0.5,87,5,--,2026-04-30 11:00:00
楚门中心小学,台州市,35,5,13,109,12,6,0.5,91,4,2,2026-04-30 11:00:00
三门环监楼,台州市,34,6,8,106,16,17,0.5,85,7,5,2026-04-30 11:00:00
心湖站,台州市,34,5,6,106,19,17,0.4,80,7,5,2026-04-30 11:00:00
临海环保大楼,台州市,32,5,12,102,17,13,0.3,92,8,5,2026-04-30 11:00:00
之江高级中学,台州市,32,3,7,102,7,7,0.4,86,3,4,2026-04-30 11:00:00
育青中学,台州市,36,4,15,93,24,25,0.3,84,10,8,2026-04-30 11:00:00
巾山实验小学,台州市,36,3,11,114,16,9,0.3,92,9,6,2026-04-30 11:00:00
新生中学,台州市,30,5,10,96,12,9,0.4,82,7,4,2026-04-30 11:00:00
仙居环监站,台州市,29,9,10,91,17,4,0.4,85,6,3,2026-04-30 11:00:00
文化中心,嘉兴市,33,10,11,101,28,23,0.6,61,21,20,2026-04-30 11:00:00
嘉善监测大楼,嘉兴市,42,7,10,104,38,29,0.2,66,33,25,2026-04-30 11:00:00
陆家桥村,嘉兴市,42,9,15,107,31,29,0.5,59,26,25,2026-04-30 11:00:00
植材小学,嘉兴市,37,10,9,116,29,24,0.7,66,20,15,2026-04-30 11:00:00
胜利社区,嘉兴市,--,7,10,109,26,23,--,55,24,23,2026-04-30 11:00:00
海宁监测大楼,嘉兴市,36,7,6,113,30,20,0.3,69,30,18,2026-04-30 11:00:00
硖石街道,嘉兴市,31,8,11,99,26,20,0.3,63,20,17,2026-04-30 11:00:00
振东新六中站,嘉兴市,36,5,15,105,31,25,0.6,89,26,20,2026-04-30 11:00:00
高级中学,嘉兴市,36,6,10,113,30,23,0.4,79,26,20,2026-04-30 11:00:00
海盐商贸学校,嘉兴市,39,5,10,112,39,25,0.3,74,32,21,2026-04-30 11:00:00
平湖幼儿园,嘉兴市,39,9,16,110,36,27,0.4,64,26,22,2026-04-30 11:00:00
气象观测台,嘉兴市,--,--,--,111,42,32,0.4,54,36,26,2026-04-30 11:00:00
茅盾小学,嘉兴市,36,6,15,108,36,25,0.4,66,23,19,2026-04-30 11:00:00
慈溪环保大楼,宁波市,49,6,18,121,35,34,0.6,88,23,19,2026-04-30 11:00:00
慈溪实验小学,宁波市,49,6,16,122,36,34,0.6,87,22,18,2026-04-30 11:00:00
石浦新港小学,宁波市,34,5,14,108,21,14,0.4,103,10,5,2026-04-30 11:00:00
溪口政府大楼,宁波市,42,4,14,96,38,29,0.3,88,11,9,2026-04-30 11:00:00
大桥市场,宁波市,45,5,16,101,36,31,0.4,96,16,12,2026-04-30 11:00:00
宁海水利局,宁波市,35,6,16,109,26,20,0.3,102,11,8,2026-04-30 11:00:00
宁海城南站,宁波市,40,6,12,112,40,28,0.3,100,9,6,2026-04-30 11:00:00
龙山公园,宁波市,39,5,16,101,30,27,0.6,76,20,18,2026-04-30 11:00:00
奉化教育局,宁波市,46,7,15,100,39,32,0.3,96,15,11,2026-04-30 11:00:00
姚江小学,宁波市,38,7,18,117,29,26,0.6,82,18,15,2026-04-30 11:00:00
钱湖水厂,宁波市,--,5,--,106,30,--,0.5,86,18,12,2026-04-30 11:00:00
文峰小学,宁波市,30,7,16,90,30,20,0.4,86,12,9,2026-04-30 11:00:00
桐庐江南,杭州市,--,--,--,--,--,--,--,88,13,11,2026-04-30 11:00:00
建德监测大楼,杭州市,31,7,3,98,19,13,0.5,64,10,6,2026-04-30 11:00:00
第二中学,杭州市,37,4,8,116,16,14,0.4,74,11,10,2026-04-30 11:00:00
老年活动中心,杭州市,36,12,4,114,22,15,0.2,93,8,6,2026-04-30 11:00:00
海辰小学,杭州市,--,7,--,115,39,19,0.3,81,20,14,2026-04-30 11:00:00
淳安环保大楼,杭州市,32,10,6,102,18,12,0.5,82,8,6,2026-04-30 11:00:00
桐庐江北,杭州市,40,5,10,118,35,28,0.5,91,13,11,2026-04-30 11:00:00
平阳县政府,温州市,31,7,6,98,10,7,0.6,78,7,4,2026-04-30 11:00:00
泰顺实验中学,温州市,--,5,5,78,6,2,--,68,--,--,2026-04-30 11:00:00
龙港实验中学,温州市,31,8,9,99,9,5,0.3,77,6,3,2026-04-30 11:00:00
大峃,温州市,30,3,7,93,7,3,0.3,78,4,2,2026-04-30 11:00:00
上塘,温州市,30,4,5,94,5,2,0.4,75,6,3,2026-04-30 11:00:00
安阳新区,温州市,32,10,9,100,7,3,0.3,78,5,4,2026-04-30 11:00:00
乐成,温州市,27,5,13,85,12,6,0.4,66,8,--,2026-04-30 11:00:00
灵溪,温州市,26,8,1,81,10,4,0.4,58,20,5,2026-04-30 11:00:00
平阳监测站,温州市,29,9,4,91,4,7,0.5,71,6,4,2026-04-30 11:00:00
罗阳,温州市,26,5,8,83,11,7,0.4,77,--,--,2026-04-30 11:00:00
洞头气象局,温州市,29,7,10,92,5,3,0.5,86,8,--,2026-04-30 11:00:00
龙港,温州市,28,8,14,89,13,5,0.3,69,8,3,2026-04-30 11:00:00
瓯北,温州市,26,7,20,83,11,6,0.4,66,10,6,2026-04-30 11:00:00
苍南中学,温州市,28,8,8,89,7,4,0.4,63,10,6,2026-04-30 11:00:00
文成中学,温州市,--,7,4,98,4,--,0.2,79,4,--,2026-04-30 11:00:00
