site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,19,6,9,60,9,5,0.5,52,29,17,2026-04-29 15:00:00
信访大楼,丽水市,30,7,12,94,5,4,0.5,90,32,16,2026-04-29 15:00:00
遂昌中学,丽水市,--,4,9,83,2,--,0.3,67,34,22,2026-04-29 15:00:00
遂昌民政局,丽水市,28,4,7,89,1,1,0.3,77,31,21,2026-04-29 15:00:00
云和三中,丽水市,25,6,10,79,6,5,0.4,77,33,18,2026-04-29 15:00:00
和平水厂,丽水市,25,5,15,79,3,1,0.4,80,37,21,2026-04-29 15:00:00
松阳监测楼,丽水市,25,4,21,80,7,4,0.5,74,43,23,2026-04-29 15:00:00
塔山小学,丽水市,25,5,21,78,10,5,0.4,79,50,23,2026-04-29 15:00:00
粮食大楼,丽水市,24,8,8,74,1,1,0.4,72,58,19,2026-04-29 15:00:00
云和监测楼,丽水市,24,5,13,75,2,1,0.4,73,29,16,2026-04-29 15:00:00
庆元气象局,丽水市,--,4,--,62,6,2,0.7,58,35,20,2026-04-29 15:00:00
缙云中学,丽水市,21,5,31,67,5,1,0.5,67,34,17,2026-04-29 15:00:00
景宁县政府,丽水市,23,4,8,72,3,2,0.5,68,32,17,2026-04-29 15:00:00
龙泉环保大楼,丽水市,22,7,6,68,2,2,0.4,70,34,19,2026-04-29 15:00:00
青田中学,丽水市,22,4,22,68,7,3,0.4,62,45,24,2026-04-29 15:00:00
红星小学,丽水市,23,5,9,73,2,1,0.5,69,32,17,2026-04-29 15:00:00
三门环监楼,台州市,30,5,14,94,5,2,0.4,94,27,14,2026-04-29 15:00:00
心湖站,台州市,30,5,11,93,5,2,0.3,93,28,14,2026-04-29 15:00:00
玉环环监站,台州市,31,9,10,98,5,1,0.4,96,31,15,2026-04-29 15:00:00
楚门中心小学,台州市,31,4,16,99,3,2,0.4,98,33,16,2026-04-29 15:00:00
巾山实验小学,台州市,31,3,15,97,8,5,0.3,97,35,18,2026-04-29 15:00:00
临海环保大楼,台州市,32,5,18,102,7,3,0.3,100,--,--,2026-04-29 15:00:00
新生中学,台州市,29,5,13,92,8,3,0.4,90,33,16,2026-04-29 15:00:00
温岭环监站,台州市,25,5,18,79,5,4,0.3,82,32,17,2026-04-29 15:00:00
之江高级中学,台州市,29,3,14,91,1,2,0.5,92,24,15,2026-04-29 15:00:00
天台实验中学,台州市,29,5,11,91,7,6,0.4,85,28,17,2026-04-29 15:00:00
仙居环监站,台州市,29,8,14,92,7,4,0.3,90,36,17,2026-04-29 15:00:00
育青中学,台州市,28,3,12,88,3,3,0.3,84,25,16,2026-04-29 15:00:00
陆家桥村,嘉兴市,30,8,18,94,11,11,0.5,90,18,13,2026-04-29 15:00:00
气象观测台,嘉兴市,30,9,22,93,16,12,0.4,86,22,13,2026-04-29 15:00:00
茅盾小学,嘉兴市,30,4,29,94,11,8,0.3,82,18,12,2026-04-29 15:00:00
海宁监测大楼,嘉兴市,28,5,19,88,11,7,0.2,85,19,12,2026-04-29 15:00:00
嘉善监测大楼,嘉兴市,29,4,24,90,15,12,0.3,82,23,15,2026-04-29 15:00:00
硖石街道,嘉兴市,27,7,14,86,11,7,0.4,79,16,10,2026-04-29 15:00:00
文化中心,嘉兴市,27,9,16,85,12,10,0.5,75,17,12,2026-04-29 15:00:00
振东新六中站,嘉兴市,31,5,28,97,14,10,0.5,89,20,14,2026-04-29 15:00:00
平湖幼儿园,嘉兴市,29,7,17,91,10,9,0.4,86,18,13,2026-04-29 15:00:00
海盐商贸学校,嘉兴市,33,4,18,104,11,6,0.2,94,19,12,2026-04-29 15:00:00
高级中学,嘉兴市,34,7,16,108,9,6,0.3,98,20,12,2026-04-29 15:00:00
胜利社区,嘉兴市,30,6,12,96,9,8,0.4,84,18,13,2026-04-29 15:00:00
植材小学,嘉兴市,28,8,17,89,12,10,0.5,86,16,10,2026-04-29 15:00:00
龙山公园,宁波市,31,4,13,97,7,5,0.4,97,20,11,2026-04-29 15:00:00
大桥市场,宁波市,32,5,18,101,11,6,0.3,95,29,13,2026-04-29 15:00:00
姚江小学,宁波市,32,5,16,100,5,4,0.4,98,17,10,2026-04-29 15:00:00
钱湖水厂,宁波市,32,4,18,101,9,5,0.4,96,23,10,2026-04-29 15:00:00
溪口政府大楼,宁波市,33,4,11,103,4,2,0.2,100,24,12,2026-04-29 15:00:00
慈溪环保大楼,宁波市,33,4,16,103,9,5,0.4,100,22,12,2026-04-29 15:00:00
宁海水利局,宁波市,33,6,19,103,8,4,0.3,98,31,14,2026-04-29 15:00:00
宁海城南站,宁波市,33,6,16,104,6,4,0.3,100,30,15,2026-04-29 15:00:00
奉化教育局,宁波市,34,7,15,107,9,5,0.3,100,32,14,2026-04-29 15:00:00
慈溪实验小学,宁波市,34,4,13,106,7,4,0.4,104,18,10,2026-04-29 15:00:00
石浦新港小学,宁波市,37,6,10,118,7,2,0.4,112,27,11,2026-04-29 15:00:00
文峰小学,宁波市,30,7,12,95,5,2,0.4,93,25,12,2026-04-29 15:00:00
建德监测大楼,杭州市,25,7,11,79,3,1,0.5,78,19,12,2026-04-29 15:00:00
淳安环保大楼,杭州市,27,9,9,85,3,2,0.5,88,8,8,2026-04-29 15:00:00
老年活动中心,杭州市,31,12,6,99,2,1,0.2,102,9,7,2026-04-29 15:00:00
桐庐江南,杭州市,30,5,22,93,4,3,0.6,99,19,11,2026-04-29 15:00:00
第二中学,杭州市,30,4,22,93,3,2,0.4,96,18,12,2026-04-29 15:00:00
桐庐江北,杭州市,33,5,20,105,2,2,0.5,108,17,12,2026-04-29 15:00:00
海辰小学,杭州市,27,6,26,85,11,9,0.7,86,19,12,2026-04-29 15:00:00
龙港实验中学,温州市,28,8,15,87,6,3,0.4,77,37,18,2026-04-29 15:00:00
上塘,温州市,31,5,8,98,2,2,0.4,86,37,17,2026-04-29 15:00:00
洞头气象局,温州市,31,6,9,99,11,1,0.4,98,34,15,2026-04-29 15:00:00
安阳新区,温州市,27,9,11,85,4,4,0.3,75,24,16,2026-04-29 15:00:00
泰顺实验中学,温州市,27,6,7,85,2,2,0.5,85,35,18,2026-04-29 15:00:00
文成中学,温州市,23,6,10,71,4,2,0.3,70,43,22,2026-04-29 15:00:00
平阳监测站,温州市,23,9,8,72,10,4,0.5,69,32,16,2026-04-29 15:00:00
龙港,温州市,23,10,18,73,10,4,0.4,69,44,17,2026-04-29 15:00:00
花园桥,温州市,26,6,11,83,2,1,0.4,71,31,14,2026-04-29 15:00:00
苍南中学,温州市,25,8,16,78,10,6,0.4,74,48,23,2026-04-29 15:00:00
罗阳,温州市,30,4,9,95,3,3,0.5,96,34,18,2026-04-29 15:00:00
乐成,温州市,30,5,9,93,3,2,0.4,90,30,17,2026-04-29 15:00:00
大峃,温州市,24,7,9,75,2,1,0.3,75,40,19,2026-04-29 15:00:00
柳市,温州市,28,3,23,89,7,5,0.4,96,39,21,2026-04-29 15:00:00
灵溪,温州市,25,8,7,78,3,2,0.4,75,48,18,2026-04-29 15:00:00
平阳县政府,温州市,25,6,14,77,9,4,0.6,75,38,19,2026-04-29 15:00:00
瓯北,温州市,--,6,18,90,7,2,--,80,36,15,2026-04-29 15:00:00
安吉实验小学,湖州市,30,6,13,96,10,10,0.3,96,11,11,2026-04-29 15:00:00
春晖小学,湖州市,29,5,11,91,12,10,0.6,84,15,11,2026-04-29 15:00:00
龙山新区,湖州市,33,5,22,105,8,6,0.4,107,12,6,2026-04-29 15:00:00
安吉城东,湖州市,29,5,9,91,7,5,0.2,94,8,7,2026-04-29 15:00:00
职教中心,湖州市,31,6,15,98,15,7,0.3,97,16,8,2026-04-29 15:00:00
地信科创园,湖州市,33,7,19,90,33,11,0.3,86,12,14,2026-04-29 15:00:00
城东站,绍兴市,25,4,9,80,5,3,0.3,79,26,15,2026-04-29 15:00:00
丽湖小区,绍兴市,32,4,16,100,4,2,0.4,101,18,10,2026-04-29 15:00:00
马寅初初中,绍兴市,26,4,16,82,6,6,0.5,84,25,12,2026-04-29 15:00:00
青少年宫,绍兴市,24,6,24,75,7,5,0.3,85,27,14,2026-04-29 15:00:00
钟楼站,绍兴市,28,4,11,88,5,4,0.4,86,25,13,2026-04-29 15:00:00
杨树畈,绍兴市,26,5,12,81,8,4,0.4,82,24,12,2026-04-29 15:00:00
城新小学,绍兴市,28,6,12,88,5,4,0.4,91,24,14,2026-04-29 15:00:00
岱山高亭,舟山市,33,7,8,105,10,4,0.4,104,20,8,2026-04-29 15:00:00
嵊泗菜园,舟山市,37,7,6,118,11,6,0.3,110,16,9,2026-04-29 15:00:00
