site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,19,5,8,59,11,6,0.6,51,30,18,2026-04-29 14:00:00
信访大楼,丽水市,30,7,13,95,5,4,0.5,90,36,18,2026-04-29 14:00:00
遂昌中学,丽水市,--,4,9,78,2,--,0.3,64,37,23,2026-04-29 14:00:00
和平水厂,丽水市,28,5,21,87,8,4,0.4,79,39,21,2026-04-29 14:00:00
云和三中,丽水市,27,6,9,84,3,3,0.4,78,34,19,2026-04-29 14:00:00
遂昌民政局,丽水市,27,4,7,84,1,1,0.4,73,34,23,2026-04-29 14:00:00
塔山小学,丽水市,27,5,12,85,7,4,0.4,80,52,24,2026-04-29 14:00:00
松阳监测楼,丽水市,26,4,23,81,8,4,0.5,72,44,24,2026-04-29 14:00:00
云和监测楼,丽水市,25,6,11,79,3,1,0.4,73,30,17,2026-04-29 14:00:00
青田中学,丽水市,25,4,13,77,4,2,0.4,64,48,25,2026-04-29 14:00:00
粮食大楼,丽水市,24,8,9,74,2,1,0.4,73,61,20,2026-04-29 14:00:00
庆元气象局,丽水市,--,4,--,65,11,2,0.6,61,36,21,2026-04-29 14:00:00
缙云中学,丽水市,23,5,24,73,6,2,0.5,69,37,19,2026-04-29 14:00:00
红星小学,丽水市,23,5,8,73,1,2,0.5,69,33,18,2026-04-29 14:00:00
景宁县政府,丽水市,23,4,7,73,2,2,0.5,68,34,18,2026-04-29 14:00:00
龙泉环保大楼,丽水市,22,7,6,70,2,2,0.4,72,36,21,2026-04-29 14:00:00
玉环环监站,台州市,31,9,10,99,5,1,0.4,96,32,16,2026-04-29 14:00:00
温岭环监站,台州市,26,5,15,81,6,4,0.3,81,34,19,2026-04-29 14:00:00
临海环保大楼,台州市,34,5,15,106,5,3,0.3,--,--,--,2026-04-29 14:00:00
楚门中心小学,台州市,32,4,15,101,4,2,0.4,97,34,16,2026-04-29 14:00:00
巾山实验小学,台州市,32,3,15,101,7,5,0.3,96,37,20,2026-04-29 14:00:00
新生中学,台州市,28,4,14,89,6,1,0.4,88,35,17,2026-04-29 14:00:00
仙居环监站,台州市,30,8,14,94,6,5,0.3,90,38,18,2026-04-29 14:00:00
育青中学,台州市,30,3,12,93,2,3,0.3,84,27,17,2026-04-29 14:00:00
天台实验中学,台州市,30,5,10,96,6,4,0.4,85,30,18,2026-04-29 14:00:00
之江高级中学,台州市,30,3,12,93,1,3,0.5,91,26,16,2026-04-29 14:00:00
三门环监楼,台州市,31,5,13,97,5,2,0.4,94,29,15,2026-04-29 14:00:00
心湖站,台州市,31,5,9,97,4,2,0.3,93,30,15,2026-04-29 14:00:00
茅盾小学,嘉兴市,28,4,32,87,10,8,0.4,83,19,13,2026-04-29 14:00:00
振东新六中站,嘉兴市,28,4,28,88,11,8,0.5,90,21,14,2026-04-29 14:00:00
气象观测台,嘉兴市,32,9,18,100,12,8,0.3,86,23,13,2026-04-29 14:00:00
陆家桥村,嘉兴市,30,8,18,93,11,11,0.4,90,18,13,2026-04-29 14:00:00
嘉善监测大楼,嘉兴市,30,4,20,94,12,9,0.3,82,24,15,2026-04-29 14:00:00
高级中学,嘉兴市,30,6,24,94,9,6,0.3,97,21,12,2026-04-29 14:00:00
海盐商贸学校,嘉兴市,30,4,25,93,10,7,0.2,94,19,12,2026-04-29 14:00:00
植材小学,嘉兴市,28,8,18,88,13,10,0.5,86,17,10,2026-04-29 14:00:00
海宁监测大楼,嘉兴市,28,5,20,88,12,8,0.3,85,20,12,2026-04-29 14:00:00
平湖幼儿园,嘉兴市,30,7,14,96,10,9,0.4,85,18,13,2026-04-29 14:00:00
文化中心,嘉兴市,25,9,16,80,9,8,0.5,76,18,12,2026-04-29 14:00:00
胜利社区,嘉兴市,27,6,17,86,9,8,0.4,82,19,13,2026-04-29 14:00:00
硖石街道,嘉兴市,27,7,13,85,9,6,0.4,79,17,10,2026-04-29 14:00:00
姚江小学,宁波市,32,6,14,102,7,5,0.4,97,19,11,2026-04-29 14:00:00
文峰小学,宁波市,31,7,11,98,5,2,0.4,93,27,13,2026-04-29 14:00:00
宁海水利局,宁波市,31,6,21,99,8,4,0.3,98,34,16,2026-04-29 14:00:00
大桥市场,宁波市,32,5,18,101,11,5,0.3,94,31,14,2026-04-29 14:00:00
龙山公园,宁波市,32,4,9,102,8,5,0.4,97,22,12,2026-04-29 14:00:00
钱湖水厂,宁波市,33,4,17,104,8,4,0.4,96,25,11,2026-04-29 14:00:00
宁海城南站,宁波市,32,6,17,101,5,4,0.3,99,33,16,2026-04-29 14:00:00
石浦新港小学,宁波市,37,6,11,117,7,2,0.4,111,29,12,2026-04-29 14:00:00
慈溪实验小学,宁波市,35,4,11,109,7,4,0.4,104,20,11,2026-04-29 14:00:00
奉化教育局,宁波市,33,7,15,105,9,5,0.3,99,36,16,2026-04-29 14:00:00
溪口政府大楼,宁波市,34,4,11,106,5,3,0.2,99,26,13,2026-04-29 14:00:00
慈溪环保大楼,宁波市,33,4,14,105,9,5,0.4,99,24,13,2026-04-29 14:00:00
海辰小学,杭州市,27,6,24,86,10,9,0.7,86,21,13,2026-04-29 14:00:00
淳安环保大楼,杭州市,--,--,--,90,2,--,0.5,89,10,9,2026-04-29 14:00:00
老年活动中心,杭州市,33,12,4,104,2,2,0.3,103,11,8,2026-04-29 14:00:00
桐庐江北,杭州市,34,5,17,106,2,2,0.5,109,20,13,2026-04-29 14:00:00
建德监测大楼,杭州市,24,6,12,76,4,2,0.5,78,21,13,2026-04-29 14:00:00
桐庐江南,杭州市,31,5,20,97,5,3,0.5,101,22,12,2026-04-29 14:00:00
第二中学,杭州市,30,3,21,94,3,2,0.4,96,20,13,2026-04-29 14:00:00
安阳新区,温州市,--,--,11,79,4,4,0.3,74,24,16,2026-04-29 14:00:00
瓯北,温州市,--,6,15,89,--,--,0.5,79,37,15,2026-04-29 14:00:00
文成中学,温州市,22,7,10,70,5,3,0.3,73,45,23,2026-04-29 14:00:00
乐成,温州市,28,5,10,88,2,2,0.4,89,32,17,2026-04-29 14:00:00
龙港实验中学,温州市,27,8,15,84,7,4,0.4,78,39,18,2026-04-29 14:00:00
洞头气象局,温州市,31,6,9,98,12,1,0.4,97,35,16,2026-04-29 14:00:00
花园桥,温州市,24,6,15,74,2,2,0.4,71,31,14,2026-04-29 14:00:00
泰顺实验中学,温州市,28,6,7,87,2,2,0.5,87,36,18,2026-04-29 14:00:00
苍南中学,温州市,26,8,14,83,9,5,0.4,75,50,23,2026-04-29 14:00:00
平阳县政府,温州市,24,5,13,74,9,4,0.6,76,40,20,2026-04-29 14:00:00
上塘,温州市,30,5,8,95,2,2,0.4,85,39,18,2026-04-29 14:00:00
大峃,温州市,23,6,9,73,2,2,0.3,76,42,20,2026-04-29 14:00:00
龙港,温州市,23,10,17,73,9,4,0.4,70,46,18,2026-04-29 14:00:00
平阳监测站,温州市,22,9,8,68,10,4,0.5,70,33,16,2026-04-29 14:00:00
罗阳,温州市,29,4,9,90,3,2,0.5,97,35,19,2026-04-29 14:00:00
柳市,温州市,29,3,22,91,7,5,0.4,97,40,21,2026-04-29 14:00:00
灵溪,温州市,26,8,5,82,3,2,0.4,76,50,19,2026-04-29 14:00:00
职教中心,湖州市,30,5,14,96,21,8,0.3,97,16,8,2026-04-29 14:00:00
龙山新区,湖州市,34,4,21,106,7,5,0.4,107,12,6,2026-04-29 14:00:00
地信科创园,湖州市,26,6,20,81,21,9,0.3,85,12,14,2026-04-29 14:00:00
安吉城东,湖州市,28,5,10,89,6,7,0.3,94,9,8,2026-04-29 14:00:00
春晖小学,湖州市,26,5,15,82,9,8,0.6,85,15,12,2026-04-29 14:00:00
安吉实验小学,湖州市,31,6,14,98,10,9,0.3,95,11,11,2026-04-29 14:00:00
丽湖小区,绍兴市,32,4,15,102,4,2,0.4,100,20,11,2026-04-29 14:00:00
青少年宫,绍兴市,24,6,24,74,9,5,0.3,87,31,16,2026-04-29 14:00:00
钟楼站,绍兴市,29,4,10,92,4,3,0.4,84,27,14,2026-04-29 14:00:00
城新小学,绍兴市,28,6,10,88,4,4,0.3,91,27,15,2026-04-29 14:00:00
城东站,绍兴市,26,4,9,82,5,3,0.3,78,27,16,2026-04-29 14:00:00
马寅初初中,绍兴市,26,4,16,83,6,7,0.5,84,27,13,2026-04-29 14:00:00
杨树畈,绍兴市,25,5,11,77,8,5,0.4,81,26,13,2026-04-29 14:00:00
嵊泗菜园,舟山市,36,7,6,115,10,6,0.3,109,17,9,2026-04-29 14:00:00
岱山高亭,舟山市,33,7,7,103,12,6,0.4,103,22,9,2026-04-29 14:00:00
岱山环保大楼,舟山市,34,4,10,107,13,6,0.4,102,22,10,2026-04-29 14:00:00
人民医院,衢州市,32,6,16,101,5,2,0.6,90,27,15,2026-04-29 14:00:00
江山环保大楼,衢州市,28,5,11,87,4,3,0.6,85,25,14,2026-04-29 14:00:00
建设大楼,衢州市,34,5,16,107,3,1,0.3,103,25,13,2026-04-29 14:00:00
衢州三中（市）,衢州市,30,7,12,95,4,2,0.4,88,20,12,2026-04-29 14:00:00
图书馆大楼,衢州市,--,4,16,88,6,--,0.2,86,25,--,2026-04-29 14:00:00
开化气象局,衢州市,--,5,6,86,6,--,0.2,84,14,6,2026-04-29 14:00:00
开化监测大楼,衢州市,31,7,6,97,1,2,0.4,93,11,5,2026-04-29 14:00:00
龙游二高,衢州市,28,4,11,87,3,2,0.3,84,28,15,2026-04-29 14:00:00
常山环保大楼,衢州市,28,4,13,89,3,2,0.4,88,--,--,2026-04-29 14:00:00
兰溪八中,金华市,24,7,14,74,2,1,0.4,74,23,12,2026-04-29 14:00:00
江东,金华市,--,5,13,86,--,--,0.4,81,33,15,2026-04-29 14:00:00
兰溪监测站,金华市,26,6,12,81,2,2,0.5,81,19,13,2026-04-29 14:00:00
东阳环保大楼,金华市,26,6,13,83,3,3,0.6,77,18,11,2026-04-29 14:00:00
国税大楼,金华市,31,8,13,98,6,2,0.4,87,28,17,2026-04-29 14:00:00
广厦学院,金华市,27,5,13,86,4,3,0.5,79,28,13,2026-04-29 14:00:00
第五中学,金华市,27,6,15,85,3,1,0.5,84,35,13,2026-04-29 14:00:00
浦江中学,金华市,28,3,8,88,5,2,0.3,84,31,12,2026-04-29 14:00:00
永康一中,金华市,28,6,14,88,8,3,0.4,82,32,15,2026-04-29 14:00:00
儿童公园,金华市,28,5,15,87,3,1,0.6,84,37,16,2026-04-29 14:00:00
武义县政府,金华市,29,8,16,92,6,2,0.4,78,38,17,2026-04-29 14:00:00
浦江实验中学,金华市,29,5,9,90,2,1,0.3,85,28,12,2026-04-29 14:00:00
南园初中,金华市,30,5,8,96,3,1,0.4,86,29,17,2026-04-29 14:00:00
武义北岭幼儿园,金华市,30,7,14,96,9,3,0.4,75,199,24,2026-04-29 14:00:00
北苑,金华市,27,4,14,84,2,1,0.4,84,27,13,2026-04-29 14:00:00
西城供电所,金华市,27,5,9,85,8,4,0.3,80,37,20,2026-04-29 14:00:00
