site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
红星小学,丽水市,45,5,4,115,45,23,0.4,96,42,23,2026-04-29 04:00:00
庆元气象局,丽水市,41,4,6,92,41,23,0.6,111,42,26,2026-04-29 04:00:00
缙云中学,丽水市,34,7,17,87,34,18,0.5,101,59,34,2026-04-29 04:00:00
云和监测楼,丽水市,46,6,15,88,46,25,0.4,109,39,23,2026-04-29 04:00:00
云和三中,丽水市,47,7,12,91,47,30,0.4,112,49,27,2026-04-29 04:00:00
信访大楼,丽水市,28,7,17,89,28,15,0.5,105,63,31,2026-04-29 04:00:00
龙泉环保大楼,丽水市,42,7,7,109,42,22,0.4,119,50,28,2026-04-29 04:00:00
遂昌民政局,丽水市,28,4,8,56,27,19,0.4,74,52,32,2026-04-29 04:00:00
和平水厂,丽水市,54,5,15,83,55,28,0.4,87,54,30,2026-04-29 04:00:00
庆元监测楼,丽水市,25,5,7,67,25,11,0.5,104,40,26,2026-04-29 04:00:00
遂昌中学,丽水市,37,5,10,53,37,20,0.4,69,55,32,2026-04-29 04:00:00
青田中学,丽水市,58,4,8,109,61,32,0.5,126,59,31,2026-04-29 04:00:00
塔山小学,丽水市,65,8,21,100,70,32,0.5,122,64,30,2026-04-29 04:00:00
景宁县政府,丽水市,35,4,5,111,31,19,0.5,101,42,23,2026-04-29 04:00:00
松阳监测楼,丽水市,55,4,15,76,57,34,0.4,85,59,31,2026-04-29 04:00:00
粮食大楼,丽水市,45,8,8,104,45,22,0.4,113,--,27,2026-04-29 04:00:00
之江高级中学,台州市,30,4,5,95,16,10,0.4,112,42,23,2026-04-29 04:00:00
新生中学,台州市,29,6,12,91,23,10,0.3,108,50,27,2026-04-29 04:00:00
三门环监楼,台州市,28,7,12,88,24,11,0.5,87,50,29,2026-04-29 04:00:00
巾山实验小学,台州市,28,5,15,87,27,13,0.3,103,56,31,2026-04-29 04:00:00
心湖站,台州市,29,8,10,92,22,10,0.4,91,51,28,2026-04-29 04:00:00
育青中学,台州市,27,7,15,85,15,10,0.3,98,48,28,2026-04-29 04:00:00
仙居环监站,台州市,27,9,12,86,24,12,0.3,100,55,31,2026-04-29 04:00:00
临海环保大楼,台州市,--,--,--,--,--,--,--,--,--,--,2026-04-29 04:00:00
温岭环监站,台州市,26,6,11,81,25,9,0.3,96,48,29,2026-04-29 04:00:00
天台实验中学,台州市,26,6,14,81,18,13,0.4,96,50,27,2026-04-29 04:00:00
玉环环监站,台州市,32,10,7,101,24,13,0.4,119,41,23,2026-04-29 04:00:00
楚门中心小学,台州市,31,5,15,97,20,10,0.4,116,45,22,2026-04-29 04:00:00
振东新六中站,嘉兴市,30,4,16,94,20,13,0.5,91,39,24,2026-04-29 04:00:00
茅盾小学,嘉兴市,29,4,17,91,15,12,0.4,85,34,20,2026-04-29 04:00:00
海宁监测大楼,嘉兴市,29,6,11,90,17,10,0.3,83,37,21,2026-04-29 04:00:00
嘉善监测大楼,嘉兴市,27,4,14,85,20,14,0.3,85,38,21,2026-04-29 04:00:00
胜利社区,嘉兴市,29,6,6,90,16,13,0.4,84,36,21,2026-04-29 04:00:00
文化中心,嘉兴市,25,10,7,80,18,13,0.6,79,37,21,2026-04-29 04:00:00
硖石街道,嘉兴市,26,7,2,83,16,10,0.5,79,34,18,2026-04-29 04:00:00
气象观测台,嘉兴市,28,8,12,89,23,13,0.4,88,38,21,2026-04-29 04:00:00
海盐商贸学校,嘉兴市,31,4,10,99,17,10,0.3,89,39,20,2026-04-29 04:00:00
平湖幼儿园,嘉兴市,27,7,13,84,17,13,0.4,82,35,20,2026-04-29 04:00:00
陆家桥村,嘉兴市,27,8,12,85,22,17,0.5,87,35,20,2026-04-29 04:00:00
