site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
遂昌民政局,丽水市,18,4,8,56,13,8,0.4,70,50,32,2026-04-29 05:00:00
信访大楼,丽水市,28,7,14,89,25,13,0.5,101,61,30,2026-04-29 05:00:00
庆元监测楼,丽水市,25,6,7,54,25,12,0.5,94,39,25,2026-04-29 05:00:00
缙云中学,丽水市,27,7,13,86,26,13,0.4,98,58,33,2026-04-29 05:00:00
和平水厂,丽水市,36,5,16,80,36,17,0.5,85,54,30,2026-04-29 05:00:00
庆元气象局,丽水市,38,4,11,76,38,22,0.6,103,42,26,2026-04-29 05:00:00
遂昌中学,丽水市,24,4,10,51,24,13,0.4,65,54,32,2026-04-29 05:00:00
松阳监测楼,丽水市,39,4,18,75,39,23,0.5,83,59,31,2026-04-29 05:00:00
景宁县政府,丽水市,34,4,5,108,32,20,0.5,99,42,23,2026-04-29 05:00:00
粮食大楼,丽水市,45,8,7,95,45,22,0.4,111,--,27,2026-04-29 05:00:00
红星小学,丽水市,46,5,6,108,46,25,0.4,96,42,23,2026-04-29 05:00:00
云和三中,丽水市,48,7,11,85,48,29,0.5,107,49,27,2026-04-29 05:00:00
云和监测楼,丽水市,50,6,13,80,50,28,0.4,104,40,23,2026-04-29 05:00:00
青田中学,丽水市,58,4,9,101,60,31,0.5,124,59,31,2026-04-29 05:00:00
塔山小学,丽水市,61,7,10,106,65,29,0.5,120,63,29,2026-04-29 05:00:00
龙泉环保大楼,丽水市,42,7,5,100,42,24,0.4,115,50,28,2026-04-29 05:00:00
之江高级中学,台州市,30,4,5,96,13,8,0.4,107,41,23,2026-04-29 05:00:00
心湖站,台州市,30,7,9,96,23,11,0.4,90,50,27,2026-04-29 05:00:00
巾山实验小学,台州市,30,5,13,93,27,13,0.3,98,55,30,2026-04-29 05:00:00
天台实验中学,台州市,30,5,10,95,15,11,0.4,93,49,26,2026-04-29 05:00:00
育青中学,台州市,30,6,12,95,14,10,0.3,94,47,28,2026-04-29 05:00:00
楚门中心小学,台州市,30,5,15,95,19,9,0.4,110,44,21,2026-04-29 05:00:00
玉环环监站,台州市,30,9,7,95,24,11,0.4,113,40,22,2026-04-29 05:00:00
三门环监楼,台州市,28,7,11,89,21,10,0.5,85,48,28,2026-04-29 05:00:00
新生中学,台州市,27,6,14,86,21,9,0.3,102,49,27,2026-04-29 05:00:00
临海环保大楼,台州市,--,--,--,--,--,--,--,--,--,--,2026-04-29 05:00:00
仙居环监站,台州市,26,9,11,81,23,9,0.3,95,54,30,2026-04-29 05:00:00
温岭环监站,台州市,25,6,9,80,23,7,0.3,92,48,28,2026-04-29 05:00:00
海宁监测大楼,嘉兴市,27,5,12,84,18,10,0.3,84,35,20,2026-04-29 05:00:00
高级中学,嘉兴市,29,7,12,92,16,9,0.3,91,37,18,2026-04-29 05:00:00
气象观测台,嘉兴市,29,8,13,91,18,10,0.4,89,36,20,2026-04-29 05:00:00
陆家桥村,嘉兴市,29,7,9,92,14,10,0.4,88,33,19,2026-04-29 05:00:00
平湖幼儿园,嘉兴市,29,7,10,90,11,9,0.4,84,33,19,2026-04-29 05:00:00
振东新六中站,嘉兴市,30,5,17,93,20,14,0.5,92,36,22,2026-04-29 05:00:00
植材小学,嘉兴市,28,8,8,89,14,10,0.5,89,30,15,2026-04-29 05:00:00
文化中心,嘉兴市,25,10,8,79,15,11,0.5,80,34,20,2026-04-29 05:00:00
胜利社区,嘉兴市,29,6,5,90,14,11,0.4,85,34,20,2026-04-29 05:00:00
茅盾小学,嘉兴市,28,4,19,87,16,12,0.4,86,32,19,2026-04-29 05:00:00
嘉善监测大楼,嘉兴市,28,4,15,87,17,11,0.2,86,37,21,2026-04-29 05:00:00
海盐商贸学校,嘉兴市,31,4,10,98,15,9,0.2,91,36,18,2026-04-29 05:00:00
硖石街道,嘉兴市,25,7,2,80,16,11,0.6,80,32,17,2026-04-29 05:00:00
慈溪环保大楼,宁波市,31,4,11,97,19,9,0.4,99,44,24,2026-04-29 05:00:00
奉化教育局,宁波市,30,7,11,96,27,13,0.3,95,65,28,2026-04-29 05:00:00
宁海城南站,宁波市,32,6,13,100,24,12,0.3,94,54,28,2026-04-29 05:00:00
宁海水利局,宁波市,33,6,13,104,25,11,0.3,94,55,29,2026-04-29 05:00:00
钱湖水厂,宁波市,33,4,12,103,18,7,0.4,103,48,22,2026-04-29 05:00:00
石浦新港小学,宁波市,34,7,11,106,23,8,0.4,103,44,22,2026-04-29 05:00:00
姚江小学,宁波市,30,6,13,93,15,10,0.4,98,38,20,2026-04-29 05:00:00
龙山公园,宁波市,30,5,9,93,18,11,0.4,98,41,20,2026-04-29 05:00:00
溪口政府大楼,宁波市,30,4,10,94,20,11,0.2,97,47,24,2026-04-29 05:00:00
慈溪实验小学,宁波市,31,4,9,98,17,9,0.4,101,39,20,2026-04-29 05:00:00
大桥市场,宁波市,31,5,11,98,23,10,0.3,95,55,27,2026-04-29 05:00:00
文峰小学,宁波市,30,8,11,95,24,10,0.4,93,44,24,2026-04-29 05:00:00
淳安环保大楼,杭州市,30,10,2,93,2,1,0.5,89,26,16,2026-04-29 05:00:00
第二中学,杭州市,32,4,6,100,3,2,0.4,90,41,20,2026-04-29 05:00:00
老年活动中心,杭州市,32,11,2,102,2,1,0.4,99,24,15,2026-04-29 05:00:00
建德监测大楼,杭州市,26,7,3,81,4,2,0.4,68,40,24,2026-04-29 05:00:00
桐庐江南,杭州市,30,6,14,94,8,5,0.6,91,46,24,2026-04-29 05:00:00
桐庐江北,杭州市,34,5,11,108,5,3,0.5,99,47,25,2026-04-29 05:00:00
海辰小学,杭州市,31,6,10,97,12,8,0.6,89,38,22,2026-04-29 05:00:00
乐成,温州市,32,6,10,100,18,7,0.4,113,43,21,2026-04-29 05:00:00
平阳监测站,温州市,33,11,8,82,33,15,0.5,104,39,20,2026-04-29 05:00:00
柳市,温州市,36,4,11,108,36,14,0.3,119,49,26,2026-04-29 05:00:00
龙港,温州市,37,11,14,89,37,15,0.3,108,63,25,2026-04-29 05:00:00
平阳县政府,温州市,42,7,13,90,42,22,0.6,111,48,26,2026-04-29 05:00:00
苍南中学,温州市,45,8,10,99,45,20,0.4,117,57,27,2026-04-29 05:00:00
罗阳,温州市,48,5,6,120,48,25,0.5,119,44,24,2026-04-29 05:00:00
灵溪,温州市,49,9,2,97,49,16,0.4,116,53,25,2026-04-29 05:00:00
文成中学,温州市,51,7,6,112,51,26,0.3,123,50,26,2026-04-29 05:00:00
泰顺实验中学,温州市,51,6,5,112,51,27,0.5,117,45,23,2026-04-29 05:00:00
大峃,温州市,54,7,8,104,55,27,0.3,118,50,25,2026-04-29 05:00:00
龙港实验中学,温州市,38,9,17,97,38,18,0.4,120,52,26,2026-04-29 05:00:00
花园桥,温州市,28,7,10,89,27,12,0.4,106,44,20,2026-04-29 05:00:00
上塘,温州市,32,5,9,100,30,13,0.4,116,50,24,2026-04-29 05:00:00
安阳新区,温州市,29,11,11,92,21,16,0.3,105,37,21,2026-04-29 05:00:00
瓯北,温州市,30,7,17,91,30,12,0.5,106,46,20,2026-04-29 05:00:00
洞头气象局,温州市,30,7,6,96,30,11,0.5,106,40,19,2026-04-29 05:00:00
地信科创园,湖州市,--,--,6,95,4,10,0.4,87,27,23,2026-04-29 05:00:00
安吉实验小学,湖州市,31,6,3,98,2,3,0.4,84,25,19,2026-04-29 05:00:00
春晖小学,湖州市,31,5,2,98,9,7,0.5,84,31,19,2026-04-29 05:00:00
职教中心,湖州市,29,5,11,90,11,7,0.3,92,25,12,2026-04-29 05:00:00
安吉城东,湖州市,29,5,5,92,4,3,0.2,78,22,16,2026-04-29 05:00:00
龙山新区,湖州市,32,4,19,100,8,5,0.5,96,20,10,2026-04-29 05:00:00
钟楼站,绍兴市,27,4,9,82,27,16,0.4,89,48,25,2026-04-29 05:00:00
城东站,绍兴市,24,4,9,75,24,16,0.3,78,44,26,2026-04-29 05:00:00
丽湖小区,绍兴市,30,4,11,95,21,11,0.4,100,41,22,2026-04-29 05:00:00
杨树畈,绍兴市,24,4,2,75,15,8,0.3,70,43,23,2026-04-29 05:00:00
城新小学,绍兴市,27,6,1,84,10,7,0.4,74,52,29,2026-04-29 05:00:00
青少年宫,绍兴市,27,6,6,85,10,5,0.3,69,54,28,2026-04-29 05:00:00
马寅初初中,绍兴市,30,4,12,77,30,18,0.5,85,47,23,2026-04-29 05:00:00
岱山环保大楼,舟山市,31,5,11,98,18,7,0.4,104,40,20,2026-04-29 05:00:00
岱山高亭,舟山市,30,8,7,94,18,7,0.4,96,39,18,2026-04-29 05:00:00
嵊泗菜园,舟山市,33,7,8,104,13,7,0.3,105,31,18,2026-04-29 05:00:00
人民医院,衢州市,24,5,11,76,10,5,0.4,79,62,36,2026-04-29 05:00:00
常山环保大楼,衢州市,29,4,7,92,10,1,0.4,89,--,--,2026-04-29 05:00:00
图书馆大楼,衢州市,29,4,7,92,12,2,0.3,86,49,24,2026-04-29 05:00:00
江山环保大楼,衢州市,25,5,3,80,7,5,0.4,78,61,32,2026-04-29 05:00:00
开化监测大楼,衢州市,28,7,5,89,4,1,0.4,88,22,11,2026-04-29 05:00:00
龙游二高,衢州市,25,4,6,79,18,11,0.3,73,63,34,2026-04-29 05:00:00
衢州三中（市）,衢州市,25,7,12,79,10,5,0.4,80,52,31,2026-04-29 05:00:00
开化气象局,衢州市,26,6,3,81,5,2,0.2,81,29,13,2026-04-29 05:00:00
建设大楼,衢州市,30,5,12,95,15,9,0.4,92,62,34,2026-04-29 05:00:00
国税大楼,金华市,27,8,11,85,14,4,0.5,101,56,33,2026-04-29 05:00:00
武义北岭幼儿园,金华市,266,7,19,56,396,23,0.5,66,144,41,2026-04-29 05:00:00
第五中学,金华市,21,6,19,67,18,7,0.7,64,66,26,2026-04-29 05:00:00
兰溪八中,金华市,23,7,8,72,10,4,0.4,63,49,28,2026-04-29 05:00:00
武义县政府,金华市,28,8,14,66,28,14,0.5,71,70,40,2026-04-29 05:00:00
广厦学院,金华市,25,5,10,80,22,10,0.5,83,55,23,2026-04-29 05:00:00
儿童公园,金华市,24,5,10,75,19,10,0.6,67,70,33,2026-04-29 05:00:00
江东,金华市,23,6,8,72,15,9,0.4,64,59,27,2026-04-29 05:00:00
兰溪监测站,金华市,26,6,6,82,9,6,0.5,71,42,27,2026-04-29 05:00:00
南园初中,金华市,26,6,10,83,25,13,0.4,103,50,31,2026-04-29 05:00:00
浦江中学,金华市,26,4,5,81,11,6,0.4,74,58,30,2026-04-29 05:00:00
北苑,金华市,24,4,10,74,11,7,0.4,66,56,28,2026-04-29 05:00:00
西城供电所,金华市,32,6,8,76,32,19,0.2,84,74,36,2026-04-29 05:00:00
东阳环保大楼,金华市,24,6,8,74,12,9,0.5,79,42,24,2026-04-29 05:00:00
浦江实验中学,金华市,27,5,4,84,4,2,0.4,80,58,26,2026-04-29 05:00:00
永康一中,金华市,28,6,12,80,28,16,0.3,92,65,33,2026-04-29 05:00:00
