site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
缙云中学,丽水市,38,7,15,91,38,20,0.5,107,60,35,2026-04-29 02:00:00
庆元气象局,丽水市,39,5,8,106,39,23,0.5,115,42,26,2026-04-29 02:00:00
龙泉环保大楼,丽水市,41,7,6,115,41,22,0.4,109,51,28,2026-04-29 02:00:00
红星小学,丽水市,42,5,10,78,42,23,0.4,102,42,23,2026-04-29 02:00:00
云和监测楼,丽水市,50,6,14,106,50,26,0.4,120,38,22,2026-04-29 02:00:00
遂昌中学,丽水市,53,5,13,60,53,29,0.4,79,55,32,2026-04-29 02:00:00
庆元监测楼,丽水市,31,6,6,99,29,15,0.4,108,41,27,2026-04-29 02:00:00
遂昌民政局,丽水市,54,4,11,62,53,37,0.5,87,52,32,2026-04-29 02:00:00
云和三中,丽水市,50,7,10,110,50,27,0.4,124,49,27,2026-04-29 02:00:00
和平水厂,丽水市,58,6,18,82,61,32,0.5,93,53,30,2026-04-29 02:00:00
松阳监测楼,丽水市,62,4,18,80,66,39,0.5,93,57,30,2026-04-29 02:00:00
塔山小学,丽水市,63,6,13,120,68,31,0.5,124,64,30,2026-04-29 02:00:00
粮食大楼,丽水市,82,8,7,111,94,20,0.4,105,--,27,2026-04-29 02:00:00
信访大楼,丽水市,32,7,15,100,28,19,0.5,114,66,32,2026-04-29 02:00:00
青田中学,丽水市,58,4,7,123,61,33,0.5,126,60,31,2026-04-29 02:00:00
景宁县政府,丽水市,36,4,8,93,36,23,0.5,112,41,23,2026-04-29 02:00:00
巾山实验小学,台州市,36,4,14,92,36,17,0.4,118,60,33,2026-04-29 02:00:00
楚门中心小学,台州市,34,5,13,107,21,10,0.5,130,47,23,2026-04-29 02:00:00
之江高级中学,台州市,34,4,4,106,20,14,0.4,125,45,24,2026-04-29 02:00:00
育青中学,台州市,28,7,14,87,23,15,0.3,113,50,29,2026-04-29 02:00:00
玉环环监站,台州市,35,9,6,109,26,12,0.4,134,42,24,2026-04-29 02:00:00
温岭环监站,台州市,29,6,10,92,29,12,0.3,108,49,31,2026-04-29 02:00:00
