site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
遂昌中学,丽水市,16,4,9,51,10,4,0.4,61,53,31,2026-04-29 06:00:00
庆元气象局,丽水市,28,4,9,87,28,18,0.6,98,42,26,2026-04-29 06:00:00
信访大楼,丽水市,28,7,10,88,22,11,0.5,98,59,29,2026-04-29 06:00:00
庆元监测楼,丽水市,26,5,7,53,26,13,0.5,85,38,25,2026-04-29 06:00:00
和平水厂,丽水市,27,5,19,73,27,13,0.4,83,53,29,2026-04-29 06:00:00
景宁县政府,丽水市,33,4,7,89,32,23,0.5,96,42,23,2026-04-29 06:00:00
粮食大楼,丽水市,39,8,7,93,39,23,0.4,107,--,27,2026-04-29 06:00:00
缙云中学,丽水市,25,7,13,79,22,11,0.4,93,56,32,2026-04-29 06:00:00
龙泉环保大楼,丽水市,40,7,5,96,40,24,0.5,111,49,28,2026-04-29 06:00:00
云和监测楼,丽水市,45,7,11,76,45,27,0.4,99,40,23,2026-04-29 06:00:00
红星小学,丽水市,51,5,8,84,51,30,0.5,93,43,23,2026-04-29 06:00:00
青田中学,丽水市,52,4,9,94,52,28,0.5,118,59,31,2026-04-29 06:00:00
塔山小学,丽水市,59,6,11,100,62,28,0.4,117,63,29,2026-04-29 06:00:00
松阳监测楼,丽水市,21,4,21,67,21,13,0.5,80,58,31,2026-04-29 06:00:00
遂昌民政局,丽水市,19,4,9,58,6,2,0.4,65,49,31,2026-04-29 06:00:00
云和三中,丽水市,41,7,9,82,41,24,0.5,103,49,27,2026-04-29 06:00:00
仙居环监站,台州市,29,8,9,91,23,7,0.3,93,53,29,2026-04-29 06:00:00
玉环环监站,台州市,30,9,8,96,22,9,0.4,108,40,22,2026-04-29 06:00:00
心湖站,台州市,31,6,7,99,18,9,0.4,90,49,26,2026-04-29 06:00:00
育青中学,台州市,30,6,13,94,12,10,0.3,92,46,27,2026-04-29 06:00:00
巾山实验小学,台州市,30,4,13,96,28,14,0.4,96,55,30,2026-04-29 06:00:00
之江高级中学,台州市,30,3,6,95,11,8,0.4,104,39,22,2026-04-29 06:00:00
天台实验中学,台州市,31,5,10,97,14,10,0.4,91,47,26,2026-04-29 06:00:00
三门环监楼,台州市,31,6,9,98,17,8,0.5,86,47,27,2026-04-29 06:00:00
楚门中心小学,台州市,30,5,15,96,18,8,0.4,106,43,21,2026-04-29 06:00:00
新生中学,台州市,26,6,14,82,20,9,0.4,96,48,26,2026-04-29 06:00:00
临海环保大楼,台州市,--,--,--,--,--,--,--,--,--,--,2026-04-29 06:00:00
温岭环监站,台州市,25,6,10,78,20,6,0.3,88,47,27,2026-04-29 06:00:00
振东新六中站,嘉兴市,30,3,16,93,12,9,0.5,92,33,21,2026-04-29 06:00:00
海盐商贸学校,嘉兴市,31,5,11,97,13,8,0.2,93,35,18,2026-04-29 06:00:00
茅盾小学,嘉兴市,29,5,22,91,13,9,0.3,87,31,18,2026-04-29 06:00:00
胜利社区,嘉兴市,27,6,8,84,13,10,0.4,86,32,19,2026-04-29 06:00:00
硖石街道,嘉兴市,26,7,2,82,11,7,0.5,81,30,16,2026-04-29 06:00:00
植材小学,嘉兴市,29,8,7,92,11,8,0.5,90,28,14,2026-04-29 06:00:00
平湖幼儿园,嘉兴市,28,7,10,88,11,9,0.4,85,31,18,2026-04-29 06:00:00
气象观测台,嘉兴市,30,9,12,94,12,8,0.3,91,35,20,2026-04-29 06:00:00
嘉善监测大楼,嘉兴市,27,4,15,86,12,8,0.2,87,35,20,2026-04-29 06:00:00
海宁监测大楼,嘉兴市,27,5,13,86,15,9,0.3,85,33,20,2026-04-29 06:00:00
高级中学,嘉兴市,30,6,15,96,14,8,0.3,92,36,17,2026-04-29 06:00:00
文化中心,嘉兴市,26,9,5,83,10,8,0.5,81,32,19,2026-04-29 06:00:00
陆家桥村,嘉兴市,30,7,8,95,10,8,0.4,90,32,18,2026-04-29 06:00:00
宁海城南站,宁波市,33,6,12,105,17,9,0.3,95,53,27,2026-04-29 06:00:00
溪口政府大楼,宁波市,31,4,9,98,15,9,0.2,97,46,24,2026-04-29 06:00:00
姚江小学,宁波市,30,6,12,96,10,7,0.4,97,36,18,2026-04-29 06:00:00
龙山公园,宁波市,30,4,8,94,13,7,0.4,97,38,18,2026-04-29 06:00:00
大桥市场,宁波市,31,5,11,99,16,7,0.3,96,53,25,2026-04-29 06:00:00
宁海水利局,宁波市,33,7,14,104,20,9,0.3,95,54,28,2026-04-29 06:00:00
文峰小学,宁波市,31,8,10,97,18,8,0.4,93,44,23,2026-04-29 06:00:00
石浦新港小学,宁波市,34,6,11,106,19,6,0.4,102,42,21,2026-04-29 06:00:00
