site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,35,7,6,105,35,21,0.4,105,41,27,2026-04-29 01:00:00
景宁县政府,丽水市,38,4,13,86,38,26,0.5,120,40,23,2026-04-29 01:00:00
缙云中学,丽水市,39,7,15,102,39,20,0.5,110,61,36,2026-04-29 01:00:00
龙泉环保大楼,丽水市,40,8,5,115,40,22,0.4,103,51,28,2026-04-29 01:00:00
信访大楼,丽水市,33,7,15,101,33,21,0.5,118,68,33,2026-04-29 01:00:00
庆元气象局,丽水市,45,5,9,109,45,25,0.5,115,42,26,2026-04-29 01:00:00
云和监测楼,丽水市,50,6,14,110,50,27,0.4,126,37,22,2026-04-29 01:00:00
遂昌民政局,丽水市,52,4,11,75,52,36,0.5,97,52,32,2026-04-29 01:00:00
云和三中,丽水市,52,7,11,114,52,23,0.4,130,50,27,2026-04-29 01:00:00
红星小学,丽水市,46,5,11,81,46,26,0.4,110,42,23,2026-04-29 01:00:00
青田中学,丽水市,60,4,8,130,64,35,0.5,124,60,31,2026-04-29 01:00:00
和平水厂,丽水市,62,6,19,89,66,35,0.5,99,52,29,2026-04-29 01:00:00
松阳监测楼,丽水市,63,4,19,84,68,39,0.5,100,56,29,2026-04-29 01:00:00
塔山小学,丽水市,64,6,8,131,69,33,0.5,124,65,30,2026-04-29 01:00:00
粮食大楼,丽水市,79,8,7,111,90,20,0.4,100,--,27,2026-04-29 01:00:00
遂昌中学,丽水市,53,4,13,64,54,31,0.4,88,55,32,2026-04-29 01:00:00
之江高级中学,台州市,35,3,3,109,19,12,0.4,133,46,24,2026-04-29 01:00:00
育青中学,台州市,30,7,14,93,25,17,0.3,122,50,29,2026-04-29 01:00:00
心湖站,台州市,33,7,14,82,33,17,0.4,109,55,30,2026-04-29 01:00:00
楚门中心小学,台州市,34,5,13,108,25,11,0.5,136,48,24,2026-04-29 01:00:00
巾山实验小学,台州市,34,5,15,98,34,17,0.4,128,62,34,2026-04-29 01:00:00
天台实验中学,台州市,29,7,14,91,26,17,0.4,120,52,28,2026-04-29 01:00:00
三门环监楼,台州市,30,7,15,79,30,15,0.5,103,54,32,2026-04-29 01:00:00
温岭环监站,台州市,30,6,9,94,26,10,0.3,114,49,31,2026-04-29 01:00:00
玉环环监站,台州市,35,9,6,111,30,14,0.5,140,43,25,2026-04-29 01:00:00
新生中学,台州市,32,6,13,101,30,13,0.4,128,51,28,2026-04-29 01:00:00
临海环保大楼,台州市,--,--,--,--,--,--,--,--,--,--,2026-04-29 01:00:00
仙居环监站,台州市,32,9,10,102,26,14,0.3,118,57,33,2026-04-29 01:00:00
植材小学,嘉兴市,31,7,6,99,15,8,0.5,83,45,22,2026-04-29 01:00:00
硖石街道,嘉兴市,27,7,4,86,19,11,0.5,76,44,24,2026-04-29 01:00:00
文化中心,嘉兴市,27,9,6,85,18,14,0.5,73,46,26,2026-04-29 01:00:00
高级中学,嘉兴市,37,7,18,88,37,22,0.3,87,49,24,2026-04-29 01:00:00
海盐商贸学校,嘉兴市,34,4,15,90,34,20,0.3,86,47,26,2026-04-29 01:00:00
振东新六中站,嘉兴市,30,4,18,94,21,14,0.5,86,51,30,2026-04-29 01:00:00
气象观测台,嘉兴市,30,9,12,93,27,17,0.3,85,46,26,2026-04-29 01:00:00
茅盾小学,嘉兴市,29,4,18,92,17,13,0.4,80,44,25,2026-04-29 01:00:00
平湖幼儿园,嘉兴市,28,7,13,88,18,13,0.3,79,44,25,2026-04-29 01:00:00
胜利社区,嘉兴市,29,6,7,92,19,14,0.4,78,48,26,2026-04-29 01:00:00
陆家桥村,嘉兴市,29,7,11,92,20,15,0.4,84,46,25,2026-04-29 01:00:00
