site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,29,6,12,46,29,16,0.6,52,34,21,2026-04-29 11:00:00
云和三中,丽水市,25,6,7,79,5,4,0.4,79,38,21,2026-04-29 11:00:00
松阳监测楼,丽水市,24,4,24,75,8,3,0.5,70,49,26,2026-04-29 11:00:00
信访大楼,丽水市,28,7,14,88,6,4,0.5,87,47,24,2026-04-29 11:00:00
和平水厂,丽水市,26,5,14,82,4,2,0.4,76,43,24,2026-04-29 11:00:00
遂昌民政局,丽水市,23,4,8,73,3,2,0.4,64,39,25,2026-04-29 11:00:00
塔山小学,丽水市,23,5,20,73,15,9,0.4,89,57,26,2026-04-29 11:00:00
龙泉环保大楼,丽水市,--,--,--,65,4,2,0.4,87,41,24,2026-04-29 11:00:00
云和监测楼,丽水市,23,6,10,71,4,2,0.4,75,33,19,2026-04-29 11:00:00
青田中学,丽水市,20,4,20,62,8,4,0.5,78,53,28,2026-04-29 11:00:00
庆元气象局,丽水市,--,--,10,51,28,17,0.6,71,39,23,2026-04-29 11:00:00
缙云中学,丽水市,22,5,43,56,10,3,0.5,72,47,25,2026-04-29 11:00:00
景宁县政府,丽水市,21,4,9,65,5,3,0.5,80,39,20,2026-04-29 11:00:00
红星小学,丽水市,21,5,9,67,3,1,0.5,80,38,20,2026-04-29 11:00:00
遂昌中学,丽水市,20,4,10,63,3,1,0.3,56,43,25,2026-04-29 11:00:00
粮食大楼,丽水市,22,8,10,68,7,4,0.5,83,--,24,2026-04-29 11:00:00
天台实验中学,台州市,25,5,17,80,6,5,0.4,87,38,21,2026-04-29 11:00:00
巾山实验小学,台州市,31,3,15,97,8,5,0.3,93,45,24,2026-04-29 11:00:00
临海环保大楼,台州市,31,4,19,98,10,5,0.3,--,--,--,2026-04-29 11:00:00
玉环环监站,台州市,31,9,9,98,7,2,0.5,96,35,18,2026-04-29 11:00:00
三门环监楼,台州市,30,5,12,93,8,4,0.5,92,36,19,2026-04-29 11:00:00
仙居环监站,台州市,--,8,13,87,7,2,--,89,45,23,2026-04-29 11:00:00
新生中学,台州市,28,4,15,89,10,4,0.4,87,40,21,2026-04-29 11:00:00
之江高级中学,台州市,28,3,14,88,5,3,0.5,92,32,19,2026-04-29 11:00:00
育青中学,台州市,--,--,14,82,2,2,--,85,35,22,2026-04-29 11:00:00
楚门中心小学,台州市,30,4,17,96,6,2,0.4,96,37,17,2026-04-29 11:00:00
心湖站,台州市,30,5,8,95,6,3,0.3,94,37,19,2026-04-29 11:00:00
温岭环监站,台州市,26,5,19,82,10,6,0.3,80,40,23,2026-04-29 11:00:00
高级中学,嘉兴市,31,6,18,97,8,7,0.3,98,26,14,2026-04-29 11:00:00
海盐商贸学校,嘉兴市,30,4,21,94,8,6,0.2,97,25,14,2026-04-29 11:00:00
振东新六中站,嘉兴市,30,3,29,93,8,6,0.5,91,25,17,2026-04-29 11:00:00
气象观测台,嘉兴市,27,9,25,86,13,7,0.3,85,26,15,2026-04-29 11:00:00
海宁监测大楼,嘉兴市,27,7,17,85,8,5,0.2,87,25,15,2026-04-29 11:00:00
植材小学,嘉兴市,28,8,16,87,9,6,0.5,88,20,11,2026-04-29 11:00:00
陆家桥村,嘉兴市,26,7,21,82,9,8,0.5,90,22,14,2026-04-29 11:00:00
嘉善监测大楼,嘉兴市,--,4,26,83,--,--,--,82,26,16,2026-04-29 11:00:00
硖石街道,嘉兴市,--,8,12,78,5,3,--,81,23,13,2026-04-29 11:00:00
平湖幼儿园,嘉兴市,24,7,20,75,9,8,0.4,84,23,15,2026-04-29 11:00:00
胜利社区,嘉兴市,25,6,13,80,7,7,0.4,84,24,15,2026-04-29 11:00:00
文化中心,嘉兴市,24,9,16,75,7,5,0.5,78,23,15,2026-04-29 11:00:00
茅盾小学,嘉兴市,25,4,35,77,8,6,0.4,84,23,15,2026-04-29 11:00:00
宁海城南站,宁波市,--,6,15,99,7,4,--,99,41,20,2026-04-29 11:00:00
大桥市场,宁波市,--,5,--,92,12,6,0.3,95,40,18,2026-04-29 11:00:00
溪口政府大楼,宁波市,31,4,13,97,10,6,0.2,96,34,17,2026-04-29 11:00:00
