site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
文峰小学,宁波市,28,7,14,88,11,5,0.4,93,34,17,2026-04-29 11:00:00
龙山公园,宁波市,31,5,11,99,10,6,0.4,96,28,14,2026-04-29 11:00:00
慈溪环保大楼,宁波市,32,4,15,100,12,7,0.4,98,30,17,2026-04-29 11:00:00
姚江小学,宁波市,31,6,16,98,8,5,0.4,96,25,13,2026-04-29 11:00:00
宁海水利局,宁波市,31,6,17,99,9,4,0.3,98,42,20,2026-04-29 11:00:00
石浦新港小学,宁波市,35,6,11,109,12,4,0.4,106,36,17,2026-04-29 11:00:00
钱湖水厂,宁波市,31,4,20,99,11,5,0.4,97,34,15,2026-04-29 11:00:00
奉化教育局,宁波市,30,7,18,96,13,7,0.3,98,50,21,2026-04-29 11:00:00
慈溪实验小学,宁波市,32,5,13,100,9,5,0.4,102,26,14,2026-04-29 11:00:00
老年活动中心,杭州市,--,--,4,100,4,2,--,101,16,11,2026-04-29 11:00:00
淳安环保大楼,杭州市,--,9,8,86,--,--,0.5,89,16,12,2026-04-29 11:00:00
桐庐江北,杭州市,--,5,18,110,3,--,0.6,109,28,17,2026-04-29 11:00:00
建德监测大楼,杭州市,24,7,12,76,4,2,0.5,78,25,16,2026-04-29 11:00:00
第二中学,杭州市,29,4,18,92,3,1,0.4,95,25,16,2026-04-29 11:00:00
海辰小学,杭州市,27,6,23,84,7,6,0.7,92,27,16,2026-04-29 11:00:00
桐庐江南,杭州市,32,5,19,102,4,2,0.5,100,28,16,2026-04-29 11:00:00
洞头气象局,温州市,31,7,8,97,15,3,0.5,97,38,17,2026-04-29 11:00:00
柳市,温州市,31,3,16,97,5,4,0.4,102,43,23,2026-04-29 11:00:00
安阳新区,温州市,--,--,17,67,7,6,0.3,81,27,17,2026-04-29 11:00:00
上塘,温州市,--,4,9,88,--,--,--,88,45,21,2026-04-29 11:00:00
花园桥,温州市,20,6,18,63,6,4,0.4,78,35,16,2026-04-29 11:00:00
平阳县政府,温州市,23,6,17,71,16,9,0.6,83,44,22,2026-04-29 11:00:00
泰顺实验中学,温州市,26,6,8,81,3,2,0.5,97,40,20,2026-04-29 11:00:00
瓯北,温州市,23,6,22,73,10,3,0.6,81,42,17,2026-04-29 11:00:00
苍南中学,温州市,23,8,20,73,20,12,0.5,85,56,26,2026-04-29 11:00:00
大峃,温州市,23,7,10,73,11,7,0.3,89,47,22,2026-04-29 11:00:00
龙港,温州市,22,11,25,69,10,4,0.4,77,53,20,2026-04-29 11:00:00
灵溪,温州市,28,8,12,73,28,12,0.4,84,54,23,2026-04-29 11:00:00
龙港实验中学,温州市,24,8,24,74,11,6,0.4,84,45,21,2026-04-29 11:00:00
文成中学,温州市,23,7,16,63,23,14,0.3,91,49,24,2026-04-29 11:00:00
平阳监测站,温州市,20,8,11,64,13,7,0.5,76,35,17,2026-04-29 11:00:00
罗阳,温州市,29,4,9,90,6,5,0.5,106,39,20,2026-04-29 11:00:00
乐成,温州市,27,5,11,86,2,1,0.4,92,36,18,2026-04-29 11:00:00
安吉实验小学,湖州市,--,6,10,101,4,6,--,94,15,13,2026-04-29 11:00:00
龙山新区,湖州市,35,5,21,109,5,3,0.4,107,13,7,2026-04-29 11:00:00
春晖小学,湖州市,27,4,12,84,7,7,0.6,90,20,14,2026-04-29 11:00:00
安吉城东,湖州市,33,5,6,103,4,4,0.2,92,13,10,2026-04-29 11:00:00
地信科创园,湖州市,--,--,15,85,3,8,0.4,90,16,17,2026-04-29 11:00:00
职教中心,湖州市,31,5,13,99,9,4,0.2,96,17,9,2026-04-29 11:00:00
杨树畈,绍兴市,--,--,9,81,8,4,--,80,32,16,2026-04-29 11:00:00
城东站,绍兴市,25,4,9,78,7,4,0.3,76,31,18,2026-04-29 11:00:00
丽湖小区,绍兴市,33,5,12,105,8,6,0.4,97,25,13,2026-04-29 11:00:00
城新小学,绍兴市,28,6,8,87,5,3,0.4,89,34,19,2026-04-29 11:00:00
青少年宫,绍兴市,27,6,12,86,7,4,0.3,88,37,18,2026-04-29 11:00:00
钟楼站,绍兴市,28,4,11,87,7,5,0.4,81,31,16,2026-04-29 11:00:00
马寅初初中,绍兴市,28,5,13,87,15,11,0.5,81,33,15,2026-04-29 11:00:00
岱山环保大楼,舟山市,32,5,11,102,15,7,0.4,98,28,13,2026-04-29 11:00:00
嵊泗菜园,舟山市,--,--,--,108,15,7,0.3,106,21,12,2026-04-29 11:00:00
岱山高亭,舟山市,--,--,8,107,13,6,0.3,97,28,12,2026-04-29 11:00:00
开化气象局,衢州市,26,5,6,83,1,2,0.2,82,20,9,2026-04-29 11:00:00
常山环保大楼,衢州市,30,4,12,93,4,2,0.4,86,--,--,2026-04-29 11:00:00
人民医院,衢州市,30,7,14,94,5,1,0.4,84,41,24,2026-04-29 11:00:00
开化监测大楼,衢州市,30,7,6,93,2,1,0.4,90,15,8,2026-04-29 11:00:00
建设大楼,衢州市,35,5,15,109,4,2,0.3,98,35,19,2026-04-29 11:00:00
龙游二高,衢州市,29,4,9,91,3,2,0.3,80,37,20,2026-04-29 11:00:00
江山环保大楼,衢州市,--,--,7,89,2,1,--,82,38,20,2026-04-29 11:00:00
图书馆大楼,衢州市,--,4,12,90,10,--,0.1,86,35,--,2026-04-29 11:00:00
衢州三中（市）,衢州市,--,--,--,90,4,1,0.4,81,29,18,2026-04-29 11:00:00
西城供电所,金华市,--,7,--,73,7,2,0.3,76,49,26,2026-04-29 11:00:00
兰溪监测站,金华市,29,6,8,90,3,1,0.5,79,24,16,2026-04-29 11:00:00
武义县政府,金华市,25,8,21,78,8,4,0.5,68,49,25,2026-04-29 11:00:00
东阳环保大楼,金华市,25,6,12,79,5,6,0.5,74,23,14,2026-04-29 11:00:00
浦江实验中学,金华市,26,5,12,83,6,4,0.3,85,35,15,2026-04-29 11:00:00
兰溪八中,金华市,26,7,10,81,3,2,0.4,72,29,16,2026-04-29 11:00:00
国税大楼,金华市,27,8,12,86,8,3,0.4,84,36,22,2026-04-29 11:00:00
南园初中,金华市,27,5,9,86,3,1,0.4,82,36,22,2026-04-29 11:00:00
北苑,金华市,27,4,16,84,3,1,0.4,79,34,16,2026-04-29 11:00:00
江东,金华市,27,5,14,84,4,3,0.4,75,37,17,2026-04-29 11:00:00
广厦学院,金华市,27,5,12,84,4,3,0.5,77,32,15,2026-04-29 11:00:00
第五中学,金华市,27,6,21,85,4,2,0.6,76,42,15,2026-04-29 11:00:00
儿童公园,金华市,28,5,13,89,4,2,0.6,78,45,19,2026-04-29 11:00:00
浦江中学,金华市,30,3,7,93,7,3,0.3,82,37,16,2026-04-29 11:00:00
永康一中,金华市,24,7,15,76,7,2,0.4,79,42,20,2026-04-29 11:00:00
武义北岭幼儿园,金华市,--,7,20,77,--,5,0.5,63,210,30,2026-04-29 11:00:00
