site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元监测楼,丽水市,19,5,9,60,2,1,0.5,60,20,12,2026-04-29 21:00:00
和平水厂,丽水市,30,5,17,93,6,3,0.4,88,24,13,2026-04-29 21:00:00
信访大楼,丽水市,29,7,16,90,4,5,0.5,96,18,10,2026-04-29 21:00:00
红星小学,丽水市,27,5,8,85,2,2,0.4,80,20,12,2026-04-29 21:00:00
粮食大楼,丽水市,26,8,7,81,1,1,0.3,76,33,11,2026-04-29 21:00:00
龙泉环保大楼,丽水市,26,7,5,82,2,2,0.4,72,20,11,2026-04-29 21:00:00
云和三中,丽水市,26,6,15,81,7,5,0.2,83,22,12,2026-04-29 21:00:00
松阳监测楼,丽水市,25,4,19,79,8,5,0.4,83,26,15,2026-04-29 21:00:00
塔山小学,丽水市,24,5,22,74,4,3,0.4,79,38,19,2026-04-29 21:00:00
青田中学,丽水市,24,3,10,75,2,1,0.4,71,34,18,2026-04-29 21:00:00
景宁县政府,丽水市,23,4,14,73,2,2,0.4,77,17,11,2026-04-29 21:00:00
遂昌中学,丽水市,--,4,9,70,--,--,0.3,80,21,--,2026-04-29 21:00:00
遂昌民政局,丽水市,22,4,8,70,1,1,0.3,84,16,12,2026-04-29 21:00:00
缙云中学,丽水市,21,5,37,65,7,2,0.5,70,19,9,2026-04-29 21:00:00
庆元气象局,丽水市,20,4,7,64,3,1,0.3,63,25,15,2026-04-29 21:00:00
云和监测楼,丽水市,22,7,17,69,4,3,0.4,78,20,11,2026-04-29 21:00:00
巾山实验小学,台州市,27,3,16,86,8,6,0.4,94,20,11,2026-04-29 21:00:00
之江高级中学,台州市,25,3,16,78,4,7,0.4,86,10,8,2026-04-29 21:00:00
天台实验中学,台州市,27,5,16,85,6,4,0.4,88,13,9,2026-04-29 21:00:00
育青中学,台州市,28,3,17,88,3,2,0.3,86,11,8,2026-04-29 21:00:00
临海环保大楼,台州市,28,5,17,88,9,5,0.3,98,--,--,2026-04-29 21:00:00
温岭环监站,台州市,22,5,21,69,8,9,0.3,76,17,7,2026-04-29 21:00:00
楚门中心小学,台州市,30,4,14,96,5,2,0.5,97,14,6,2026-04-29 21:00:00
仙居环监站,台州市,26,8,18,82,6,4,0.4,88,18,9,2026-04-29 21:00:00
新生中学,台州市,24,5,12,75,5,2,0.4,87,19,9,2026-04-29 21:00:00
玉环环监站,台州市,31,9,10,99,4,2,0.4,98,16,8,2026-04-29 21:00:00
心湖站,台州市,33,5,7,105,2,1,0.3,96,15,7,2026-04-29 21:00:00
三门环监楼,台州市,33,5,11,105,2,1,0.4,98,15,7,2026-04-29 21:00:00
嘉善监测大楼,嘉兴市,30,4,23,88,25,21,0.3,90,20,15,2026-04-29 21:00:00
