site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
缙云中学,丽水市,44,8,16,105,44,25,0.5,113,62,37,2026-04-29
庆元监测楼,丽水市,35,7,7,106,35,23,0.5,102,41,27,2026-04-29
信访大楼,丽水市,40,7,18,105,40,22,0.6,122,70,34,2026-04-29
云和监测楼,丽水市,40,6,11,115,40,21,0.4,129,37,22,2026-04-29
龙泉环保大楼,丽水市,41,8,6,117,41,22,0.4,99,52,29,2026-04-29
红星小学,丽水市,42,5,8,93,42,24,0.4,117,41,23,2026-04-29
云和三中,丽水市,44,6,7,121,44,19,0.4,133,50,27,2026-04-29
庆元气象局,丽水市,47,6,10,109,47,26,0.6,115,42,26,2026-04-29
景宁县政府,丽水市,36,4,12,92,36,23,0.5,128,39,23,2026-04-29
遂昌民政局,丽水市,56,4,10,86,54,38,0.5,109,52,31,2026-04-29
青田中学,丽水市,62,4,7,136,66,36,0.5,122,61,31,2026-04-29
塔山小学,丽水市,65,7,11,137,71,35,0.5,122,65,30,2026-04-29
松阳监测楼,丽水市,65,5,22,90,70,39,0.5,107,55,29,2026-04-29
和平水厂,丽水市,65,7,20,91,71,39,0.5,105,51,29,2026-04-29
粮食大楼,丽水市,82,8,7,113,94,22,0.4,97,--,27,2026-04-29
遂昌中学,丽水市,55,5,13,72,56,35,0.5,101,54,31,2026-04-29
新生中学,台州市,36,7,12,107,36,16,0.4,135,52,29,2026-04-29
仙居环监站,台州市,31,9,11,99,30,16,0.3,123,58,33,2026-04-29
育青中学,台州市,31,7,14,98,23,16,0.3,131,52,30,2026-04-29
之江高级中学,台州市,35,3,4,111,24,14,0.4,139,48,25,2026-04-29
楚门中心小学,台州市,36,5,13,115,27,12,0.5,142,50,24,2026-04-29
临海环保大楼,台州市,--,--,--,--,--,--,--,136,53,27,2026-04-29
天台实验中学,台州市,30,7,14,96,24,15,0.4,129,52,29,2026-04-29
玉环环监站,台州市,38,9,6,119,34,16,0.5,145,43,25,2026-04-29
三门环监楼,台州市,38,7,16,85,38,19,0.5,112,55,33,2026-04-29
温岭环监站,台州市,30,6,9,94,30,12,0.3,120,50,32,2026-04-29
心湖站,台州市,41,7,14,85,41,20,0.4,119,55,30,2026-04-29
巾山实验小学,台州市,37,5,15,102,37,18,0.4,137,63,34,2026-04-29
海盐商贸学校,嘉兴市,38,4,16,81,38,25,0.3,86,48,27,2026-04-29
平湖幼儿园,嘉兴市,35,7,16,79,31,24,0.4,79,46,26,2026-04-29
陆家桥村,嘉兴市,33,8,16,84,30,23,0.5,83,48,26,2026-04-29
胜利社区,嘉兴市,30,6,12,80,30,21,0.4,74,52,27,2026-04-29
高级中学,嘉兴市,39,7,17,84,39,23,0.3,86,51,25,2026-04-29
海宁监测大楼,嘉兴市,33,5,16,79,33,19,0.3,74,53,29,2026-04-29
茅盾小学,嘉兴市,27,4,23,84,24,18,0.4,78,48,27,2026-04-29
振东新六中站,嘉兴市,29,4,20,88,29,20,0.5,84,56,31,2026-04-29
嘉善监测大楼,嘉兴市,29,4,14,90,25,17,0.2,77,53,28,2026-04-29
植材小学,嘉兴市,28,7,10,88,20,11,0.6,80,49,24,2026-04-29
文化中心,嘉兴市,26,9,7,83,21,16,0.5,71,49,27,2026-04-29
气象观测台,嘉兴市,30,9,12,95,27,16,0.3,82,47,27,2026-04-29
硖石街道,嘉兴市,27,7,7,75,27,18,0.5,76,47,25,2026-04-29
石浦新港小学,宁波市,31,6,14,99,27,9,0.4,123,48,25,2026-04-29
钱湖水厂,宁波市,32,4,14,102,21,8,0.4,106,53,24,2026-04-29
慈溪环保大楼,宁波市,32,4,13,100,21,11,0.4,102,58,31,2026-04-29
宁海城南站,宁波市,31,7,19,89,31,15,0.3,117,59,32,2026-04-29
大桥市场,宁波市,32,7,15,95,32,14,0.3,102,62,30,2026-04-29
姚江小学,宁波市,32,6,14,101,17,10,0.4,105,48,25,2026-04-29
奉化教育局,宁波市,33,8,14,95,33,14,0.3,105,69,30,2026-04-29
文峰小学,宁波市,29,8,13,92,24,10,0.4,112,48,26,2026-04-29
龙山公园,宁波市,31,5,10,99,19,11,0.4,104,50,26,2026-04-29
宁海水利局,宁波市,31,7,22,88,31,15,0.3,116,60,32,2026-04-29
溪口政府大楼,宁波市,30,5,12,94,24,11,0.2,105,51,27,2026-04-29
慈溪实验小学,宁波市,33,4,10,103,17,9,0.4,106,55,28,2026-04-29
淳安环保大楼,杭州市,27,9,4,86,4,4,0.5,91,33,20,2026-04-29
海辰小学,杭州市,29,6,18,81,28,20,0.6,82,52,30,2026-04-29
第二中学,杭州市,28,4,12,88,15,11,0.4,92,50,21,2026-04-29
桐庐江南,杭州市,27,5,15,86,26,14,0.5,85,57,30,2026-04-29
建德监测大楼,杭州市,19,6,12,60,15,10,0.5,74,48,28,2026-04-29
老年活动中心,杭州市,--,--,4,96,5,4,0.4,101,31,19,2026-04-29
桐庐江北,杭州市,30,5,15,94,26,18,0.6,93,65,32,2026-04-29
文成中学,温州市,58,7,6,132,61,31,0.3,133,43,24,2026-04-29
花园桥,温州市,44,7,13,112,44,19,0.4,122,51,25,2026-04-29
罗阳,温州市,44,6,7,124,44,21,0.4,124,45,25,2026-04-29
乐成,温州市,37,6,12,118,35,17,0.4,136,43,22,2026-04-29
安阳新区,温州市,40,11,14,113,34,28,0.4,125,47,23,2026-04-29
龙港,温州市,60,11,13,119,63,26,0.4,121,70,27,2026-04-29
洞头气象局,温州市,43,7,6,114,43,19,0.5,128,40,20,2026-04-29
苍南中学,温州市,60,8,8,130,64,26,0.6,130,54,27,2026-04-29
泰顺实验中学,温州市,49,6,6,122,49,22,0.4,126,46,24,2026-04-29
平阳县政府,温州市,59,8,10,124,62,32,0.7,132,48,27,2026-04-29
瓯北,温州市,51,6,17,111,51,21,0.6,114,47,21,2026-04-29
龙港实验中学,温州市,51,9,12,131,51,26,0.5,139,57,29,2026-04-29
柳市,温州市,52,5,10,122,52,27,0.4,140,49,27,2026-04-29
大峃,温州市,52,6,7,123,52,25,0.3,123,45,23,2026-04-29
上塘,温州市,53,6,10,122,53,26,0.5,127,50,24,2026-04-29
平阳监测站,温州市,47,10,4,116,47,25,0.6,126,41,23,2026-04-29
灵溪,温州市,--,--,2,126,--,25,0.5,125,49,26,2026-04-29
龙山新区,湖州市,30,5,19,96,12,6,0.4,88,28,14,2026-04-29
安吉城东,湖州市,20,5,9,62,10,8,0.3,72,31,21,2026-04-29
春晖小学,湖州市,26,5,8,83,17,14,0.5,68,41,25,2026-04-29
安吉实验小学,湖州市,23,7,12,73,15,14,0.4,76,36,25,2026-04-29
职教中心,湖州市,30,5,13,96,13,8,0.3,85,35,17,2026-04-29
地信科创园,湖州市,--,--,10,84,13,17,0.4,76,38,29,2026-04-29
杨树畈,绍兴市,30,4,5,71,30,13,0.3,81,49,27,2026-04-29
青少年宫,绍兴市,32,6,24,62,32,18,0.3,74,63,33,2026-04-29
钟楼站,绍兴市,28,5,12,89,25,12,0.3,110,53,29,2026-04-29
丽湖小区,绍兴市,32,5,11,100,17,9,0.4,114,50,28,2026-04-29
马寅初初中,绍兴市,31,4,12,88,31,13,0.5,102,54,27,2026-04-29
城新小学,绍兴市,34,7,7,76,34,19,0.4,85,61,34,2026-04-29
城东站,绍兴市,32,5,14,76,32,18,0.3,97,49,29,2026-04-29
嵊泗菜园,舟山市,33,7,7,104,19,10,0.4,104,36,20,2026-04-29
岱山高亭,舟山市,31,9,7,97,22,9,0.4,97,43,20,2026-04-29
岱山环保大楼,舟山市,34,5,10,107,23,10,0.4,106,46,24,2026-04-29
开化气象局,衢州市,26,5,4,82,7,5,0.2,85,35,16,2026-04-29
开化监测大楼,衢州市,28,7,6,89,4,2,0.3,93,27,14,2026-04-29
建设大楼,衢州市,28,5,21,89,24,13,0.4,98,76,40,2026-04-29
龙游二高,衢州市,30,5,11,73,30,18,0.3,82,74,39,2026-04-29
衢州三中（市）,衢州市,25,7,15,80,21,14,0.4,91,63,38,2026-04-29
常山环保大楼,衢州市,28,4,12,88,19,10,0.4,--,--,--,2026-04-29
人民医院,衢州市,32,9,16,82,32,18,0.7,95,71,41,2026-04-29
江山环保大楼,衢州市,29,8,9,79,29,18,0.6,93,72,36,2026-04-29
图书馆大楼,衢州市,28,4,13,87,24,6,0.4,92,56,26,2026-04-29
武义北岭幼儿园,金华市,173,7,23,71,295,38,0.5,102,88,42,2026-04-29
广厦学院,金华市,31,5,12,84,31,12,0.5,106,67,29,2026-04-29
浦江中学,金华市,31,4,10,70,31,10,0.4,86,67,35,2026-04-29
浦江实验中学,金华市,24,6,9,75,21,9,0.4,90,64,28,2026-04-29
兰溪八中,金华市,24,6,13,56,24,14,0.4,62,57,33,2026-04-29
北苑,金华市,39,5,18,59,39,21,0.4,88,67,36,2026-04-29
儿童公园,金华市,55,6,19,59,56,27,0.7,84,86,41,2026-04-29
东阳环保大楼,金华市,26,6,10,81,16,8,0.5,103,64,36,2026-04-29
江东,金华市,39,6,21,54,39,23,0.5,86,74,33,2026-04-29
国税大楼,金华市,34,8,10,108,31,18,0.5,138,61,36,2026-04-29
第五中学,金华市,51,6,21,58,51,21,0.6,86,79,31,2026-04-29
南园初中,金华市,35,6,8,112,33,19,0.5,142,54,33,2026-04-29
西城供电所,金华市,38,6,9,95,38,25,0.3,114,88,39,2026-04-29
武义县政府,金华市,43,9,20,77,43,15,0.5,108,73,43,2026-04-29
兰溪监测站,金华市,25,6,12,65,18,17,0.5,72,51,30,2026-04-29
永康一中,金华市,33,7,13,99,33,17,0.4,126,72,36,2026-04-29
