site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
桐庐江北,杭州市,33,5,17,104,3,2,0.6,107,33,19,2026-04-29 09:00:00
建德监测大楼,杭州市,25,6,10,79,3,17,0.5,75,28,18,2026-04-29 09:00:00
淳安环保大楼,杭州市,--,10,6,90,1,--,0.5,90,17,12,2026-04-29 09:00:00
海辰小学,杭州市,30,6,17,93,6,5,0.7,93,30,18,2026-04-29 09:00:00
第二中学,杭州市,31,4,16,97,2,1,0.4,93,28,17,2026-04-29 09:00:00
老年活动中心,杭州市,--,12,4,103,2,--,0.4,101,17,12,2026-04-29 09:00:00
桐庐江南,杭州市,30,5,18,96,4,3,0.5,99,33,18,2026-04-29 09:00:00
安阳新区,温州市,23,10,19,73,17,12,0.4,89,30,18,2026-04-29 09:00:00
平阳监测站,温州市,23,8,8,71,22,10,0.5,82,36,18,2026-04-29 09:00:00
罗阳,温州市,32,5,8,100,9,8,0.5,114,41,22,2026-04-29 09:00:00
瓯北,温州市,22,6,29,66,22,10,0.6,88,44,18,2026-04-29 09:00:00
龙港,温州市,41,10,29,64,41,14,0.4,86,59,23,2026-04-29 09:00:00
上塘,温州市,24,4,11,75,13,6,0.5,94,46,22,2026-04-29 09:00:00
苍南中学,温州市,46,8,22,70,46,24,0.5,95,58,27,2026-04-29 09:00:00
文成中学,温州市,40,7,12,77,40,24,0.3,102,50,25,2026-04-29 09:00:00
泰顺实验中学,温州市,27,6,8,85,10,7,0.5,106,43,22,2026-04-29 09:00:00
大峃,温州市,--,7,9,84,30,18,--,100,49,23,2026-04-29 09:00:00
平阳县政府,温州市,25,5,14,77,25,12,0.6,89,46,23,2026-04-29 09:00:00
灵溪,温州市,60,8,11,74,64,20,0.4,91,54,24,2026-04-29 09:00:00
龙港实验中学,温州市,31,9,25,70,31,14,0.4,94,48,23,2026-04-29 09:00:00
洞头气象局,温州市,32,6,6,101,21,5,0.5,97,39,18,2026-04-29 09:00:00
柳市,温州市,32,4,13,101,12,6,0.3,106,46,24,2026-04-29 09:00:00
花园桥,温州市,22,6,17,69,19,10,0.4,87,38,17,2026-04-29 09:00:00
乐成,温州市,28,5,12,88,5,3,0.4,97,39,20,2026-04-29 09:00:00
龙山新区,湖州市,34,4,23,108,4,2,0.4,103,16,8,2026-04-29 09:00:00
职教中心,湖州市,31,5,13,97,7,3,0.3,95,20,10,2026-04-29 09:00:00
安吉实验小学,湖州市,28,7,10,88,2,3,0.4,91,18,15,2026-04-29 09:00:00
地信科创园,湖州市,--,--,14,86,3,7,0.4,90,19,19,2026-04-29 09:00:00
安吉城东,湖州市,29,5,5,90,3,3,0.2,87,15,12,2026-04-29 09:00:00
春晖小学,湖州市,24,4,14,76,9,8,0.6,91,23,16,2026-04-29 09:00:00
城新小学,绍兴市,30,6,4,95,5,3,0.3,86,38,21,2026-04-29 09:00:00
丽湖小区,绍兴市,32,5,13,100,8,5,0.4,96,28,14,2026-04-29 09:00:00
钟楼站,绍兴市,26,4,12,81,8,5,0.4,82,36,18,2026-04-29 09:00:00
城东站,绍兴市,26,4,9,82,6,3,0.3,76,35,20,2026-04-29 09:00:00
马寅初初中,绍兴市,27,4,13,85,17,11,0.5,81,35,15,2026-04-29 09:00:00
杨树畈,绍兴市,28,4,2,87,10,6,0.3,78,35,18,2026-04-29 09:00:00
青少年宫,绍兴市,31,6,8,97,8,5,0.2,84,41,20,2026-04-29 09:00:00
岱山环保大楼,舟山市,31,5,10,99,13,5,0.4,99,32,16,2026-04-29 09:00:00
岱山高亭,舟山市,31,9,6,98,12,5,0.4,96,33,14,2026-04-29 09:00:00
嵊泗菜园,舟山市,33,7,8,104,14,6,0.3,106,25,14,2026-04-29 09:00:00
人民医院,衢州市,26,7,14,83,5,1,0.5,81,50,30,2026-04-29 09:00:00
建设大楼,衢州市,30,5,19,94,3,1,0.4,95,47,26,2026-04-29 09:00:00
开化气象局,衢州市,26,5,6,83,5,2,0.2,81,24,11,2026-04-29 09:00:00
龙游二高,衢州市,25,4,11,77,5,3,0.3,77,48,27,2026-04-29 09:00:00
江山环保大楼,衢州市,25,5,9,79,2,1,0.5,80,48,25,2026-04-29 09:00:00
开化监测大楼,衢州市,29,7,6,91,2,2,0.4,88,18,9,2026-04-29 09:00:00
衢州三中（市）,衢州市,24,7,19,76,5,2,0.4,79,39,24,2026-04-29 09:00:00
常山环保大楼,衢州市,--,4,14,81,4,--,0.4,86,--,--,2026-04-29 09:00:00
图书馆大楼,衢州市,--,4,20,79,2,--,0.3,85,41,23,2026-04-29 09:00:00
浦江实验中学,金华市,28,5,8,87,2,1,0.3,84,40,17,2026-04-29 09:00:00
北苑,金华市,27,4,12,86,3,2,0.4,75,37,18,2026-04-29 09:00:00
江东,金华市,26,5,12,82,4,3,0.5,73,41,19,2026-04-29 09:00:00
浦江中学,金华市,26,3,9,83,5,2,0.3,77,41,18,2026-04-29 09:00:00
儿童公园,金华市,25,5,15,80,5,2,0.6,73,49,22,2026-04-29 09:00:00
永康一中,金华市,25,6,13,80,8,3,0.4,80,54,27,2026-04-29 09:00:00
南园初中,金华市,25,5,9,78,4,2,0.4,84,44,27,2026-04-29 09:00:00
国税大楼,金华市,25,7,13,77,5,2,0.4,85,46,28,2026-04-29 09:00:00
西城供电所,金华市,24,6,11,76,9,4,0.3,76,62,32,2026-04-29 09:00:00
兰溪监测站,金华市,24,6,11,74,3,1,0.5,75,31,20,2026-04-29 09:00:00
广厦学院,金华市,23,5,18,71,5,3,0.5,76,37,16,2026-04-29 09:00:00
兰溪八中,金华市,22,7,12,69,4,1,0.4,68,36,20,2026-04-29 09:00:00
武义县政府,金华市,22,8,18,68,9,3,0.5,66,59,33,2026-04-29 09:00:00
东阳环保大楼,金华市,21,6,17,65,4,6,0.5,72,27,16,2026-04-29 09:00:00
第五中学,金华市,27,6,16,85,4,2,0.5,72,45,17,2026-04-29 09:00:00
武义北岭幼儿园,金华市,--,7,23,65,--,4,0.6,60,203,36,2026-04-29 09:00:00
