site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
遂昌中学,丽水市,18,5,10,57,4,1,0.3,55,48,28,2026-04-29 09:00:00
庆元监测楼,丽水市,30,5,9,48,30,20,0.6,64,35,22,2026-04-29 09:00:00
庆元气象局,丽水市,--,4,10,--,30,22,0.6,86,40,24,2026-04-29 09:00:00
信访大楼,丽水市,27,7,17,85,7,4,0.5,90,54,26,2026-04-29 09:00:00
青田中学,丽水市,46,4,36,58,46,28,0.5,92,57,30,2026-04-29 09:00:00
龙泉环保大楼,丽水市,24,7,7,74,5,2,0.5,97,44,26,2026-04-29 09:00:00
粮食大楼,丽水市,23,8,11,71,6,4,0.5,94,--,26,2026-04-29 09:00:00
和平水厂,丽水市,23,5,23,73,6,3,0.4,76,47,26,2026-04-29 09:00:00
云和三中,丽水市,22,6,10,69,6,4,0.4,87,42,23,2026-04-29 09:00:00
遂昌民政局,丽水市,22,4,7,69,2,1,0.4,60,44,28,2026-04-29 09:00:00
塔山小学,丽水市,40,5,19,84,40,23,0.4,99,59,27,2026-04-29 09:00:00
缙云中学,丽水市,20,6,39,61,11,4,0.5,80,52,28,2026-04-29 09:00:00
云和监测楼,丽水市,21,6,13,66,5,3,0.4,83,36,21,2026-04-29 09:00:00
松阳监测楼,丽水市,21,3,34,66,9,5,0.5,71,53,28,2026-04-29 09:00:00
景宁县政府,丽水市,21,4,8,66,5,3,0.5,87,41,22,2026-04-29 09:00:00
红星小学,丽水市,21,5,10,66,4,2,0.5,85,40,22,2026-04-29 09:00:00
三门环监楼,台州市,30,5,10,93,6,3,0.4,89,40,22,2026-04-29 09:00:00
楚门中心小学,台州市,31,5,16,99,9,4,0.4,97,40,18,2026-04-29 09:00:00
玉环环监站,台州市,30,9,10,95,14,6,0.5,98,37,19,2026-04-29 09:00:00
天台实验中学,台州市,26,5,15,83,7,7,0.4,88,43,24,2026-04-29 09:00:00
温岭环监站,台州市,26,5,14,83,11,4,0.3,81,43,25,2026-04-29 09:00:00
临海环保大楼,台州市,--,--,--,--,--,--,0.3,--,--,--,2026-04-29 09:00:00
育青中学,台州市,--,6,14,--,10,7,0.4,86,41,24,2026-04-29 09:00:00
仙居环监站,台州市,29,8,13,91,17,5,0.4,90,49,26,2026-04-29 09:00:00
巾山实验小学,台州市,29,3,18,91,15,9,0.4,92,50,27,2026-04-29 09:00:00
心湖站,台州市,29,5,9,90,7,3,0.3,92,42,22,2026-04-29 09:00:00
之江高级中学,台州市,30,3,9,96,6,4,0.5,96,35,20,2026-04-29 09:00:00
新生中学,台州市,28,4,15,89,14,6,0.4,88,44,23,2026-04-29 09:00:00
陆家桥村,嘉兴市,29,8,15,92,8,7,0.4,92,26,16,2026-04-29 09:00:00
高级中学,嘉兴市,31,6,17,97,8,6,0.3,96,31,16,2026-04-29 09:00:00
海宁监测大楼,嘉兴市,27,5,16,86,8,5,0.2,88,29,17,2026-04-29 09:00:00
植材小学,嘉兴市,26,8,15,83,12,7,0.6,90,23,12,2026-04-29 09:00:00
海盐商贸学校,嘉兴市,30,4,16,96,7,5,0.2,97,30,16,2026-04-29 09:00:00
平湖幼儿园,嘉兴市,26,7,14,83,8,7,0.4,87,25,16,2026-04-29 09:00:00
振东新六中站,嘉兴市,27,3,26,84,8,7,0.5,93,29,19,2026-04-29 09:00:00
嘉善监测大楼,嘉兴市,22,4,32,70,13,10,0.2,83,29,17,2026-04-29 09:00:00
胜利社区,嘉兴市,23,6,19,73,7,7,0.4,86,28,17,2026-04-29 09:00:00
茅盾小学,嘉兴市,23,4,37,73,14,10,0.3,88,27,16,2026-04-29 09:00:00
气象观测台,嘉兴市,24,9,28,75,12,7,0.3,87,29,16,2026-04-29 09:00:00
硖石街道,嘉兴市,25,7,5,78,6,4,0.5,82,27,15,2026-04-29 09:00:00
文化中心,嘉兴市,22,9,15,68,8,6,0.5,81,27,17,2026-04-29 09:00:00
溪口政府大楼,宁波市,30,4,13,95,10,6,0.2,97,38,19,2026-04-29 09:00:00
石浦新港小学,宁波市,35,6,10,109,13,4,0.4,104,39,19,2026-04-29 09:00:00
宁海水利局,宁波市,30,6,18,94,10,5,0.3,98,47,23,2026-04-29 09:00:00
慈溪环保大楼,宁波市,31,4,15,99,10,5,0.4,97,35,20,2026-04-29 09:00:00
龙山公园,宁波市,30,4,11,95,8,5,0.4,96,32,16,2026-04-29 09:00:00
慈溪实验小学,宁波市,33,4,11,105,8,4,0.4,101,31,17,2026-04-29 09:00:00
钱湖水厂,宁波市,28,4,24,89,12,6,0.4,100,39,17,2026-04-29 09:00:00
大桥市场,宁波市,--,5,18,--,13,6,0.3,96,45,21,2026-04-29 09:00:00
奉化教育局,宁波市,30,7,15,96,13,7,0.3,97,56,24,2026-04-29 09:00:00
姚江小学,宁波市,30,6,15,96,7,5,0.4,96,29,15,2026-04-29 09:00:00
宁海城南站,宁波市,--,--,12,--,8,5,0.3,98,46,23,2026-04-29 09:00:00
文峰小学,宁波市,29,7,11,92,12,5,0.4,94,37,19,2026-04-29 09:00:00
