site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
安阳新区,温州市,26,10,14,83,20,14,0.3,98,33,19,2026-04-29 07:00:00
龙港,温州市,36,11,17,81,36,14,0.3,98,61,24,2026-04-29 07:00:00
平阳县政府,温州市,36,7,13,83,36,18,0.6,99,47,25,2026-04-29 07:00:00
洞头气象局,温州市,30,7,7,94,27,9,0.5,100,40,19,2026-04-29 07:00:00
乐成,温州市,28,6,12,87,17,7,0.4,104,42,21,2026-04-29 07:00:00
平阳监测站,温州市,28,10,8,77,28,14,0.5,92,38,19,2026-04-29 07:00:00
瓯北,温州市,28,6,18,84,28,12,0.5,97,45,19,2026-04-29 07:00:00
罗阳,温州市,44,5,8,109,44,25,0.5,119,45,24,2026-04-29 07:00:00
职教中心,湖州市,30,5,12,96,7,3,0.3,94,23,11,2026-04-29 07:00:00
地信科创园,湖州市,--,--,11,87,3,11,0.4,90,23,20,2026-04-29 07:00:00
安吉城东,湖州市,28,5,6,88,4,4,0.2,84,18,14,2026-04-29 07:00:00
安吉实验小学,湖州市,28,6,7,87,4,5,0.4,89,21,17,2026-04-29 07:00:00
龙山新区,湖州市,34,5,20,106,4,2,0.4,100,18,9,2026-04-29 07:00:00
春晖小学,湖州市,30,4,2,95,8,7,0.6,92,27,17,2026-04-29 07:00:00
城东站,绍兴市,22,4,10,68,20,15,0.3,75,42,24,2026-04-29 07:00:00
马寅初初中,绍兴市,24,4,14,75,11,6,0.5,81,40,18,2026-04-29 07:00:00
钟楼站,绍兴市,24,4,11,74,21,13,0.4,85,44,23,2026-04-29 07:00:00
青少年宫,绍兴市,28,7,9,87,10,6,0.4,76,46,23,2026-04-29 07:00:00
丽湖小区,绍兴市,29,4,12,90,8,5,0.4,96,34,17,2026-04-29 07:00:00
杨树畈,绍兴市,25,4,2,78,13,7,0.3,74,39,20,2026-04-29 07:00:00
城新小学,绍兴市,27,6,4,86,9,6,0.4,80,44,24,2026-04-29 07:00:00
嵊泗菜园,舟山市,34,7,7,108,15,7,0.3,106,28,16,2026-04-29 07:00:00
岱山环保大楼,舟山市,30,5,11,94,13,6,0.3,101,36,18,2026-04-29 07:00:00
岱山高亭,舟山市,30,10,8,95,14,5,0.4,95,36,16,2026-04-29 07:00:00
图书馆大楼,衢州市,--,4,12,84,7,--,0.3,87,46,25,2026-04-29 07:00:00
建设大楼,衢州市,31,5,12,98,5,2,0.3,93,55,30,2026-04-29 07:00:00
开化监测大楼,衢州市,--,7,5,93,3,--,0.4,88,21,10,2026-04-29 07:00:00
常山环保大楼,衢州市,26,4,11,81,3,2,0.4,88,--,--,2026-04-29 07:00:00
江山环保大楼,衢州市,26,5,5,82,3,2,0.4,79,55,28,2026-04-29 07:00:00
衢州三中（市）,衢州市,27,7,14,85,4,1,0.4,80,46,28,2026-04-29 07:00:00
人民医院,衢州市,27,6,10,85,5,2,0.4,80,56,33,2026-04-29 07:00:00
龙游二高,衢州市,25,4,7,80,6,4,0.3,75,56,31,2026-04-29 07:00:00
开化气象局,衢州市,27,5,3,86,6,2,0.2,80,27,12,2026-04-29 07:00:00
江东,金华市,23,5,10,71,5,3,0.5,68,52,24,2026-04-29 07:00:00
南园初中,金华市,26,5,9,82,10,5,0.4,91,48,30,2026-04-29 07:00:00
武义北岭幼儿园,金华市,416,7,20,60,516,12,0.5,62,184,40,2026-04-29 07:00:00
兰溪八中,金华市,21,7,10,67,4,2,0.4,65,45,25,2026-04-29 07:00:00
国税大楼,金华市,27,8,12,86,6,2,0.5,91,52,31,2026-04-29 07:00:00
西城供电所,金华市,25,6,7,78,20,12,0.3,80,70,35,2026-04-29 07:00:00
永康一中,金华市,25,6,10,80,16,9,0.4,84,61,31,2026-04-29 07:00:00
武义县政府,金华市,22,8,14,70,17,10,0.5,69,67,38,2026-04-29 07:00:00
第五中学,金华市,24,6,15,75,5,2,0.6,68,57,22,2026-04-29 07:00:00
广厦学院,金华市,24,5,9,74,12,5,0.5,79,46,20,2026-04-29 07:00:00
北苑,金华市,24,4,11,75,3,2,0.4,70,48,24,2026-04-29 07:00:00
浦江中学,金华市,23,4,10,73,5,2,0.4,75,50,24,2026-04-29 07:00:00
兰溪监测站,金华市,24,6,8,75,4,2,0.5,73,39,25,2026-04-29 07:00:00
儿童公园,金华市,23,5,12,73,6,3,0.7,70,62,29,2026-04-29 07:00:00
东阳环保大楼,金华市,23,6,11,72,9,7,0.5,76,36,20,2026-04-29 07:00:00
浦江实验中学,金华市,26,5,7,82,2,2,0.4,82,52,23,2026-04-29 07:00:00
