site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
云和三中,丽水市,51,7,11,101,51,30,0.4,118,49,27,2026-04-29 03:00:00
龙泉环保大楼,丽水市,42,7,6,114,42,22,0.4,117,51,28,2026-04-29 03:00:00
遂昌中学,丽水市,42,5,11,56,42,23,0.4,73,55,32,2026-04-29 03:00:00
遂昌民政局,丽水市,42,4,9,49,41,29,0.5,79,52,32,2026-04-29 03:00:00
庆元气象局,丽水市,40,4,11,90,40,22,0.6,115,42,26,2026-04-29 03:00:00
缙云中学,丽水市,37,7,16,86,37,20,0.5,104,60,34,2026-04-29 03:00:00
云和监测楼,丽水市,48,6,14,97,48,25,0.4,115,39,23,2026-04-29 03:00:00
红星小学,丽水市,43,5,8,91,43,23,0.4,96,41,23,2026-04-29 03:00:00
青田中学,丽水市,58,4,8,115,60,32,0.5,127,59,31,2026-04-29 03:00:00
庆元监测楼,丽水市,27,6,6,85,26,12,0.5,109,40,26,2026-04-29 03:00:00
信访大楼,丽水市,30,7,16,95,28,17,0.5,110,64,31,2026-04-29 03:00:00
松阳监测楼,丽水市,62,4,17,76,66,40,0.5,88,58,31,2026-04-29 03:00:00
塔山小学,丽水市,63,7,20,107,67,30,0.5,123,64,30,2026-04-29 03:00:00
景宁县政府,丽水市,33,4,9,92,33,20,0.5,104,41,23,2026-04-29 03:00:00
粮食大楼,丽水市,83,8,7,110,96,22,0.4,111,--,27,2026-04-29 03:00:00
和平水厂,丽水市,58,6,18,77,61,33,0.5,89,53,30,2026-04-29 03:00:00
新生中学,台州市,30,6,12,93,24,11,0.3,114,50,28,2026-04-29 03:00:00
仙居环监站,台州市,29,9,11,91,25,13,0.3,105,56,32,2026-04-29 03:00:00
楚门中心小学,台州市,32,5,14,102,22,11,0.5,123,46,22,2026-04-29 03:00:00
温岭环监站,台州市,28,6,10,84,28,10,0.3,101,49,30,2026-04-29 03:00:00
玉环环监站,台州市,33,9,6,105,27,12,0.4,126,42,23,2026-04-29 03:00:00
之江高级中学,台州市,32,4,4,100,17,12,0.4,118,43,24,2026-04-29 03:00:00
临海环保大楼,台州市,--,--,--,--,--,--,--,--,--,--,2026-04-29 03:00:00
巾山实验小学,台州市,32,5,15,87,32,16,0.4,109,58,32,2026-04-29 03:00:00
天台实验中学,台州市,27,7,14,84,18,14,0.4,102,50,27,2026-04-29 03:00:00
心湖站,台州市,27,8,12,85,22,11,0.4,95,52,29,2026-04-29 03:00:00
育青中学,台州市,27,7,15,84,19,11,0.3,104,49,29,2026-04-29 03:00:00
三门环监楼,台州市,26,7,14,82,24,12,0.5,91,51,30,2026-04-29 03:00:00
植材小学,嘉兴市,30,8,7,93,17,11,0.5,87,35,18,2026-04-29 03:00:00
高级中学,嘉兴市,30,6,12,96,20,12,0.3,88,43,21,2026-04-29 03:00:00
振东新六中站,嘉兴市,30,4,15,96,18,12,0.5,90,42,25,2026-04-29 03:00:00
茅盾小学,嘉兴市,30,3,16,93,13,10,0.4,83,37,21,2026-04-29 03:00:00
陆家桥村,嘉兴市,30,8,9,95,15,10,0.4,86,39,21,2026-04-29 03:00:00
胜利社区,嘉兴市,29,6,7,90,17,14,0.4,83,40,22,2026-04-29 03:00:00
硖石街道,嘉兴市,27,7,2,84,14,9,0.5,78,37,20,2026-04-29 03:00:00
嘉善监测大楼,嘉兴市,27,4,15,85,23,15,0.3,84,42,23,2026-04-29 03:00:00
平湖幼儿园,嘉兴市,29,7,10,92,12,9,0.3,82,39,22,2026-04-29 03:00:00
海盐商贸学校,嘉兴市,30,4,10,96,18,12,0.2,89,42,22,2026-04-29 03:00:00
气象观测台,嘉兴市,27,9,14,86,27,15,0.4,88,40,22,2026-04-29 03:00:00
海宁监测大楼,嘉兴市,28,5,13,87,19,11,0.3,82,41,23,2026-04-29 03:00:00
文化中心,嘉兴市,27,9,4,85,14,10,0.5,78,39,22,2026-04-29 03:00:00
石浦新港小学,宁波市,31,6,13,99,24,8,0.4,108,45,23,2026-04-29 03:00:00
龙山公园,宁波市,30,5,11,94,24,15,0.4,100,45,23,2026-04-29 03:00:00
姚江小学,宁波市,30,6,15,93,20,14,0.4,101,42,22,2026-04-29 03:00:00
宁海城南站,宁波市,30,7,15,93,27,13,0.3,97,55,29,2026-04-29 03:00:00
文峰小学,宁波市,30,8,12,93,25,10,0.4,97,46,25,2026-04-29 03:00:00
慈溪实验小学,宁波市,32,4,9,102,21,12,0.5,104,46,24,2026-04-29 03:00:00
大桥市场,宁波市,31,6,13,97,30,14,0.3,94,58,28,2026-04-29 03:00:00
