site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
遂昌中学,丽水市,19,4,10,59,4,1,0.3,55,45,26,2026-04-29 10:00:00
龙泉环保大楼,丽水市,--,7,8,--,7,2,0.4,94,43,25,2026-04-29 10:00:00
信访大楼,丽水市,27,6,18,85,7,4,0.5,88,51,25,2026-04-29 10:00:00
和平水厂,丽水市,25,5,15,80,4,1,0.4,76,45,24,2026-04-29 10:00:00
塔山小学,丽水市,36,5,25,73,36,21,0.4,93,58,27,2026-04-29 10:00:00
云和三中,丽水市,23,6,8,72,4,4,0.4,82,40,22,2026-04-29 10:00:00
松阳监测楼,丽水市,23,4,23,72,7,3,0.5,70,51,27,2026-04-29 10:00:00
遂昌民政局,丽水市,23,4,8,71,2,1,0.4,61,41,26,2026-04-29 10:00:00
粮食大楼,丽水市,22,8,11,68,6,3,0.5,88,--,25,2026-04-29 10:00:00
庆元监测楼,丽水市,31,5,9,45,31,20,0.6,57,35,22,2026-04-29 10:00:00
缙云中学,丽水市,22,5,44,55,11,3,0.5,75,50,27,2026-04-29 10:00:00
庆元气象局,丽水市,--,--,11,46,31,23,0.6,77,40,24,2026-04-29 10:00:00
青田中学,丽水市,20,4,25,61,17,9,0.5,84,55,29,2026-04-29 10:00:00
红星小学,丽水市,21,5,9,65,3,2,0.5,84,39,21,2026-04-29 10:00:00
云和监测楼,丽水市,22,6,10,70,3,2,0.4,78,35,20,2026-04-29 10:00:00
景宁县政府,丽水市,20,4,9,64,5,3,0.5,84,40,21,2026-04-29 10:00:00
温岭环监站,台州市,28,5,16,89,11,6,0.3,81,42,24,2026-04-29 10:00:00
天台实验中学,台州市,27,5,17,84,7,6,0.4,87,41,23,2026-04-29 10:00:00
仙居环监站,台州市,29,9,14,90,11,3,0.4,89,47,24,2026-04-29 10:00:00
临海环保大楼,台州市,30,4,19,95,8,5,0.3,--,--,--,2026-04-29 10:00:00
巾山实验小学,台州市,30,3,17,94,8,5,0.4,92,48,26,2026-04-29 10:00:00
三门环监楼,台州市,30,5,11,93,6,3,0.5,91,38,21,2026-04-29 10:00:00
玉环环监站,台州市,31,9,9,98,9,3,0.5,96,36,18,2026-04-29 10:00:00
心湖站,台州市,28,5,8,88,5,2,0.4,92,40,20,2026-04-29 10:00:00
新生中学,台州市,28,5,15,88,13,6,0.4,87,42,22,2026-04-29 10:00:00
楚门中心小学,台州市,32,4,16,100,7,3,0.4,96,38,18,2026-04-29 10:00:00
之江高级中学,台州市,--,3,10,--,6,4,0.5,94,34,20,2026-04-29 10:00:00
育青中学,台州市,--,--,--,85,3,3,0.4,86,38,23,2026-04-29 10:00:00
嘉善监测大楼,嘉兴市,25,3,28,79,10,8,0.2,82,27,16,2026-04-29 10:00:00
硖石街道,嘉兴市,--,7,--,--,6,4,0.5,82,25,14,2026-04-29 10:00:00
胜利社区,嘉兴市,27,6,11,85,7,6,0.4,86,26,16,2026-04-29 10:00:00
茅盾小学,嘉兴市,23,4,39,72,10,8,0.4,86,25,15,2026-04-29 10:00:00
振东新六中站,嘉兴市,27,3,31,85,8,6,0.5,92,27,18,2026-04-29 10:00:00
海宁监测大楼,嘉兴市,27,6,15,86,8,5,0.2,87,27,16,2026-04-29 10:00:00
气象观测台,嘉兴市,25,9,27,80,12,6,0.3,85,27,15,2026-04-29 10:00:00
海盐商贸学校,嘉兴市,30,4,19,93,8,5,0.3,97,27,15,2026-04-29 10:00:00
陆家桥村,嘉兴市,27,7,18,86,8,7,0.4,91,24,15,2026-04-29 10:00:00
文化中心,嘉兴市,20,9,20,63,7,6,0.5,79,25,16,2026-04-29 10:00:00
平湖幼儿园,嘉兴市,26,7,15,82,8,7,0.4,87,25,16,2026-04-29 10:00:00
高级中学,嘉兴市,32,6,16,101,9,7,0.3,98,28,15,2026-04-29 10:00:00
植材小学,嘉兴市,26,8,17,82,10,6,0.6,89,22,11,2026-04-29 10:00:00
钱湖水厂,宁波市,30,3,21,94,11,5,0.4,98,37,16,2026-04-29 10:00:00
龙山公园,宁波市,31,5,11,98,8,5,0.4,96,30,15,2026-04-29 10:00:00
石浦新港小学,宁波市,34,6,13,106,15,5,0.4,105,37,17,2026-04-29 10:00:00
溪口政府大楼,宁波市,30,4,13,95,11,7,0.2,97,36,18,2026-04-29 10:00:00
奉化教育局,宁波市,30,7,16,95,13,7,0.3,97,53,22,2026-04-29 10:00:00
大桥市场,宁波市,--,--,18,89,12,6,0.3,96,43,19,2026-04-29 10:00:00
文峰小学,宁波市,29,7,11,90,13,6,0.4,94,36,18,2026-04-29 10:00:00
慈溪实验小学,宁波市,--,--,--,108,8,4,0.4,102,29,15,2026-04-29 10:00:00
慈溪环保大楼,宁波市,31,4,15,99,11,5,0.4,98,33,18,2026-04-29 10:00:00
宁海城南站,宁波市,--,--,--,92,8,5,0.3,98,44,22,2026-04-29 10:00:00
姚江小学,宁波市,31,5,16,97,7,4,0.4,96,27,14,2026-04-29 10:00:00
宁海水利局,宁波市,29,6,21,90,11,5,0.3,98,44,22,2026-04-29 10:00:00
桐庐江南,杭州市,31,5,18,98,4,2,0.5,100,31,17,2026-04-29 10:00:00
建德监测大楼,杭州市,27,7,8,84,3,8,0.5,78,26,17,2026-04-29 10:00:00
老年活动中心,杭州市,--,11,5,--,--,--,0.4,101,17,11,2026-04-29 10:00:00
淳安环保大楼,杭州市,--,9,7,85,1,--,0.6,89,16,12,2026-04-29 10:00:00
第二中学,杭州市,32,4,14,100,3,1,0.4,95,27,17,2026-04-29 10:00:00
桐庐江北,杭州市,35,5,16,109,3,2,0.5,108,30,18,2026-04-29 10:00:00
海辰小学,杭州市,28,6,20,89,6,5,0.7,93,29,17,2026-04-29 10:00:00
上塘,温州市,25,4,11,77,6,2,0.5,90,45,21,2026-04-29 10:00:00
平阳县政府,温州市,25,6,13,77,15,8,0.6,86,45,23,2026-04-29 10:00:00
洞头气象局,温州市,32,7,7,100,21,5,0.5,97,39,18,2026-04-29 10:00:00
龙港实验中学,温州市,23,9,22,71,12,6,0.4,88,47,22,2026-04-29 10:00:00
大峃,温州市,24,7,13,74,21,13,0.3,94,48,23,2026-04-29 10:00:00
苍南中学,温州市,31,8,21,72,31,19,0.5,89,57,27,2026-04-29 10:00:00
柳市,温州市,31,4,16,98,8,6,0.4,104,45,23,2026-04-29 10:00:00
泰顺实验中学,温州市,26,6,8,83,5,4,0.5,101,41,21,2026-04-29 10:00:00
平阳监测站,温州市,23,9,7,72,12,6,0.5,80,36,18,2026-04-29 10:00:00
文成中学,温州市,--,8,--,--,31,20,0.3,99,50,25,2026-04-29 10:00:00
瓯北,温州市,23,6,24,71,10,3,0.6,84,43,18,2026-04-29 10:00:00
灵溪,温州市,45,9,14,71,45,16,0.4,88,54,24,2026-04-29 10:00:00
罗阳,温州市,29,4,8,92,6,5,0.5,110,40,21,2026-04-29 10:00:00
龙港,温州市,20,10,32,63,17,6,0.4,81,57,22,2026-04-29 10:00:00
乐成,温州市,28,5,11,88,3,2,0.4,94,38,19,2026-04-29 10:00:00
花园桥,温州市,21,6,18,65,13,8,0.4,82,37,16,2026-04-29 10:00:00
安阳新区,温州市,21,10,22,65,14,11,0.4,85,30,18,2026-04-29 10:00:00
龙山新区,湖州市,36,4,20,114,4,2,0.4,106,14,7,2026-04-29 10:00:00
安吉城东,湖州市,33,5,5,104,3,3,0.2,90,14,11,2026-04-29 10:00:00
地信科创园,湖州市,--,--,11,93,--,5,0.4,90,18,18,2026-04-29 10:00:00
安吉实验小学,湖州市,--,--,--,--,2,5,0.4,91,16,14,2026-04-29 10:00:00
春晖小学,湖州市,29,4,9,90,5,5,0.6,92,22,15,2026-04-29 10:00:00
职教中心,湖州市,32,5,14,100,8,3,0.2,96,18,10,2026-04-29 10:00:00
城东站,绍兴市,25,4,9,79,8,5,0.3,76,33,19,2026-04-29 10:00:00
城新小学,绍兴市,30,6,5,93,4,3,0.3,88,36,20,2026-04-29 10:00:00
丽湖小区,绍兴市,32,4,13,101,9,8,0.4,97,27,14,2026-04-29 10:00:00
钟楼站,绍兴市,27,4,10,86,8,5,0.4,82,33,16,2026-04-29 10:00:00
青少年宫,绍兴市,27,6,12,86,8,4,0.3,86,39,19,2026-04-29 10:00:00
马寅初初中,绍兴市,28,5,13,87,20,15,0.5,81,34,15,2026-04-29 10:00:00
杨树畈,绍兴市,--,4,--,--,9,4,0.3,79,34,17,2026-04-29 10:00:00
岱山高亭,舟山市,--,9,7,--,11,5,0.4,95,30,13,2026-04-29 10:00:00
岱山环保大楼,舟山市,32,5,11,101,13,5,0.4,98,30,14,2026-04-29 10:00:00
嵊泗菜园,舟山市,--,--,7,--,14,7,--,106,23,13,2026-04-29 10:00:00
江山环保大楼,衢州市,--,5,8,--,2,1,0.4,80,43,23,2026-04-29 10:00:00
