site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
姚江小学,宁波市,33,7,15,105,20,11,0.4,122,57,32,2026-04-28 20:00:00
大桥市场,宁波市,40,6,20,99,40,17,0.3,134,66,32,2026-04-28 20:00:00
溪口政府大楼,宁波市,40,6,16,101,40,20,0.3,132,56,31,2026-04-28 20:00:00
慈溪实验小学,宁波市,34,4,10,107,23,12,0.5,121,63,31,2026-04-28 20:00:00
奉化教育局,宁波市,45,8,19,101,45,20,0.3,137,71,31,2026-04-28 20:00:00
石浦新港小学,宁波市,45,6,15,123,45,19,0.4,163,50,26,2026-04-28 20:00:00
慈溪环保大楼,宁波市,32,5,15,102,29,14,0.5,116,65,34,2026-04-28 20:00:00
宁海水利局,宁波市,51,9,21,113,51,22,0.4,162,61,32,2026-04-28 20:00:00
文峰小学,宁波市,36,8,11,114,35,18,0.5,148,51,27,2026-04-28 20:00:00
宁海城南站,宁波市,51,8,20,115,51,23,0.3,161,61,33,2026-04-28 20:00:00
钱湖水厂,宁波市,39,4,22,99,39,17,0.4,134,58,26,2026-04-28 20:00:00
桐庐江南,杭州市,29,6,20,90,26,15,0.6,99,65,35,2026-04-28 20:00:00
海辰小学,杭州市,32,7,24,80,32,19,0.6,87,62,35,2026-04-28 20:00:00
桐庐江北,杭州市,31,5,18,99,22,15,0.5,102,75,36,2026-04-28 20:00:00
淳安环保大楼,杭州市,31,9,6,99,11,9,0.5,98,42,25,2026-04-28 20:00:00
第二中学,杭州市,33,4,23,83,33,23,0.6,105,56,21,2026-04-28 20:00:00
老年活动中心,杭州市,--,--,7,108,13,9,0.4,109,38,22,2026-04-28 20:00:00
建德监测大楼,杭州市,39,7,18,63,39,25,0.7,97,53,30,2026-04-28 20:00:00
安阳新区,温州市,--,--,11,129,56,26,0.6,122,46,20,2026-04-28 20:00:00
龙港实验中学,温州市,60,9,13,149,63,30,0.5,143,57,29,2026-04-28 20:00:00
平阳县政府,温州市,53,7,7,142,54,26,0.7,131,47,27,2026-04-28 20:00:00
柳市,温州市,74,5,13,158,83,47,0.5,135,45,24,2026-04-28 20:00:00
花园桥,温州市,61,6,14,126,65,29,0.4,120,48,24,2026-04-28 20:00:00
上塘,温州市,72,5,9,137,80,41,0.5,124,48,23,2026-04-28 20:00:00
瓯北,温州市,63,7,22,112,68,29,0.6,108,46,20,2026-04-28 20:00:00
灵溪,温州市,65,8,9,130,71,27,0.4,125,46,26,2026-04-28 20:00:00
龙港,温州市,70,9,17,125,77,29,0.4,118,71,27,2026-04-28 20:00:00
乐成,温州市,78,6,11,163,79,49,0.5,131,39,20,2026-04-28 20:00:00
苍南中学,温州市,66,8,8,143,72,36,0.5,139,52,26,2026-04-28 20:00:00
罗阳,温州市,46,6,11,124,46,24,0.5,132,47,26,2026-04-28 20:00:00
大峃,温州市,40,7,6,121,40,16,0.2,135,46,24,2026-04-28 20:00:00
平阳监测站,温州市,51,9,3,136,51,25,0.6,124,40,25,2026-04-28 20:00:00
泰顺实验中学,温州市,48,7,8,122,48,24,0.4,136,49,25,2026-04-28 20:00:00
洞头气象局,温州市,48,6,7,127,48,24,0.6,123,39,20,2026-04-28 20:00:00
文成中学,温州市,43,7,4,127,43,19,0.2,143,41,24,2026-04-28 20:00:00
春晖小学,湖州市,25,5,14,71,24,17,0.5,73,49,28,2026-04-28 20:00:00
职教中心,湖州市,27,5,21,86,27,18,0.4,84,46,22,2026-04-28 20:00:00
龙山新区,湖州市,28,4,25,89,27,13,0.5,87,39,21,2026-04-28 20:00:00
安吉实验小学,湖州市,30,6,16,72,23,21,0.4,82,44,28,2026-04-28 20:00:00
地信科创园,湖州市,32,7,17,76,15,22,0.4,77,47,32,2026-04-28 20:00:00
安吉城东,湖州市,22,5,10,70,16,15,0.3,78,37,24,2026-04-28 20:00:00
青少年宫,绍兴市,40,7,33,65,40,21,0.4,118,70,38,2026-04-28 20:00:00
钟楼站,绍兴市,35,5,13,107,35,16,0.4,140,58,31,2026-04-28 20:00:00
丽湖小区,绍兴市,36,5,12,113,32,17,0.4,134,58,33,2026-04-28 20:00:00
马寅初初中,绍兴市,38,4,16,98,38,15,0.5,126,59,29,2026-04-28 20:00:00
城东站,绍兴市,38,5,12,97,38,20,0.4,124,52,32,2026-04-28 20:00:00
城新小学,绍兴市,32,7,17,79,32,16,0.3,126,68,37,2026-04-28 20:00:00
杨树畈,绍兴市,35,4,15,75,35,14,0.3,116,62,36,2026-04-28 20:00:00
嵊泗菜园,舟山市,33,7,8,103,19,10,0.4,108,39,22,2026-04-28 20:00:00
岱山高亭,舟山市,30,10,9,94,18,8,0.4,109,45,21,2026-04-28 20:00:00
岱山环保大楼,舟山市,33,5,13,105,18,8,0.4,118,49,26,2026-04-28 20:00:00
图书馆大楼,衢州市,41,4,12,98,41,14,0.4,115,61,28,2026-04-28 20:00:00
开化监测大楼,衢州市,28,7,11,88,16,9,0.5,104,31,15,2026-04-28 20:00:00
人民医院,衢州市,56,10,17,96,58,36,0.7,126,73,42,2026-04-28 20:00:00
常山环保大楼,衢州市,--,--,--,--,--,--,--,--,--,--,2026-04-28 20:00:00
衢州三中（市）,衢州市,46,7,19,90,46,30,0.5,121,68,39,2026-04-28 20:00:00
开化气象局,衢州市,26,5,10,82,26,18,0.3,95,39,18,2026-04-28 20:00:00
建设大楼,衢州市,51,5,24,100,51,30,0.5,128,87,44,2026-04-28 20:00:00
龙游二高,衢州市,60,5,17,77,63,34,0.5,117,84,42,2026-04-28 20:00:00
江山环保大楼,衢州市,51,9,15,94,51,32,0.9,127,77,37,2026-04-28 20:00:00
第五中学,金华市,52,7,28,86,52,15,0.7,131,95,36,2026-04-28 20:00:00
武义北岭幼儿园,金华市,52,8,24,111,52,36,0.6,148,72,44,2026-04-28 20:00:00
浦江实验中学,金华市,52,6,21,78,52,25,0.5,123,68,29,2026-04-28 20:00:00
江东,金华市,55,6,22,87,57,22,0.5,131,81,35,2026-04-28 20:00:00
西城供电所,金华市,64,6,15,112,69,40,0.4,141,105,47,2026-04-28 20:00:00
兰溪监测站,金华市,37,6,21,60,37,25,0.6,105,61,36,2026-04-28 20:00:00
北苑,金华市,39,5,19,89,39,17,0.4,129,77,41,2026-04-28 20:00:00
广厦学院,金华市,51,6,14,110,51,24,0.6,131,86,37,2026-04-28 20:00:00
南园初中,金华市,58,7,10,150,60,34,0.6,154,55,33,2026-04-28 20:00:00
武义县政府,金华市,57,9,22,115,59,26,0.5,156,74,45,2026-04-28 20:00:00
儿童公园,金华市,56,6,21,80,58,21,0.7,128,95,44,2026-04-28 20:00:00
永康一中,金华市,56,7,14,132,58,27,0.4,152,80,40,2026-04-28 20:00:00
浦江中学,金华市,56,4,32,68,58,20,0.4,122,73,38,2026-04-28 20:00:00
兰溪八中,金华市,42,6,21,52,42,28,0.6,90,65,36,2026-04-28 20:00:00
东阳环保大楼,金华市,34,7,13,108,33,18,0.6,126,83,46,2026-04-28 20:00:00
国税大楼,金华市,64,9,11,148,62,42,0.6,152,59,34,2026-04-28 20:00:00
