site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
龙泉环保大楼,丽水市,51,8,10,92,51,29,0.5,98,54,30,2026-04-28 20:00:00
庆元监测楼,丽水市,33,7,8,104,30,19,0.6,99,41,27,2026-04-28 20:00:00
松阳监测楼,丽水市,60,4,20,101,64,33,0.6,122,55,29,2026-04-28 20:00:00
塔山小学,丽水市,55,5,11,115,56,25,0.4,135,64,30,2026-04-28 20:00:00
云和监测楼,丽水市,42,7,10,133,36,19,0.4,131,36,22,2026-04-28 20:00:00
遂昌中学,丽水市,53,5,14,84,53,27,0.5,135,52,30,2026-04-28 20:00:00
缙云中学,丽水市,66,8,35,110,72,36,0.5,130,62,36,2026-04-28 20:00:00
遂昌民政局,丽水市,46,4,11,91,44,32,0.5,146,52,30,2026-04-28 20:00:00
庆元气象局,丽水市,46,7,14,118,46,25,0.7,114,41,27,2026-04-28 20:00:00
云和三中,丽水市,44,7,13,138,43,24,0.4,135,56,31,2026-04-28 20:00:00
粮食大楼,丽水市,103,8,9,82,127,30,0.5,98,--,26,2026-04-28 20:00:00
景宁县政府,丽水市,52,5,7,135,52,25,0.5,131,37,23,2026-04-28 20:00:00
和平水厂,丽水市,52,6,15,97,52,33,0.5,117,53,30,2026-04-28 20:00:00
青田中学,丽水市,49,4,5,118,49,25,0.4,132,61,31,2026-04-28 20:00:00
红星小学,丽水市,48,6,11,114,48,27,0.5,126,42,24,2026-04-28 20:00:00
信访大楼,丽水市,66,8,21,124,72,32,0.6,142,72,35,2026-04-28 20:00:00
玉环环监站,台州市,53,9,7,156,54,29,0.6,146,43,26,2026-04-28 20:00:00
三门环监楼,台州市,48,7,15,117,48,24,0.6,142,56,34,2026-04-28 20:00:00
心湖站,台州市,49,8,14,120,49,25,0.5,158,57,32,2026-04-28 20:00:00
温岭环监站,台州市,58,6,10,125,61,35,0.4,127,48,31,2026-04-28 20:00:00
之江高级中学,台州市,49,4,5,143,49,29,0.5,153,48,24,2026-04-28 20:00:00
天台实验中学,台州市,61,8,17,133,65,37,0.6,159,56,30,2026-04-28 20:00:00
临海环保大楼,台州市,61,8,16,135,65,35,0.5,152,55,27,2026-04-28 20:00:00
育青中学,台州市,62,7,16,139,65,41,0.5,158,56,31,2026-04-28 20:00:00
新生中学,台州市,64,7,12,144,69,36,0.6,145,49,28,2026-04-28 20:00:00
楚门中心小学,台州市,--,6,--,152,71,36,0.9,144,53,26,2026-04-28 20:00:00
巾山实验小学,台州市,69,6,17,139,76,40,0.5,158,66,35,2026-04-28 20:00:00
仙居环监站,台州市,76,9,11,130,86,45,0.5,137,57,32,2026-04-28 20:00:00
胜利社区,嘉兴市,27,6,16,77,27,18,0.4,76,64,31,2026-04-28 20:00:00
气象观测台,嘉兴市,30,9,20,83,30,16,0.4,79,53,30,2026-04-28 20:00:00
海盐商贸学校,嘉兴市,30,4,19,93,26,14,0.2,92,50,28,2026-04-28 20:00:00
植材小学,嘉兴市,26,8,16,81,25,11,0.6,78,59,29,2026-04-28 20:00:00
文化中心,嘉兴市,28,10,17,68,28,19,0.6,70,60,31,2026-04-28 20:00:00
高级中学,嘉兴市,29,7,24,91,28,16,0.3,94,53,25,2026-04-28 20:00:00
嘉善监测大楼,嘉兴市,31,4,22,79,31,19,0.3,76,61,32,2026-04-28 20:00:00
海宁监测大楼,嘉兴市,25,5,20,77,24,14,0.3,74,65,33,2026-04-28 20:00:00
硖石街道,嘉兴市,25,7,13,77,23,13,0.4,78,55,30,2026-04-28 20:00:00
陆家桥村,嘉兴市,29,8,20,78,29,18,0.5,81,55,28,2026-04-28 20:00:00
平湖幼儿园,嘉兴市,27,7,16,82,27,18,0.4,83,51,27,2026-04-28 20:00:00
振东新六中站,嘉兴市,33,4,28,85,33,21,0.6,85,68,36,2026-04-28 20:00:00
茅盾小学,嘉兴市,32,4,29,77,32,20,0.4,80,57,31,2026-04-28 20:00:00
龙山公园,宁波市,33,5,10,105,22,11,0.4,120,59,32,2026-04-28 20:00:00
