site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
景宁县政府,丽水市,--,4,10,--,39,25,0.5,132,39,23,2026-04-28 23:00:00
云和三中,丽水市,45,6,10,120,45,20,0.4,133,52,28,2026-04-28 23:00:00
信访大楼,丽水市,47,8,16,113,47,24,0.6,128,70,34,2026-04-28 23:00:00
庆元监测楼,丽水市,36,8,7,113,36,23,0.5,102,41,27,2026-04-28 23:00:00
遂昌中学,丽水市,59,5,13,81,62,39,0.5,114,54,31,2026-04-28 23:00:00
龙泉环保大楼,丽水市,42,8,6,123,42,23,0.4,98,52,29,2026-04-28 23:00:00
庆元气象局,丽水市,47,6,12,114,47,25,0.6,116,42,26,2026-04-28 23:00:00
遂昌民政局,丽水市,58,4,10,81,57,39,0.5,121,51,31,2026-04-28 23:00:00
和平水厂,丽水市,62,6,18,87,66,38,0.5,108,52,29,2026-04-28 23:00:00
缙云中学,丽水市,48,8,15,111,48,27,0.5,117,62,37,2026-04-28 23:00:00
松阳监测楼,丽水市,67,5,23,90,73,39,0.6,111,54,28,2026-04-28 23:00:00
塔山小学,丽水市,71,6,8,135,79,38,0.4,122,65,30,2026-04-28 23:00:00
粮食大楼,丽水市,85,8,8,119,98,24,0.4,95,--,27,2026-04-28 23:00:00
红星小学,丽水市,42,5,9,93,42,24,0.4,121,41,23,2026-04-28 23:00:00
青田中学,丽水市,66,4,7,140,72,40,0.5,121,61,31,2026-04-28 23:00:00
云和监测楼,丽水市,37,6,10,118,37,20,0.3,130,37,22,2026-04-28 23:00:00
育青中学,台州市,32,7,14,102,26,17,0.3,139,53,31,2026-04-28 23:00:00
三门环监楼,台州市,36,7,14,90,36,18,0.5,121,55,33,2026-04-28 23:00:00
天台实验中学,台州市,32,6,13,101,26,15,0.4,138,53,29,2026-04-28 23:00:00
之江高级中学,台州市,37,4,5,116,31,18,0.5,145,48,25,2026-04-28 23:00:00
临海环保大楼,台州市,34,6,13,107,31,15,0.4,139,53,26,2026-04-28 23:00:00
新生中学,台州市,55,7,12,116,56,28,0.5,141,52,29,2026-04-28 23:00:00
巾山实验小学,台州市,38,4,14,109,38,19,0.4,145,65,35,2026-04-28 23:00:00
温岭环监站,台州市,38,6,10,100,38,19,0.3,124,50,33,2026-04-28 23:00:00
仙居环监站,台州市,43,9,10,98,43,19,0.3,128,59,33,2026-04-28 23:00:00
心湖站,台州市,41,7,13,94,41,19,0.4,131,56,31,2026-04-28 23:00:00
楚门中心小学,台州市,40,5,13,125,31,15,0.5,146,51,25,2026-04-28 23:00:00
玉环环监站,台州市,40,9,6,127,39,19,0.5,150,44,26,2026-04-28 23:00:00
海宁监测大楼,嘉兴市,33,5,19,71,33,19,0.3,72,56,30,2026-04-28 23:00:00
平湖幼儿园,嘉兴市,33,8,17,75,31,23,0.4,80,48,26,2026-04-28 23:00:00
胜利社区,嘉兴市,32,6,14,76,32,21,0.4,74,55,28,2026-04-28 23:00:00
植材小学,嘉兴市,25,8,11,80,25,15,0.6,79,52,26,2026-04-28 23:00:00
