site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
庆元气象局,丽水市,42,5,16,94,42,22,0.7,113,41,27,2026-04-28 19:00:00
庆元监测楼,丽水市,32,6,9,80,32,19,0.6,100,42,27,2026-04-28 19:00:00
遂昌民政局,丽水市,68,4,12,115,57,44,0.6,152,53,31,2026-04-28 19:00:00
松阳监测楼,丽水市,67,5,18,112,73,34,0.6,124,55,29,2026-04-28 19:00:00
云和监测楼,丽水市,45,7,10,144,41,22,0.4,130,36,22,2026-04-28 19:00:00
缙云中学,丽水市,63,8,37,112,68,34,0.6,134,61,36,2026-04-28 19:00:00
青田中学,丽水市,49,4,12,108,49,24,0.4,136,61,31,2026-04-28 19:00:00
龙泉环保大楼,丽水市,68,8,28,50,73,44,0.6,102,54,30,2026-04-28 19:00:00
粮食大楼,丽水市,135,9,16,66,210,52,0.6,104,--,26,2026-04-28 19:00:00
遂昌中学,丽水市,62,4,13,103,66,35,0.5,141,53,30,2026-04-28 19:00:00
景宁县政府,丽水市,58,5,9,143,60,28,0.5,129,37,24,2026-04-28 19:00:00
塔山小学,丽水市,52,6,11,113,52,23,0.4,138,63,30,2026-04-28 19:00:00
和平水厂,丽水市,57,6,14,115,59,36,0.5,118,53,30,2026-04-28 19:00:00
云和三中,丽水市,53,7,12,149,53,29,0.4,133,59,32,2026-04-28 19:00:00
红星小学,丽水市,55,6,8,138,57,30,0.4,125,43,24,2026-04-28 19:00:00
信访大楼,丽水市,69,8,21,130,76,32,0.6,147,72,35,2026-04-28 19:00:00
新生中学,台州市,59,6,11,146,62,32,0.5,144,48,28,2026-04-28 19:00:00
玉环环监站,台州市,58,9,9,166,61,34,0.6,141,42,25,2026-04-28 19:00:00
育青中学,台州市,66,8,18,150,70,43,0.5,160,55,30,2026-04-28 19:00:00
巾山实验小学,台州市,66,6,16,161,72,38,0.6,159,65,35,2026-04-28 19:00:00
三门环监楼,台州市,55,8,18,125,57,29,0.6,144,56,34,2026-04-28 19:00:00
天台实验中学,台州市,68,8,18,146,75,42,0.6,162,56,30,2026-04-28 19:00:00
之江高级中学,台州市,57,4,5,161,59,36,0.6,151,47,23,2026-04-28 19:00:00
临海环保大楼,台州市,62,8,16,147,66,36,0.5,153,54,26,2026-04-28 19:00:00
楚门中心小学,台州市,--,6,--,163,93,46,0.8,139,51,25,2026-04-28 19:00:00
心湖站,台州市,56,9,17,133,58,30,0.5,160,58,32,2026-04-28 19:00:00
温岭环监站,台州市,72,6,11,140,71,46,0.5,124,46,30,2026-04-28 19:00:00
仙居环监站,台州市,73,10,11,143,82,39,0.5,136,56,31,2026-04-28 19:00:00
陆家桥村,嘉兴市,26,8,20,82,23,13,0.5,82,56,28,2026-04-28 19:00:00
高级中学,嘉兴市,29,7,25,92,23,12,0.3,98,54,26,2026-04-28 19:00:00
植材小学,嘉兴市,28,8,22,73,28,11,0.6,79,62,30,2026-04-28 19:00:00
海宁监测大楼,嘉兴市,28,5,29,68,28,16,0.3,76,67,34,2026-04-28 19:00:00
海盐商贸学校,嘉兴市,27,4,25,85,23,13,0.2,96,50,29,2026-04-28 19:00:00
茅盾小学,嘉兴市,26,3,30,80,26,16,0.4,82,60,32,2026-04-28 19:00:00
硖石街道,嘉兴市,24,7,20,73,24,13,0.4,80,58,31,2026-04-28 19:00:00
文化中心,嘉兴市,29,10,22,65,29,18,0.6,71,62,33,2026-04-28 19:00:00
