site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
景宁县政府,丽水市,--,5,--,150,71,31,0.5,124,36,24,2026-04-28 18:00:00
缙云中学,丽水市,63,8,37,118,67,32,0.6,137,60,36,2026-04-28 18:00:00
青田中学,丽水市,52,5,21,106,52,25,0.4,137,62,31,2026-04-28 18:00:00
龙泉环保大楼,丽水市,64,8,26,68,68,42,0.6,109,54,30,2026-04-28 18:00:00
庆元气象局,丽水市,42,5,10,106,42,23,0.7,116,42,27,2026-04-28 18:00:00
遂昌中学,丽水市,62,5,13,137,66,38,0.5,142,53,30,2026-04-28 18:00:00
庆元监测楼,丽水市,40,6,11,74,40,25,0.6,104,42,27,2026-04-28 18:00:00
粮食大楼,丽水市,--,9,17,74,--,35,0.6,109,--,25,2026-04-28 18:00:00
遂昌民政局,丽水市,62,4,12,140,61,41,0.5,154,53,30,2026-04-28 18:00:00
塔山小学,丽水市,54,6,13,117,55,22,0.4,138,64,30,2026-04-28 18:00:00
红星小学,丽水市,55,6,7,148,57,28,0.5,120,42,23,2026-04-28 18:00:00
云和三中,丽水市,55,7,12,158,57,31,0.4,128,60,33,2026-04-28 18:00:00
松阳监测楼,丽水市,76,5,19,134,86,38,0.6,125,55,29,2026-04-28 18:00:00
信访大楼,丽水市,61,8,20,136,65,30,0.6,148,70,35,2026-04-28 18:00:00
云和监测楼,丽水市,48,7,11,151,43,24,0.4,125,36,22,2026-04-28 18:00:00
和平水厂,丽水市,58,6,15,128,61,37,0.5,118,53,29,2026-04-28 18:00:00
仙居环监站,台州市,68,10,10,143,74,32,0.5,132,55,31,2026-04-28 18:00:00
巾山实验小学,台州市,64,5,15,171,67,36,0.5,155,64,34,2026-04-28 18:00:00
新生中学,台州市,59,7,11,152,62,33,0.6,143,48,27,2026-04-28 18:00:00
育青中学,台州市,63,8,18,165,67,39,0.6,157,55,29,2026-04-28 18:00:00
玉环环监站,台州市,63,10,13,158,68,38,0.6,135,41,25,2026-04-28 18:00:00
楚门中心小学,台州市,--,5,--,154,102,49,0.7,134,49,24,2026-04-28 18:00:00
临海环保大楼,台州市,60,7,14,162,64,34,0.5,151,53,26,2026-04-28 18:00:00
心湖站,台州市,58,10,18,147,61,32,0.5,160,58,32,2026-04-28 18:00:00
三门环监楼,台州市,60,9,18,134,63,33,0.7,145,56,34,2026-04-28 18:00:00
天台实验中学,台州市,68,8,18,164,75,38,0.6,160,56,30,2026-04-28 18:00:00
之江高级中学,台州市,62,4,7,167,66,37,0.6,147,46,23,2026-04-28 18:00:00
温岭环监站,台州市,80,7,13,140,75,50,0.5,121,45,29,2026-04-28 18:00:00
海宁监测大楼,嘉兴市,28,6,35,67,28,17,0.3,80,69,35,2026-04-28 18:00:00
