时间,鸿旺,欧伦
2026-02-06 00:00:00,0.0,0.0
2026-02-06 00:15:00,0.0,0.0
2026-02-06 00:30:00,0.0,0.0
2026-02-06 00:45:00,0.0,0.0
2026-02-06 01:00:00,0.0,0.0
2026-02-06 01:15:00,0.0,0.0
2026-02-06 01:30:00,0.0,0.0
2026-02-06 01:45:00,0.0,0.0
2026-02-06 02:00:00,0.0,0.0
2026-02-06 02:15:00,0.0,0.0
2026-02-06 02:30:00,0.0,0.0
2026-02-06 02:45:00,0.0,0.0
2026-02-06 03:00:00,0.0,0.0
2026-02-06 03:15:00,0.0,0.0
2026-02-06 03:30:00,0.0,0.0
2026-02-06 03:45:00,0.0,0.0
2026-02-06 04:00:00,0.0,0.0
2026-02-06 04:15:00,0.0,0.0
2026-02-06 04:30:00,0.0,0.0
2026-02-06 04:45:00,0.0,0.0
2026-02-06 05:00:00,0.0,0.0
2026-02-06 05:15:00,0.0,0.0
2026-02-06 05:30:00,0.0,0.0
2026-02-06 05:45:00,0.0,0.0
2026-02-06 06:00:00,0.0,0.0
2026-02-06 06:15:00,0.0,0.0
2026-02-06 06:30:00,0.0,0.0
2026-02-06 06:45:00,0.0,0.0
2026-02-06 07:00:00,0.00045,0.0001
2026-02-06 07:15:00,0.00278,0.00286
2026-02-06 07:30:00,0.00305,0.00219
2026-02-06 07:45:00,0.00297,0.00314
2026-02-06 08:00:00,0.00483,0.00345
2026-02-06 08:15:00,0.0044,0.00516
2026-02-06 08:30:00,0.01026,0.00978
2026-02-06 08:45:00,0.01843,0.02547
2026-02-06 09:00:00,0.02633,0.02797
2026-02-06 09:15:00,0.03534,0.03962
2026-02-06 09:30:00,0.04359,0.05722
2026-02-06 09:45:00,0.03987,0.04268
2026-02-06 10:00:00,0.05811,0.06256
2026-02-06 10:15:00,0.03162,0.03312
2026-02-06 10:30:00,0.03737,0.03985
2026-02-06 10:45:00,0.05387,0.05506
2026-02-06 11:00:00,0.03735,0.04013
2026-02-06 11:15:00,0.03968,0.03779
2026-02-06 11:30:00,0.05422,0.05473
2026-02-06 11:45:00,0.03508,0.03016
2026-02-06 12:00:00,0.04622,0.04667
2026-02-06 12:15:00,0.05312,0.0472
2026-02-06 12:30:00,0.03471,0.03432
2026-02-06 12:45:00,0.03437,0.03236
2026-02-06 13:00:00,0.03116,0.02911
2026-02-06 13:15:00,0.032,0.0333
2026-02-06 13:30:00,0.0425,0.04199
2026-02-06 13:45:00,0.03197,0.03512
2026-02-06 14:00:00,0.02549,0.02659
2026-02-06 14:15:00,0.05392,0.05467
2026-02-06 14:30:00,0.03454,0.03774
2026-02-06 14:45:00,0.04804,0.04786
2026-02-06 15:00:00,0.02599,0.02634
2026-02-06 15:15:00,0.03551,0.03995
2026-02-06 15:30:00,0.03447,0.03289
2026-02-06 15:45:00,0.02439,0.02022
2026-02-06 16:00:00,0.02226,0.02228
2026-02-06 16:15:00,0.02243,0.02215
2026-02-06 16:30:00,0.01551,0.01576
2026-02-06 16:45:00,0.00379,0.00493
2026-02-06 17:00:00,0.00893,0.00701
2026-02-06 17:15:00,0.00392,0.00236
2026-02-06 17:30:00,0.00037,0.00032
2026-02-06 17:45:00,0.00022,0.00029
2026-02-06 18:00:00,0.00022,0.00028
2026-02-06 18:15:00,0.00025,0.00014
2026-02-06 18:30:00,0.00017,0.0
2026-02-06 18:45:00,8e-05,0.0
2026-02-06 19:00:00,0.0,0.0
2026-02-06 19:15:00,0.0,0.0
2026-02-06 19:30:00,0.0,0.0
2026-02-06 19:45:00,0.0,0.0
2026-02-06 20:00:00,0.0,0.0
2026-02-06 20:15:00,0.0,0.0
2026-02-06 20:30:00,0.0,0.0
2026-02-06 20:45:00,0.0,0.0
2026-02-06 21:00:00,0.0,0.0
2026-02-06 21:15:00,0.0,0.0
2026-02-06 21:30:00,0.0,0.0
2026-02-06 21:45:00,0.0,0.0
2026-02-06 22:00:00,0.0,0.0
2026-02-06 22:15:00,0.0,0.0
2026-02-06 22:30:00,0.0,0.0
2026-02-06 22:45:00,0.0,0.0
2026-02-06 23:00:00,0.0,0.0
2026-02-06 23:15:00,0.0,0.0
2026-02-06 23:30:00,0.0,0.0
2026-02-06 23:45:00,0.0,0.0
