timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-03-20T0400,1128A,125.1695,43.83,长春市,岱山公园,,27,27,84,18,35,72,72,NA,NA,7,16,4,4,0.1,0.2
2026-03-20T0400,4281A,125.334645,43.916281,长春市,北亚泰大街1068号,,29,22,89,20,40,70,70,NA,NA,10,20,7,7,0.3,0.4
2026-03-20T0400,1335A,113.082,28.2421,长沙市,经开区环保局,,48,45,30,33,20,26,26,NA,NA,23,24,3,4,0.6,0.6
2026-03-20T0400,1336A,112.8873,28.2202,长沙市,高开区环保局,,49,42,38,34,27,43,43,NA,NA,13,31,4,9,0.8,0.9
2026-03-20T0400,1337A,113.0785,28.2012,长沙市,马坡岭,细颗粒物(PM2.5),54,43,30,37,24,17,17,NA,NA,27,26,4,5,0.8,0.9
2026-03-20T0400,1338A,112.9448,28.1894,长沙市,湖南师范大学,细颗粒物(PM2.5),64,42,37,42,29,37,37,NA,NA,17,32,4,4,1.0,1.1
2026-03-20T0400,1339A,113.0177,28.1322,长沙市,雨花区环保局,,50,45,32,35,22,30,30,NA,NA,19,28,3,3,0.9,0.9
2026-03-20T0400,1340A,112.9795,28.2593,长沙市,伍家岭,NA,NA,42,39,41,28,31,31,NA,NA,16,28,3,3,NA,0.8
2026-03-20T0400,1341A,113.002,28.1944,长沙市,火车新站,细颗粒物(PM2.5),54,41,34,37,25,30,30,NA,NA,24,33,4,4,0.7,0.8
2026-03-20T0400,1342A,112.9846,28.1177,长沙市,天心区环保局,细颗粒物(PM2.5),66,51,35,43,28,34,34,NA,NA,24,35,5,5,0.7,0.8
2026-03-20T0400,1343A,112.8906,28.1307,长沙市,湖南中医药大学,细颗粒物(PM2.5),52,42,40,36,30,41,41,NA,NA,12,29,5,6,0.7,0.9
2026-03-20T0400,1727A,113.1146,36.1547,长治市,清华站,颗粒物(PM10),85,99,69,42,30,12,12,NA,NA,46,22,8,9,0.7,0.7
2026-03-20T0400,1730A,113.0887,36.2126,长治市,审计局,细颗粒物(PM2.5),76,83,66,48,33,33,33,NA,NA,25,20,9,10,0.8,0.7
2026-03-20T0400,1731A,113.0845,36.1856,长治市,长治八中,颗粒物(PM10),83,96,88,46,36,40,40,NA,NA,14,17,11,11,0.8,0.7
2026-03-20T0400,2845A,113.1561,36.1912,长治市,德盛苑,颗粒物(PM10),65,70,66,35,31,71,71,NA,NA,14,14,10,11,0.8,0.6
2026-03-20T0400,3568A,113.0603,36.0464,长治市,向阳小学,颗粒物(PM10),87,101,100,40,31,44,44,NA,NA,18,22,11,13,0.8,0.7
2026-03-20T0400,3569A,112.8788,36.315,长治市,屯留一中,颗粒物(PM10),77,87,66,34,20,62,62,NA,NA,22,23,7,7,0.9,0.6
2026-03-20T0400,4189A,113.113092,36.199482,长治市,英华南巷50号,颗粒物(PM10),76,86,75,41,32,43,43,NA,NA,18,21,12,12,0.7,0.6
2026-03-20T0400,4190A,113.23666,36.33435,长治市,学府街1号,颗粒物(PM10),79,90,73,33,28,30,30,NA,NA,37,24,7,6,1.5,0.9
