,O3H8_level,regioncode,O3,latitude,CO_level,SYWRW,PM10H24,NO2,O3H8,O3_level,PM10_color,PM25_color,SO2,sitename,O3H8_color,AQI,NO2_level,AQI_level,PM10H24_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,PM25H24_color,sitecode,PM25H24_level,AQI_color,districtname,O3_color,SO2_level,PM10,PM25H24,PM10H24_color,sort,time
0,优,331083,86,28.12715,优,--,29,6,65,优,#00E400,#00E400,10,玉环环监站,#00E400,27,优,优,优,331000,#00E400,121.2339,#00E400,4,优,0.6,优,#00E400,#00E400,331021001,优,#00E400,台州市,#00E400,优,14,17,#00E400,1,2026-06-12 14:00:00
1,优,331127,87,28.002222,优,--,26,5,49,优,#00E400,#00E400,4,红星小学,#00E400,28,优,优,优,331100,#00E400,119.636389,#00E400,7,优,0.4,优,#00E400,#00E400,331127003,优,#00E400,丽水市,#00E400,优,16,11,#00E400,2,2026-06-12 14:00:00
2,优,330127,96,29.5995,优,--,31,7,83,优,#00E400,#00E400,9,淳安环保大楼,#00E400,30,优,优,优,330100,#00E400,119.0481,#00E400,17,优,0.5,优,#00E400,#00E400,330127001,优,#00E400,杭州市,#00E400,优,30,19,#00E400,3,2026-06-12 14:00:00
3,优,330305,95,27.8342,优,--,25,6,82,优,#00E400,#00E400,7,洞头气象局,#00E400,30,优,优,优,330300,#00E400,121.1502,#00E400,8,优,0.5,优,#00E400,#00E400,330305001,优,#00E400,温州市,#00E400,优,16,15,#00E400,3,2026-06-12 14:00:00
4,优,330922,95,30.7269,优,--,15,9,90,优,#00E400,#00E400,8,嵊泗菜园,#00E400,30,优,优,优,330900,#00E400,122.4464,#00E400,8,优,0.3,优,#00E400,#00E400,330922001,优,#00E400,舟山市,#00E400,优,20,8,#00E400,3,2026-06-12 14:00:00
5,优,331083,95,28.2221,优,--,32,9,76,优,#00E400,#00E400,6,楚门中心小学,#00E400,30,优,优,优,331000,#00E400,121.2846,#00E400,5,优,0.4,优,#00E400,#00E400,331021002,优,#00E400,台州市,#00E400,优,11,20,#00E400,3,2026-06-12 14:00:00
6,优,331081,94,28.37558,优,--,28,7,69,优,#00E400,#00E400,6,温岭环监站,#00E400,30,优,优,优,331000,#00E400,121.36579,#00E400,10,优,0.4,优,#00E400,#00E400,331081001,优,#00E400,台州市,#00E400,优,23,18,#00E400,3,2026-06-12 14:00:00
7,良,330225,99,29.2003,优,--,18,11,101,优,#00E400,#00E400,8,石浦新港小学,#FFFF00,31,优,优,优,330200,#00E400,121.934,#00E400,4,优,0.4,优,#00E400,#00E400,330225002,优,#00E400,宁波市,#00E400,优,10,11,#00E400,8,2026-06-12 14:00:00
8,优,331124,99,28.4516,优,--,23,6,75,优,#00E400,#00E400,5,和平水厂,#00E400,31,优,优,优,331100,#00E400,119.4699,#00E400,7,优,0.4,优,#00E400,#00E400,331124002,优,#00E400,丽水市,#00E400,优,13,13,#00E400,8,2026-06-12 14:00:00
9,优,331127,97,27.9772,优,--,18,4,54,优,#00E400,#00E400,4,景宁县政府,#00E400,31,优,优,优,331100,#00E400,119.6311,#00E400,8,优,0.3,优,#00E400,#00E400,331127002,优,#00E400,丽水市,#00E400,优,10,12,#00E400,8,2026-06-12 14:00:00
